N	2gram	Savitsky_E_1	Freidism
108	не дает	3	4
109	в котором	2	4
110	мы находим	1	4
111	от того	1	4
112	на которые	1	4
113	в данном	3	4
114	и о	1	4
115	в более	1	4
116	в этих	2	4
117	этот вопрос	2	4
118	между ними	2	4
119	в последнем	1	4
120	в таком	3	4
121	на себя	3	3
122	такие же	1	3
123	в общем	3	3
124	один и	1	3
125	как в	3	3
126	и как	2	3
127	всего к	2	3
128	и тот	1	3
129	в себе	9	3
130	и те	1	3
131	этот процесс	2	3
132	главным образом	2	3
133	и по	5	3
134	что все	2	3
135	было бы	8	3
136	такой же	2	3
137	именно и	1	3
138	войти в	1	3
139	тому чтобы	2	3
140	можем сказать	2	3
141	тому что	1	3
142	одна из	1	3
143	в сознании	1	3
144	не могут	2	3
145	она не	2	3
146	с ее	1	3
147	свою очередь	2	3
148	что может	1	3
149	если бы	2	3
150	и что	2	3
151	бы то	4	3
152	во втором	2	3
153	в них	3	3
154	со стороны	5	3
155	на этот	2	3
156	вместе с	2	3
157	по своему	7	3
158	слова и	1	3
159	и от	3	3
160	но это	1	3
161	не является	3	3
162	когда он	3	3
163	жизни и	2	3
164	ни на	3	3
165	ее в	3	3
166	чтобы не	1	2
167	в такой	1	2
168	и то	2	2
169	тех же	1	2
170	и до	1	2
171	что между	1	2
172	большую роль	1	2
173	социальной группы	1	2
174	как не	2	2
175	того же	3	2
176	между собой	2	2
177	в ее	8	2
178	видели что	1	2
179	но как	2	2
180	с которыми	1	2
181	отличие от	1	2
182	или иное	1	2
183	значение для	1	2
184	относится к	1	2
185	дает нам	1	2
186	что как	1	2
187	в своем	14	2
188	от этого	5	2
189	в этот	1	2
190	что это	2	2
191	в нашем	1	2
192	или вовсе	1	2
193	но все	1	2
194	в совершенно	1	2
195	же касается	1	2
196	в глубине	1	2
197	наибольшее значение	1	2
198	при помощи	2	2
199	в свой	1	2
200	рассказывает что	1	2
201	жизни но	1	2
202	так называемый	1	2
203	том что	6	2
204	в эту	2	2
205	но если	5	2
206	во второй	3	2
207	лежат в	4	2
208	в их	11	2
209	мы говорили	1	2
210	в отличие	1	2
211	на другую	1	2
212	освободиться от	1	2
213	как это	4	2
214	в отношении	32	2
215	что с	1	2
216	правда в	1	2
217	и притом	4	2
218	в процессе	4	2
219	для всего	1	2
220	и теперь	2	2
221	из того	2	2
222	этом отношении	3	2
223	в области	11	2
224	когда мы	1	2
225	для развития	1	2
226	должны быть	1	2
227	что оно	1	2
228	оно не	1	2
229	для себя	1	2
230	оно может	1	2
231	то или	1	2
232	из всего	1	2
233	не делает	1	2
234	на основе	2	2
235	и вообще	1	2
236	и поэтому	2	2
237	притом в	2	2
238	той социальной	1	2
239	что и	3	2
240	во всей	2	2
241	этого периода	1	2
242	всего этого	1	2
243	также в	2	2
244	мир в	1	2
245	быть и	1	2
246	себя с	1	2
247	мы видим	2	2
248	в какой	2	2
249	для нее	1	2
250	с одной	8	2
251	для всех	1	2
252	на всем	4	2
253	не можем	2	2
254	уже в	1	2
255	ни было	4	2
256	борьбы с	1	2
257	человека этот	1	2
258	из них	3	2
259	потому и	1	2
260	точка зрения	2	2
261	в прошлом	3	2
262	заметить что	2	2
263	рядом с	1	2
264	и даже	6	2
265	влияние на	2	2
266	с другой	7	2
267	в психологии	3	2
268	связано с	3	2
269	одной стороны	8	2
270	которых мы	1	2
271	более того	1	2
272	зависит от	1	2
273	а не	2	2
274	что мы	1	2
275	так же	9	2
276	и всей	1	2
277	для понимания	2	2
278	в развитии	2	2
279	действительно ли	1	2
280	и таким	2	2
281	в силах	1	2
282	для нас	4	2
283	вполне понятно	1	2
284	и другие	1	2
285	в своих	2	2
286	как на	3	2
287	ту же	1	1
288	и т	1	1
289	же как	5	1
290	доступ в	1	1
291	других областей	1	1
292	но тем	1	1
293	но был	1	1
294	нам кажется	7	1
295	которое мы	1	1
296	этом периоде	1	1
297	кажется что	2	1
298	права и	1	1
299	ведь и	2	1
300	с таким	1	1
301	и этот	2	1
302	часть его	1	1
303	только частично	1	1
304	на тех	1	1
305	или наоборот	1	1
306	и другими	1	1
307	которую мы	5	1
308	бы сделать	1	1
309	вопрос о	4	1
310	ответить на	1	1
311	в основных	1	1
312	никак нельзя	1	1
313	другую и	1	1
314	как то	1	1
315	его любви	1	1
316	о возможности	1	1
317	которое не	1	1
318	но даже	4	1
319	то это	1	1
320	в будущем	3	1
321	но от	1	1
322	большей степени	1	1
323	не способен	1	1
324	в каждой	1	1
325	оценок и	1	1
326	что по	1	1
327	время в	3	1
328	что его	1	1
329	окажется в	1	1
330	и всего	1	1
331	обстояло дело	1	1
332	к которой	1	1
333	силы и	1	1
334	в качестве	14	1
335	которые соединяют	1	1
336	в свои	2	1
337	только путем	1	1
338	к сожалению	1	1
339	которые не	1	1
340	за вычетом	2	1
341	в истории	2	1
342	в центре	1	1
343	что во	1	1
344	независимо от	4	1
345	ли к	2	1
346	вспомним что	1	1
347	дикаря и	1	1
348	однако не	1	1
349	его к	1	1
350	это происходило	1	1
351	экономических отношений	1	1
352	психологии и	1	1
353	то нет	1	1
354	та же	1	1
355	и возникновение	1	1
356	бы и	3	1
357	культуру как	1	1
358	общение с	1	1
359	которую они	1	1
360	он в	1	1
361	степени и	1	1
362	по преимуществу	2	1
363	на то	6	1
364	вообще не	3	1
365	т д	1	1
366	все другие	2	1
367	в переводе	1	1
368	области и	1	1
369	на одну	2	1
370	всем своем	1	1
371	части этого	1	1
372	этот период	1	1
373	его можно	1	1
374	находит себе	1	1
375	к выводу	1	1
376	может остаться	1	1
377	как они	1	1
378	а затем	1	1
379	нормальное и	1	1
380	из всех	3	1
381	еще большей	1	1
382	говорить не	1	1
383	входит в	1	1
384	большее значение	1	1
385	окажется что	2	1
386	каждого из	1	1
387	этом смысле	3	1
388	связанная с	1	1
389	и тем	3	1
390	во многом	2	1
391	для них	2	1
392	о которых	1	1
393	далеко не	2	1
394	во внимание	1	1
395	звучать как	1	1
396	рода и	1	1
397	чем в	4	1
398	можно считать	3	1
399	и было	1	1
400	какой именно	1	1
401	с еще	1	1
402	и культуры	1	1
403	и тут	2	1
404	участие в	2	1
405	как совокупность	4	1
406	не к	2	1
407	в одном	2	1
408	которые в	1	1
409	творчества и	1	1
410	друг другу	1	1
411	бы о	2	1
412	образом из	1	1
413	с такими	1	1
414	культурной жизни	4	1
415	нас к	2	1
416	и необходимость	1	1
417	если и	1	1
418	можно ли	3	1
419	гораздо большей	1	1
420	к такой	2	1
421	в идеологическом	2	1
422	отметить что	3	1
423	в содержании	2	1
424	тогда когда	2	1
425	это состояние	1	1
426	на путях	4	1
427	это мы	1	1
428	что процесс	1	1
429	некоторые свои	1	1
430	дело в	3	1
431	и культурной	1	1
432	в форму	1	1
433	они являются	1	1
434	того в	1	1
435	к ней	4	1
436	это один	1	1
437	что на	2	1
438	ли это	3	1
439	и со	3	1
440	только наиболее	1	1
441	и далее	1	1
442	которую не	1	1
443	в направлении	4	1
444	его для	1	1
445	мы все	1	1
446	о таких	1	1
447	той или	4	1
448	по сравнению	2	1
449	отказаться от	1	1
450	о том	3	1
451	существует только	1	1
452	и это	1	1
453	и изучение	1	1
454	приходит к	1	1
455	своего развития	1	1
456	существует целый	1	1
457	то она	1	1
458	и сами	1	1
459	как по	1	1
460	мысль о	1	1
461	то время	1	1
462	как с	1	1
463	и когда	1	1
464	котором мы	1	1
465	и сам	1	1
466	в мире	2	1
467	мог бы	2	1
468	на месте	2	1
469	увидим что	1	1
470	с собой	1	1
471	значение имеют	1	1
472	в результате	3	1
473	к тем	1	1
474	бы признать	1	1
475	на язык	2	1
476	означает что	1	1
477	ними и	2	1
478	связанное с	1	1
479	то есть	6	1
480	а также	7	1
481	своем протяжении	1	1
482	внимание на	1	1
483	и та	2	1
484	язык и	1	1
485	говорит об	1	1
486	в сфере	3	1
487	но когда	1	1
488	особого рода	1	1
489	аналогии с	1	1
490	любви к	1	1
491	власти этого	1	1
492	затем в	1	1
493	и во	2	1
494	области которые	1	1
495	не выходит	1	1
496	с теми	1	1
497	в которую	1	1
498	а у	1	1
499	от них	3	1
500	которые мы	1	1
501	способность к	1	1
502	ее элементов	1	1
503	нем и	1	1
504	каких бы	2	1
505	и следовательно	1	1
506	к сознанию	1	1
507	к которому	1	1
508	чтобы ответить	1	1
509	но так	1	1
510	же все	1	1
511	борьбы за	1	1
512	в двух	1	1
513	дело с	1	1
514	во всем	1	1
515	страх перед	1	1
516	который в	1	1
517	они могут	1	1
518	бы ни	3	1
519	же при	1	1
520	об их	1	1
521	же законы	1	1
522	основании того	1	1
523	есть в	2	1
524	к какому	1	1
525	идеологии и	2	1
526	то и	1	1
527	также и	7	1
528	в виде	5	1
529	различия в	3	1
530	от других	1	1
531	в ином	1	1
532	и других	2	1
533	одно из	1	1
534	в корне	1	1
535	другую сторону	1	1
536	бытия и	1	1
537	как будто	2	1
538	в случаях	1	1
539	тем что	3	1
540	к той	2	1
541	гораздо сложнее	1	1
542	но за	1	1
543	и только	3	1
544	в другой	2	1
545	всецело к	1	1
546	представление о	2	1
547	или иной	4	1
548	даже не	1	1
549	она в	3	1
550	на примере	1	1
551	государство и	1	1
552	и чем	2	1
553	на них	2	1
554	которые можно	1	1
555	именно в	4	1
556	и предполагать	1	1
557	эти две	1	1
558	в каких	1	1
559	с той	1	1
560	принадлежит не	1	1
561	в некоторых	2	1
562	идеология так	1	1
563	человеческого рода	2	1
564	а на	1	1
565	на которых	1	1
566	у других	1	1
567	так обстояло	1	1
568	так называемой	1	1
569	долгое время	2	1
570	отнюдь не	9	1
571	чем на	2	1
572	совершенно одинаково	1	1
573	там где	3	1
574	оснований для	1	1
575	эту эпоху	1	1
576	так называемых	1	1
577	свести к	1	1
578	реальности это	1	1
579	или по	2	1
580	находим в	1	1
581	основных чертах	1	1
582	этой эпохи	1	1
583	сравнению с	2	1
584	смысле этого	1	1
585	ко всему	2	1
586	даже с	1	1
587	в иные	1	1
588	или хотя	2	1
589	этого слова	1	1
590	реальности в	1	1
591	в гораздо	2	1
592	ближе к	1	1
593	в смысле	9	1
594	мира в	4	1
595	становится ясным	1	1
596	известной степени	3	1
597	являются не	1	1
598	указать на	1	1
599	но на	3	1
600	этот принцип	1	1
601	которая в	1	1
602	в индивидуальном	1	1
603	переводе на	1	1
604	есть область	2	1
605	ее и	1	1
606	целый ряд	2	1
607	бы в	2	1
608	и всецело	2	1
609	возникает вопрос	1	1
610	еще более	2	1
611	тем более	4	1
612	же в	2	1
613	значения для	2	1
614	в том	11	1
615	отношении к	15	1
616	нет ничего	1	1
617	весь мир	1	1
618	в культурном	3	1
619	имеет место	2	1
620	религии и	1	1
621	который не	1	1
622	на своем	3	1
623	это так	3	1
624	только одна	1	1
625	в экономическом	6	1
626	ли признать	1	1
627	значение в	1	1
628	можно назвать	1	1
629	бытия самое	1	1
630	гораздо более	1	1
