N	2gram	Propp_Isto_6	Sovremen
141	здесь и	2	1
142	отношению к	2	1
143	так в	6	1
144	нас на	1	1
145	и до	2	1
146	не имеют	1	1
147	в мире	1	1
148	по аналогии	1	1
149	можно было	2	1
150	этом направлении	1	1
151	мы уже	6	1
152	те же	1	1
153	есть не	1	1
154	здесь нет	2	1
155	мы имеем	14	1
156	вот какая	1	1
157	же как	3	1
158	еще в	3	1
159	когда в	2	1
160	действительно если	1	1
161	и наш	1	1
162	это только	1	1
163	если бы	3	1
164	с человеком	1	1
165	что иное	2	1
166	эта функция	1	1
167	и действительно	3	1
168	считая что	1	1
169	и живой	1	1
170	или как	2	1
171	полно но	1	1
172	кто же	1	1
173	того же	2	1
174	о том	7	1
175	в ней	5	1
176	одного из	1	1
177	аналогии с	1	1
178	на них	1	1
179	все его	1	1
180	иное как	1	1
181	себе очень	1	1
182	что его	1	1
183	его в	5	1
184	с его	4	1
185	во всех	1	1
186	обратном порядке	1	1
187	природы и	1	1
188	данном случае	3	1
189	но не	2	1
190	к этому	3	1
191	но как	4	1
192	друг на	1	1
193	по отношению	2	1
194	позволит нам	1	1
195	к концу	3	1
196	сложное и	1	1
197	все время	2	1
198	идет о	1	1
199	независимо от	3	1
200	стороны и	2	1
201	этого развития	1	1
202	значит что	2	1
203	к нему	1	1
204	один из	3	1
205	кроме того	3	1
206	одной из	1	1
207	ли он	1	1
208	увидим что	2	1
209	только в	5	1
210	в этот	1	1
211	на какой	1	1
212	может оказаться	1	1
213	за собой	5	1
214	то он	2	1
215	та же	3	1
216	к другому	1	1
217	имеет вид	1	1
218	одном случае	1	1
219	и тот	1	1
220	этот вопрос	1	1
221	каким же	1	1
222	и те	2	1
223	этот процесс	1	1
224	и если	1	1
225	а это	1	1
226	чтобы он	1	1
227	он не	2	1
228	его и	1	1
229	том поле	1	1
230	искать в	1	1
231	себе в	4	1
232	эти три	3	1
233	пока не	2	1
234	к одному	1	1
235	по существу	1	1
236	другую сторону	1	1
237	вовсе не	2	1
238	где это	1	1
239	быть поставлен	1	1
240	не доказывают	1	1
241	как его	1	1
242	но что	1	1
243	не случайно	1	1
244	случае не	1	1
245	и работать	1	1
246	в очень	4	1
247	это значит	1	1
248	уже совершенно	1	1
249	и только	3	1
250	не будет	5	1
251	а затем	1	1
252	из приведенных	1	1
253	и может	1	1
254	в другом	1	1
255	одной стороны	7	1
256	чем в	1	1
257	имеет с	1	1
258	до сих	4	1
259	с другой	10	1
260	как у	2	1
261	обоих случаях	1	1
262	образом если	1	1
263	и эту	1	1
264	именно в	1	1
265	уже знаем	2	1
266	узнаем здесь	1	1
267	такое же	1	1
268	его с	3	1
269	на ней	1	1
270	в ином	6	1
271	ни в	2	1
272	от другого	1	1
273	может находиться	1	1
274	но уже	1	1
275	нет в	3	1
276	не было	3	1
277	она и	1	1
278	на которых	1	1
279	и вся	1	1
280	на друга	1	1
281	одна и	1	1
282	несмотря на	1	1
283	оно имеет	1	1
284	на эту	1	1
285	многочисленные случаи	1	1
286	обратимся к	1	1
287	их на	1	1
288	в связи	1	1
289	и становится	1	1
290	том что	10	1
291	в эту	2	1
292	этом случае	6	1
293	но если	1	1
294	том как	3	1
295	и при	1	1
296	таким же	3	1
297	так же	2	1
298	она в	2	1
299	но никогда	1	1
300	представление о	9	1
301	существо и	2	1
302	от его	1	1
303	в данном	3	1
304	мы проследим	1	1
305	которые в	2	1
306	может развиться	1	1
307	а потом	2	1
308	быть только	2	1
309	силу и	2	1
310	в обратном	1	1
311	на другую	2	1
312	именно к	1	1
313	без всяких	2	1
314	и более	1	1
315	там где	5	1
316	влечет за	2	1
317	мере в	1	1
318	бы два	1	1
319	вообще на	1	1
320	в своем	2	1
321	в древней	2	1
322	происходит это	1	1
323	еще раз	1	1
324	несколько слов	1	1
325	и нет	1	1
326	сих пор	4	1
327	с ним	8	1
328	третий день	1	1
329	все три	1	1
330	она не	3	1
331	что с	1	1
332	ряд в	1	1
333	делится на	1	1
334	но для	2	1
335	в обоих	1	1
336	свое время	1	1
337	которых он	2	1
338	не имеет	2	1
339	например у	3	1
340	не является	1	1
341	длиною в	1	1
342	указать на	1	1
343	и от	3	1
344	никогда не	13	1
345	или в	3	1
346	может но	1	1
347	это во	1	1
348	эта сторона	2	1
349	хотя и	1	1
350	это то	2	1
351	или другой	2	1
352	не представляет	2	1
353	и его	7	1
354	же в	1	1
355	но это	4	1
356	могли быть	2	1
357	на которой	1	1
358	и из	1	1
359	ли это	1	1
360	между ними	1	1
361	не знает	1	1
362	сказать что	3	1
363	не сказано	1	1
364	и для	1	1
365	очень часто	5	1
366	они все	1	1
367	равно как	1	1
368	не что	1	1
369	сравнительно с	1	1
370	человека в	2	1
371	можно наблюдать	2	1
372	в то	5	1
373	в свое	2	1
374	единства в	1	1
375	отметить что	2	1
376	но еще	1	1
377	в своих	3	1
378	и эта	3	1
379	все что	4	1
380	они не	3	1
381	из многих	1	1
