N	2gram	Vygotskiy__2	VelikijI
348	и очень	1	1
349	нет никакого	1	1
350	с любовью	1	1
351	и нет	1	1
352	людей а	1	1
353	есть один	1	1
354	и сказал	1	1
355	как можно	2	1
356	ничего кроме	2	1
357	к ним	2	1
358	и другое	2	1
359	думают что	1	1
360	на котором	1	1
361	и остается	1	1
362	роковым образом	2	1
363	не по	1	1
364	смысле и	1	1
365	сознании и	2	1
366	людей от	1	1
367	указать на	1	1
368	мы все	1	1
369	не существует	2	1
370	нам и	1	1
371	и от	2	1
372	в день	2	1
373	найти в	1	1
374	и всегда	2	1
375	мира и	1	1
376	ничего не	4	1
377	в разных	1	1
378	того как	4	1
379	жизни не	1	1
380	всего можно	1	1
381	может быть	18	1
382	в русском	2	1
383	как она	4	1
384	конце концов	3	1
385	видим что	3	1
386	основанное на	1	1
387	против того	1	1
388	во всем	3	1
389	будто бы	1	1
390	на него	2	1
391	в сознании	4	1
392	наших дней	1	1
393	уже и	1	1
394	что на	4	1
395	может и	1	1
396	другой стороны	2	1
397	но часто	1	1
398	заключается что	1	1
399	им не	1	1
400	но все	1	1
401	в трех	1	1
402	к этому	1	1
403	тайны и	2	1
404	вся история	1	1
405	его с	2	1
406	всего что	1	1
407	в искусстве	21	1
408	и другие	1	1
409	в своих	9	1
410	соединенная с	1	1
411	нет что	1	1
412	в процессе	2	1
413	и эта	1	1
414	это в	2	1
415	в противоположность	1	1
416	отказаться от	3	1
417	себя и	1	1
418	она не	2	1
419	они не	1	1
