N	2gram	Tiupa_Narr_1	Vvedenie
218	в частности	14	3
219	же как	1	2
220	и до	1	2
221	что мы	2	2
222	мы уже	1	2
223	мы не	3	2
224	жизни как	2	2
225	и со	1	2
226	того же	1	2
227	природы и	1	2
228	при жизни	1	2
229	значение и	1	2
230	тогда как	10	2
231	надо было	1	2
232	так называемая	2	2
233	сам же	1	2
234	большей части	3	2
235	ни одна	1	2
236	что к	1	2
237	к тексту	1	2
238	задний план	1	2
239	и совершенно	1	2
240	в принципе	4	2
241	в силу	1	2
242	какой бы	1	2
243	подобно тому	3	2
244	и наоборот	1	2
245	в другом	1	2
246	и с	3	2
247	них не	1	2
248	входит в	2	2
249	на протяжении	7	2
250	в соответствии	5	2
251	уже знаем	1	2
252	на свои	1	2
253	для них	2	2
254	но уже	1	2
255	соответствии с	4	2
256	этого не	2	2
257	она была	2	2
258	и тогда	2	2
259	не мог	6	2
260	другие с	1	2
261	из того	1	2
262	с точки	1	2
263	состоит в	10	2
264	свое существование	1	2
265	одного отдельного	1	2
266	тому что	1	2
267	произведения и	1	2
268	того как	1	2
269	одна из	4	2
270	о них	3	2
271	это еще	1	2
272	никогда не	4	2
273	казалось бы	2	2
274	ничего не	2	2
275	невозможно но	1	2
276	из истории	1	2
277	как следует	1	2
278	не до	1	2
279	этого термина	1	2
280	у нас	3	2
281	именно оно	1	2
282	истории не	3	2
283	понять что	1	2
284	той или	5	2
285	если же	1	2
286	значение в	1	2
287	и сам	1	2
288	из двух	1	2
289	так и	5	2
290	не с	1	2
291	так называемую	1	2
292	мог бы	1	2
293	не исчерпывается	1	2
294	для этого	1	2
295	же самое	2	2
296	преимущественно в	1	2
297	и здесь	1	2
298	еще при	1	2
299	английский язык	1	2
300	в значительной	1	2
301	во всех	1	2
302	тем или	2	2
303	возникает и	1	2
304	во втором	6	2
305	нуждается в	1	2
306	в форме	2	2
307	тем более	1	2
308	все время	1	2
309	народов и	1	2
310	быть и	2	2
311	здесь не	2	2
312	для нее	1	2
313	каждый из	2	2
314	только на	2	2
315	от других	1	2
316	мы можем	2	2
317	могло бы	3	2
318	или иной	4	2
319	по его	1	2
320	в ряде	1	2
321	не говоря	1	2
322	по тем	1	2
323	не было	3	2
324	иначе но	1	2
325	этому времени	1	2
326	а так	1	2
327	ближе к	1	2
328	в связи	2	2
329	с помощью	1	2
330	из которых	1	2
331	с этим	1	2
332	истории в	4	2
333	этих случаях	1	2
334	на рубеже	1	2
335	тому как	3	2
336	человеческой культуры	1	2
337	еще раз	3	2
338	но это	1	2
339	и собственно	1	2
340	в более	1	2
341	это уже	3	2
342	и сама	2	2
343	не существует	3	2
344	между ними	2	2
345	у них	1	2
346	но зато	2	2
347	будто бы	1	2
348	центре внимания	2	2
349	нами не	2	2
350	текст может	1	2
351	самой своей	1	2
352	он и	2	2
353	или иным	2	2
354	жизни и	6	2
355	точно так	1	2
356	за ее	1	1
357	обращена к	1	1
358	например в	1	1
359	не остается	1	1
360	сам по	1	1
361	на самом	1	1
362	значении этого	1	1
363	только потому	1	1
364	первой половины	1	1
365	в стороне	1	1
366	это и	1	1
367	он почувствовал	1	1
368	на две	2	1
369	речь идет	3	1
370	в зависимости	2	1
371	ней есть	1	1
372	та же	2	1
373	тексте не	1	1
374	с мнением	1	1
375	похожи на	1	1
376	выше но	1	1
377	слово не	1	1
378	меньшей степени	2	1
379	историю человечества	1	1
380	он был	1	1
381	этот текст	1	1
382	истории а	1	1
383	как если	2	1
384	различия между	1	1
385	своей работе	1	1
386	это бывает	1	1
387	жизни человечества	1	1
388	но как	3	1
389	дело обстоит	1	1
390	в спальню	1	1
391	в противовес	3	1
392	русского языка	1	1
393	к слову	1	1
394	как в	4	1
395	отличие от	2	1
396	важное для	1	1
397	произведение в	1	1
398	к автору	1	1
399	и я	1	1
400	общем значении	1	1
401	более или	1	1
402	то в	4	1
403	них как	2	1
404	впечатление что	1	1
405	для которого	1	1
406	еще на	1	1
407	не приходится	1	1
408	в которой	1	1
409	средствами языка	1	1
410	раз в	2	1
411	и тот	1	1
412	особенно важно	1	1
413	тому же	6	1
414	во многих	1	1
415	на то	2	1
416	но на	1	1
417	не могла	2	1
418	направлено на	1	1
419	выражается в	1	1
420	в реальной	1	1
421	слова а	1	1
422	действительности о	1	1
423	уже говорилось	1	1
424	новое и	1	1
425	его от	1	1
426	заключает в	2	1
427	именно это	1	1
428	одно и	2	1
429	объект и	1	1
430	то ни	1	1
431	различие между	1	1
432	фактов не	1	1
433	знания к	1	1
434	особенности в	1	1
435	лишь в	3	1
436	восприятия в	1	1
437	но совершенно	1	1
438	доступна нам	1	1
439	он есть	1	1
440	что неизбежно	1	1
441	лишь на	1	1
442	выходя из	1	1
443	в итоге	1	1
444	выросло из	1	1
445	его и	2	1
446	в слове	3	1
447	не всегда	3	1
448	иначе говоря	8	1
449	автора и	1	1
450	и того	2	1
451	одного и	1	1
452	или менее	1	1
453	его нельзя	1	1
454	во время	1	1
455	что между	1	1
456	в ходе	3	1
457	никак не	2	1
458	в следующем	1	1
459	как когда-то	1	1
460	и всеми	1	1
461	приходится в	1	1
462	как произведение	1	1
463	говорил о	2	1
464	в отличие	2	1
465	различными по	1	1
466	от его	1	1
467	должны были	1	1
468	втором случае	1	1
469	точку зрения	1	1
470	но во	1	1
471	зависимости от	2	1
472	что было	1	1
473	к философскому	1	1
474	что этот	1	1
475	того кто	2	1
476	любовь к	1	1
477	этом и	4	1
478	любви и	1	1
479	как будет	1	1
480	не раз	1	1
481	в цепи	1	1
482	в обоих	2	1
483	при изложении	1	1
484	не по	4	1
485	было не	1	1
486	случае не	1	1
487	и восприятия	1	1
488	из их	1	1
489	не могло	2	1
490	судя по	1	1
491	а для	3	1
492	это то	1	1
493	целая цепь	1	1
494	имеем дело	2	1
495	слова как	1	1
496	обратим внимание	1	1
497	этих двух	2	1
498	за исключением	1	1
499	свои вопросы	1	1
500	и является	2	1
501	во всем	1	1
502	и после	2	1
503	не принадлежит	1	1
504	претендовать на	1	1
505	слова о	1	1
506	из существенных	1	1
507	в некотором	1	1
508	что на	4	1
509	ему не	1	1
510	в действительности	1	1
511	в специальном	1	1
512	встречается в	1	1
513	человека в	2	1
514	отличается от	1	1
515	посредством которых	1	1
516	жить в	1	1
517	того о	1	1
518	собственных имен	1	1
519	бы составить	1	1
520	не предполагает	1	1
521	оно не	2	1
522	опыта и	1	1
523	не ограничивается	1	1
524	когда под	1	1
525	и о	3	1
526	значения и	2	1
527	как не	1	1
528	свою очередь	2	1
529	как один	1	1
530	для читателя	1	1
531	исторической жизни	1	1
532	реальной действительности	1	1
533	только то	1	1
534	с языком	2	1
535	что именно	1	1
536	как с	1	1
537	друг для	2	1
538	что у	4	1
539	к исследованию	1	1
540	и прочих	1	1
541	осуществляется в	1	1
542	еще в	3	1
543	том как	1	1
544	какой она	1	1
545	между собой	2	1
546	и форме	1	1
547	и условий	1	1
548	состоящий в	1	1
549	различного рода	3	1
550	о ней	3	1
551	мере что	1	1
552	и та	1	1
553	одного из	6	1
554	бы то	1	1
555	теперь и	1	1
556	слов с	1	1
557	это было	2	1
558	таков что	1	1
559	русской литературы	1	1
560	нем не	1	1
561	нечто иное	1	1
562	вся эта	1	1
563	они сообщают	1	1
564	автор как	1	1
565	оно составляет	1	1
566	наконец в	1	1
567	также в	1	1
568	в литературе	4	1
569	рассуждение о	1	1
570	в новой	1	1
571	могло быть	1	1
572	по данному	1	1
573	к нашему	1	1
574	иной степени	1	1
575	всех его	2	1
576	сложности и	1	1
577	с которыми	1	1
578	не то	1	1
579	достаточно одного	1	1
580	себя в	2	1
581	прямо не	1	1
582	на всем	1	1
583	ряде случаев	1	1
584	и у	1	1
585	вопроса о	1	1
586	языка как	1	1
587	принципе не	1	1
588	или даже	1	1
589	обнаруживаются в	1	1
590	участие в	1	1
591	собой лишь	1	1
592	и понимание	1	1
593	xix столетия	2	1
594	для него	4	1
595	слова в	4	1
596	к ним	2	1
597	при всей	3	1
598	выше чем	1	1
599	бытия и	1	1
600	у него	7	1
601	чтобы не	1	1
602	указание на	1	1
603	случае с	1	1
604	момент в	1	1
605	и т.п	8	1
606	все равно	2	1
607	после смерти	2	1
608	с той	1	1
609	а с	1	1
610	она прежде	1	1
611	слово но	2	1
612	связано с	1	1
613	не на	1	1
614	он только	1	1
615	которые не	1	1
616	и составляет	2	1
617	а главное	1	1
618	однако и	4	1
619	одну из	1	1
620	таков в	1	1
621	иначе его	1	1
622	мира в	4	1
623	если не	2	1
624	как именно	1	1
625	проникновения в	1	1
626	в момент	1	1
627	имея в	1	1
628	и соответствующих	1	1
629	и потому	1	1
630	однако для	1	1
631	наряду с	1	1
632	не смешивать	1	1
633	в европейской	1	1
634	в тех	1	1
635	рассказа в	5	1
636	в первой	2	1
637	что когда-то	1	1
638	быть не	3	1
639	о жизни	1	1
640	слова и	1	1
641	каким он	2	1
642	в культуре	1	1
643	но для	3	1
644	не любил	1	1
645	и от	2	1
646	историей и	1	1
647	она может	2	1
648	по поводу	1	1
649	ранее не	1	1
650	которая в	2	1
651	нас нет	1	1
652	для нас	1	1
653	и все	3	1
654	напомнить что	2	1
655	еще более	1	1
656	на языке	1	1
657	для друга	2	1
658	ни было	1	1
659	же в	2	1
660	изложении в	1	1
661	нельзя было	1	1
662	отношении к	1	1
663	в свою	2	1
664	письма и	1	1
665	впервые в	1	1
666	совершенно не	1	1
667	жизни а	3	1
668	первом случае	3	1
669	начале этой	1	1
670	только о	1	1
671	это очевидно	1	1
672	этим объясняется	1	1
673	истории история	1	1
674	частности в	1	1
675	но еще	1	1
676	также не	2	1
677	в таком	2	1
678	все что	2	1
679	они не	1	1
680	которая не	1	1
