N	2gram	Losev_Dial_2	Narrotol
289	мы будем	1	1
290	а только	3	1
291	не то	5	1
292	тех же	1	1
293	свою жизнь	1	1
294	не все	1	1
295	а он	1	1
296	тут же	4	1
297	и я	2	1
298	его на	1	1
299	что именно	1	1
300	с этим	3	1
301	еще и	1	1
302	вспомнил что	1	1
303	когда он	1	1
304	и к	7	1
305	в противоположность	2	1
306	это то	1	1
307	еще на	2	1
308	в которой	2	1
309	из жизни	1	1
310	отношения с	1	1
311	что это	10	1
312	об этих	1	1
313	это за	3	1
314	за это	1	1
315	во многих	1	1
316	этом что	1	1
317	приводит к	1	1
318	разные времена	1	1
319	но ведь	2	1
320	как он	4	1
321	но на	1	1
322	направлено на	1	1
323	как принцип	1	1
324	что она	14	1
325	языком в	1	1
326	задний план	1	1
327	главным образом	1	1
328	т д	15	1
329	одному из	1	1
330	оно в	1	1
331	не как	2	1
332	в силу	5	1
333	содержит в	4	1
334	на земле	1	1
335	друг с	1	1
336	и по	4	1
337	именно это	1	1
338	таким образом	4	1
339	но все	2	1
340	жить в	1	1
341	в одну	5	1
342	то ни	1	1
343	тоже могут	1	1
344	значение в	1	1
345	уже знаем	3	1
346	говорить не	1	1
347	его в	3	1
348	он есть	3	1
349	реальности как	1	1
350	лишь на	1	1
351	и прочих	2	1
352	действий и	1	1
353	солнце и	2	1
354	но уже	1	1
355	далеко не	1	1
356	в ее	4	1
357	с тем	2	1
358	о событиях	1	1
359	одна и	4	1
360	в один	3	1
361	и читатель	1	1
362	нисколько не	4	1
363	или менее	2	1
364	во время	2	1
365	она сама	3	1
366	или точнее	3	1
367	в котором	1	1
368	с точки	8	1
369	в их	2	1
370	оно живет	1	1
371	себе а	1	1
372	что я	2	1
373	от его	1	1
374	волосы как	2	1
375	и они	2	1
376	последовательность и	1	1
377	идти в	1	1
378	его мы	1	1
379	теми же	1	1
380	по крайней	9	1
381	на небо	1	1
382	всякий другой	1	1
383	она или	1	1
384	что этот	3	1
385	необходимо чтобы	2	1
386	в предыдущем	1	1
387	и долго	1	1
388	даже в	3	1
389	что эта	1	1
390	нас к	1	1
391	тому что	2	1
392	вернемся к	1	1
393	глубину как	1	1
394	можно ли	3	1
395	так как	14	1
396	не раз	2	1
397	его личности	2	1
398	важно что	3	1
399	того как	2	1
400	которые не	2	1
401	не говоря	2	1
402	душе и	1	1
403	из их	1	1
404	это еще	2	1
405	и уже	3	1
406	обратим внимание	2	1
407	и повседневного	1	1
408	опыта в	1	1
409	по своей	4	1
410	во всем	1	1
411	как не	2	1
412	и делает	2	1
413	самих этих	1	1
414	личности вполне	1	1
415	однако это	2	1
416	тех слов	1	1
417	ему не	1	1
418	с другом	1	1
419	встречается в	1	1
420	могут быть	4	1
421	сомневаться в	2	1
422	отличается от	1	1
423	об одном	1	1
424	мере того	1	1
425	не предполагает	1	1
426	если же	1	1
427	должен быть	1	1
428	функции могут	1	1
429	в виду	5	1
430	бытия то	1	1
431	только то	4	1
432	всей своей	1	1
433	по способу	1	1
434	слова а	1	1
435	и совершенно	2	1
436	и когда	4	1
437	по этой	2	1
438	в другом	4	1
439	в образе	1	1
440	из двух	1	1
441	на нее	1	1
442	ясно что	4	1
443	это вовсе	2	1
444	себя что	1	1
445	мог бы	1	1
446	на которую	1	1
447	том как	2	1
448	какой она	1	1
449	из одного	1	1
450	и вообще	6	1
451	чем-то живым	1	1
452	и здесь	1	1
453	и та	6	1
454	в глаза	1	1
455	имея в	1	1
456	свою историю	1	1
457	ее и	1	1
458	солнца и	1	1
459	не умеет	2	1
460	во всех	2	1
461	нем не	1	1
462	нечто иное	1	1
463	а потому	2	1
464	нуждается в	3	1
465	на одном	1	1
466	что и	5	1
467	крайней мере	9	1
468	в художественной	1	1
469	все время	3	1
470	и мы	3	1
471	но тут	3	1
472	оно и	1	1
473	сразу же	3	1
474	тот же	1	1
475	или когда	1	1
476	что один	1	1
477	самый общий	1	1
478	ли он	1	1
479	ходит по	1	1
480	даже если	1	1
481	бы ни	2	1
482	не происходит	1	1
483	их не	1	1
484	на мир	2	1
485	своему существованию	1	1
486	с одной	2	1
487	со всеми	1	1
488	на предмет	1	1
489	того же	1	1
490	внимание что	1	1
491	и событий	1	1
492	но о	2	1
493	уже в	4	1
494	ни одного	1	1
495	и религиозной	1	1
496	в душе	7	1
497	но совершенно	1	1
498	только одно	2	1
499	или даже	1	1
500	представить себе	1	1
501	бытия и	1	1
502	случае не	1	1
503	само по	2	1
504	которые могут	1	1
505	тем что	2	1
506	не просто	12	1
507	и всякий	1	1
508	момент в	2	1
509	это будет	1	1
510	по смыслу	1	1
511	даже не	1	1
512	который не	1	1
513	и ему	1	1
514	о внутреннем	1	1
515	не обязательно	5	1
516	а именно	5	1
517	сам себя	1	1
518	или меньшей	1	1
519	наконец в	1	1
520	же о	1	1
521	мы еще	1	1
522	конца как	1	1
523	люди как	1	1
524	говорит о	1	1
525	связано с	1	1
526	одной стороны	1	1
527	он только	1	1
528	и опять	1	1
529	не на	2	1
530	его как	1	1
531	что обычно	1	1
532	там где	1	1
533	со своими	1	1
534	время оно	1	1
535	повседневных фактов	1	1
536	многих его	1	1
537	так же	2	1
538	субъекта и	4	1
539	и потому	5	1
540	без помощи	1	1
541	надо было	1	1
542	над ним	1	1
543	что за	1	1
544	в церковь	1	1
545	она есть	9	1
546	формы бытия	1	1
547	в тех	2	1
548	однако тут	1	1
549	образ и	1	1
550	как средство	1	1
551	она вся	1	1
552	в иные	1	1
553	бросается в	1	1
554	и смерти	1	1
555	слова и	1	1
556	своей жизни	1	1
557	но это	7	1
558	все это	4	1
559	тут тоже	2	1
560	и где	3	1
561	и собственно	1	1
562	сам же	1	1
563	одного и	1	1
564	в некоторую	1	1
565	собственно и	1	1
566	не он	1	1
567	сознания и	5	1
568	о котором	3	1
569	который сразу	1	1
570	человек и	1	1
571	ибо без	1	1
572	в голову	1	1
573	или другой	3	1
574	то не	3	1
575	собственно говоря	2	1
576	тем более	1	1
577	у которого	1	1
578	будто бы	3	1
579	или смеется	1	1
580	все они	1	1
581	чувствовал не	1	1
582	сознания так	1	1
583	сон в	1	1
584	это все	2	1
585	не знает	1	1
586	на сцену	2	1
587	была бы	3	1
588	совершенно не	7	1
589	самой своей	1	1
590	взгляда на	2	1
591	только о	2	1
592	в свое	1	1
593	более или	2	1
594	а уничтожение	1	1
595	в искусстве	2	1
596	точно так	1	1
597	это время	3	1
598	они не	3	1
599	еще слишком	1	1
