N	2gram	Propp_Isto_5	VLabPisa
600	потому что	7	1
601	увидим ниже	3	1
602	которых он	1	1
603	хотя в	1	1
604	еще в	2	1
605	к ее	1	1
606	е в	3	1
607	состоит из	3	1
608	совершенно не	2	1
609	уже появляются	1	1
610	по которой	2	1
611	внешнего облика	1	1
612	есть и	1	1
613	способностей которые	1	1
614	работы в	1	1
615	два примера	1	1
616	показывают как	1	1
617	к этой	1	1
618	видим в	1	1
619	это было	2	1
620	и другие	1	1
621	можно назвать	1	1
622	в таком	1	1
623	в роли	3	1
