N	2gram	Bakhtin_sl_1	PoTuStor
383	мнению не	1	1
384	борьба с	1	1
385	эти два	1	1
386	на одном	1	1
387	в другой	2	1
388	он работает	1	1
389	наконец в	2	1
390	нем и	3	1
391	все время	3	1
392	и мир	5	1
393	к нему	5	1
394	тот же	1	1
395	дело с	1	1
396	и подвергается	1	1
397	эти разнородные	1	1
398	бы из	1	1
399	каждый момент	2	1
400	сознание в	1	1
401	никак нельзя	1	1
402	бы ни	3	1
403	нас здесь	2	1
404	с одной	4	1
405	в качестве	3	1
406	пользуется этой	1	1
407	себя в	9	1
408	определения и	1	1
409	же и	2	1
410	не пытается	2	1
411	и они	1	1
412	то и	1	1
413	рано или	1	1
414	так во	1	1
415	не дает	1	1
416	в борьбу	1	1
417	конечно нет	1	1
418	его и	3	1
419	в известной	2	1
420	общего языка	13	1
421	вовсе не	7	1
422	с этими	2	1
423	как его	5	1
424	случае не	1	1
425	как раз	2	1
426	этом отношении	1	1
427	для того	2	1
428	или поздно	1	1
429	со всем	1	1
430	со стороны	1	1
431	или иной	9	1
432	с другой	5	1
433	здесь в	4	1
434	эти две	1	1
435	и прежде	1	1
436	в свою	3	1
437	а с	2	1
438	на которые	2	1
439	него из	1	1
440	что для	1	1
441	месте и	1	1
442	них и	1	1
443	у нас	2	1
444	одной стороны	4	1
445	на этот	1	1
446	и самый	1	1
447	б он	1	1
448	а не	15	1
449	своем месте	1	1
450	с которым	2	1
451	жизнь в	2	1
452	в руках	1	1
453	весь его	1	1
454	оно ни	1	1
455	бы оно	1	1
456	связь с	2	1
457	и столь	1	1
458	влияния на	3	1
459	в данном	3	1
460	и оценок	3	1
461	быть только	2	1
462	даже с	1	1
463	только себя	1	1
464	эти силы	1	1
465	друг с	2	1
466	в состоянии	1	1
467	и философии	1	1
468	в уже	1	1
469	быть не	1	1
470	которые были	1	1
471	в более	1	1
472	и борьба	1	1
473	известной степени	4	1
474	и часто	4	1
475	потому не	1	1
476	формы и	3	1
477	и другими	1	1
478	которая в	1	1
479	это может	1	1
480	в эту	2	1
481	интерес к	2	1
482	еще более	5	1
483	на языке	1	1
484	же в	1	1
485	основе их	2	1
486	входить в	1	1
487	всеми его	1	1
488	нет ничего	1	1
489	с ней	2	1
490	противоречий и	1	1
491	но этим	1	1
492	от всех	1	1
493	его многообразных	1	1
494	сознания на	1	1
495	на своем	5	1
496	этой точки	1	1
497	и эта	2	1
498	его моментах	4	1
499	как на	1	1
