N	2gram	Bakhtin_Pr_2	Tvorches
712	жизни на	1	1
713	тем что	2	1
714	творчеству достоевского	1	1
715	лишь один	1	1
716	даже и	2	1
717	и герои	1	1
718	не было	2	1
719	нет нужды	1	1
720	не укладывается	2	1
721	литературе нет	2	1
722	достоевскому еще	1	1
723	без всякой	1	1
724	видим что	1	1
725	до сих	2	1
726	к роману	2	1
727	для этого	3	1
728	по выражению	2	1
729	наконец в	1	1
730	а с	3	1
731	они живут	1	1
732	себя и	2	1
733	и их	6	1
734	превращается в	4	1
735	достоевского глава	1	1
736	связи с	1	1
737	а на	2	1
738	на этот	1	1
739	такие же	1	1
740	на которых	1	1
741	не на	4	1
742	и назвал	1	1
743	жизнь в	1	1
744	не утверждая	1	1
745	достоевского на	1	1
746	а так	1	1
747	о чем	1	1
748	него не	3	1
749	его характер	1	1
750	мироощущением особенно	1	1
751	с помощью	1	1
752	именно поэтому	1	1
753	этот рассказ	1	1
754	связь с	2	1
755	на исходе	1	1
756	из элементов	1	1
757	него в	1	1
758	как это	2	1
759	достоевский преодолел	1	1
760	о возможности	1	1
761	романном мире	1	1
762	в область	1	1
763	достоевского однако	1	1
764	художественного видения	1	1
765	есть только	4	1
766	в сферу	1	1
767	во все	2	1
768	что же	4	1
769	даже с	1	1
770	слияние с	1	1
771	из этой	1	1
772	могли показать	1	1
773	можно допустить	1	1
774	авторская позиция	3	1
775	одно общее	1	1
776	ли не	1	1
777	и смерти	7	1
778	героя проявляется	1	1
779	слова и	1	1
780	и некоторые	2	1
781	роман xix	1	1
782	сих пор	2	1
783	только для	2	1
784	отличается от	1	1
785	от героев	1	1
786	как раз	6	1
787	в полном	1	1
788	и сам	3	1
789	в более	1	1
790	поэтому совершенно	1	1
791	уже на	2	1
792	в самые	1	1
793	самом конце	1	1
794	но на	2	1
795	начала и	2	1
796	еще раз	3	1
797	настоящее и	1	1
798	и перед	1	1
799	романе и	1	1
800	в другое	2	1
801	от него	3	1
802	о достоевском	1	1
803	свидригайлова и	2	1
804	тем более	1	1
805	конце концов	3	1
806	мы должны	4	1
807	понимал и	1	1
808	человека она	1	1
809	дело было	1	1
810	человек из	2	1
811	все они	4	1
812	достоевского сочетается	1	1
813	замысел достоевского	1	1
814	же в	1	1
815	романа и	4	1
816	сверх того	1	1
817	очень хорошо	1	1
818	я за	1	1
819	отношении к	1	1
820	гоголь и	1	1
821	в целях	1	1
822	с людьми	1	1
823	это все	1	1
824	в моем	1	1
825	этот вопрос	4	1
826	и внутренне	2	1
827	их с	1	1
828	к его	1	1
829	жизни а	1	1
830	автора в	3	1
831	я это	2	1
832	отношению к	8	1
833	бы его	1	1
834	и жизнь	1	1
835	разумихин и	1	1
836	из своей	1	1
837	героя в	5	1
838	в какой	1	1
839	о нем	6	1
840	художественного творчества	1	1
841	а может	3	1
842	а я	1	1
843	достоевский однако	1	1
844	карнавального мироощущения	4	1
845	с самим	2	1
