N	2gram	Bakhtin_sl_2	DiskursI
293	как таковая	1	1
294	и главное	1	1
295	оно в	1	1
296	в противовес	2	1
297	гуманитарных науках	1	1
298	из важнейших	2	1
299	жанра как	1	1
300	в чужой	2	1
301	определенными и	1	1
302	не входят	2	1
303	контексте и	1	1
304	независимо от	2	1
305	из возможных	1	1
306	его на	1	1
307	с их	3	1
308	в различные	2	1
309	и нет	2	1
310	и различные	2	1
311	исключает возможность	1	1
312	и художественного	1	1
313	или иную	1	1
314	бы и	3	1
315	героя однако	1	1
316	не был	2	1
317	решающее значение	1	1
318	он в	1	1
319	без учета	1	1
320	в нашем	2	1
321	и те	1	1
322	действительности а	1	1
323	имеет громадное	1	1
324	по преимуществу	1	1
325	рассказ о	1	1
326	другом случае	1	1
327	но его	1	1
328	на то	1	1
329	в гуманитарных	1	1
330	его границами	1	1
331	высказывания как	1	1
332	человек не	1	1
333	быть только	1	1
334	этот процесс	1	1
335	в исторических	1	1
336	что она	1	1
337	случае перед	1	1
338	время и	1	1
339	он не	2	1
340	в xvii	2	1
341	всех этих	4	1
342	высказываний в	3	1
343	как от	1	1
344	или иных	1	1
345	основе его	2	1
346	одно и	1	1
347	но все	5	1
348	русском языке	1	1
349	подход к	1	1
350	и может	1	1
351	значение в	2	1
352	в мире	1	1
353	на все	1	1
354	косвенной речи	1	1
355	для своей	1	1
356	говорить не	1	1
357	только своим	1	1
358	всех областях	4	1
359	к художественной	1	1
360	и других	4	1
361	свои специфические	1	1
362	с другими	4	1
363	может стать	2	1
364	действительности в	1	1
365	на почве	4	1
366	то все	1	1
367	оно стремится	2	1
368	не соответствует	1	1
369	в новое	4	1
370	здесь это	2	1
371	о которых	1	1
372	как говорящий	1	1
373	с большей	1	1
374	речах персонажей	1	1
375	в слове	6	1
376	и вне	2	1
377	мы видели	2	1
378	но язык	1	1
379	мы не	2	1
380	как вещь	2	1
381	слова и	8	1
382	автора и	2	1
383	в этих	7	1
384	письма и	1	1
385	и при	2	1
386	категории в	1	1
387	или точнее	1	1
388	что такое	1	1
389	лежат в	1	1
390	а как	1	1
391	с точки	3	1
392	не столько	3	1
393	цели и	2	1
394	они неразрывно	1	1
395	от его	1	1
396	своем собственном	1	1
397	должны были	1	1
398	поэтому в	1	1
399	которые в	2	1
400	через посредство	1	1
401	тем не	1	1
402	и более	2	1
403	ее жанров	1	1
404	говорящем человеке	7	1
405	слов о	2	1
406	и передачу	1	1
407	между двумя	1	1
408	и вся	1	1
409	характер в	1	1
410	с миром	1	1
411	до конца	17	1
412	до известной	1	1
413	даже не	1	1
414	самого начала	1	1
415	построения образа	1	1
416	дело в	2	1
417	и притом	1	1
418	на высказывание	1	1
419	часто еще	1	1
420	которого и	1	1
421	образом в	1	1
422	для всего	1	1
423	романист может	1	1
424	для всех	4	1
425	речи не	2	1
426	и речевой	1	1
427	не все	2	1
428	языка это	2	1
429	во всем	4	1
430	это слово	1	1
431	на него	2	1
432	входят в	2	1
433	этом отношении	3	1
434	и оно	2	1
435	являются уже	1	1
436	разрыв между	3	1
437	не могут	5	1
438	в речах	2	1
439	на границе	2	1
440	и должно	1	1
441	во все	1	1
442	прочие разновидности	1	1
443	говорящий человек	21	1
444	глубокое и	1	1
445	и другим	2	1
446	здесь они	1	1
447	если же	1	1
448	и это	1	1
449	чем не	2	1
450	на нем	2	1
451	здесь не	4	1
452	и от	3	1
453	и диалогические	1	1
454	чтобы быть	1	1
455	научном мышлении	1	1
456	определенный и	1	1
457	с самого	1	1
458	чужой речи	16	1
459	творческой жизни	1	1
460	с языком	2	1
461	не индивидуальный	1	1
462	и сам	1	1
463	те же	2	1
464	он говорит	1	1
465	здесь как	2	1
466	особенно в	2	1
467	мог бы	1	1
468	во второй	1	1
469	не исчерпывается	1	1
470	и социальные	1	1
471	особенность ее	1	1
472	быту и	1	1
473	к языку	1	1
474	но такая	1	1
475	истории литературы	3	1
476	но здесь	4	1
477	быть в	1	1
478	себя не	1	1
479	среди всех	1	1
480	иное значение	1	1
481	что его	1	1
482	жанрах в	1	1
483	нас в	1	1
484	должно было	1	1
485	к нему	3	1
486	в евгении	1	1
487	тем или	1	1
488	этого высказывания	1	1
489	отметить что	3	1
490	наконец в	4	1
491	романа в	5	1
492	и письменных	1	1
493	как композиционная	1	1
494	и бытовая	1	1
495	а его	1	1
496	человека как	1	1
497	и существенно	2	1
498	вообще в	1	1
499	индивидуальный характер	1	1
500	в эпическом	1	1
501	и героями	1	1
502	в формах	1	1
503	фамильярного контакта	1	1
504	оно выступает	1	1
505	речь о	2	1
506	с ними	5	1
507	композиционная форма	1	1
508	которые будучи	1	1
509	слово живет	1	1
510	от современной	1	1
511	и действительно	1	1
512	не имеющих	1	1
513	до нас	1	1
514	всех его	3	1
515	самого говорящего	1	1
516	со всеми	2	1
517	чаще всего	1	1
518	в большинстве	6	1
519	только на	1	1
520	все многообразие	1	1
521	в виде	2	1
522	чужого высказывания	2	1
523	за счет	1	1
524	слова не	4	1
525	xvii веке	1	1
526	большинстве случаев	5	1
527	его и	2	1
528	за ним	1	1
529	и их	5	1
530	всяком случае	2	1
531	в известной	1	1
532	и романа	1	1
533	для правильного	1	1
534	в прошлом	2	1
535	в конце	1	1
536	этом жанре	1	1
537	жанра но	2	1
538	не о	1	1
539	может служить	1	1
540	друг друга	1	1
541	мы можем	1	1
542	почвой для	1	1
543	как раз	1	1
544	говорящий здесь	1	1
545	с традицией	1	1
546	параллельно с	2	1
547	и слушатели	1	1
548	момент в	1	1
549	лишь формально	1	1
550	некоторыми разновидностями	1	1
551	не связано	1	1
552	в области	2	1
553	с другим	1	1
554	до сих	2	1
555	оно лишь	1	1
556	предания и	1	1
557	а именно	2	1
558	и создает	3	1
559	с той	1	1
560	котором и	1	1
561	себя и	4	1
562	говорит о	1	1
563	связано с	3	1
564	громадное значение	2	1
565	есть к	1	1
566	стремится к	3	1
567	не на	1	1
568	что так	1	1
569	этом случае	6	1
570	в одно	2	1
571	несмотря на	1	1
572	в связи	2	1
573	с помощью	4	1
574	но оно	2	1
575	к чистой	1	1
576	ближе всего	1	1
577	вместе с	2	1
578	как это	3	1
579	в иных	1	1
580	только его	1	1
581	о говорящем	9	1
582	романного жанра	15	1
583	изображения его	1	1
584	в языковом	2	1
585	стать объектом	1	1
586	требует от	2	1
587	объектом художественного	1	1
588	целом ряде	1	1
589	если оно	2	1
590	его собственной	1	1
591	в той	4	1
592	аспекте в	1	1
593	до больших	1	1
594	когда она	1	1
595	да и	1	1
596	евгении онегине	1	1
597	как высказывания	1	1
598	поэтому они	1	1
599	этого слова	1	1
600	только о	2	1
601	на языке	1	1
602	в контексте	3	1
603	быть и	3	1
604	сих пор	2	1
605	в основном	4	1
606	как предмет	4	1
607	в чем	3	1
608	в филологии	1	1
609	в смысле	4	1
610	и собственно	1	1
611	ближе к	1	1
612	тех или	1	1
613	это новое	1	1
614	и времени	1	1
615	и часто	3	1
616	указать на	1	1
617	с авторской	1	1
618	из жизненного	1	1
619	его контекста	1	1
620	в результате	2	1
621	это как	1	1
622	или иным	1	1
623	развития и	1	1
624	себя самого	1	1
625	в исторический	1	1
626	или нет	1	1
627	но это	3	1
628	в новых	2	1
629	различные эпохи	2	1
630	лежит в	1	1
631	не носят	1	1
632	отношении к	4	1
633	в системе	1	1
634	здесь только	1	1
635	на исторически	1	1
636	нами не	1	1
637	не знает	2	1
638	речи и	3	1
639	жанровых разновидностей	1	1
640	всех других	1	1
641	или иного	1	1
642	в отдельности	1	1
643	романной прозе	1	1
644	жанров и	1	1
645	из романа	2	1
646	событиях и	1	1
647	также не	1	1
648	и другие	2	1
649	свою задачу	1	1
650	в таком	4	1
