N	2gram	Losev_Vesc_1	Stilisti
131	то мы	2	3
132	нуждается в	1	3
133	и здесь	4	3
134	еще не	8	3
135	и вот	2	3
136	конце концов	2	3
137	жизни и	2	3
138	в разных	4	3
139	и для	9	3
140	главным образом	1	3
141	не к	1	3
142	и все	5	3
143	до того	1	3
144	то он	1	3
145	внутренней и	1	3
146	что у	5	3
147	что такое	12	3
148	его и	2	3
149	в социальной	1	3
150	от того	3	3
151	та же	1	3
152	об этом	3	3
153	и внешней	1	3
154	то или	2	3
155	если он	1	3
156	если не	3	3
157	между ними	3	3
158	слово и	4	3
159	для нас	2	3
160	расстояние между	1	3
161	не мог	1	3
162	в виду	2	3
163	теперь в	1	3
164	необходимо чтобы	3	3
165	в ее	7	3
166	здесь мы	1	3
167	видели что	1	3
168	не так	1	3
169	на самом	1	3
170	нет и	1	3
171	это не	5	3
172	и даже	6	3
173	тех или	5	3
174	сознания не	1	3
175	выражение в	3	3
176	что оно	8	3
177	свое выражение	3	3
178	да и	3	3
179	сказать что	17	3
180	мы в	1	3
181	как только	4	3
182	хотя и	4	3
183	представить себе	1	3
184	и тому	1	3
185	из них	4	3
186	в котором	3	3
187	не будет	12	3
188	социальной жизни	1	3
189	в одном	2	3
190	и само	2	3
191	в данной	1	3
192	содержание и	1	3
193	что и	3	3
194	их в	3	3
195	бы мы	1	3
196	но что	2	3
197	и уже	1	3
198	может стать	1	3
199	будем говорить	1	3
200	конечно не	1	3
201	только на	3	3
202	перед нами	2	3
203	ни на	3	3
204	общении в	1	3
205	и эта	3	3
206	том что	8	3
207	но для	2	3
208	все эти	3	2
209	и этот	2	2
210	для всех	1	2
211	или иных	1	2
212	но не	5	2
213	вопрос о	1	2
214	общение в	1	2
215	понимания и	3	2
216	слово или	1	2
217	или в	2	2
218	что то	2	2
219	ли не	1	2
220	и ни	1	2
221	только тогда	3	2
222	нас не	1	2
223	себе в	3	2
224	еще и	8	2
225	это выражение	2	2
226	как с	4	2
227	есть не	14	2
228	человека и	1	2
229	не было	1	2
230	перейти в	1	2
231	зависит от	1	2
232	гораздо более	1	2
233	и эту	1	2
234	и больше	9	2
235	в жизни	3	2
236	говорить в	1	2
237	с ней	2	2
238	к нему	1	2
239	нужно было	2	2
240	сих пор	1	2
241	я и	6	2
242	общение и	2	2
243	как нечто	2	2
244	но мы	1	2
245	к которому	1	2
246	иное как	7	2
247	с ним	8	2
248	его понимание	1	2
249	быть понято	2	2
250	в своей	5	2
251	тот же	3	2
252	итак мы	1	2
253	бы и	5	2
254	который мы	1	2
255	и он	1	2
256	допустим что	1	2
257	внутри себя	3	2
258	по своей	2	2
259	переживания и	2	2
260	из всего	1	2
261	все то	1	2
262	между собой	1	2
263	или хотя	1	2
264	отношение к	1	2
265	мы имели	1	2
266	для него	4	2
267	как не	1	2
268	к чему	1	2
269	видим что	1	2
270	в том	8	2
271	этом отношении	1	2
272	в него	1	2
273	у них	1	2
274	к полному	1	2
275	не с	7	2
276	что иное	7	2
277	в реальной	1	2
278	из которых	1	2
279	между двумя	1	2
280	равно как	2	2
281	в дальнейшем	1	2
282	теперь же	2	2
283	которые с	1	2
284	в отношении	4	2
285	с этим	3	2
286	с собой	2	2
287	какой-то смысл	2	2
288	тому же	1	2
289	и потому	5	2
290	тот или	1	2
291	должно быть	6	2
292	подойти к	1	2
293	от чего	2	2
294	очевидно что	1	2
295	эти три	1	2
296	ясно что	8	2
297	тем что	2	2
298	в языке	1	2
299	даже и	4	2
300	ее с	5	2
301	себе и	1	2
302	мы имеем	7	2
303	в основе	3	2
304	что эти	1	2
305	только потому	1	2
306	но даже	3	2
307	же такое	3	2
308	же самой	3	2
309	в этих	1	2
310	не нужно	2	2
311	от самых	1	2
312	только одна	1	2
313	переживания или	1	2
314	для всякого	2	2
315	человека в	1	2
316	а этот	1	2
317	о них	1	2
318	также и	6	2
319	почему же	1	2
320	и когда	4	2
321	в движении	1	2
322	ли он	1	2
323	несмотря на	1	2
324	в своих	1	2
325	не смогли	1	2
326	мы говорили	2	2
327	однако в	1	2
328	и нет	1	2
329	в частности	1	2
330	на эти	1	2
331	самое время	1	2
332	ничего что	1	2
333	к этому	1	2
334	что он	1	2
335	понимание и	3	2
336	и сознания	1	2
337	в пределах	1	2
338	жизни мы	2	2
339	этот вопрос	1	2
340	быть может	1	2
341	времени и	1	2
342	которое не	1	2
343	в первой	2	2
344	эти вопросы	1	2
345	с кем	1	2
346	но это	10	2
347	форме и	1	2
348	не есть	49	2
349	к таким	1	1
350	от самой	4	1
351	только чтобы	1	1
352	если и	1	1
353	может не	2	1
354	не могла	1	1
355	действительность но	1	1
356	может и	1	1
357	история и	1	1
358	смысловой и	1	1
359	в мысли	3	1
360	роли которую	1	1
361	по сравнению	7	1
362	еще до	1	1
363	сравнению с	6	1
364	и того	2	1
365	есть в	1	1
366	с полной	4	1
367	от всякого	4	1
368	дерево и	3	1
369	мы попробуем	1	1
370	из чего	1	1
371	это мы	1	1
372	в собственном	2	1
373	должны быть	4	1
374	кроме самого	1	1
375	в одно	1	1
376	говорить о	6	1
377	ясно и	1	1
378	имя и	6	1
379	на лице	1	1
380	существенные и	1	1
381	окружающего мира	1	1
382	даже просто	1	1
383	бы на	1	1
384	только как	1	1
385	и понимания	2	1
386	о котором	1	1
387	достаточно чтобы	1	1
388	того же	5	1
389	от этого	2	1
390	только мы	2	1
391	его с	1	1
392	или не	2	1
393	могла бы	3	1
394	для своего	1	1
395	даже не	7	1
396	вопрос в	1	1
397	и различие	1	1
398	и реальное	1	1
399	действительности на	1	1
400	мы замечаем	1	1
401	они как	2	1
402	в эти	1	1
403	ведь уже	1	1
404	происходит и	1	1
405	чтобы эти	1	1
406	она не	4	1
407	крайней мере	4	1
408	конечно тоже	1	1
409	в общении	1	1
410	думать что	1	1
411	души и	1	1
412	здесь как	1	1
413	для тех	3	1
414	не менее	3	1
415	и останется	1	1
416	кроме того	4	1
417	но еще	3	1
418	только себя	1	1
419	определенным образом	6	1
420	вовсе не	10	1
421	многочисленных форм	1	1
422	так чтобы	2	1
423	социального бытия	1	1
424	к языку	1	1
425	понимает что	1	1
426	может ведь	1	1
427	но почему	1	1
428	на то	4	1
429	бы что	2	1
430	стоит перед	1	1
431	и всякий	1	1
432	в виде	1	1
433	действительность не	1	1
434	только требует	1	1
435	и получил	1	1
436	одного и	1	1
437	затем и	2	1
438	выражение вот	1	1
439	тела и	1	1
440	только о	1	1
441	ту сторону	1	1
442	руки и	2	1
443	с самим	4	1
444	и резко	1	1
445	уже просто	1	1
446	реальной жизни	1	1
447	как раз	9	1
448	есть явление	1	1
449	это конечно	1	1
450	даже что	1	1
451	у него	2	1
452	это понимание	1	1
453	это еще	1	1
454	и во	3	1
455	для определения	2	1
456	это значит?	2	1
457	когда происходит	1	1
458	сознания и	1	1
459	это дает	1	1
460	что эта	1	1
461	чтобы стать	1	1
462	к мысли	1	1
463	и другие	1	1
464	это будет	3	1
465	до сих	1	1
466	к самой	1	1
467	или его	1	1
468	одному и	1	1
469	же самый	1	1
470	с другими	8	1
471	если в	1	1
472	что я	24	1
473	эту действительность	1	1
474	если она	1	1
475	можно с	2	1
476	наряду с	1	1
477	и кроме	1	1
478	все еще	3	1
479	также что	1	1
480	о той	1	1
481	для человека	1	1
482	и вне	2	1
483	бы ее	1	1
484	чего не	2	1
485	существенное для	1	1
486	часть его	1	1
487	как некое	1	1
488	ясным что	1	1
489	то в	4	1
490	чтобы его	1	1
491	нет никакого	2	1
492	эти теории	2	1
493	все ее	1	1
494	находятся в	1	1
495	знак не	1	1
496	делать нельзя	1	1
497	не можем	1	1
498	только ее	1	1
499	данного человека	2	1
500	словом только	1	1
501	от силы	1	1
502	как данная	1	1
503	от которых	1	1
504	как видно	1	1
505	понять и	2	1
506	и самое	2	1
507	действительности как	2	1
508	его как	1	1
509	ничем не	3	1
510	кем и	1	1
511	нет это	2	1
512	бытие в	1	1
513	имя может	2	1
514	и выражение	2	1
515	это чрезвычайно	1	1
516	только один	2	1
517	что в	9	1
518	языка как	2	1
519	к такому	1	1
520	в силу	3	1
521	превращается в	1	1
522	к действительности	2	1
523	от действительной	1	1
524	с этой	4	1
525	что человек	1	1
526	в себя	13	1
527	совершенно не	5	1
528	что смысл	3	1
529	свидетельствует о	3	1
530	конечно в	1	1
531	следовательно и	1	1
532	уже с	1	1
533	а затем	2	1
534	необходимо для	1	1
535	в нашей	1	1
536	не существовало	1	1
537	пусть даже	3	1
538	действительность в	2	1
539	собственном смысле	3	1
540	состоит из	1	1
541	о которой	2	1
542	но если	8	1
543	это только	1	1
544	движение и	1	1
545	от всех	4	1
546	и всем	4	1
547	смысле как	1	1
548	где они	1	1
549	конечно нет	2	1
550	или между	1	1
551	еще более	2	1
552	организма и	1	1
553	можно говорить	2	1
554	ее выражения	1	1
555	весь стиль	1	1
556	числа я	1	1
557	переход от	1	1
558	это так	3	1
559	и весь	1	1
560	и какая	1	1
561	мысли и	3	1
562	тот момент	2	1
563	необходимо не	2	1
564	общение это	1	1
565	действительности к	1	1
566	всего предыдущего	1	1
567	стол есть	1	1
568	на вопрос	1	1
569	и всегда	1	1
570	представим себе	1	1
571	она должна	2	1
572	во внимание	1	1
573	самостоятельным и	1	1
574	своего внутреннего	1	1
575	ни от	5	1
576	равным образом	3	1
577	и уж	1	1
578	мог бы	5	1
579	вещи как	9	1
580	этот предмет	1	1
581	с человеком	1	1
582	и оно	3	1
583	и внутреннее	1	1
584	бы к	1	1
585	утверждать что	1	1
586	из этих	1	1
587	будет нашим	1	1
588	момент что	1	1
589	это и	6	1
590	ее в	1	1
591	тогда когда	5	1
592	эти две	4	1
593	как вещь	9	1
594	зрения и	2	1
595	это мое	1	1
596	и тоже	1	1
597	или если	1	1
598	говорили выше	1	1
599	другое дело	1	1
600	и самая	1	1
601	говорить что	3	1
602	кресла и	2	1
603	явлений или	1	1
604	даже если	1	1
605	этого общения	1	1
606	действительности в	2	1
607	и если	2	1
608	даже больше	4	1
609	же точно	2	1
610	в чем	6	1
611	именно так	1	1
612	в течение	1	1
613	не то	4	1
614	но уже	3	1
615	в сущности	4	1
616	по себе	13	1
617	остановиться на	1	1
618	она является	3	1
619	всего к	1	1
620	и о	3	1
621	который уже	1	1
622	это уже	1	1
623	есть какое-то	3	1
624	содержит в	4	1
625	относится к	5	1
626	вещи и	20	1
627	порождает и	1	1
628	ни в	1	1
629	как можно	3	1
630	другому человеку	1	1
631	в истории	1	1
632	так что	5	1
633	бы только	1	1
634	же и	1	1
635	является как	1	1
636	и общий	1	1
637	перестает быть	3	1
638	как к	4	1
639	только то	2	1
640	тем не	3	1
641	общение с	9	1
642	о чем	1	1
643	оно происходит	1	1
644	как нам	1	1
645	в те	1	1
646	зависит и	1	1
647	еще раньше	1	1
648	языка в	1	1
649	случайной и	1	1
650	не о	1	1
651	ее наиболее	1	1
652	и выразительным	1	1
653	стоит только	1	1
654	от этих	1	1
655	могло бы	1	1
656	ее но	1	1
657	ему в	1	1
658	без всякого	4	1
659	смысл но	1	1
660	страха и	1	1
661	более или	1	1
662	и выраженной	1	1
663	как от	1	1
664	является не	1	1
665	если я	6	1
666	в особенности	1	1
667	но оно	1	1
668	только не	2	1
669	спорить с	2	1
670	для этого	4	1
671	одна из	5	1
672	другой стороны	2	1
673	к пониманию	3	1
674	выраженное или	1	1
675	и законченной	1	1
676	себе не	3	1
677	и понимает	2	1
678	может в	2	1
679	по крайней	4	1
680	всех этих	1	1
681	иной новый	1	1
682	будто бы	1	1
683	же как	1	1
684	нельзя было	4	1
685	совсем другое	1	1
686	не мешает	4	1
687	именно в	1	1
688	и где	1	1
689	может обойтись	1	1
690	когда он	1	1
691	факт что	1	1
692	одном и	1	1
693	чтобы не	1	1
694	и общее	1	1
695	раз навсегда	2	1
696	вот это	1	1
697	еще один	1	1
698	этой стадии	1	1
699	и будет	1	1
700	они находятся	1	1
701	для его	1	1
702	культуры и	1	1
703	здесь а	1	1
704	что собственно	1	1
705	в определенное	1	1
706	совершенно одинаково	1	1
707	и что	15	1
708	однако не	2	1
709	в результате	3	1
710	религия и	1	1
711	именно к	1	1
712	поэтому в	1	1
713	возможность и	1	1
714	воли и	1	1
715	и дает	1	1
716	именно этот	1	1
717	в основу	1	1
718	оформления и	1	1
719	в работах	2	1
720	из всех	1	1
721	должен был	1	1
722	этим самым	1	1
723	с новыми	1	1
724	будет уже	1	1
725	на этом	2	1
726	ближе к	1	1
727	само по	1	1
728	в действительности	7	1
729	точно образом	1	1
730	и событий	1	1
731	такой случай	1	1
732	имеют и	1	1
733	мы ведь	1	1
734	смысл который	1	1
735	ведь и	5	1
736	истории и	2	1
737	при помощи	2	1
738	я не	4	1
739	должен быть	2	1
740	с другой	6	1
741	в вопросе	1	1
742	что сила	1	1
743	указать на	1	1
744	эту новую	1	1
745	в общем	1	1
746	не связанных	1	1
747	и эти	2	1
748	но то	2	1
749	в более	1	1
750	сознания без	1	1
751	которую мы	1	1
752	в другом	2	1
753	с которой	1	1
754	ее не	2	1
755	в наш	1	1
756	эта очевидность	1	1
757	на этот	1	1
758	все что	1	1
759	все равно	2	1
760	и вся	1	1
761	с какой	1	1
762	нам не	2	1
763	ли оно	1	1
764	была бы	2	1
765	в меру	1	1
766	будет всегда	1	1
767	его внешнего	2	1
768	таким же	1	1
769	и есть	26	1
770	не из	2	1
771	или менее	1	1
772	социальное и	1	1
773	мы воспринимаем	1	1
774	что всякая	1	1
775	оба эти	3	1
776	особых условиях	1	1
777	знает что	2	1
778	раз и	1	1
779	ничто не	2	1
780	или других	4	1
781	важно для	1	1
782	говорили что	1	1
783	обойтись без	2	1
784	оно может	2	1
785	быть в	1	1
786	никак не	3	1
787	в самой	2	1
788	ведь они	1	1
789	и отношения	1	1
790	ту же	2	1
791	это ни	1	1
792	к личности	1	1
793	языка не	1	1
794	мы теперь	1	1
795	тому как	4	1
796	со стороны	5	1
797	со своими	1	1
798	собственно говоря	4	1
799	себе что	3	1
800	слово в	2	1
801	как же	3	1
802	и выражения	2	1
803	и делает	2	1
804	бы даже	1	1
805	в себе?	1	1
806	и тогда	1	1
807	от всего	12	1
808	и смысл	1	1
809	на бумаге	1	1
810	к одному	3	1
811	вообще не	2	1
812	наконец и	1	1
813	своей основной	1	1
814	является в	2	1
815	определенной форме	1	1
816	жизни что	1	1
817	как действительное	1	1
818	мешает нам	1	1
819	рассчитано на	1	1
820	как ее	2	1
821	является и	1	1
822	них в	1	1
823	в своем	6	1
824	мы возьмем	2	1
825	с ними	3	1
826	животного человека	1	1
