N	2gram	Voloshinov_1	Tragedij
197	виду не	1	1
198	он еще	1	1
199	это мы	1	1
200	этими словами	1	1
201	и притом	2	1
202	по своей	1	1
203	для нас	7	1
204	связи с	1	1
205	не нужен	1	1
206	без слов	1	1
207	входят в	1	1
208	в области	1	1
209	в стиле	1	1
210	в момент	2	1
211	могут быть	2	1
212	комнате в	1	1
213	в окончательном	1	1
214	что оно	1	1
215	не есть	2	1
216	свое значение	1	1
217	на нечто	1	1
218	как мы	1	1
219	вещами и	1	1
220	и о	1	1
221	того чтобы	1	1
222	с самого	1	1
223	умирает в	1	1
224	можно было	1	1
225	по природе	2	1
226	на них	1	1
227	она находит	1	1
228	ситуации и	1	1
229	но мы	2	1
230	и который	1	1
231	чтобы не	1	1
232	мы понимаем	1	1
233	от него	1	1
234	все в	1	1
235	между тем	3	1
236	нуждается в	3	1
237	отметить что	1	1
238	в форме	2	1
239	все время	6	1
240	и она	1	1
241	в литературе	4	1
242	того что	3	1
243	в новой	1	1
244	только в	6	1
245	как нечто	1	1
246	в самое	2	1
247	в обществе	1	1
248	же взгляда	1	1
249	с одной	2	1
250	есть в	1	1
251	так можно	1	1
252	только на	3	1
253	дело с	2	1
254	героя с	1	1
255	в общем	1	1
256	является ее	1	1
257	одно из	1	1
258	и их	1	1
259	всяком случае	1	1
260	и должна	1	1
261	к ним	2	1
262	это по	1	1
263	характерны для	1	1
264	рядом с	1	1
265	любит и	2	1
266	в особенности	2	1
267	именно в	1	1
268	давно пора	1	1
269	что не	4	1
270	социальной жизни	2	1
271	не было	1	1
272	а не	5	1
273	его как	2	1
274	себя на	1	1
275	с помощью	6	1
276	и психологически	1	1
277	вместе с	2	1
278	ко всем	2	1
279	и потому	2	1
280	не из	1	1
281	наряду с	1	1
282	оно начинает	1	1
283	с этой	2	1
284	в условиях	2	1
285	нем по	1	1
286	из трех	1	1
287	не является	1	1
288	я знаю	1	1
289	известной степени	2	1
290	при таком	1	1
291	в результате	1	1
292	это как	3	1
293	а к	2	1
294	в двух	1	1
295	это часто	1	1
296	и совершенно	2	1
297	хотя бы	5	1
298	обстоит дело	1	1
299	гораздо больше	1	1
300	жизни в	1	1
301	героя и	5	1
302	самой своей	1	1
303	но этот	2	1
304	и эта	1	1
305	во всяком	1	1
