N	2gram	Losev_Dial_3	Marksizm
260	если бы	6	2
261	и вообще	2	2
262	и даже	13	2
263	о том	6	2
264	все в	1	2
265	– продукт	1	2
266	дают себе	1	2
267	и во	2	2
268	что и	6	2
269	и только	6	2
270	ни к	3	2
271	физической вещи	1	2
272	что он	13	2
273	в качестве	1	2
274	школы и	1	2
275	же они	2	2
276	всяком случае	2	2
277	допустим что	16	2
278	так как	6	2
279	мы можем	1	2
280	как раз	7	2
281	тем что	3	2
282	и сознание	3	2
283	или иначе	2	2
284	и прежде	3	2
285	что не	5	2
286	нового времени	2	2
287	деле если	1	2
288	зависит от	2	2
289	пр и	1	2
290	еще только	1	2
291	в частности	2	2
292	чтобы и	1	2
293	независимо от	1	2
294	из которых	3	2
295	ко всякому	1	2
296	и этот	1	2
297	– что	3	2
298	образ и	1	2
299	тех пор	2	2
300	с этой	5	2
301	и стать	1	2
302	этом вопросе	2	2
303	но для	2	2
304	мы скажем	1	2
305	или в	2	2
306	мира и	3	2
307	нам придется	1	2
308	в идеализме	1	2
309	лишь тогда	1	2
310	но если	6	2
311	не знает	3	2
312	из этого	2	2
313	следовательно не	2	2
314	же и	2	2
315	вся история	1	2
316	жизни и	5	2
317	это так	1	2
318	к этой	2	2
319	в своих	2	2
320	в таком	14	2
321	в объективном	1	1
322	от этой	1	1
323	также и	2	1
324	например в	2	1
325	должен быть	1	1
326	не видим	2	1
327	новое время	1	1
328	и то	4	1
329	и без	3	1
330	объяснение должно	1	1
331	людей на	1	1
332	не что	6	1
333	слова –	1	1
334	так уже	1	1
335	конечно с	1	1
336	явления и	4	1
337	мировоззрения и	1	1
338	субъект и	2	1
339	этого в	1	1
340	можно лишь	1	1
341	исходит из	2	1
342	этого он	2	1
343	его не	2	1
344	то для	1	1
345	что вся	1	1
346	или наоборот	1	1
347	и само	1	1
348	является наиболее	1	1
349	как особого	2	1
350	превратилась в	1	1
351	этот предмет	1	1
352	так чтобы	2	1
353	говорить о	4	1
354	и бытия	1	1
355	субъективное сознание	1	1
356	и ни	3	1
357	объективно –	1	1
358	в каждой	1	1
359	материальных вещах	1	1
360	и самого	1	1
361	на них	2	1
362	здесь не	1	1
363	и личность	1	1
364	но этого	1	1
365	с его	2	1
366	есть такие	1	1
367	не воспринимает	1	1
368	а следовательно	1	1
369	и вопрос	1	1
370	объяснить данное	1	1
371	этот живой	1	1
372	но как	2	1
373	а только	1	1
374	было указано	2	1
375	со всеми	2	1
376	она –	1	1
377	в общем	1	1
378	есть вещь	1	1
379	материализм и	1	1
380	и будет	1	1
381	воплощение в	1	1
382	в особом	2	1
383	его на	2	1
384	как образ	1	1
385	просто как	1	1
386	хотя и	5	1
387	и понимания	2	1
388	и наконец	1	1
389	это тоже	1	1
390	более или	1	1
391	со своей	1	1
392	– конечно	1	1
393	именно эта	1	1
394	та же	1	1
395	как то	1	1
396	что это	12	1
397	ни один	2	1
398	так или	2	1
399	вовсе нет	1	1
400	в последнее	1	1
401	производственные отношения	3	1
402	если есть	1	1
403	не те	1	1
404	этот ряд	2	1
405	бы только	2	1
406	эпохи и	1	1
407	от необходимости	1	1
408	во многих	1	1
409	но ведь	1	1
410	фактический материал	1	1
411	и если	2	1
412	мы совершенно	1	1
413	иным как	1	1
414	ведь и	1	1
415	чтобы он	1	1
416	она становится	1	1
417	а просто	1	1
418	как личность	1	1
419	перестает быть	2	1
420	происходит как	1	1
421	именно то	1	1
422	всех этих	1	1
423	не значит	3	1
424	них нет	1	1
425	и вот	2	1
426	то очевидно	1	1
427	вообще не	2	1
428	их в	2	1
429	как от	1	1
430	подобно тому	4	1
431	и по	2	1
432	но всегда	1	1
433	других областях	1	1
434	именно это	1	1
435	в совершенно	1	1
436	материализма это	1	1
437	и глубоким	1	1
438	не логика	3	1
439	сознание не	1	1
440	этого мы	2	1
441	с целью	1	1
442	ставится вопрос	1	1
443	единственное и	1	1
444	это не	4	1
445	– он	1	1
446	истории и	4	1
447	после этого	1	1
448	и тем	2	1
449	эти же	1	1
450	не чем	1	1
451	двух сфер	1	1
452	нет в	1	1
453	она и	2	1
454	процесс и	1	1
455	одна и	1	1
456	всегда и	1	1
457	между собою	1	1
458	легче всего	1	1
459	явления если	1	1
460	то с	1	1
461	зрения самого	1	1
462	само сознание	1	1
463	может идти	1	1
464	как таковой	2	1
465	нисколько не	1	1
466	в других	1	1
467	явления так	1	1
468	или менее	1	1
469	мы как	2	1
470	во время	1	1
471	не абстрактной	1	1
472	системе –	1	1
473	понимают как	1	1
474	если и	1	1
475	сознания но	2	1
476	не зависит	1	1
477	к истории	2	1
478	– чисто	2	1
479	и помимо	1	1
480	представить себе	1	1
481	почти не	1	1
482	бы к	1	1
483	социальная среда	2	1
484	до которых	1	1
485	как совокупность	1	1
486	никакого иного	1	1
487	от его	2	1
488	это своеобразие	1	1
489	для всякого	1	1
490	– только	2	1
491	творчества и	1	1
492	друг другу	1	1
493	и всякого	2	1
494	что было	1	1
495	возможно только	6	1
496	где нет	1	1
497	в устах	1	1
498	бы быть	2	1
499	и очень	1	1
500	что есть	4	1
501	чистом виде	1	1
502	тем самым	3	1
503	процесс достигает	1	1
504	виду что	1	1
505	и должен	1	1
506	тогда когда	5	1
507	того как	1	1
508	на него	1	1
509	всей их	1	1
510	и имеет	1	1
511	может только	1	1
512	он с	1	1
513	она существует	1	1
514	его от	1	1
515	– для	2	1
516	сознании и	1	1
517	в самой	1	1
518	этих двух	1	1
519	нее нет	1	1
520	природы в	1	1
521	к ней	1	1
522	по своей	1	1
523	такая же	1	1
524	не останется	1	1
525	потому что	7	1
526	ибо все	1	1
527	ничто не	2	1
528	существуют для	1	1
529	из пределов	1	1
530	перед ним	1	1
531	или только	4	1
532	исходить из	1	1
533	стороны и	1	1
534	в телесном	1	1
535	как только	1	1
536	существует таким	2	1
537	понятие то	1	1
538	отличается от	8	1
539	всего в	1	1
540	эти законы	1	1
541	той или	2	1
542	мы могли	1	1
543	тот и	1	1
544	если же	8	1
545	движение или	1	1
546	существует только	1	1
547	вещь но	3	1
548	в применении	1	1
549	из всего	1	1
550	стороны –	1	1
551	отношения и	1	1
552	и служит	1	1
553	личности он	1	1
554	последнее время	1	1
555	в особенности	7	1
556	только не	10	1
557	тело в	1	1
558	уже с	1	1
559	только то	1	1
560	и необходимости	2	1
561	и совершенно	1	1
562	какие существуют	1	1
563	из двух	3	1
564	мы увидели	1	1
565	вещи и	1	1
566	это вовсе	1	1
567	на которую	1	1
568	и реальный	1	1
569	можно только	4	1
570	имеется в	3	1
571	строго говоря	1	1
572	для этого	2	1
573	во-первых с	1	1
574	о нем	4	1
575	же необходимо	1	1
576	пришли к	1	1
577	является предметом	1	1
578	и что	15	1
579	идет о	1	1
580	как чисто	1	1
581	не выходит	1	1
582	нет это	2	1
583	к нему	3	1
584	или –	3	1
585	говорящего на	1	1
586	и требует	1	1
587	такое нарушение	1	1
588	и вещей	1	1
589	взятая сама	1	1
590	то о	1	1
591	ибо и	3	1
592	материальные вещи	1	1
593	логические и	1	1
594	о сознании	1	1
595	знания и	1	1
596	в лучшем	1	1
597	для самого	1	1
598	в физической	1	1
599	и мир	1	1
600	материальная вещь	4	1
601	в каких	1	1
602	сознание которое	1	1
603	образом как	1	1
604	– или	3	1
605	в точном	1	1
606	оно и	1	1
607	или ничем	1	1
608	отношения как	1	1
609	вещь или	2	1
610	очень много	1	1
611	или же	3	1
612	или они	1	1
613	сознания в	2	1
614	тот или	2	1
615	с одной	3	1
616	вся эта	1	1
617	так что	8	1
618	от одной	1	1
619	собою все	1	1
620	факт как	1	1
621	уже не	5	1
622	и они	2	1
623	формулы и	1	1
624	мир –	1	1
625	мы получим	1	1
626	– фикция	2	1
627	каким образом	1	1
628	жизнь данного	1	1
629	сознание есть	1	1
630	при помощи	3	1
631	или просто	1	1
632	конечно нет	1	1
633	пр –	1	1
634	она взятая	1	1
635	а потому	1	1
636	тогда он	1	1
637	содержания и	1	1
638	менее чем	1	1
639	в одном	1	1
640	сами по	3	1
641	вещи или	1	1
642	оно –	4	1
643	не о	2	1
644	далек от	1	1
645	но что	7	1
646	само по	5	1
647	характерны для	1	1
648	есть история	4	1
649	он один	2	1
650	само собой	1	1
651	были бы	1	1
652	одной стороны	3	1
653	со стороны	2	1
654	одно понятие	1	1
655	в соответствующих	1	1
656	системы –	1	1
657	эти две	3	1
658	все равно	2	1
659	– к	1	1
660	еще и	2	1
661	тому как	4	1
662	в природе	2	1
663	мы еще	1	1
664	– по	1	1
665	стремится к	1	1
666	себя и	2	1
667	что для	5	1
668	было движение	1	1
669	превращается в	6	1
670	самое слово	1	1
671	процессы процессы	1	1
672	дальше –	1	1
673	о чем	1	1
674	что мы	8	1
675	его как	3	1
676	уже давно	1	1
677	слово слово	1	1
678	материал и	1	1
679	ответить на	1	1
680	как это	5	1
681	но не	2	1
682	возможно лишь	1	1
683	же самый	2	1
684	нее это	1	1
685	влияния на	1	1
686	– необходимо	1	1
687	ровно не	1	1
688	если оно	4	1
689	а если	3	1
690	она есть	10	1
691	применении к	1	1
692	данной эпохи	1	1
693	не видят	1	1
694	и всей	1	1
695	быть только	2	1
696	по существу	2	1
697	для понимания	1	1
698	значит что	24	1
699	это значит	24	1
700	исходным пунктом	1	1
701	быть не	2	1
702	есть и	12	1
703	внешнего мира	1	1
704	то следовательно	4	1
705	эти два	1	1
706	ничего объяснить	1	1
707	в обычных	1	1
708	социальной среды	1	1
709	только мы	1	1
710	и противоречие	1	1
711	и может	1	1
712	и слова	1	1
713	а все	1	1
714	в силах	1	1
715	человек и	1	1
716	есть система	1	1
717	лишь как	2	1
718	обычных условиях	1	1
719	не будучи	1	1
720	история –	1	1
721	зрения в	2	1
722	– еще	2	1
723	скажем что	1	1
724	своего бытия	1	1
725	тело так	1	1
726	мы переходим	1	1
727	но вот	2	1
728	становления и	1	1
729	о примате	3	1
730	не породят	1	1
731	состоит из	1	1
732	была бы	3	1
733	и так	1	1
734	же мы	2	1
735	в явление	1	1
736	чем иным	1	1
737	существует ни	1	1
738	всего –	1	1
739	ее в	2	1
740	то оно	1	1
741	историю как	1	1
742	нас не	1	1
743	дает для	1	1
744	этой точки	2	1
745	которая не	1	1
