N	2gram	Tiupa_Teor_1	Istorich
127	здесь и	1	2
128	свое место	1	2
129	кто бы	1	2
130	со своей	3	2
131	героя но	1	2
132	на себя	2	2
133	и ее	3	2
134	их не	1	2
135	того же	3	2
136	и на	1	2
137	что его	1	2
138	если в	2	2
139	со стороны	2	2
140	в одной	1	2
141	можно предположить	1	2
142	перед нами	2	2
143	в действительности	1	2
144	но эта	1	2
145	в самом	4	2
146	в которой	2	2
147	он в	1	2
148	все эти	2	2
149	во многих	1	2
150	еще один	1	2
151	рассказ о	2	2
152	ее как	1	2
153	на его	1	2
154	в силу	1	2
155	на земле	1	2
156	не будет	2	2
157	том-то и	1	2
158	стороны не	1	2
159	было бы	1	2
160	должен был	1	2
161	имеющихся в	1	2
162	и тем	3	2
163	ни в	2	2
164	но он	3	2
165	тому что	2	2
166	она не	1	2
167	стоит в	1	2
168	в таких	1	2
169	в то	6	2
170	не по	1	2
171	в основе	3	2
172	вытекает из	1	2
173	не могут	2	2
174	его за	1	2
175	для героя	1	2
176	и это	2	2
177	из всего	1	2
178	но по	1	2
179	в ее	5	2
180	то время	1	2
181	с героем	1	2
182	не содержит	1	2
183	восходит к	1	2
184	в форме	2	2
185	тем более	1	2
186	способность к	2	2
187	здесь не	1	2
188	тот же	1	2
189	по этому	1	2
190	а после	1	2
191	уже не	4	2
192	только на	1	2
193	на свое	1	2
194	что не	1	2
195	или даже	4	2
196	дает ему	1	2
197	из них	1	2
198	как такой	1	2
199	прежде всего	2	2
200	говорит ему	1	2
201	у нее	1	2
202	к ним	1	2
203	в особенности	1	2
204	и др	1	2
205	говорит о	1	2
206	что из	1	2
207	в связи	1	2
208	является к	1	2
209	в лесу	1	2
210	в том-то	1	2
211	как это	8	2
212	в литературе	2	2
213	и такие	1	2
214	только о	1	2
215	и от	1	2
216	и о	4	2
217	отличается от	2	2
218	сказать что	3	2
219	от всех	1	2
220	точно так	1	2
221	они не	1	2
222	и наиболее	1	1
223	ту же	1	1
224	не прямо	1	1
225	он стоит	1	1
226	отношения к	2	1
227	одним из	2	1
228	связана с	1	1
229	говорилось выше	1	1
230	бы для	1	1
231	этого мира	1	1
232	между двумя	3	1
233	от своей	1	1
234	из его	1	1
235	и больше	2	1
236	есть не	1	1
237	и способности	2	1
238	случае это	1	1
239	мы легко	2	1
240	из дальнейшего	1	1
241	но она	2	1
242	что иное	1	1
243	я не	2	1
244	как я	1	1
245	более или	2	1
246	собой в	1	1
247	между собой	3	1
248	бы то	1	1
249	я на	3	1
250	его личной	1	1
251	тем как	1	1
252	иного рода	3	1
253	иных случаях	1	1
254	ее к	1	1
255	упала на	1	1
256	чем это	2	1
257	совсем не	1	1
258	не входит	1	1
259	также своего	1	1
260	свою жизнь	2	1
261	по отношению	4	1
262	искусство в	1	1
263	в отсутствие	1	1
264	сама по	1	1
265	из которого	3	1
266	независимо от	1	1
267	встречи с	1	1
268	в своем	4	1
269	и как	2	1
270	это тоже	2	1
271	и к	3	1
272	духа и	1	1
273	самом начале	2	1
274	имеет в	2	1
275	или иную	1	1
276	в целом	3	1
277	образом и	1	1
278	без ее	1	1
279	в этой	3	1
280	в известном	1	1
281	на стадии	1	1
282	в наших	1	1
283	не могла	1	1
284	бы ни	1	1
285	но именно	1	1
286	которое существует	1	1
287	состоит в	17	1
288	и вот	3	1
289	же лежит	1	1
290	ни было	1	1
291	для понимания	2	1
292	поэтому оно	1	1
293	ему на	1	1
294	и обладает	1	1
295	в каждом	1	1
296	однако все	2	1
297	то ни	1	1
298	могла бы	2	1
299	в другом	3	1
300	входит в	1	1
301	к области	2	1
302	тычет в	1	1
303	и делает	1	1
304	она и	1	1
305	аристофана где	1	1
306	далеко не	2	1
307	с тем	1	1
308	только во	1	1
309	должно быть	1	1
310	автора и	1	1
311	обратимся к	1	1
312	с первых	1	1
313	или менее	2	1
314	не представляет	1	1
315	с ума	1	1
316	в войне	2	1
317	от своего	2	1
318	в своей	6	1
319	и без	1	1
320	с точки	3	1
321	еще нет	1	1
322	от себя	3	1
323	от его	1	1
324	всякий раз	2	1
325	прослеживается в	1	1
326	не путем	1	1
327	и тычет	1	1
328	друг другу	1	1
329	и более	1	1
330	не могли	1	1
331	чем собственно	1	1
332	собой и	1	1
333	и наоборот	1	1
334	не должно	1	1
335	и то	2	1
336	по себе	1	1
337	то с	1	1
338	и одной	2	1
339	случае в	1	1
340	строя и	1	1
341	таких случаях	2	1
342	тем самым	4	1
343	мышления и	2	1
344	дело в	2	1
345	текстах мы	1	1
346	он мог	1	1
347	нельзя не	1	1
348	того и	1	1
349	имеются и	2	1
350	там ребенка	1	1
351	имеем дело	2	1
352	о ней	2	1
353	ему и	1	1
354	но дело	1	1
355	обращает на	1	1
356	как будто	2	1
357	однако это	1	1
358	ему не	1	1
359	до смерти	1	1
360	перед ним	1	1
361	очень часто	1	1
362	при сохранении	1	1
363	в состав	6	1
364	же самое	1	1
365	и другим	1	1
366	к тому	2	1
367	всего что	1	1
368	указывает на	1	1
369	оно не	1	1
370	должен быть	1	1
371	для себя	1	1
372	на основе	2	1
373	здесь также	1	1
374	сводится к	5	1
375	это ведет	1	1
376	как знак	1	1
377	вопрос что	1	1
378	и сам	1	1
379	можно было	1	1
380	на нее	1	1
381	те же	1	1
382	не с	3	1
383	а этот	1	1
384	мог бы	3	1
385	на которую	1	1
386	во второй	7	1
387	если бы	3	1
388	означает что	1	1
389	к своему	1	1
390	и поэтому	1	1
391	никак не	1	1
392	или их	1	1
393	можно сказать	3	1
394	а также	6	1
395	на могиле	1	1
396	с матерью	1	1
397	мы понимаем	1	1
398	в центральной	1	1
399	заметил что	1	1
400	в его	6	1
401	в третьем	1	1
402	во всей	1	1
403	и только	1	1
404	вслед за	2	1
405	именно в	3	1
406	перед тем	1	1
407	три слоя	1	1
408	о своих	1	1
409	жизнь но	1	1
410	развития но	1	1
411	на которой	1	1
412	но с	1	1
413	с появлением	1	1
414	с ними	1	1
415	дело с	1	1
416	но этим	1	1
417	вступить в	1	1
418	в какой	2	1
419	например так	1	1
420	к нашему	2	1
421	и потому	2	1
422	и весьма	1	1
423	который в	2	1
424	самые разнообразные	1	1
425	во времени	3	1
426	а только	3	1
427	однако герой	1	1
428	оказывается в	3	1
429	в большинстве	2	1
430	в жизни	2	1
431	смысл этой	1	1
432	мире на	1	1
433	случаях оказывается	1	1
434	большинстве случаев	1	1
435	ту или	1	1
436	которые в	1	1
437	в мировой	1	1
438	и их	1	1
439	никто не	2	1
440	ту сторону	1	1
441	не говорит	1	1
442	образом что	1	1
443	только такие	1	1
444	но из	1	1
445	для того	1	1
446	рядом с	1	1
447	на ее	1	1
448	в бою	1	1
449	для этого	1	1
450	а с	3	1
451	на которые	1	1
452	на смену	4	1
453	быть названо	2	1
454	смысла и	1	1
455	а на	3	1
456	означало бы	1	1
457	как видно	1	1
458	о чем	1	1
459	приобщение к	1	1
460	могут служить	2	1
461	впервые в	1	1
462	является его	1	1
463	зрения автора	1	1
464	нее как	1	1
465	до этого	1	1
466	в самой	2	1
467	в иных	1	1
468	требует от	1	1
469	быть это	1	1
470	по своему	2	1
471	к другому	1	1
472	на колени	1	1
473	и пусть	1	1
474	ты в	1	1
475	лицом и	1	1
476	для возникновения	3	1
477	вокруг себя	1	1
478	многих других	1	1
479	в терминологии	1	1
480	в условиях	1	1
481	с иным	1	1
482	отдельно от	1	1
483	вы говорите	1	1
484	о мире	1	1
485	д и	1	1
486	задолго до	1	1
487	и ему	1	1
488	к пониманию	1	1
489	тем и	1	1
490	ногами и	2	1
491	его с	1	1
492	мира и	1	1
493	от всего	1	1
494	в мировом	1	1
495	все они	1	1
496	я в	16	1
497	нам не	1	1
498	черта ее	1	1
499	куда не	1	1
500	героя не	1	1
501	а о	1	1
502	героя как	1	1
503	собой для	1	1
504	две стороны	1	1
505	это делает	1	1
506	не знает	3	1
507	отношению к	4	1
508	начале этой	1	1
509	из этого	1	1
510	все что	1	1
511	в частности	16	1
512	см в	1	1
513	и свою	1	1
514	можно назвать	1	1
