N	2gram	Potebnia_M_4	Komedia
196	не всегда	3	2
197	и такая	1	2
198	чем в	2	2
199	в развитии	1	2
200	не более	1	2
201	в следующем	1	2
202	всяком случае	3	2
203	бы к	1	2
204	признать что	2	2
205	которые в	1	2
206	не в	11	2
207	вовсе не	7	2
208	даже в	2	2
209	на пути	1	2
210	в одном	4	2
211	что их	1	2
212	если у	1	2
213	и это	2	2
214	как не	1	2
215	с самого	1	2
216	так в	3	2
217	и что	7	2
218	в мире	2	2
219	на что	1	2
220	после того	2	2
221	времени в	1	2
222	и во	1	2
223	и все	4	2
224	в другой	2	2
225	вслед за	1	2
226	тот же	2	2
227	с ними	3	2
228	с одной	1	2
229	и у	2	2
230	одно из	1	2
231	т п	4	2
232	отношение к	2	2
233	от того	4	2
234	в других	2	2
235	рядом с	1	2
236	нет и	1	2
237	со стороны	3	2
238	и к	6	2
239	до сих	4	2
240	с другой	2	2
241	одной стороны	1	2
242	с которым	2	2
243	если не	1	2
244	должна была	1	2
245	так называемых	3	2
246	по своему	2	2
247	в течение	2	2
248	в той	4	2
249	как бы	5	2
250	сих пор	4	2
251	бы в	2	2
252	еще более	2	2
253	хотя бы	4	2
254	от ее	2	2
255	от всех	1	2
256	к его	2	2
257	из этого	2	2
258	в голову	2	2
259	во всяком	5	2
260	то на	1	1
261	и отчасти	1	1
262	отделен от	1	1
263	самом деле	3	1
264	этого последнего	2	1
265	отношения между	2	1
266	что эти	3	1
267	намеки на	1	1
268	то для	1	1
269	на первый	1	1
270	для своего	1	1
271	до него	1	1
272	та же	1	1
273	из сказанного	3	1
274	в сущности	2	1
275	по нашим	1	1
276	а для	1	1
277	ему в	1	1
278	же что	2	1
279	о роли	1	1
280	в каждой	1	1
281	чем больше	2	1
282	все эти	3	1
283	не был	1	1
284	что нас	1	1
285	в различных	2	1
286	в чем	1	1
287	только после	1	1
288	не без	1	1
289	то мы	3	1
290	достаточно для	1	1
291	же она	1	1
292	значение и	2	1
293	сравнение двух	2	1
294	это сравнение	2	1
295	друг от	1	1
296	хотя эти	1	1
297	составить себе	1	1
298	первый взгляд	1	1
299	если она	1	1
300	общего с	1	1
301	для создания	3	1
302	по которому	3	1
303	и нет	1	1
304	однако не	1	1
305	и слова	2	1
306	как уже	1	1
307	тем же	1	1
308	следующим образом	1	1
309	следует сказать	2	1
310	с нею	3	1
311	себе как	1	1
312	соответствует образ	1	1
313	действительности но	1	1
314	если мы	2	1
315	сил в	1	1
316	человек стремится	1	1
317	многое в	1	1
318	почти одновременно	1	1
319	в себе	14	1
320	в мыслях	1	1
321	не приводит	1	1
322	имеет для	5	1
323	подобным образом	1	1
324	на его	3	1
325	мы их	1	1
326	и стало	1	1
327	главным образом	1	1
328	время и	1	1
329	и легко	1	1
330	до самого	1	1
331	и более	4	1
332	составляющими его	1	1
333	в понятие	2	1
334	от нее	1	1
335	а вместе	1	1
336	в другом	1	1
337	его не	1	1
338	бы быть	1	1
339	а по	1	1
340	на все	1	1
341	с целью	1	1
342	входит в	1	1
343	не умеет	1	1
344	действительности в	1	1
345	окажется что	1	1
346	и мы	5	1
347	по себе	11	1
348	еще одно	1	1
349	из первых	1	1
350	идет от	2	1
351	но уже	3	1
352	люди не	1	1
353	к открытию	1	1
354	мы видели	1	1
355	на родном	1	1
356	прикасается к	1	1
357	и тогда	1	1
358	не мог	1	1
359	не принесло	1	1
360	в эту	1	1
361	их самих	1	1
362	во второй	1	1
363	от своего	1	1
364	и при	2	1
365	мысль и	1	1
366	таким же	5	1
367	этой связи	1	1
368	свою речь	1	1
369	и без	2	1
370	же это	1	1
371	от его	2	1
372	значение для	1	1
373	стало быть	8	1
374	только для	2	1
375	образом и	1	1
376	нам в	1	1
377	тем не	4	1
378	их в	3	1
379	том же	2	1
380	что например	3	1
381	для нее	1	1
382	и причина	1	1
383	с точки	3	1
384	значение слова	5	1
385	эта мысль	2	1
386	но они	1	1
387	тем самым	4	1
388	что эта	1	1
389	вместо всего	1	1
390	с которой	1	1
391	на два	1	1
392	на себе	3	1
393	весь этот	1	1
394	как о	1	1
395	иметь в	2	1
396	это опять	1	1
397	человека если	1	1
398	вытекает из	1	1
399	никогда не	3	1
400	ничего не	1	1
401	в разных	3	1
402	отнестись к	1	1
403	имеем дело	2	1
404	и по-видимому	1	1
405	таким путем	1	1
406	представление об	1	1
407	со своим	4	1
408	что речь	1	1
409	эти три	1	1
410	без слов	1	1
411	этот образ	2	1
412	тогда в	1	1
413	в области	2	1
414	в каком	4	1
415	не заставляет	1	1
416	между противоположными	1	1
417	и одного	1	1
418	его для	1	1
419	да рядом	1	1
420	и вполне	2	1
421	и другой	1	1
422	числе и	1	1
423	его с	1	1
424	бы он	1	1
425	той или	1	1
426	они и	1	1
427	отказаться от	1	1
428	из себя	2	1
429	же образом	1	1
430	то она	1	1
431	от друга	1	1
432	такое что	1	1
433	что первенство	1	1
434	на основе	1	1
435	в собственном	1	1
436	представим себе	1	1
437	мысль о	6	1
438	в себя	1	1
439	или для	1	1
440	в пределах	1	1
441	огромное количество	1	1
442	нельзя сказать	3	1
443	убеждение в	1	1
444	времени и	1	1
445	том случае	3	1
446	было в	3	1
447	влиянию на	1	1
448	не имели	2	1
449	является в	1	1
450	о котором	1	1
451	с ним	5	1
452	с человеком	1	1
453	помнить что	1	1
454	а также	1	1
455	возможна только	1	1
456	тому и	1	1
457	свой отпечаток	1	1
458	и другому	1	1
459	внимание на	5	1
460	и та	4	1
461	второй половине	1	1
462	но мы	2	1
463	можем сказать	2	1
464	эти качества	1	1
465	все его	1	1
466	пор пока	2	1
467	там же	3	1
468	нас в	2	1
469	этих двух	1	1
470	на отношения	1	1
471	от них	1	1
472	лица и	3	1
473	но нет	2	1
474	что же	5	1
475	полагать что	1	1
476	них в	1	1
477	ей возможность	1	1
478	самих что	1	1
479	и следовательно	3	1
480	если это	1	1
481	следовало бы	1	1
482	к которому	1	1
483	сначала это	1	1
484	землю и	1	1
485	обе эти	1	1
486	мы видим	2	1
487	более близкие	1	1
488	что даже	2	1
489	что различные	1	1
490	пор не	3	1
491	которым оно	2	1
492	не идет	1	1
493	то он	2	1
494	по мнению	1	1
495	они могут	2	1
496	по этому	1	1
497	место из	2	1
498	человека с	1	1
499	далеко от	1	1
500	конечно не	2	1
501	в большинстве	2	1
502	только на	4	1
503	и они	2	1
504	то и	4	1
505	отношений к	1	1
506	из причин	1	1
507	свидетельствует о	1	1
508	не все	1	1
509	в сознании	4	1
510	связан в	1	1
511	большинстве случаев	2	1
512	к своим	1	1
513	на столе	1	1
514	не так	2	1
515	для него	5	1
516	в известной	1	1
517	могло бы	1	1
518	слово как	1	1
519	человека из	2	1
520	речь и	1	1
521	я вижу	2	1
522	значение только	1	1
523	ее на	1	1
524	ее словом	1	1
525	к самому	1	1
526	были бы	1	1
527	которые как	1	1
528	из двух	1	1
529	все от	1	1
530	и даже	2	1
531	на второй	1	1
532	и из	3	1
533	уже при	1	1
534	на чем	1	1
535	а с	1	1
536	относящихся к	2	1
537	и затем	1	1
538	что не	6	1
539	к человеку	1	1
540	в с	1	1
541	у нас	2	1
542	а не	12	1
543	другой стороны	1	1
544	его по	1	1
545	если эти	1	1
546	сослаться на	1	1
547	там где	3	1
548	самого начала	2	1
549	одна и	2	1
550	среди других	1	1
551	нечто такое	2	1
552	свою очередь	1	1
553	приметы при	1	1
554	связь с	1	1
555	в переносном	3	1
556	других случаях	1	1
557	из трех	1	1
558	отрывок из	1	1
559	в разной	1	1
560	без помощи	1	1
561	со словом	3	1
562	как человек	3	1
563	власть над	1	1
564	к своему	1	1
565	до настоящего	1	1
566	в столь	1	1
567	предположить что	4	1
568	он говорит	1	1
569	ведет к	3	1
570	второй план	1	1
571	если человек	1	1
572	не видят	1	1
573	в положении	1	1
574	услышанные слова	1	1
575	именно в	3	1
576	не прикасается	1	1
577	того уже	1	1
578	исходя из	1	1
579	в состоянии	2	1
580	быть не	2	1
581	но даже	2	1
582	сплошь да	1	1
583	показывают что	1	1
584	судить о	2	1
585	стоит только	1	1
586	за ним	2	1
587	можем составить	1	1
588	в наше	1	1
589	в более	2	1
590	в одно	1	1
591	нравственные свойства	2	1
592	случае если	1	1
593	при таком	1	1
594	само по	5	1
595	или другой	1	1
596	не с	2	1
597	ее и	1	1
598	но о	1	1
599	тем более	5	1
600	что народ	1	1
601	и как	2	1
602	том чтобы	1	1
603	впечатление которое	1	1
604	хотя в	2	1
605	в искусстве	3	1
606	все более	3	1
607	такое чего	1	1
608	нет ничего	3	1
609	в общих	2	1
610	между ними	4	1
611	из тех	2	1
612	не знает	1	1
613	сказать что	8	1
614	только как	4	1
615	была бы	1	1
616	лишь тогда	3	1
617	то хотя	1	1
618	равно как	2	1
619	в свою	2	1
620	в последнем	1	1
621	по которой	1	1
622	листа с	1	1
623	словом если	1	1
624	а может	2	1
625	точно так	2	1
626	и эта	1	1
627	думать что	4	1
628	так же	4	1
629	как на	1	1
630	все что	2	1
