N	2gram	Bakhtin_Fr_7	Analitik
353	книге в	2	1
354	было чрезвычайно	1	1
355	место в	4	1
356	мысли и	1	1
357	культуры это	1	1
358	времени не	1	1
359	что было	1	1
360	по ту	1	1
361	жениться и	1	1
362	свобода и	1	1
363	на всю	2	1
364	теперь я	2	1
365	соткан из	1	1
366	же мы	1	1
367	автора и	1	1
368	он как	1	1
369	с ним	2	1
370	смешно как	1	1
371	сына в	1	1
372	как о	3	1
373	жизненного процесса	1	1
374	у кого	1	1
375	на него	1	1
376	своего героя	1	1
377	в основе	1	1
378	у него	6	1
379	с одним	1	1
380	более что	1	1
381	ценностей жизни	1	1
382	имеющие никакого	1	1
383	потому что	5	1
384	со своим	1	1
385	связи с	1	1
386	как я	4	1
387	и оказывается	2	1
388	ему в	1	1
389	в стиле	1	1
390	у нас	1	1
391	очень часто	3	1
392	к самому	2	1
393	не могут	1	1
394	встречается в	1	1
395	с полной	1	1
396	своего отца	1	1
397	собственное имя	2	1
398	время они	1	1
399	в применении	1	1
400	как мы	11	1
401	всех сторон	1	1
402	и о	1	1
403	от друга	1	1
404	и носил	1	1
405	и автор	1	1
406	для всего	1	1
407	в средневековой	1	1
408	культуры и	1	1
409	что у	3	1
410	по этой	1	1
411	в одну	4	1
412	здесь как	2	1
413	особенно в	2	1
414	иногда в	3	1
415	ко всему	1	1
416	учение о	2	1
417	нашли свое	1	1
418	они как	2	1
419	на них	3	1
420	образом в	1	1
421	именно потому	1	1
422	новеллы и	1	1
423	т.п в	1	1
424	одного из	2	1
425	все его	3	1
426	или как	1	1
427	от них	1	1
428	во всей	2	1
429	ее содержание	1	1
430	тем более	1	1
431	в описании	3	1
432	может иметь	2	1
433	этого письма	1	1
434	того что	2	1
435	в эпиграфе	1	1
436	новое рождение	1	1
437	тот же	2	1
438	одной из	2	1
439	с ними	3	1
440	сына и	1	1
441	и так	2	1
442	по этому	3	1
443	за ней	1	1
444	так что	1	1
445	нигде и	1	1
446	есть в	6	1
447	завершение в	1	1
448	не имеющие	1	1
449	да еще	1	1
450	смерть и	1	1
451	или даже	1	1
452	его и	1	1
453	их как	1	1
454	ибо он	1	1
455	характерно что	2	1
456	одно из	1	1
457	себе в	1	1
458	и их	3	1
459	в единое	1	1
460	ведь это	1	1
461	слова в	1	1
462	вовсе не	7	1
463	и утверждение	1	1
464	к ним	1	1
465	ту сторону	1	1
466	в самый	2	1
467	играет в	1	1
468	не говорит	1	1
469	и делает	1	1
470	к той	1	1
471	и строго	1	1
472	что на	1	1
473	может и	1	1
474	как у	1	1
475	связаны с	2	1
476	ее в	1	1
477	присуще и	1	1
478	и ценностей	1	1
479	к которому	1	1
480	веселым и	1	1
481	наконец в	1	1
482	мира это	1	1
483	и др	2	1
484	но о	1	1
485	по тем	1	1
486	превращается в	1	1
487	этой части	1	1
488	он только	2	1
489	на этот	1	1
490	не знает	3	1
491	так когда	1	1
492	течение двадцати	1	1
493	и фигура	1	1
494	когда же	1	1
495	свое отражение	1	1
496	вероятно не	1	1
497	изо всех	1	1
498	в одно	1	1
499	с помощью	6	1
500	мире есть	1	1
501	на фоне	1	1
502	все основные	1	1
503	но особенно	2	1
504	я уже	1	1
505	к себе	1	1
506	на конец	1	1
507	из которых	2	1
508	в область	3	1
509	литература в	1	1
510	лицом к	1	1
511	в течение	2	1
512	применении к	1	1
513	нашего анализа	2	1
514	в столь	1	1
515	в литературе	2	1
516	был в	2	1
517	смысле он	1	1
518	и всех	1	1
519	с этой	1	1
520	и формы	1	1
521	в гораздо	1	1
522	не будем	1	1
523	но это	3	1
524	между прочим	1	1
525	это уже	1	1
526	в мировой	1	1
527	в связи	2	1
528	как на	1	1
529	своей природе	1	1
530	со всех	2	1
531	обращается к	1	1
532	от него	1	1
533	и новое	1	1
534	бы в	2	1
535	правда не	2	1
536	от всего	1	1
537	места в	2	1
538	к ее	1	1
539	здесь только	2	1
540	этот вопрос	1	1
541	между ними	1	1
542	картину мира	1	1
543	одного элемента	1	1
544	от всех	1	1
545	к его	1	1
546	было показано	1	1
547	автора в	1	1
548	двадцати лет	1	1
549	первом случае	1	1
550	не что	1	1
551	оно не	2	1
552	из этого	1	1
553	в трех	1	1
554	героя в	1	1
555	аллюзия на	1	1
556	жизни и	3	1
557	силе и	1	1
558	и другие	3	1
559	в своих	1	1
560	особенности с	1	1
561	все что	4	1
562	они не	1	1
