N	2gram	Medvedev_F_1	TeoriaLi
384	нового содержания	1	1
385	искусства не	2	1
386	но эта	2	1
387	этих моментов	1	1
388	друг другу	1	1
389	и более	2	1
390	том и	1	1
391	произведения в	8	1
392	из виду	2	1
393	не должно	1	1
394	их отношении	1	1
395	связей с	2	1
396	и вся	1	1
397	у нее	1	1
398	случае в	1	1
399	к третьему	1	1
400	не имеет	1	1
401	одна из	2	1
402	к этим	1	1
403	и сама	1	1
404	в центр	1	1
405	последнее является	1	1
406	которого он	1	1
407	облекается в	1	1
408	художественной деятельности	1	1
409	значимости своего	1	1
410	только и	4	1
411	жизни не	2	1
412	в самой	2	1
413	связи с	3	1
414	своеобразие не	1	1
415	не по	3	1
416	в химическом	2	1
417	были они	1	1
418	не является	1	1
419	к изучению	1	1
420	однако это	1	1
421	не мыслится	1	1
422	у нас	5	1
423	какова например	1	1
424	настоящего времени	2	1
425	тем это	1	1
426	разрыв между	1	1
427	и конкретном	1	1
428	не могут	1	1
429	и заключается	2	1
430	и развития	2	1
431	числе и	1	1
432	его с	2	1
433	этом они	1	1
434	в каждом	3	1
435	переходя к	1	1
436	оно не	4	1
437	она не	6	1
438	в каждой	1	1
439	должен быть	5	1
440	вещей в	2	1
441	именно эту	1	1
442	как мы	5	1
443	значения и	2	1
444	того чтобы	1	1
445	та или	1	1
446	людей в	1	1
447	имеет значение	1	1
448	на основе	6	1
449	только при	1	1
450	языка и	1	1
451	реальной действительности	1	1
452	или иная	1	1
453	значение в	3	1
454	на нее	2	1
455	проблем и	5	1
456	особенно в	3	1
457	начала и	2	1
458	в последующих	1	1
459	осуществляется в	1	1
460	в научном	1	1
461	художественной идеологемой	1	1
462	и определяется	1	1
463	что от	1	1
464	жизнь и	3	1
465	в словах	1	1
466	для этого	4	1
467	с ним	2	1
468	мире в	1	1
469	различных художественных	2	1
470	произведения как	2	1
471	искусства и	5	1
472	настоящее время	10	1
473	как ее	2	1
474	одного из	1	1
475	может не	1	1
476	данного художественного	1	1
477	первой главе	1	1
478	на отдельные	1	1
479	восприятия в	1	1
480	эти два	1	1
481	художников слова	1	1
482	в другой	2	1
483	искусства это	1	1
484	наконец в	3	1
485	во внутренней	1	1
486	конкретном целом	1	1
487	всех сторон	1	1
488	эти последние	1	1
489	строфе в	1	1
490	в формах	4	1
491	на которой	1	1
492	один из	3	1
493	в двух	1	1
494	ее к	2	1
495	и роман	1	1
496	и является	2	1
497	литература как	2	1
498	или же	3	1
499	к миру	2	1
500	между этими	1	1
501	мира как	2	1
502	картины как	1	1
503	который в	1	1
504	со всеми	3	1
505	с которыми	1	1
506	так что	1	1
507	из которого	1	1
508	жизненного переживания	2	1
509	для всех	1	1
510	и своеобразие	1	1
511	если мы	2	1
512	только на	5	1
513	в следующих	1	1
514	в единстве	7	1
515	не дает	2	1
516	или даже	1	1
517	общественном сознании	1	1
518	из них	1	1
519	только одно	1	1
520	система смыслов	1	1
521	и их	10	1
522	никто не	1	1
523	представить себе	1	1
524	гуманитарных науках	2	1
525	в одном	2	1
526	которые одновременно	1	1
527	с этими	1	1
528	так как	1	1
529	и несет	1	1
530	как такового	2	1
531	европейского искусства	2	1
532	но из	1	1
533	или оды	1	1
534	нашем примере	1	1
535	не оказывается	1	1
536	и глубже	2	1
537	как у	1	1
538	в общественном	1	1
539	на ее	1	1
540	завершенность и	1	1
541	что для	1	1
542	и пр	17	1
543	и политического	1	1
544	не было	3	1
545	его исторического	2	1
546	искусстве не	1	1
547	литературное произведение	10	1
548	более того	3	1
549	зависит от	1	1
550	весь его	1	1
551	и исторической	1	1
552	в ряду	2	1
553	художественной формы	2	1
554	в бытии	1	1
555	теоретической и	1	1
556	его как	3	1
557	то она	1	1
558	в связи	4	1
559	которые будут	1	1
560	с помощью	3	1
561	чем глубже	1	1
562	о различных	1	1
563	внешнем мире	1	1
564	от ее	1	1
565	требует от	1	1
566	к своему	1	1
567	для искусства	1	1
568	другу и	1	1
569	внехудожественной действительности	1	1
570	целом ряде	2	1
571	конструкции если	1	1
572	одновременно и	1	1
573	одновременно с	2	1
574	в это	1	1
575	в контексте	1	1
576	с этой	4	1
577	художественное произведение	6	1
578	быть и	4	1
579	каждого из	2	1
580	искусства в	4	1
581	все это	9	1
582	о мире	2	1
583	к вопросу	1	1
584	при всем	1	1
585	на всех	1	1
586	чтобы этот	1	1
587	каждой из	3	1
588	это уже	1	1
589	к реальному	1	1
590	ее законов	1	1
591	еще одна	2	1
592	и от	7	1
593	что делает	1	1
594	в результате	2	1
595	в настоящее	10	1
596	места в	2	1
597	бы в	3	1
598	истории литературы	12	1
599	поэтики в	1	1
600	с другими	4	1
601	за его	1	1
602	ни было	2	1
603	же в	3	1
604	мы видим	1	1
605	полагал что	1	1
606	не утрачивает	1	1
607	не есть	2	1
608	вступает в	2	1
609	становления и	3	1
610	может и	2	1
611	чем с	1	1
612	искусства без	5	1
613	а о	1	1
614	оценки и	1	1
615	с ней	1	1
616	исторической поэтики	3	1
617	от всех	3	1
618	впервые в	1	1
619	совершенно не	1	1
620	автора в	1	1
621	о литературе	6	1
622	из этого	1	1
623	что такое	2	1
624	если она	1	1
625	просто не	1	1
626	жизни и	7	1
627	ее в	1	1
628	и другие	1	1
629	в своих	2	1
630	нее как	1	1
631	по поводу	1	1
632	этой точки	1	1
