N	2gram	Tiupa_Narr_1	DiskursI
245	в сущности	3	2
246	совпадает с	1	2
247	на себя	3	2
248	ему в	2	2
249	в виду	1	2
250	и дискурсивные	1	2
251	между собой	2	2
252	в различных	1	2
253	события в	2	2
254	служит для	1	2
255	рассказываемое событие	2	2
256	действующее лицо	2	2
257	но как	2	2
258	дискурсивные практики	1	2
259	в новом	1	2
260	себя в	5	2
261	определяется не	1	2
262	как к	2	2
263	родовых феноменов	1	2
264	что касается	2	2
265	собственно и	1	2
266	хотя и	3	2
267	когда он	3	2
268	сознания в	1	2
269	таковыми не	1	2
270	адресата в	2	2
271	дискурса а	1	2
272	более или	2	2
273	как иногда	1	2
274	в противоположность	2	2
275	типическим ситуациям	1	2
276	текста не	1	2
277	точкой зрения	2	2
278	классической риторики	1	2
279	в тех	1	2
280	в этой	5	2
281	коммуникативной природе	1	2
282	событийный статус	1	2
283	можно определить	1	2
284	высказывания не	1	2
285	всей его	2	2
286	так сказать	1	2
287	в значении	1	2
288	ей в	1	2
289	он ни	1	2
290	определенной жанровой	1	2
291	становления и	1	2
292	в принципе	4	2
293	силу своей	1	2
294	том чтобы	1	2
295	этого жанра	1	2
296	подобно тому	2	2
297	главное действующее	1	2
298	и по	1	2
299	на этом	1	2
300	адресата при	1	2
301	человека в	2	2
302	исходя из	2	2
303	различие между	2	2
304	существует благодаря	2	2
305	инвентарь мифа	1	2
306	с позиций	1	2
307	об этом	1	2
308	нерасторжимой с	1	2
309	того или	2	2
310	формы целого	1	2
311	коммуникативную стратегию	2	2
312	и тем	4	2
313	словами бахтина	2	2
314	соответствии с	1	2
315	не всегда	2	2
316	биографического дискурса	2	2
317	с человеком	2	2
318	иначе говоря	6	2
319	одного и	1	2
320	или менее	2	2
321	м.м бахтин	2	2
322	речевого замысла	2	2
323	наших дней	1	2
324	своем качестве	1	2
325	коммуникативную ситуацию	1	2
326	не от	2	2
327	мысли и	1	2
328	речевой акт	2	2
329	жанров не	1	2
330	а.н веселовского	1	2
331	соответствующая типическим	1	2
332	высказывания соответствующая	1	2
333	по крайней	1	2
334	жанр как	1	2
335	текст и	1	2
336	и предполагает	1	2
337	я героя	2	2
338	в историческом	1	2
339	вторичные идеологические	1	2
340	не менее	3	2
341	в.я проппа	1	2
342	хоровое слово	1	2
343	дело не	1	2
344	внутренней речи	1	2
345	коммуникативным событием	2	2
346	дискурса если	1	2
347	или письма	1	2
348	событий процессов	1	2
349	не могло	2	2
350	а о	1	2
351	как формы	2	2
352	имеем дело	2	2
353	вольно или	3	2
354	дискурс по	1	2
355	события свидетель	1	2
356	своей природе	1	2
357	а ван	1	2
358	х годов	1	2
359	в тексте	16	2
360	и его	5	2
361	лицо события	1	2
362	крайней мере	1	2
363	к себе	5	2
364	дискурса в	2	2
365	до сего	1	2
366	отличается от	4	2
367	же самое	1	2
368	числе и	4	2
369	значительной степени	2	2
370	но одновременно	1	2
371	мысли о	1	2
372	не есть	3	2
373	оно не	2	2
374	и он	3	2
375	не ограничивается	1	2
376	в едином	1	2
377	как мы	3	2
378	которая своей	1	2
379	с ее	3	2
380	говорит и	2	2
381	данном случае	4	2
382	языка и	2	2
383	в организации	2	2
384	былой инвентарь	1	2
385	в пределах	2	2
386	приводит к	2	2
387	на том	3	2
388	но зато	1	2
389	в другом	1	2
390	было в	2	2
391	или невольно	3	2
392	строго говоря	1	2
393	и вообще	1	2
394	событием и	1	2
395	индивидуального речевого	2	2
396	повествователя в	1	2
397	очередь определяется	1	2
398	а по	2	2
399	иисуса христа	1	2
400	о нем	4	2
401	цепи событий	1	2
402	одного из	4	2
403	ситуациям речевого	1	2
404	основе своей	4	2
405	в значительной	2	2
406	времени в	2	2
407	но обязательно	1	2
408	нарративном тексте	1	2
409	это было	1	2
410	на протяжении	6	2
411	и во	1	2
412	она здесь	1	2
413	в форме	5	2
414	них в	1	2
415	и судия	2	2
416	в литературе	2	2
417	типическая форма	1	2
418	и одновременно	2	2
419	события общения	1	2
420	и представляет	2	2
421	дело с	2	2
422	в какой	2	2
423	в разные	1	2
424	и ее	2	2
425	точка зрения	6	2
426	не таково	1	2
427	тот или	1	2
428	есть в	2	2
429	уже в	3	2
430	свидетельствует о	1	2
431	в равной	1	2
432	или даже	2	2
433	по выражению	2	2
434	нарративных высказываний	1	2
435	и слушающих	1	2
436	текста в	2	2
437	слова в	1	2
438	сами по	2	2
439	фрейденберг убедительно	1	2
440	следует признать	2	2
441	никогда не	3	2
442	из двух	3	2
443	на ее	1	2
444	здесь в	1	2
445	или притчи	3	2
446	к которому	2	2
447	чем он	1	2
448	и др	2	2
449	героя и	4	2
450	более того	1	2
451	в соответствии	1	2
452	событие самого	1	2
453	воспринимающего сознания	1	2
454	в рассказе	4	2
455	зависит от	2	2
456	однако и	1	2
457	его как	2	2
458	весь былой	1	2
459	одну из	2	2
460	о чем	2	2
461	произведение в	1	2
462	н.д тамарченко	4	2
463	и адресата	1	2
464	коммуникативные стратегии	2	2
465	принадлежности к	1	2
466	то она	2	2
467	ни столь	2	2
468	к его	1	2
469	в дискурсе	1	2
470	форма высказывания	2	2
471	сути дела	2	2
472	сего времени	1	2
473	из уст	1	2
474	за рамки	2	2
475	жизни в	3	2
476	и было	1	2
477	этом своем	1	2
478	события а	2	2
479	притчи о	1	2
480	для притчи	1	2
481	высказывания и	3	2
482	в культуре	2	2
483	в начале	1	2
484	говорения или	1	2
485	известной степени	1	2
486	тексте как	1	2
487	или в	2	2
488	о котором	1	2
489	и все	2	2
490	будто бы	3	2
491	феноменов событий	1	2
492	хотя в	2	2
493	кому рассказывается	1	2
494	опыта в	1	2
495	может и	1	2
496	участников коммуникативного	1	2
497	нарративных жанров	1	2
498	героя в	8	2
499	нарративного высказывания	6	2
500	мифа как	1	2
501	они не	2	2
502	том числе	6	2
503	широкое распространение	1	1
504	выходит новое	1	1
505	могло и	1	1
506	литературном жанре	1	1
507	зрения как	1	1
508	как известно	2	1
509	с природой	1	1
510	мифа сделала	1	1
511	речь идет	4	1
512	целенаправленно устремленный	1	1
513	как нулевая	1	1
514	костяком так	1	1
515	сказание легендарно-историческое	1	1
516	таком случае	2	1
517	случайно напоминает	1	1
518	сам по	1	1
519	однако здесь	1	1
520	и то	1	1
521	этом остается	1	1
522	самом деле	2	1
523	на самом	1	1
524	переход от	4	1
525	это и	3	1
526	идет о	2	1
527	с наррацией	1	1
528	думал о	1	1
529	жанровой схемы	1	1
530	он предстает	1	1
531	статус знания	2	1
532	а непосредственно	1	1
533	порой даже	1	1
534	чего не	1	1
535	нормативное приложение	1	1
536	и предполагающем	1	1
537	от нормы	1	1
538	взаимодействия людей	1	1
539	и до	2	1
540	из его	1	1
541	проблемой речевых	1	1
542	различные и	1	1
543	формах внутренней	1	1
544	множества преданий	1	1
545	событийного ряда	5	1
546	определенного типа	1	1
547	видеть в	1	1
548	такие дискурсы	1	1
549	есть типическая	1	1
550	она определяется	2	1
551	и за	1	1
552	анекдот не	2	1
553	к зятю	1	1
554	событие это	1	1
555	к предмету	1	1
556	речевой деятельности	1	1
557	однако для	1	1
558	время жанры	1	1
559	текста как	2	1
560	в стилевых	1	1
561	сюжетно-повествовательных высказываний	1	1
562	ставят перед	1	1
563	современной нарратологии	2	1
564	наррация сохранив	1	1
565	персонажей здесь	1	1
566	жанровой традиции	1	1
567	нам всегда	1	1
568	несут в	1	1
569	последнем мы	1	1
570	референтного высказыванию	1	1
571	только благодаря	1	1
572	завершенная и	1	1
573	качестве значимого	1	1
574	участвуем как	1	1
575	такая возможность	1	1
576	говорить о	2	1
577	но она	1	1
578	фактически точными	1	1
579	первое может	1	1
580	определяется востребованной	1	1
581	но уже	1	1
582	интриганстве персонажей	1	1
583	цепь событий	1	1
584	в изложении	1	1
585	которое не	1	1
586	мы и	1	1
587	а.ж греймасом	1	1
588	своего исторического	1	1
589	принадлежат самой	1	1
590	с семантикой	1	1
591	явлениях а	1	1
592	идеологические жанры	1	1
593	фактический слушатель	1	1
594	быть осуществлено	1	1
595	со времен	1	1
596	сказание в	1	1
597	же круг	1	1
598	меньшей степени	1	1
599	регулятивная отношение	1	1
600	себе а	1	1
601	если нарративная	1	1
602	нуждалась в	1	1
603	родину чтобы	1	1
604	на них	1	1
605	слушающих общим	1	1
606	он сам	2	1
607	хх веке	1	1
608	повествовательной традицией	1	1
609	присутствующего в	2	1
610	смысле домонологично	1	1
611	является зависит	1	1
612	интригуемости читателя	1	1
613	истории в	3	1
614	его пристрастной	1	1
615	бытия нуждалась	1	1
616	исторически продуктивный	1	1
617	домонологично оно	1	1
618	и главное	1	1
619	не требует	1	1
620	вокруг я	2	1
621	продуктивный тип	1	1
622	ее к	1	1
623	преждевременно поскольку	1	1
624	ж курте	1	1
625	общенародной хвалы	1	1
626	могло быть	1	1
627	звучит один	1	1
628	некоего созерцающего	1	1
629	не то	2	1
630	только потому	1	1
631	свидетеля но	1	1
632	в противовес	4	1
633	конечном счете	2	1
634	последовательности в	1	1
635	некоторому субъекту	1	1
636	иногда и	1	1
637	событие рассказывания	1	1
638	наррацией которая	1	1
639	нет и	2	1
640	понятия нормы	1	1
641	что они	3	1
642	речи но	1	1
643	форме и	1	1
644	именовал веком	1	1
645	в чужой	2	1
646	и читатель	1	1
647	как говорит	3	1
648	существенно связаны	1	1
649	нарратология представляет	1	1
650	дискурсе речевой	1	1
651	вследствие чего	2	1
652	персонажей с	1	1
653	независимо от	2	1
654	опыта к	1	1
655	романного дискурса	1	1
656	человеческого бытия	1	1
657	языковые с	1	1
658	дискурсии однако	1	1
659	кто говорит	2	1
660	о жизни	1	1
661	качестве нарратива	1	1
662	в различные	1	1
663	кому говорят	1	1
664	там же	1	1
665	аналогичному адресату	1	1
666	обращения к	1	1
667	обладают неодинаковым	1	1
668	такое слово	1	1
669	выражению бахтина	1	1
670	отграниченная система	1	1
671	иносказательностью требует	1	1
672	рецептивная установка	3	1
673	в меру	1	1
674	текста да	1	1
675	целое внеязыковое	1	1
676	слово анекдота	1	1
677	сказание или	2	1
678	сказать первофеномены	1	1
679	о поэтике	1	1
680	жанр сказания	1	1
681	есть его	1	1
682	или иную	2	1
683	художественными а	1	1
684	событийной цепи	3	1
685	всего лишь	2	1
686	не выбирают	1	1
687	с собачкой	1	1
688	что это	3	1
689	с прахудожественными	1	1
690	порой фактически	1	1
691	слушатель читатель	1	1
692	таковы например	1	1
693	образом и	1	1
694	формой человеческого	1	1
695	гг в	1	1
696	монолог в	1	1
697	повествование существует	1	1
698	повествование в	1	1
699	все литературные	2	1
700	из этих	3	1
701	это разделение	1	1
702	значимое уклонение	1	1
703	рассказ о	1	1
704	всего к	1	1
705	жанров с	1	1
706	собой некий	1	1
707	и событие	1	1
708	в опознании	1	1
709	общения к	1	1
710	занимательное неожиданное	1	1
711	содержанию сказания	1	1
712	событие поскольку	1	1
713	высказывания состоит	3	1
714	даже будучи	1	1
715	или слушателя	4	1
716	высказывания как	1	1
717	в случае	7	1
718	человек не	1	1
719	будучи непосредственной	1	1
720	порождаемых динамизмом	1	1
721	к реализации	1	1
722	от своея	1	1
723	быть только	1	1
724	событии которое	1	1
725	первофеномены жанров	1	1
726	разъединяет участников	1	1
727	хотят и	1	1
728	единством места	1	1
729	он не	3	1
730	событие общения	1	1
731	событие неотделимо	1	1
732	концом в	1	1
733	дискурс представляет	1	1
734	они в	2	1
735	и свершают	1	1
736	в первую	1	1
737	формы междуязычны	1	1
738	в понимании	1	1
739	нашего высказывания	1	1
740	индивидуальной жизненной	1	1
741	к одному	1	1
742	интрига нарративного	1	1
743	собой не	2	1
744	только самим	1	1
745	нем звучит	1	1
746	уже говорилось	1	1
747	высказываний в	1	1
748	новое и	1	1
749	которая его	1	1
750	содержит в	1	1
751	быть субъектом	1	1
752	однозначности и	1	1
753	адресата высказывания	1	1
754	на земле	1	1
755	субъекты этического	1	1
756	свое время	1	1
757	в коммуникативном	3	1
758	и ситуации	1	1
759	нарративном дискурсе	1	1
760	сплетни то	1	1
761	нашей способности	1	1
762	картины мира	5	1
763	отношение слушателя	1	1
764	как от	1	1
765	не развившимся	1	1
766	что ни	1	1
767	волшебная сказка	1	1
768	может существовать	1	1
769	событием не	2	1
770	рассказано в	1	1
771	как организующий	2	1
772	весьма существенную	1	1
773	его составе	1	1
774	или иных	1	1
775	дистанции между	1	1
776	рекоша но	1	1
777	монологизированного слова	2	1
778	но все	4	1
779	готовом стабильно	1	1
780	мыслью вещью	1	1
781	подход к	2	1
782	тематического содержания	1	1
783	это позиция	2	1
784	с кристаллизацией	1	1
785	нарратива повествование	1	1
786	не будет	3	1
787	ю.м лотман	1	1
788	и может	1	1
789	самой ситуации	1	1
790	в мире	9	1
791	в поведении	1	1
792	деяний то	1	1
793	жанров от	1	1
794	приложение запечатленного	1	1
795	предметно-тематическое содержание	1	1
796	эвристические возможности	1	1
797	активизации воспринимающего	1	1
798	рода механизмом	1	1
799	косвенной речи	1	1
800	для своей	2	1
801	все их	2	1
802	сознания к	2	1
803	первую очередь	1	1
804	с другими	1	1
805	собственно художественными	1	1
806	от одного	2	1
807	отца к	1	1
808	жизненной практике	1	1
809	притче о	1	1
810	этом смысле	1	1
811	в молчание	2	1
812	не верифицируемым	1	1
813	закономерно и	1	1
814	как регулятивная	1	1
815	оно стремится	1	1
816	сказании повествуемой	1	1
817	как объекты	1	1
818	матрилокального престолонаследования	1	1
819	не самой	1	1
820	композиционной формы	1	1
821	здесь это	1	1
822	произведении и	1	1
823	который по	3	1
824	оцененном мире	1	1
825	от отца	1	1
826	общения по	1	1
827	современной передаче	1	1
828	предмета цели	1	1
829	поскольку выполнение	1	1
830	или анекдота	3	1
831	дискурса при	1	1
832	ю.м лотмана	1	1
833	семантического поля	1	1
834	по длительности	1	1
835	и аномалий	1	1
836	с этой	1	1
837	социального или	1	1
838	окружал человека	1	1
839	в слове	1	1
840	нельзя признать	1	1
841	более не	2	1
842	мы видели	1	1
843	осуществляется или	1	1
844	от божья	1	1
845	но сложном	1	1
846	обозначить как	2	1
847	оно имеет	1	1
848	его событийной	2	1
849	мы не	1	1
850	предстают перед	1	1
851	приобретают вид	1	1
852	стилевых формах	1	1
853	мы строим	1	1
854	как таковой	1	1
855	не мог	4	1
856	деятельности персонажа	1	1
857	с еще	1	1
858	несет в	1	1
859	вненаходимости бахтин	1	1
860	различные формы	1	1
861	дискурсивной практике	1	1
862	и вторичные	1	1
863	общим знанием	1	1
864	собой исторически	1	1
865	на разных	1	1
866	сводятся к	1	1
867	и при	1	1
868	котором рассказано	1	1
869	не ценностно	1	1
870	она сама	1	1
871	таким же	1	1
872	причастной вненаходимости	1	1
873	событийны но	1	1
874	от тестя	1	1
875	свою речь	1	1
876	ценностной однозначности	1	1
877	нами два	1	1
878	а как	1	1
879	знанием поэтому	1	1
880	не становится	1	1
881	сущности застывшее	1	1
882	анекдота ни	1	1
883	внезакономерных явлениях	1	1
884	с точки	2	1
885	интерпретации в	1	1
886	с позиции	1	1
887	цепи состояний	1	1
888	жанры существенно	1	1
889	представляла собой	1	1
890	как произведение	1	1
891	хранения и	1	1
892	сохранив весь	1	1
893	принцип любого	1	1
894	не столько	4	1
895	в первый	1	1
896	цели и	1	1
897	композиционных форм	1	1
898	оно живет	1	1
899	как наррация	1	1
900	выполнение нормы	1	1
901	и устройству	1	1
902	событий связывающего	1	1
903	они неразрывно	1	1
904	нейтральное к	1	1
905	от его	1	1
906	опознании ее	1	1
907	в памяти	2	1
908	а некий	1	1
909	вплоть до	2	1
910	обнаруживается в	1	1
911	процесса и	2	1
912	форме индивидуального	1	1
913	приятия не	1	1
914	еще преждевременно	1	1
915	об однократных	1	1
916	ценностно дистанцированной	1	1
917	не предполагается	1	1
918	нарратива в	1	1
919	интернациональны в	1	1
920	в россии	1	1
921	через посредство	1	1
922	что было	1	1
923	тем не	3	1
924	недискурсивных формах	1	1
925	определенное в	1	1
926	сказания в	1	1
927	веком героев	1	1
928	и более	1	1
929	а последнее	1	1
930	его порождает	1	1
931	не могли	1	1
932	маловероятное беспрецедентное	1	1
933	композиционно определенное	1	1
934	лично для	1	1
935	свободным как	1	1
936	нарратора это	1	1
937	языком ставят	1	1
938	его персонажем	1	1
939	как ценностного	1	1
940	личного опыта	1	1
941	вместе со	1	1
942	можем обозначить	1	1
943	между двумя	5	1
944	непосредственной формой	1	1
945	вольфа шмида	1	1
946	общая теория	1	1
947	анекдот как	1	1
948	ничего нейтрального	1	1
949	событие но	1	1
950	перформативные высказывания	1	1
951	и языковые	1	1
952	нем определенные	1	1
953	мифов-нарраций никогда	1	1
954	курьезное любопытное	1	1
955	чистом виде	1	1
956	в трактовке	1	1
957	занимающего позицию	1	1
958	но далеко	1	1
959	и персонажи	1	1
960	тем самым	6	1
961	до известной	1	1
962	природой нерасторжимой	1	1
963	а иногда	2	1
964	даже не	3	1
965	любого дискурса	1	1
966	она могла	1	1
967	передний план	1	1
968	повторению архетипических	1	1
969	уст в	1	1
970	не имеет	2	1
971	дело в	1	1
972	какой он	1	1
973	начальной фразе	1	1
974	не по	1	1
975	общенародной хвале	1	1
976	в русской	1	1
977	еще аристотель	1	1
978	на эпизоды	2	1
979	событий это	1	1
980	жанр есть	1	1
981	в придании	1	1
982	фатально непреложный	1	1
983	без посредства	1	1
984	действующие лица	1	1
985	появляется в	1	1
986	в структуре	2	1
987	и отсутствие	1	1
988	для всего	1	1
989	жизненной позиции	4	1
990	немного в	1	1
991	сопряжения событий	1	1
992	принадлежит некоторому	1	1
993	норме и	1	1
994	царских детях	1	1
995	не удовлетворяясь	1	1
996	к ценностной	1	1
997	этих двух	1	1
998	и речевой	1	1
999	молчание бахтин	1	1
1000	не все	5	1
1001	слушателя к	1	1
1002	в интригуемости	1	1
1003	типов высказывания	1	1
1004	к концу	1	1
1005	всякое событие	2	1
1006	акте выбора	1	1
1007	и является	1	1
1008	и передачи	1	1
1009	и повествование	1	1
1010	действием существом	1	1
1011	анекдота не	1	1
1012	своим следствием	1	1
1013	формы высказывания	1	1
1014	на него	3	1
1015	оказывается адресат	1	1
1016	тестя к	1	1
1017	такого высказывания	1	1
1018	слова говорящий	1	1
1019	активного приятия	1	1
1020	как будто	3	1
1021	этом отношении	3	1
1022	и делает	1	1
1023	дискурсного анализа	1	1
1024	в нарратологию	1	1
1025	что на	2	1
1026	этического выбора	2	1
1027	активность адресата	1	1
1028	о царских	1	1
1029	перед ним	1	1
1030	к однозначности	1	1
1031	событийной полноте	3	1
1032	обнаруживает себя	1	1
1033	точке зрения	1	1
1034	сюжетных сами	1	1
1035	настоящего времени	1	1
1036	художественной литературы	3	1
1037	личности в	2	1
1038	и оно	1	1
1039	интонации и	1	1
1040	внеязыковое и	1	1
1041	в специальном	1	1
1042	взаимодействия с	1	1
1043	неразрывно объединены	1	1
1044	ментальной и	1	1
1045	поучаемого это	1	1
1046	быть зафиксирована	1	1
1047	не могут	1	1
1048	встречается в	2	1
1049	когда мы	2	1
1050	здесь совершенно	2	1
1051	эти происходят	1	1
1052	в напряжении	1	1
1053	обязательно курьезное	1	1
1054	принципиальная для	1	1
1055	приобщения к	1	1
1056	случилось однажды	1	1
1057	всего в	1	1
1058	для бахтина	1	1
1059	бывает всегда	1	1
1060	сохранили свою	1	1
1061	чтобы воцариться	1	1
1062	они бытуют	1	1
1063	события на	1	1
1064	здесь пока	1	1
1065	но также	1	1
1066	предполагает хоровой	1	1
1067	развившимся твердым	1	1
1068	и закономерным	1	1
1069	этом последнем	1	1
1070	наррация появляется	1	1
1071	сферы общения	1	1
1072	ценностного центра	2	1
1073	все еще	1	1
1074	зародыши тематические	1	1
1075	речь нам	1	1
1076	сложном событии	1	1
1077	говоря словами	2	1
1078	если же	1	1
1079	но сама	2	1
1080	время они	1	1
1081	воцариться в	1	1
1082	рамках которого	1	1
1083	прослеживать историю	1	1
1084	мир эксцессов	1	1
1085	как слухи	1	1
1086	способности прослеживать	1	1
1087	к жанровой	1	1
1088	точными они	1	1
1089	гегель именовал	1	1
1090	и кому	1	1
1091	к индивидуальной	1	1
1092	назидания притча	1	1
1093	высказывания реализующий	1	1
1094	слухи или	1	1
1095	но по	1	1
1096	единство высказывания	1	1
1097	застывшее целое	1	1
1098	в анекдоте	2	1
1099	и сами	1	1
1100	напротив они	1	1
1101	здесь не	4	1
1102	нормы событием	1	1
1103	уклонение от	1	1
1104	извлечения адресатом	1	1
1105	рассказывающим притчу	1	1
1106	некоего ценностного	1	1
1107	религиозные и	1	1
1108	здесь также	1	1
1109	два события	1	1
1110	эксцессов и	1	1
1111	и от	1	1
1112	мысль о	1	1
1113	как субъекты	1	1
1114	столь свободным	1	1
1115	притча разъединяет	1	1
1116	только то	1	1
1117	закон собственно	1	1
1118	чужой речи	1	1
1119	происходят в	1	1
1120	в недискурсивных	1	1
1121	с языком	1	1
1122	они трактовали	1	1
1123	и про	2	1
1124	поучающего и	1	1
1125	сознаний встречающихся	1	1
1126	сказки как	1	1
1127	факта событие	1	1
1128	притчи иносказательность	1	1
1129	мифологическая природа	1	1
1130	акт притчевого	1	1
1131	и сам	1	1
1132	что каждый	1	1
1133	ее иносказательностью	1	1
1134	может ощущаться	1	1
1135	взаимная условленность	1	1
1136	по аналогии	1	1
1137	те же	4	1
1138	не реализованной	1	1
1139	проделано и	1	1
1140	здесь как	1	1
1141	особенно в	3	1
1142	живет в	1	1
1143	всегда предносится	1	1
1144	универсального опыта	1	1
1145	мог бы	3	1
1146	быть проделано	1	1
1147	данной сферы	1	1
1148	над проблемой	1	1
1149	повествуемой ситуации	1	1
1150	речи хотя	1	1
1151	во второй	2	1
1152	что бывает	1	1
1153	мира вокруг	1	1
1154	анекдота уже	1	1
1155	рассуждение бахтина	1	1
1156	анекдотическим повествованием	1	1
1157	если бы	1	1
1158	качестве свидетеля	1	1
1159	связывающего начало	1	1
1160	к языку	1	1
1161	они таковыми	1	1
1162	напряжении событийного	1	1
1163	иносказательность является	1	1
1164	о ней	3	1
1165	удовлетворяясь репродуктивной	1	1
1166	является событием	1	1
1167	местах и	1	1
1168	слову бахтина	1	1
1169	и судии	2	1
1170	интриги не	1	1
1171	возможна только	1	1
1172	стратегии и	1	1
1173	потому нейтральное	1	1
1174	то они	2	1
1175	встречающихся в	1	1
1176	есть само	1	1
1177	героя не	1	1
1178	слушатели-читатели события	1	1
1179	поскольку как	1	1
1180	один голос	2	1
1181	на что	1	1
1182	с соответствующими	1	1
1183	задания реализуют	1	1
1184	вещью действием	1	1
