N	2gram	Ircho_Kome_3	Psycholo
505	всякий другой	1	1
506	однако в	4	1
507	того кто	2	1
508	в устах	1	1
509	начиная от	2	1
510	как звуки	1	1
511	что эта	2	1
512	в детстве	1	1
513	самого начала	4	1
514	что ему	2	1
515	дело не	2	1
516	на котором	1	1
517	что их	2	1
518	и остается	1	1
519	к этим	1	1
520	не по	7	1
521	о них	1	1
522	те самые	1	1
523	найти в	1	1
524	человека от	1	1
525	в качестве	2	1
526	эти доводы	1	1
527	к ней	8	1
528	прибегать к	1	1
529	же он	1	1
530	с новой	1	1
531	связи с	5	1
532	не нуждается	1	1
533	употребления и	1	1
534	в области	2	1
535	узнает от	1	1
536	с другом	1	1
537	точке зрения	1	1
538	обстоятельство что	2	1
539	все то	1	1
540	принадлежит к	1	1
541	чтобы сделать	1	1
542	похож на	1	1
543	ли не	2	1
544	он ей	1	1
545	о таких	1	1
546	жизни когда	1	1
547	говоря можно	1	1
548	он оказывается	1	1
549	он полагает	1	1
550	должен быть	2	1
551	того самого	1	1
552	они стали	1	1
553	этот разговор	1	1
554	у поэта	1	1
555	то естественно	1	1
556	как мы	2	1
557	и о	2	1
558	от друга	1	1
559	но при	2	1
560	мы конечно	1	1
561	перед необходимостью	1	1
562	присоединения к	1	1
563	нет никаких	2	1
564	в себя	1	1
565	с бедным	2	1
566	с самого	4	1
567	приводит к	3	1
568	и может	1	1
569	как с	1	1
570	обращаясь к	1	1
571	он так	3	1
572	чтобы дать	1	1
573	за то	2	1
574	времени и	1	1
575	не с	2	1
576	было в	1	1
577	живет в	1	1
578	с собой	1	1
579	когда в	1	1
580	достаточной степени	1	1
581	полном согласии	1	1
582	по тому	2	1
583	ничего подобного	1	1
584	почему в	1	1
585	могла быть	1	1
586	возможно что	3	1
587	которого они	1	1
588	и всякого	1	1
589	разумеется что	2	1
590	на что	1	1
591	вторая причина	1	1
592	стремление к	1	1
593	же автора	2	1
594	ясно с	1	1
595	средством для	1	1
596	в тех	1	1
597	держа в	1	1
598	и ничем	1	1
599	чтобы доказать	1	1
600	можно сказать	1	1
601	основе своей	1	1
602	все его	1	1
603	в пользу	1	1
604	они принадлежат	1	1
605	скрывать от	1	1
606	аналогии с	2	1
607	нас от	1	1
608	и во	2	1
609	восходит к	1	1
610	этому поводу	1	1
611	что боится	1	1
612	отзывается о	1	1
613	достаточно назвать	1	1
614	крайней мере	1	1
615	сюжетная схема	1	1
616	признается в	1	1
617	начала что	1	1
618	и она	1	1
619	этой целью	1	1
620	казалось что	1	1
621	на которой	1	1
622	собой разумеется	2	1
623	в двух	3	1
624	же события	1	1
625	близкое к	1	1
626	т к	1	1
627	спасает от	1	1
628	третье и	1	1
629	по этому	1	1
630	со всеми	1	1
631	внимание что	1	1
632	конечно не	3	1
633	была им	1	1
634	ни одного	1	1
635	и несчастья	1	1
636	как более	1	1
637	а то	1	1
638	рассказывает о	1	1
639	не дает	4	1
640	его и	1	1
641	за ним	2	1
642	мы едва	1	1
643	был бы	2	1
644	и та	1	1
645	прежде всего	5	1
646	ее не	1	1
647	не о	3	1
648	ее на	1	1
649	п не	2	1
650	случай для	1	1
651	с общим	1	1
652	в другой	1	1
653	из двух	1	1
654	ней и	1	1
655	со стороны	11	1
656	даже не	3	1
657	и ему	1	1
658	этого человека	1	1
659	и знаменитый	1	1
660	человека а	1	1
661	нему так	1	1
662	считает себя	1	1
663	себя и	2	1
664	имеет ничего	1	1
665	вопрос почему	1	1
666	в некоторых	1	1
667	в соответствии	1	1
668	на основании	2	1
669	он только	1	1
670	первая из	1	1
671	ничем не	4	1
672	жизнь в	1	1
673	чем на	1	1
674	для человека	1	1
675	ребенка и	1	1
676	с которым	1	1
677	что мы	2	1
678	под влиянием	2	1
679	в связи	4	1
680	один раз	1	1
681	с помощью	4	1
682	несомненно следует	2	1
683	этот рассказ	1	1
684	этой же	1	1
685	о сходстве	1	1
686	ко всем	1	1
687	из его	2	1
688	разве не	1	1
689	одной стороны	3	1
690	такого рода	1	1
691	и там	1	1
692	когда же	1	1
693	эту мысль	1	1
694	или менее	1	1
695	поскольку он	1	1
696	в первой	1	1
697	кто из	2	1
698	для понимания	2	1
699	друг с	1	1
700	форму а	1	1
701	на свете	1	1
702	исходя из	2	1
703	тех пор	3	1
704	быть не	1	1
705	еще раз	1	1
706	этом случае	2	1
707	любят и	1	1
708	человека который	2	1
709	лишенный всякой	1	1
710	о его	2	1
711	нет ничего	2	1
712	этом и	1	1
713	должен подавить	1	1
714	думают что	1	1
715	в достаточной	1	1
716	основанием для	1	1
717	переживания и	1	1
718	любовь к	3	1
719	сомнения в	1	1
720	и сами	1	1
721	всякого другого	1	1
722	по лестнице	2	1
723	или в	1	1
724	в результате	2	1
725	обращается к	3	1
726	с уже	2	1
727	из своего	3	1
728	бы в	4	1
729	что из	1	1
730	ни к	1	1
731	ничего более	1	1
732	и наконец	1	1
733	только что	7	1
734	по самой	1	1
735	ни было	2	1
736	хотя в	1	1
737	соображение что	1	1
738	сходятся в	1	1
739	трагедии и	2	1
740	до тех	3	1
741	что слова	1	1
742	служить для	1	1
743	а о	2	1
744	сообщения о	1	1
745	между ними	2	1
746	и эта	1	1
747	от своего	1	1
748	понимать как	1	1
749	это на	1	1
750	которым он	2	1
751	взгляда на	1	1
752	все различие	1	1
753	было рассказать	1	1
754	первом случае	1	1
755	что ты	2	1
756	из своей	1	1
757	всем этом	1	1
758	в такое	1	1
759	но еще	1	1
760	по поводу	1	1
761	из чего	1	1
762	к этому	6	1
763	они не	1	1
764	ничего общего	1	1
