N	2gram	Propp_Isto_3	Russkaja
460	мы знаем	2	1
461	роль и	1	1
462	и их	1	1
463	могло бы	1	1
464	мы рассмотрели	1	1
465	к ним	1	1
466	случае не	1	1
467	связано с	4	1
468	превращается в	3	1
469	в семью	1	1
470	своей будущей	1	1
471	бы это	1	1
472	видно из	1	1
473	связан с	2	1
474	связаны с	1	1
475	и прежде	1	1
476	что не	2	1
477	создателей и	1	1
478	а на	1	1
479	на этот	1	1
480	здесь дело	2	1
481	которых мы	1	1
482	а за	1	1
483	на которых	1	1
484	ничем не	1	1
485	означало бы	2	1
486	в свете	5	1
487	всей той	1	1
488	именно так	2	1
489	в связи	3	1
490	в руках	1	1
491	если его	1	1
492	связь с	6	1
493	о себе	3	1
494	как это	4	1
495	играют в	1	1
496	согласии с	1	1
497	многих случаях	1	1
498	этих случаях	7	1
499	по своему	1	1
500	смысле этого	1	1
501	не видят	1	1
502	какой-нибудь одной	1	1
503	то к	1	1
504	человек с	1	1
505	на ней	5	1
506	в состоянии	1	1
507	с этой	1	1
508	и некоторые	2	1
509	своей жизни	1	1
510	между прочим	3	1
511	на все	2	1
512	наоборот это	1	1
513	всего с	1	1
514	при таком	1	1
515	та форма	1	1
516	которая в	1	1
517	человек и	1	1
518	но когда	1	1
519	вступила в	1	1
520	и все	3	1
521	в свою	4	1
522	с ней	6	1
523	была бы	1	1
524	но можно	1	1
525	говорили выше	1	1
526	отношению к	2	1
527	у которых	1	1
528	только они	1	1
529	для создания	1	1
530	том числе	1	1
531	они не	4	1
