N	2gram	Bakhtin_Fr_8	KFilosof
344	включая и	1	1
345	каждый отдельный	1	1
346	но с	2	1
347	всех остальных	1	1
348	разобранный нами	1	1
349	вообще а	1	1
350	науки и	1	1
351	тем или	1	1
352	вес в	1	1
353	осмысления и	1	1
354	проникает во	2	1
355	и он	1	1
356	в средние	2	1
357	к пределу	1	1
358	непосредственной близости	1	1
359	в нашем	2	1
360	одно из	1	1
361	этот процесс	1	1
362	но внутри	1	1
363	эти слова	1	1
364	вместо того	1	1
365	не знать	1	1
366	же в	1	1
367	много и	1	1
368	которой мы	1	1
369	в эту	2	1
370	не можем	1	1
371	это очень	2	1
372	поэтому он	1	1
373	когда он	2	1
374	в отношении	5	1
375	по своей	4	1
376	не мог	3	1
377	средние века	2	1
378	основательно и	1	1
379	и такие	2	1
380	о каком-то	1	1
381	мистерии и	1	1
382	одной из	3	1
383	в непосредственной	1	1
384	моменты но	1	1
385	превращается в	1	1
386	здесь в	3	1
387	между ними	2	1
388	и от	1	1
389	смерти и	2	1
390	культуры в	2	1
391	следовательно и	1	1
392	особенно в	1	1
393	а затем	1	1
394	людей но	1	1
395	связанных с	1	1
396	последних двух	1	1
397	представляется нам	1	1
398	и смысловым	1	1
399	это существенно	1	1
400	по всей	1	1
401	к тому	1	1
402	в мистерии	1	1
403	едином акте	1	1
404	слова и	3	1
405	и единственным	1	1
406	веков и	1	1
407	и даже	8	1
408	хотя и	2	1
409	в этих	11	1
410	из которых	2	1
411	к миру	1	1
412	на все	1	1
413	различия между	1	1
414	к такой	1	1
415	и к	4	1
416	не любит	1	1
417	даль и	1	1
418	смысле и	1	1
419	они не	5	1
420	момента в	1	1
421	с ее	5	1
422	но там	1	1
423	ее в	1	1
424	на почве	1	1
425	ни была	1	1
426	только одно	1	1
427	человека и	2	1
428	землю и	1	1
429	к его	3	1
430	сказать и	1	1
431	за собой	1	1
432	были в	1	1
433	ее ни	1	1
434	говоря о	1	1
435	больше и	1	1
436	своего развития	1	1
437	каждый раз	1	1
438	новое и	3	1
439	нет конечно	1	1
440	смысле слова	1	1
441	и т.п	11	1
442	масштабы для	1	1
443	его самого	1	1
444	притом не	1	1
445	и о	3	1
446	ни о	2	1
447	но к	1	1
448	тем же	1	1
449	соотнесение с	1	1
450	первые три	2	1
451	жизни события	1	1
452	культуры с	1	1
453	находится в	1	1
454	во все	3	1
455	остальное в	1	1
456	имеет место	1	1
457	границы и	1	1
458	один из	5	1
459	характер и	3	1
460	это что	1	1
461	и будущего	1	1
462	их и	2	1
463	действительности и	2	1
464	понятий и	1	1
465	оно ни	1	1
466	это было	1	1
467	что все	4	1
468	ту же	4	1
469	него в	1	1
470	по поводу	1	1
471	несравненно шире	1	1
472	события ее	1	1
473	что эти	2	1
474	было ни	1	1
475	он начинает	1	1
476	и др	8	1
477	только не	2	1
478	в первой	3	1
479	одна из	4	1
480	и всей	3	1
481	к пониманию	1	1
482	равно как	1	1
483	здесь на	1	1
484	мы уже	10	1
485	конкретностью и	1	1
486	в настоящее	3	1
487	существенно проникает	1	1
488	том же	1	1
489	быть таким	1	1
490	ему и	2	1
491	подлежит сомнению	3	1
492	показать что	1	1
493	в самом	9	1
494	для выражения	1	1
495	социальные и	1	1
496	каком бы	1	1
497	такой же	5	1
498	живет в	1	1
499	мысли и	1	1
500	никто не	1	1
501	мы видим	6	1
502	оставаясь в	1	1
503	и мира	1	1
504	есть еще	1	1
505	мы можем	1	1
506	с собой	2	1
507	также и	2	1
508	не просто	3	1
509	совершенно иначе	1	1
510	из всех	2	1
511	книге о	1	1
512	должен был	1	1
513	несмотря на	2	1
514	в действительности	2	1
515	их в	4	1
516	совершенно правильно	1	1
517	не раз	1	1
518	нет ничего	1	1
519	и смысловых	2	1
520	той же	6	1
521	здесь есть	3	1
522	даже для	1	1
523	в этот	1	1
524	как целое	2	1
525	от них	1	1
526	не тот	2	1
527	и себя	1	1
528	необходимый момент	1	1
529	все они	6	1
530	возможности для	1	1
531	же самое	1	1
532	эти эпитеты	1	1
533	в духе	4	1
534	не был	4	1
535	нашей работы	2	1
536	всего в	1	1
537	не подлежит	3	1
538	она должна	1	1
539	возможности которые	1	1
540	чем в	1	1
541	не следует	1	1
542	и до	10	1
543	в известном	2	1
544	образом в	2	1
545	жизнью и	1	1
546	что она	2	1
547	проникли во	1	1
548	которых он	2	1
549	им с	1	1
550	не будем	1	1
551	определенность и	2	1
552	так как	4	1
553	только на	2	1
554	в моей	1	1
555	все границы	1	1
556	он как	1	1
557	собственных имен	4	1
558	этой книги	1	1
559	котором говорит	1	1
560	но во	1	1
561	все в	1	1
562	с собою	1	1
563	мог бы	1	1
564	в точке	2	1
565	сумел сделать	1	1
566	разума что	1	1
567	является и	2	1
