N	2gram	Tiupa_Hudo_1	Mirosoze
151	в этот	1	2
152	достоевского у	1	2
153	связана с	1	2
154	проникает в	1	2
155	высшей степени	1	2
156	века в	1	2
157	к чему	1	2
158	а как	1	2
159	вопрос о	2	2
160	в виду	1	2
161	литературы и	1	2
162	не все	1	2
163	по отношению	8	2
164	себе и	2	2
165	человеку и	1	2
166	относится к	1	2
167	т е	4	2
168	в центре	4	2
169	как в	8	2
170	все же	3	2
171	на человека	1	2
172	и как	1	2
173	и к	4	2
174	от этого	1	2
175	за собой	1	2
176	и у	1	2
177	он в	1	2
178	все эти	3	2
179	бы не	1	2
180	приводит к	3	2
181	только один	1	2
182	вообще не	1	2
183	как он	2	2
184	если бы	3	2
185	него и	1	2
186	тому чтобы	1	2
187	этом он	1	2
188	входит в	1	2
189	к исчезновению	1	2
190	истории и	1	2
191	место в	1	2
192	мысли и	1	2
193	сих пор	2	2
194	он живет	1	2
195	возвращается к	3	2
196	на земле	1	2
197	в то	8	2
198	в основе	1	2
199	того чтобы	3	2
200	по своей	4	2
201	личности в	7	2
202	когда мы	1	2
203	могут быть	1	2
204	всего в	1	2
205	как для	1	2
206	мысли о	2	2
207	и уж	1	2
208	и от	4	2
209	и что	2	2
210	различие между	1	2
211	и когда	3	2
212	что ведь	1	2
213	живет в	2	2
214	еще в	3	2
215	с ним	4	2
216	о нем	3	2
217	о своей	2	2
218	о том	12	2
219	может не	1	2
220	с того	2	2
221	самому себе	1	2
222	и она	1	2
223	духовную глубину	1	2
224	нем не	1	2
225	жизни и	5	2
226	человека с	1	2
227	лишь во	1	2
228	не стал	2	2
229	отношению к	8	2
230	как будто	4	2
231	в высшей	1	2
232	до сих	2	2
233	мы еще	1	2
234	связано с	1	2
235	человеческой жизни	4	2
236	долгое время	1	2
237	о чем	1	2
238	он и	1	2
239	новый момент	1	2
240	по своему	3	2
241	своей души	1	2
242	как бы	7	2
243	истину и	1	2
244	том смысле	1	2
245	быть не	1	2
246	бытия с	1	2
247	в начале	2	2
248	устремлен к	1	2
249	и для	3	2
250	его творчества	1	2
251	бы в	1	2
252	своих героев	2	2
253	с достоевским	1	2
254	конце концов	1	2
255	жизни в	6	2
256	в свою	1	2
257	сказать что	1	2
258	эти слова	2	2
259	к этой	3	2
260	все что	1	2
261	я и	2	1
262	обращено к	1	1
263	и т	11	1
264	и то	1	1
265	на самом	2	1
266	им о	1	1
267	к другому	4	1
268	и до	1	1
269	жизни ее	1	1
270	этим вихрем	1	1
271	был и	1	1
272	разные стороны	1	1
273	мы не	2	1
274	не во	1	1
275	ни у	1	1
276	среды и	1	1
277	обращенный к	1	1
278	начинается с	2	1
279	но она	1	1
280	принадлежит к	1	1
281	исторической эпохи	1	1
282	я не	1	1
283	жизни как	2	1
284	ему в	1	1
285	начало и	1	1
286	и состоит	1	1
287	себе а	1	1
288	еще не	7	1
289	в существовании	1	1
290	во всех	1	1
291	утра до	1	1
292	самом деле	5	1
293	иных случаях	1	1
294	и л	1	1
295	отказ от	2	1
296	всякий раз	1	1
297	к области	1	1
298	в сторону	1	1
299	тех же	1	1
300	для других	2	1
301	если в	2	1
302	человеческих отношений	5	1
303	отличие от	1	1
304	в свои	1	1
305	своей судьбе	1	1
306	что они	1	1
307	но быстро	1	1
308	же мало	2	1
309	писатель в	1	1
310	в одной	2	1
311	вот я	1	1
312	его на	1	1
313	как к	3	1
314	это был	1	1
315	человека вообще	1	1
316	сознания в	1	1
317	русского писателя	1	1
318	писателя как	1	1
319	жизни нет	1	1
320	со своей	1	1
321	жизни еще	1	1
322	отказывается от	1	1
323	жизни так	2	1
324	что же	2	1
325	мировой жизни	1	1
326	роль в	1	1
327	во многих	1	1
328	но ведь	1	1
329	имеет для	1	1
330	может уже	1	1
331	покое о	2	1
332	он все	1	1
333	ключ к	2	1
334	всех этих	1	1
335	с именем	1	1
336	к одному	1	1
337	в силу	1	1
338	с таким	1	1
339	бытия это	1	1
340	в плане	1	1
341	его от	1	1
342	все с	1	1
343	момент когда	2	1
344	значительной степени	2	1
345	же не	1	1
346	том случае	1	1
347	была в	1	1
348	из самой	1	1
349	еще большей	1	1
350	не умеет	2	1
351	всю его	1	1
352	весь мир	1	1
353	которым он	1	1
354	жизни то	1	1
355	личности не	1	1
356	его было	1	1
357	и вопреки	1	1
358	которой он	1	1
359	одна и	1	1
360	с такой	1	1
361	хотя в	1	1
362	человеческого счастья	1	1
363	это внутренняя	1	1
364	нисколько не	1	1
365	смысл и	1	1
366	дома с	1	1
367	лучше всего	1	1
368	от своего	1	1
369	этой связи	4	1
370	в такой	2	1
371	и без	1	1
372	эта жизнь	1	1
373	но у	1	1
374	она в	3	1
375	критике он	1	1
376	склонялся к	1	1
377	было очень	1	1
378	в отличие	1	1
379	что я	2	1
380	ответить на	1	1
381	нельзя было	1	1
382	есть его	1	1
383	точку зрения	1	1
384	обращение к	1	1
385	и более	1	1
386	как от	2	1
387	и наоборот	1	1
388	не должно	1	1
389	бы быть	1	1
390	бы но	1	1
391	вовсе не	1	1
392	в землю	2	1
393	сам он	1	1
394	к мировому	1	1
395	в отношении	1	1
396	между людьми	1	1
397	не менее	5	1
398	не раз	2	1
399	вплоть до	1	1
400	таков был	1	1
401	в русской	4	1
402	мысли в	1	1
403	то чего	1	1
404	что их	1	1
405	этими двумя	1	1
406	у кого	1	1
407	в самых	1	1
408	xx век	1	1
409	чем не	1	1
410	это еще	1	1
411	не могло	1	1
412	человека если	1	1
413	мышления и	2	1
414	так много	1	1
415	казалось бы	7	1
416	такова что	1	1
417	а во	1	1
418	до вечера	1	1
419	многих отношениях	1	1
420	такая же	1	1
421	же он	1	1
422	ничто не	1	1
423	не до	1	1
424	традиций и	1	1
425	ведь все	1	1
426	не потому	1	1
427	существенно для	1	1
428	только от	1	1
429	xx века	1	1
430	к себе	5	1
431	в духе	4	1
432	духовному опыту	1	1
433	потом с	1	1
434	и исследует	1	1
435	было уже	1	1
436	все еще	2	1
437	приходит к	1	1
438	из всего	1	1
439	и о	4	1
440	человеку в	1	1
441	город и	1	1
442	моя книга	1	1
443	говорит герой	1	1
444	очень существенно	1	1
445	в пределах	3	1
446	так в	2	1
447	культурной традиции	1	1
448	встреча с	1	1
449	не столько	2	1
450	бытия как	1	1
451	в образе	1	1
452	можно было	5	1
453	так и	13	1
454	и каждый	2	1
455	когда его	1	1
456	жизнь и	1	1
457	и даже	3	1
458	с утра	1	1
459	означает что	1	1
460	об этом	5	1
461	находится в	1	1
462	жизни не	1	1
463	и поэтому	2	1
464	и та	1	1
465	при котором	2	1
466	в символическом	1	1
467	одного из	1	1
468	в значительной	2	1
469	жизни ему	1	1
470	нас в	1	1
471	и своей	1	1
472	на мгновение	1	1
473	путь к	1	1
474	этот момент	2	1
475	творчества в	1	1
476	не видел	1	1
477	восходит к	1	1
478	и только	1	1
479	в другой	1	1
480	в бытовой	2	1
481	а новый	1	1
482	во внутренней	1	1
483	также в	2	1
484	несет в	3	1
485	мы уже	4	1
486	сразу же	1	1
487	мы читаем	2	1
488	одной из	2	1
489	проникнуть в	2	1
490	и быть	4	1
491	и кажется	1	1
492	между тем	8	1
493	между этими	1	1
494	и ее	1	1
495	с какой	1	1
496	так что	2	1
497	же и	1	1
498	к форме	1	1
499	же она	1	1
500	литературы в	1	1
501	говорить об	2	1
502	то и	3	1
503	не принимает	1	1
504	оно всегда	1	1
505	ответ на	1	1
506	участие в	2	1
507	его и	1	1
508	всяком случае	1	1
509	что она	4	1
510	ценность в	1	1
511	на одном	1	1
512	в первый	2	1
513	в одном	1	1
514	т п	8	1
515	произведения и	1	1
516	у нее	2	1
517	себя от	1	1
518	ее не	1	1
519	как его	3	1
520	и никогда	1	1
521	людей не	1	1
522	но из	1	1
523	рядом с	1	1
524	существовании этого	1	1
525	смысла жизни	1	1
526	и из	1	1
527	влияние на	2	1
528	как у	1	1
529	каждый человек	1	1
530	по своим	1	1
531	с той	2	1
532	действующих лиц	2	1
533	же о	1	1
534	писал о	1	1
535	и др	1	1
536	в темной	1	1
537	все было	1	1
538	что не	2	1
539	обратиться к	1	1
540	говорит о	1	1
541	которой нет	1	1
542	это прежде	2	1
543	не на	1	1
544	хотелось бы	1	1
545	жизнь в	1	1
546	или человек	1	1
547	в ряду	1	1
548	думал что	1	1
549	ближе к	2	1
550	с л	1	1
551	себя на	1	1
552	не видит	1	1
553	вступает в	1	1
554	в частности	5	1
555	к его	1	1
556	подхода к	1	1
557	вопросе о	1	1
558	даже до	1	1
559	в столь	1	1
560	к жизни	5	1
561	все внимание	1	1
562	он будет	1	1
563	она есть	1	1
564	в романах	1	1
565	этих словах	2	1
566	чтобы за	1	1
567	пишет в	1	1
568	есть на	1	1
569	да и	2	1
570	вокруг себя	1	1
571	человек с	1	1
572	который он	1	1
573	и менее	1	1
574	в это	2	1
575	о жизни	1	1
576	про себя	2	1
577	является для	1	1
578	что мы	1	1
579	было сказано	1	1
580	своей жизни	2	1
581	только для	2	1
582	но это	1	1
583	форме к	1	1
584	в смысле	1	1
585	он видел	1	1
586	перед собой	2	1
587	уже на	1	1
588	его нет	1	1
589	но также	1	1
590	но когда	1	1
591	сострадания к	2	1
592	находит свое	1	1
593	тем более	1	1
594	о двух	2	1
595	в еще	1	1
596	вел к	1	1
597	ни к	2	1
598	я в	1	1
599	личности и	2	1
600	давно уже	1	1
601	он от	1	1
602	к ее	1	1
603	еще ничего	1	1
604	он же	1	1
605	своем он	1	1
606	а ведь	1	1
607	впервые в	2	1
608	это сознание	1	1
609	культуры в	1	1
610	та же	4	1
611	на это	1	1
612	можно назвать	1	1
613	пути к	1	1
614	случае если	1	1
615	в своих	3	1
616	и эта	1	1
617	в состояние	1	1
618	во всяком	1	1
619	они не	2	1
620	которая не	2	1
