N	2gram	Potebnia_M_3	Analitik
308	здесь как	3	1
309	значения в	1	1
310	в ней	8	1
311	свою очередь	3	1
312	начало и	1	1
313	произведение и	1	1
314	по этому	1	1
315	он был	1	1
316	он сам	1	1
317	это возможно	1	1
318	быть в	1	1
319	упускать из	2	1
320	оно ни	2	1
321	в чем	3	1
322	только способ	1	1
323	во всех	1	1
324	субъекту и	1	1
325	в ее	2	1
326	но как	2	1
327	а только	3	1
328	не входит	1	1
329	только тогда	9	1
330	или по	1	1
331	вообще как	2	1
332	вследствие чего	1	1
333	первый взгляд	1	1
334	независимо от	5	1
335	его на	1	1
336	как в	10	1
337	поэтому всякое	1	1
338	что действительно	1	1
339	предполагает в	1	1
340	о жизни	1	1
341	это единство	2	1
342	есть в	3	1
343	что ее	1	1
344	что касается	1	1
345	помнить что	1	1
346	в противном	1	1
347	и той	2	1
348	и наконец	2	1
349	та и	1	1
350	более или	3	1
351	не отказываясь	1	1
352	со своей	2	1
353	не дано	1	1
354	та же	2	1
355	что это	4	1
356	бы с	1	1
357	восприятия как	1	1
358	самым и	1	1
359	и отношения	1	1
360	при понимании	4	1
361	отношение между	1	1
362	и тот	2	1
363	только один	2	1
364	заставит нас	2	1
365	двух других	1	1
366	противном случае	1	1
367	к миру	1	1
368	в виде	2	1
369	не как	2	1
370	нам только	1	1
371	в понятии	2	1
372	в человеческой	3	1
373	мысли как	3	1
374	языком и	1	1
375	из него	2	1
376	что ни	2	1
377	конечная цель	1	1
378	ни был	1	1
379	и наоборот	4	1
380	но все	2	1
381	от нее	2	1
382	этом последнем	2	1
383	а вместе	1	1
384	здесь мы	1	1
385	что все	3	1
386	тем в	1	1
387	и может	3	1
388	том случае	1	1
389	и внутренняя	1	1
390	начать со	1	1
391	его в	3	1
392	заключается в	1	1
393	за собою	2	1
394	которого не	1	1
395	от объяснения	1	1
396	человека только	1	1
397	с самим	1	1
398	с вопросом	1	1
399	и тем	5	1
400	для понятия	1	1
401	произведения не	2	1
402	в них	5	1
403	все равно	4	1
404	оно действительно	1	1
405	с тем	7	1
406	одна и	1	1
407	между собою	6	1
408	себе все	1	1
409	или менее	3	1
410	в этих	1	1
411	к мысли	3	1
412	во время	2	1
413	и при	4	1
414	и ее	1	1
415	том же	2	1
416	в такой	1	1
417	в которых	2	1
418	бы мы	2	1
419	жизни с	1	1
420	произведение есть	2	1
421	в сказке	1	1
422	но он	1	1
423	по крайней	5	1
424	речи в	1	1
425	их в	2	1
426	оно само	1	1
427	возможно только	3	1
428	не заставит	1	1
429	не должно	1	1
430	зрения и	2	1
431	например и	1	1
432	тому что	3	1
433	она по	1	1
434	раз и	1	1
435	по мере	4	1
436	между людьми	2	1
437	с миром	1	1
438	не менее	5	1
439	человека есть	1	1
440	человека но	1	1
441	как зерно	1	1
442	на него	3	1
443	было не	1	1
444	или лучше	2	1
445	одной и	4	1
446	однако если	1	1
447	на котором	2	1
448	речь что	1	1
449	не всякий	1	1
450	ничего не	1	1
451	под этим	1	1
452	не принадлежат	1	1
453	что собственно	2	1
454	сложнее и	1	1
455	такая же	2	1
456	не говорит	1	1
457	во всем	1	1
458	рождается в	1	1
459	но это	6	1
460	трех моментов	1	1
461	область истории	1	1
462	в каком	5	1
463	на известную	1	1
464	с другом	1	1
465	в тени	2	1
466	представляется нам	1	1
467	одно и	5	1
468	уже о	1	1
469	начиная с	1	1
470	значение только	2	1
471	время жизни	1	1
472	того о	1	1
473	его с	2	1
474	как для	1	1
475	исходная форма	1	1
476	оно не	4	1
477	на это	4	1
478	говоря словами	1	1
479	и художественное	1	1
480	в виду	1	1
481	говоря уже	1	1
482	целого если	1	1
483	уже потому	1	1
484	ли возможно	1	1
485	языка и	2	1
486	как по	1	1
487	же художественное	1	1
488	то или	2	1
489	лучше сказать	2	1
490	с языком	1	1
491	на том	1	1
492	слово есть	9	1
493	понимание и	1	1
494	те же	6	1
495	оно как	1	1
496	сознания и	1	1
497	к тем	2	1
498	том как	3	1
499	этой жизни	1	1
500	образа а	1	1
501	в разных	2	1
502	образом в	3	1
503	и т.д	1	1
504	и делается	1	1
505	говорить не	1	1
506	дает новое	1	1
507	к знанию	1	1
508	но мы	2	1
509	и что	10	1
510	его жизни	2	1
511	другого как	1	1
512	теперь и	1	1
513	сила не	1	1
514	по слову	1	1
515	связь между	2	1
516	в которую	1	1
517	я а	3	1
518	состоит не	3	1
519	однако с	1	1
520	творчества в	1	1
521	когда оно	1	1
522	эти два	1	1
523	отношения личности	1	1
524	искусства к	1	1
525	крайней мере	5	1
526	столько сколько	1	1
527	но нельзя	1	1
528	при объяснении	2	1
529	внешнее и	1	1
530	каков бы	1	1
531	в ту	1	1
532	своей природе	1	1
533	следует однако	2	1
534	тех пор	1	1
535	предмета и	1	1
536	на которой	3	1
537	тот же	1	1
538	понимание есть	1	1
539	что даже	4	1
540	а тем	2	1
541	не само	1	1
542	друг друга	3	1
543	и науке	1	1
544	к субъекту	2	1
545	как нечто	1	1
546	входит в	2	1
547	с прежним	1	1
548	впечатления но	1	1
549	действительность но	1	1
550	этих слов	2	1
551	ему самому	2	1
552	в эстетическом	1	1
553	так что	7	1
554	связи с	2	1
555	не можем	3	1
556	сознание оно	1	1
557	то и	6	1
558	но эстетическое	1	1
559	других в	1	1
560	другим что	1	1
561	слова не	2	1
562	а то	1	1
563	или даже	1	1
564	в душе	10	1
565	языка но	1	1
566	за ним	3	1
567	только одно	1	1
568	слова если	2	1
569	произведение действительно	1	1
570	могло бы	1	1
571	слова в	7	1
572	в одном	2	1
573	от сознания	1	1
574	у него	2	1
575	тут же	2	1
576	явлений в	1	1
577	есть выражение	2	1
578	восприятие есть	2	1
579	и вместе	3	1
580	другой а	1	1
581	смерти и	1	1
582	только на	3	1
583	не сама	1	1
584	она и	1	1
585	и даже	2	1
586	даже не	1	1
587	нам не	1	1
588	развития в	2	1
589	до сих	3	1
590	подобно всякому	1	1
591	может и	1	1
592	или иначе	1	1
593	вслед за	3	1
594	и быть	1	1
595	может показаться	1	1
596	личной жизни	1	1
597	чтобы вместе	1	1
598	один и	1	1
599	предмета но	1	1
600	что для	4	1
601	превращается в	1	1
602	одного только	1	1
603	не было	4	1
604	принадлежит не	1	1
605	непосредственно к	1	1
606	не означает	1	1
607	человеческой жизни	3	1
608	его как	1	1
609	всего своего	1	1
610	его собственной	1	1
611	для человека	4	1
612	мысли можно	1	1
613	не об	1	1
614	если не	4	1
615	связь с	3	1
616	говорит нам	1	1
617	одно слово	2	1
618	как представляется	1	1
619	ко всем	2	1
620	он уже	1	1
621	есть такое	1	1
622	к своему	2	1
623	по своему	2	1
624	если оно	1	1
625	видя в	1	1
626	смысле этого	7	1
627	своей субъективности	1	1
628	научной мысли	1	1
629	происходит в	1	1
630	в тот	1	1
631	да и	1	1
632	ли эта	1	1
633	друг с	1	1
634	своего языка	1	1
635	я с	1	1
636	форма в	4	1
637	как того	1	1
638	с этой	2	1
639	к понятию	1	1
640	в науках	1	1
641	еще раз	2	1
642	сих пор	3	1
643	и действия	2	1
644	в душевной	1	1
645	а можно	1	1
646	и таким	1	1
647	получает от	1	1
648	входящее в	1	1
649	от нас	3	1
650	как может	1	1
651	перед нами	2	1
652	слуха и	1	1
653	говорящего и	3	1
654	мышления в	1	1
655	три момента	1	1
656	случае если	1	1
657	ко второй	1	1
658	равно он	1	1
659	прежде чем	2	1
660	и от	4	1
661	все что	4	1
662	не подлежит	2	1
663	оно представляет	1	1
664	или в	3	1
665	том виде	1	1
666	что оно	11	1
667	в результате	1	1
668	между ними	1	1
669	о котором	1	1
670	человек и	1	1
671	хотя и	1	1
672	как сам	1	1
673	на первый	1	1
674	для нас	20	1
675	от него	2	1
676	из себя	2	1
677	столько и	1	1
678	составляющих его	1	1
679	мы должны	4	1
680	в большей	2	1
681	уже существует	1	1
682	же оно	1	1
683	этом можно	1	1
684	же в	2	1
685	есть уже	11	1
686	хотя в	1	1
687	читатель может	1	1
688	не я	3	1
689	бы оно	1	1
690	до тех	1	1
691	к самому	1	1
692	с людьми	1	1
693	жизни в	1	1
694	совершенно ошибочно	1	1
695	в свою	3	1
696	не знает	3	1
697	быть признано	1	1
698	смысла а	1	1
699	друга а	1	1
700	что то	1	1
701	таким же	1	1
702	в действительности	5	1
703	жизни и	2	1
704	а может	1	1
705	ее в	1	1
706	то оно	3	1
707	по поводу	4	1
708	и эта	1	1
709	одновременно представляет	1	1
710	во всяком	1	1
