N	2gram	Losev_Dial_1	Vladivir
250	в таком	1	3
251	во всяком	4	3
252	сам по	6	2
253	не иначе	1	2
254	по преимуществу	1	2
255	должна быть	3	2
256	и этот	1	2
257	по его	1	2
258	нет ровно	6	2
259	есть не	3	2
260	и само	1	2
261	мы не	1	2
262	всякая вещь	1	2
263	кратком изложении	1	2
264	время как	2	2
265	на себя	1	2
266	мы и	2	2
267	не нужно	2	2
268	он сам	5	2
269	без которой	1	2
270	быть в	2	2
271	но как	2	2
272	в сторону	1	2
273	к богу	3	2
274	себе и	2	2
275	есть просто	3	2
276	общего с	5	2
277	с этим	2	2
278	что касается	2	2
279	и наконец	1	2
280	это тоже	1	2
281	и к	1	2
282	от этого	3	2
283	только то	4	2
284	в которой	1	2
285	так или	1	2
286	иначе и	1	2
287	дальше и	2	2
288	он всегда	2	2
289	что она	7	2
290	и еще	3	2
291	как с	2	2
292	же это	3	2
293	идеи и	5	2
294	если они	1	2
295	не к	1	2
296	не как	2	2
297	в силу	1	2
298	и по	1	2
299	одно и	4	2
300	же не	1	2
301	в другом	2	2
302	те или	1	2
303	отчет в	1	2
304	нечего и	1	2
305	в жизни	1	2
306	но уже	2	2
307	о которых	2	2
308	это является	1	2
309	с такой	1	2
310	на первый	1	2
311	в этих	5	2
312	имеет ничего	3	2
313	и сейчас	2	2
314	можно найти	2	2
315	взгляд на	1	2
316	в их	3	2
317	оказывается что	1	2
318	знаем что	1	2
319	свое существование	1	2
320	и более	4	2
321	есть синтез	1	2
322	с чего	1	2
323	можно ли	1	2
324	вещи не	1	2
325	тем самым	1	2
326	как можно	2	2
327	что эта	4	2
328	она не	6	2
329	есть прежде	1	2
330	тут тоже	1	2
331	но что	3	2
332	и бытия	1	2
333	иметь в	3	2
334	но только	3	2
335	человека от	1	2
336	в разных	3	2
337	же время	4	2
338	она должна	2	2
339	ровно ничего	5	2
340	по своей	1	2
341	связи с	1	2
342	здесь же	1	2
343	может показаться	1	2
344	и третье	1	2
345	нет ни	2	2
346	не могут	1	2
347	сравнении с	1	2
348	той или	7	2
349	бы это	1	2
350	не существует	7	2
351	в мире	2	2
352	можно только	2	2
353	самых обыкновенных	1	2
354	чем нуждается	1	2
355	больше чем	1	2
356	и вся	1	2
357	но мы	1	2
358	его в	1	2
359	или иные	1	2
360	нечто иное	1	2
361	бы в	3	2
362	и максимально	1	2
363	я вижу	1	2
364	но тут	1	2
365	в каких	1	2
366	быть и	4	2
367	но с	3	2
368	что даже	2	2
369	в какой	1	2
370	на мифологию	2	2
371	и так	2	2
372	мы будем	1	2
373	не можем	1	2
374	то и	2	2
375	а то	1	2
376	то чему	1	2
377	из них	2	2
378	себе в	1	2
379	мы находим	7	2
380	не о	4	2
381	только с	3	2
382	потому и	1	2
383	должны сказать	1	2
384	заметить что	2	2
385	и вместе	1	2
386	мы сейчас	1	2
387	для того	2	2
388	же деле	1	2
389	никогда и	1	2
390	со стороны	2	2
391	или иначе	1	2
392	и самая	1	2
393	что учение	1	2
394	больше и	1	2
395	идеей то	1	2
396	самом же	1	2
397	что мы	1	2
398	как не	2	2
399	а есть	4	2
400	в европе	1	2
401	к своему	1	2
402	а если	1	2
403	на почве	1	2
404	наряду с	1	2
405	стороны и	3	2
406	который для	1	2
407	для понимания	1	2
408	с этой	2	2
409	еще раз	1	2
410	как например	2	2
411	при условии	3	2
412	является как	1	2
413	не является	3	2
414	об отношении	5	2
415	то не	2	2
416	и ни	6	2
417	ни к	2	2
418	этом отношении	2	2
419	только что	3	2
420	все они	1	2
421	характерна для	2	2
422	а о	2	2
423	другой стороны	4	2
424	совершенно не	8	2
425	к его	1	2
426	жизни а	1	2
427	в сравнении	1	2
428	из этого	1	2
429	же и	2	2
430	к этой	1	2
431	ни на	6	2
432	к этому	2	2
433	как просто	1	1
434	пор не	1	1
435	новое время	1	1
436	я и	1	1
437	а между	1	1
438	как известно	1	1
439	скажет что	1	1
440	можно говорить	2	1
441	речь идет	1	1
442	например в	1	1
443	чтобы не	2	1
444	от самой	1	1
445	только потому	3	1
446	это и	4	1
447	и буквально	1	1
448	и есть	16	1
449	больше ничего	3	1
450	вот оказывается	1	1
451	и позитивизм	1	1
452	имеют характер	1	1
453	этой теории	1	1
454	из самых	1	1
455	самого организма	2	1
456	и больше	2	1
457	ни даже	1	1
458	для своего	2	1
459	это совершенно	1	1
460	метод конструкции	1	1
461	теперь мы	1	1
462	та же	3	1
463	с самых	1	1
464	и сущность	1	1
465	быть у	1	1
466	и неужели	1	1
467	науки и	5	1
468	вот эту	1	1
469	но ясно	1	1
470	он как	1	1
471	против чего	1	1
472	есть нечто	10	1
473	но она	3	1
474	что иное	1	1
475	система логических	1	1
476	представление о	1	1
477	самый термин	1	1
478	себе что	1	1
479	ничего в	1	1
480	и говорить	2	1
481	на последнем	1	1
482	и самого	1	1
483	иное как	1	1
484	как смысл	3	1
485	конечно это	1	1
486	во всех	1	1
487	как таковая	2	1
488	такого что	1	1
489	то мы	2	1
490	других источников	1	1
491	точка зрения	2	1
492	силы и	1	1
493	если в	3	1
494	от такого	1	1
495	нет и	1	1
496	и чем	1	1
497	что они	3	1
498	сама по	8	1
499	один и	1	1
500	относится к	2	1
501	как в	2	1
502	только ее	1	1
503	и где	2	1
504	просто как	2	1
505	кто не	1	1
506	когда он	1	1
507	сознания в	1	1
508	нового не	1	1
509	что по	1	1
510	как иначе	1	1
511	если брать	1	1
512	себе не	5	1
513	и свою	1	1
514	мягкость и	1	1
515	как результат	2	1
516	для ее	1	1
517	сущность но	1	1
518	не быть	1	1
519	и непосредственная	1	1
520	к чему	1	1
521	еще на	1	1
522	точку зрения	3	1
523	как то	1	1
524	странное и	1	1
525	бы не	1	1
526	которые в	1	1
527	думать что	3	1
528	часто даже	1	1
529	но его	1	1
530	как он	4	1
531	мифологии не	2	1
532	теории и	1	1
533	только чисто	1	1
534	больше всего	1	1
535	тогда если	1	1
536	и неустанным	1	1
537	именно то	1	1
538	в первую	2	1
539	безразлично к	1	1
540	общий итог	1	1
541	к одному	1	1
542	в корне	2	1
543	что философ	1	1
544	и вот	6	1
545	нами здесь	1	1
546	что каждая	1	1
547	мало того	1	1
548	на земле	2	1
549	что тут	2	1
550	чем она	1	1
551	понятия это	1	1
552	что ни	3	1
553	чем нужно	1	1
554	постольку поскольку	1	1
555	находим у	1	1
556	которое как	2	1
557	от других	1	1
558	и заключается	1	1
559	даже сделать	1	1
560	что мир	2	1
561	учением о	1	1
562	есть живая	3	1
563	его не	6	1
564	и никакого	1	1
565	просто только	1	1
566	подлинной реальности	1	1
567	все признаки	1	1
568	они тоже	1	1
569	законченной и	1	1
570	на каком	1	1
571	заключается в	1	1
572	тут надо	3	1
573	как первый	1	1
574	с ортодоксальной	1	1
575	а содержит	1	1
576	говорит что	3	1
577	уже знаем	1	1
578	не находится	1	1
579	надо считать	2	1
580	всю его	1	1
581	после этого	1	1
582	однако помнить	1	1
583	в новое	1	1
584	материалистической или	1	1
585	в них	3	1
586	все равно	3	1
587	не всегда	1	1
588	идеализм и	1	1
589	не заметить	1	1
590	если иметь	2	1
591	жизни но	1	1
592	оно имеет	1	1
593	однако тут	1	1
594	и почему	1	1
595	смысл и	4	1
596	слишком часто	1	1
597	со всей	2	1
598	но я	1	1
599	от своего	1	1
600	и при	2	1
601	и их	2	1
602	не зависит	1	1
603	как все	1	1
604	в такой	1	1
605	и без	1	1
606	представить себе	1	1
607	место в	1	1
608	себе а	2	1
609	в которых	2	1
610	бы мы	1	1
611	нуждается даже	1	1
612	мы теперь	1	1
613	чтобы можно	1	1
614	эта не	1	1
615	мир и	1	1
616	но эта	3	1
617	образом и	2	1
618	но он	1	1
619	земле и	1	1
620	друг другу	3	1
621	христианской мифологии	1	1
622	есть именно	1	1
623	без всяких	1	1
624	имеет смысл	1	1
625	ни было	2	1
626	говорит не	1	1
627	общего и	1	1
628	на всю	4	1
629	того кто	2	1
630	что камень	1	1
631	почти все	2	1
632	и науки	3	1
633	как акт	1	1
634	виду что	1	1
635	ничего такого	2	1
636	участвует в	1	1
637	хотя это	2	1
638	с теми	1	1
639	и другое	2	1
640	самого начала	1	1
641	себе также	1	1
642	и вместо	1	1
643	что их	2	1
644	в науке	3	1
645	как таковых	1	1
646	на себе	3	1
647	в основе	3	1
648	сознания как	1	1
649	было у	1	1
650	мифологические теории	1	1
651	как здесь	2	1
652	можно судить	1	1
653	явлением так	1	1
654	то чего	1	1
655	это мы	4	1
656	того и	1	1
657	того как	1	1
658	под этим	1	1
659	нечто живое	1	1
660	нет совершенно	1	1
661	очень мало	2	1
662	базируется на	1	1
663	а тогда	1	1
664	и является	2	1
665	его собственное	1	1
666	вместо этого	1	1
667	о таинствах	1	1
668	считать что	3	1
669	никуда не	1	1
670	как будто	1	1
671	в будущем	1	1
672	ли это	3	1
673	всему этому	1	1
674	и оно	1	1
675	относиться к	3	1
676	когда мы	1	1
677	прямо нужно	1	1
678	тогда и	1	1
679	и всех	3	1
680	так а	1	1
681	только еще	1	1
682	всего в	1	1
683	и надо	2	1
684	но также	1	1
685	указывает на	3	1
686	объекта и	2	1
687	и свое	1	1
688	мифологии но	1	1
689	что об	1	1
690	и он	5	1
691	мифологии и	5	1
692	дать себе	1	1
693	теми кто	1	1
694	нужно однако	1	1
695	сторону и	2	1
696	ровно никаких	2	1
697	в ее	1	1
698	новой философии	1	1
699	почему и	1	1
700	от всей	1	1
701	нет никакой	1	1
702	с самого	1	1
703	так в	1	1
704	имеет никакого	3	1
705	свое учение	2	1
706	совершенно неверно	1	1
707	вероятно и	1	1
708	материи и	1	1
709	и сам	1	1
710	другом и	1	1
711	это можно	1	1
712	здесь он	1	1
713	вещи и	2	1
714	ясно что	8	1
715	идти дальше	2	1
716	и каждый	1	1
717	что идея	1	1
718	глубоко и	1	1
719	и большей	1	1
720	но никак	1	1
721	могла быть	1	1
722	даны в	1	1
723	идея с	1	1
724	другой не	1	1
725	трактуется как	1	1
726	которая тоже	1	1
727	ровно никакого	2	1
728	и нужно	1	1
729	каждый раз	1	1
730	философских рассуждений	1	1
731	и должно	1	1
732	увидел что	1	1
733	то они	1	1
734	ее действие	1	1
735	другими словами	2	1
736	язык и	1	1
737	все вещи	1	1
738	о всеобщем	1	1
739	осталось бы	1	1
740	или на	2	1
741	на что	2	1
742	и просто	1	1
743	сознания есть	1	1
744	но об	1	1
745	можно сказать	6	1
746	ли она	1	1
747	все в	1	1
748	первую очередь	1	1
749	доходит до	1	1
750	добра и	1	1
751	теории можно	1	1
752	говорить об	1	1
753	а потому	1	1
754	нуждается в	3	1
755	для той	2	1
756	самостоятельное и	2	1
757	но собственно	1	1
758	вслед за	2	1
759	говорить и	1	1
760	есть тоже	2	1
761	и следовательно	2	1
762	если это	2	1
763	может иметь	3	1
764	у которого	1	1
765	а она	1	1
766	и мы	5	1
767	дать в	1	1
768	и учение	1	1
769	ничего этого	1	1
770	же можно	2	1
771	другое не	1	1
772	тут мы	1	1
773	от множества	1	1
774	с той	2	1
775	своему собственному	1	1
776	один из	3	1
777	в новой	1	1
778	но например	1	1
779	мы видим	4	1
780	два года	1	1
781	философской теории	1	1
782	года то	1	1
783	и живое	2	1
784	то прежде	1	1
785	это очень	1	1
786	ибо здесь	1	1
787	для нее	2	1
788	не касается	1	1
789	есть ни	6	1
790	не то	6	1
791	же он	2	1
792	самом деле	3	1
793	же ее	1	1
794	конечно не	3	1
795	да еще	1	1
796	и внутреннего	2	1
797	вопроса о	1	1
798	об его	2	1
799	просто к	1	1
800	него и	1	1
801	а это	1	1
802	и скорее	1	1
803	не дает	1	1
804	в душе	1	1
805	и других	1	1
806	у того	1	1
807	бытия но	1	1
808	сущность и	1	1
809	эти два	2	1
810	отношении которой	1	1
811	земли и	1	1
812	философия и	1	1
813	не для	1	1
814	от тех	1	1
815	подходим к	1	1
816	богов и	1	1
817	но которая	2	1
818	с него	2	1
819	есть его	1	1
820	же могла	1	1
821	да это	1	1
822	на их	1	1
823	указание на	1	1
824	известного рода	1	1
825	это будет	1	1
826	имеет значение	1	1
827	и др	1	1
828	общего ни	1	1
829	тотчас же	1	1
830	или иной	3	1
831	и из	3	1
832	на примере	1	1
833	до сих	2	1
834	бы несколько	1	1
835	новое в	1	1
836	что человек	2	1
837	образа а	1	1
838	он это	1	1
839	этой религии	1	1
840	представления но	1	1
841	такое же	1	1
842	в природе	1	1
843	что для	3	1
844	каком смысле	1	1
845	от другого	1	1
846	ясным что	1	1
847	бы для	1	1
848	смысла и	1	1
849	нужно сказать	1	1
850	науки не	2	1
851	именно так	1	1
852	конечно всегда	1	1
853	о чем	2	1
854	января г	1	1
855	с которым	1	1
856	становится ясным	1	1
857	эти бесконечные	1	1
858	и об	4	1
859	которого она	1	1
860	и абсолютная	1	1
861	уже давно	1	1
862	входить в	1	1
863	в частности	2	1
864	для них	1	1
865	раз на	1	1
866	мы говорим	4	1
867	его на	1	1
868	теорий можно	1	1
869	тех и	1	1
870	она есть	5	1
871	последнем случае	1	1
872	в последнем	1	1
873	которая конечно	1	1
874	кто из	1	1
875	есть софия	1	1
876	то к	1	1
877	своего развития	1	1
878	в состоянии	1	1
879	мы сказали	1	1
880	было ни	1	1
881	нас интересует	1	1
882	сих пор	2	1
883	но так	2	1
884	все это	11	1
885	видно что	1	1
886	трактоваться как	1	1
887	от нас	1	1
888	ортодоксальной христианской	1	1
889	должны быть	1	1
890	всякий скажет	1	1
891	только мы	1	1
892	формы с	1	1
893	мы найдем	1	1
894	и часто	1	1
895	ли в	1	1
896	уже на	1	1
897	ему только	1	1
898	на небе	1	1
899	объективно и	2	1
900	что кроме	1	1
901	он чувствовал	3	1
902	мира и	1	1
903	между ними	1	1
904	чтобы понять	3	1
905	тот кто	2	1
906	бы даже	1	1
907	развития и	1	1
908	или другой	4	1
909	который является	1	1
910	у них	3	1
911	на свою	1	1
912	три основные	2	1
913	еще более	3	1
914	к раскрытию	1	1
915	разной степени	1	1
916	от этих	1	1
917	существует ли	1	1
918	есть уже	1	1
919	отношении к	3	1
920	к самому	2	1
921	есть то	1	1
922	может и	4	1
923	утверждать что	3	1
924	о сущности	1	1
925	всего мира	1	1
926	с ней	2	1
927	только как	2	1
928	смысле они	1	1
929	состоит из	3	1
930	они были	2	1
931	даже просто	4	1
932	не что	1	1
933	ко всему	2	1
934	и идеи	1	1
935	платон и	1	1
936	будучи в	1	1
937	если она	3	1
938	жизни и	3	1
939	был ни	1	1
940	и другие	1	1
941	то оно	1	1
942	законов природы	1	1
943	невозможна без	2	1
944	находятся во	1	1
945	собою то	1	1
946	который не	1	1
947	о божестве	1	1
948	все что	1	1
949	этой точки	2	1
950	они не	1	1
951	гораздо более	3	1
