N	2gram	Ircho_Kome_1	DiskursI
201	политических деятелей	3	1
202	выходят на	1	1
203	повседневной жизни	1	1
204	отклик в	1	1
205	начало в	1	1
206	вопрос о	3	1
207	героя нашего	1	1
208	не была	1	1
209	высказывания в	1	1
210	в сущности	2	1
211	как было	1	1
212	ему в	1	1
213	в эпических	1	1
214	это время	2	1
215	об их	1	1
216	собой в	1	1
217	он был	2	1
218	упускать из	1	1
219	бы то	2	1
220	предполагать что	1	1
221	в чем	3	1
222	во всех	1	1
223	тем как	2	1
224	как правило	3	1
225	друг на	1	1
226	если в	1	1
227	так по	1	1
228	ответ на	1	1
229	есть по	1	1
230	друг от	1	1
231	за пределы	2	1
232	в истории	5	1
233	человеческой личности	1	1
234	сельские жители	1	1
235	однако не	1	1
236	хотя и	3	1
237	на известного	1	1
238	примером этого	1	1
239	к числу	2	1
240	в этот	1	1
241	то в	1	1
242	со своей	2	1
243	в самом	2	1
244	в которой	6	1
245	гг в	1	1
246	свидетельствует об	1	1
247	бы не	1	1
248	поэтому и	1	1
249	так в	4	1
250	право на	2	1
251	но без	1	1
252	раз в	2	1
253	о других	1	1
254	по имени	3	1
255	как у	1	1
256	претендует на	1	1
257	в культурной	1	1
258	теми же	1	1
259	к выводу	1	1
260	в поэтике	1	1
261	к миру	1	1
262	книги из	1	1
263	и только	1	1
264	о которой	1	1
265	одному из	2	1
266	готовности к	1	1
267	и еще	3	1
268	к одному	1	1
269	в силу	2	1
270	но прежде	1	1
271	нашего времени	1	1
272	длительное время	1	1
273	его от	1	1
274	на этом	2	1
275	с этой	1	1
276	таким образом	8	1
277	значительной степени	1	1
278	то ни	2	1
279	для характеристики	2	1
280	то чтобы	1	1
281	об этом	1	1
282	а их	1	1
283	время и	2	1
284	своего героя	1	1
285	себе столь	1	1
286	в жизни	1	1
287	героя или	1	1
288	античной культуры	1	1
289	первые два	1	1
290	несмотря на	4	1
291	восходят к	2	1
292	со всей	1	1
293	которую он	2	1
294	и внутреннее	1	1
295	не занимался	1	1
296	однако этот	1	1
297	от времени	1	1
298	в которых	1	1
299	стало быть	1	1
300	тем не	2	1
301	и более	1	1
302	том же	1	1
303	на три	1	1
304	при всех	1	1
305	вплоть до	1	1
306	но они	1	1
307	самого начала	1	1
308	одна из	2	1
309	первая часть	1	1
310	к этим	3	1
311	на него	4	1
312	близок к	1	1
313	которого он	1	1
314	в самых	1	1
315	для современного	1	1
316	не стремится	1	1
317	о другой	1	1
318	ничего не	3	1
319	того как	3	1
320	к ней	2	1
321	во всем	1	1
322	персонажа в	1	1
323	есть основания	1	1
324	с достаточной	2	1
325	слово здесь	1	1
326	ему не	1	1
327	от их	1	1
328	уже о	2	1
329	в городе	2	1
330	к себе	1	1
331	не могут	1	1
332	но все	1	1
333	не знаем	1	1
334	всего в	3	1
335	к тому	6	1
336	присущую его	1	1
337	его с	1	1
338	указывает на	2	1
339	в применении	1	1
340	сцены из	1	1
341	от друга	1	1
342	говоря уже	2	1
343	в в	4	1
344	действия и	1	1
345	с самого	1	1
346	эти две	1	1
347	во главе	1	1
348	художественного мышления	2	1
349	в условиях	1	1
350	и сам	3	1
351	этот период	1	1
352	в образе	3	1
353	по аналогии	1	1
354	в нескольких	1	1
355	отождествляется с	1	1
356	в споре	2	1
357	и каждый	1	1
358	можно только	1	1
359	для этого	2	1
360	и даже	5	1
361	один человек	1	1
362	с ним	1	1
363	с человеком	1	1
364	каждый из	3	1
365	о ней	1	1
366	о нем	1	1
367	и здесь	2	1
368	собственного мнения	1	1
369	и что	1	1
370	мы ничего	1	1
371	аналогии с	2	1
372	в значительной	1	1
373	нас в	2	1
374	и во	2	1
375	предстает в	2	1
376	вождя афинской	1	1
377	организации текста	1	1
378	в форме	2	1
379	ее содержание	1	1
380	внешнее и	1	1
381	из нескольких	2	1
382	и следовательно	1	1
383	начала с	1	1
384	и мир	2	1
385	действующих лиц	4	1
386	отказ от	1	1
387	даже если	2	1
388	до нас	5	1
389	в родном	1	1
390	мира как	1	1
391	от них	2	1
392	образа жизни	1	1
393	обычных людей	1	1
394	так что	1	1
395	для всех	2	1
396	свидетельствуют о	1	1
397	оказывается в	1	1
398	только на	1	1
399	а напротив	1	1
400	же из	1	1
401	не дает	1	1
402	большинстве случаев	1	1
403	ориентированы на	1	1
404	связывается с	1	1
405	мир в	1	1
406	в книге	1	1
407	всяком случае	2	1
408	содержания и	1	1
409	в современном	1	1
410	вовсе не	2	1
411	в состоянии	2	1
412	периода его	1	1
413	может служить	1	1
414	друг друга	1	1
415	не случайно	1	1
416	содержанием в	1	1
417	не говорит	1	1
418	тем что	4	1
419	в других	2	1
420	когда бы	2	1
421	из того	1	1
422	того что	1	1
423	в финале	2	1
424	обеспечивает его	1	1
425	точек зрения	2	1
426	лица в	1	1
427	еще и	2	1
428	во второй	3	1
429	и др	1	1
430	пародия на	1	1
431	личностью в	1	1
432	к человеку	1	1
433	превращается в	1	1
434	на этот	1	1
435	до конца	2	1
436	н э	3	1
437	и своим	1	1
438	его как	1	1
439	афинской демократии	9	1
440	включается в	1	1
441	что из	1	1
442	ближе к	1	1
443	должна была	2	1
444	наиболее известных	1	1
445	именно поэтому	1	1
446	на чем	1	1
447	как это	3	1
448	всем что	1	1
449	в особенности	1	1
450	в разговоре	1	1
451	из которых	2	1
452	и столь	1	1
453	по своему	3	1
454	это были	2	1
455	применении к	1	1
456	да и	3	1
457	лирику и	1	1
458	в это	1	1
459	даже в	3	1
460	слова и	1	1
461	было сказано	1	1
462	время от	4	1
463	видно что	1	1
464	что касается	2	1
465	один из	5	1
466	см ниже	3	1
467	рассматривать как	1	1
468	впоследствии к	1	1
469	при всем	2	1
470	к социальному	1	1
471	формы и	1	1
472	когда он	1	1
473	обращается к	1	1
474	в третьем	1	1
475	еще более	1	1
476	стороны в	1	1
477	будто бы	2	1
478	следит за	1	1
479	ни было	2	1
480	же в	4	1
481	хотя в	1	1
482	его произведениях	1	1
483	одной из	3	1
484	слово в	1	1
485	не говоря	2	1
486	из повседневной	1	1
487	сказать что	1	1
488	вполне в	1	1
489	общими для	1	1
490	ее в	2	1
491	в античности	1	1
492	нас не	1	1
493	во всяком	2	1
494	том числе	1	1
