N	2gram	Vygotskiy__2	RusskieA
501	не надо	3	1
502	все время	3	1
503	как правило	1	1
504	полагая что	2	1
505	в другую	1	1
506	и мир	1	1
507	это приводит	1	1
508	вопрос который	1	1
509	с той	1	1
510	показывают что	1	1
511	но так	1	1
512	на которой	2	1
513	но с	2	1
514	год и	1	1
515	сделать это	1	1
516	о двух	1	1
517	идет по	1	1
518	тот же	7	1
519	на другие	1	1
520	что он	12	1
521	мы увидим	2	1
522	но ни	1	1
523	и является	1	1
524	и так	1	1
525	верно и	1	1
526	который в	4	1
527	а после	1	1
528	то почему	1	1
529	указывает что	2	1
530	какой степени	1	1
531	человека с	1	1
532	характерной для	1	1
533	из которого	1	1
534	же и	1	1
535	сомнений в	1	1
536	вопроса о	1	1
537	только на	1	1
538	вернуться к	3	1
539	раньше чем	2	1
540	при помощи	4	1
541	в данной	1	1
542	и обратно	2	1
543	ни с	1	1
544	мир в	1	1
545	это обстоятельство	2	1
546	был бы	1	1
547	для него	3	1
548	своей книги	1	1
549	всяком случае	6	1
550	могло бы	1	1
551	в одном	2	1
552	к ним	1	1
553	ту сторону	2	1
554	до некоторой	1	1
555	как его	1	1
556	случае не	2	1
557	должны будем	2	1
558	как при	2	1
559	как раз	4	1
560	указание на	4	1
561	которые нужны	1	1
562	может рассматриваться	3	1
563	некоторые исследователи	1	1
564	рядом с	1	1
565	которые как	1	1
566	из своих	1	1
567	в другой	2	1
568	длится до	1	1
569	и даже	5	1
570	это составляет	1	1
571	как у	2	1
572	игры и	1	1
573	и др	5	1
574	близко к	1	1
575	целым рядом	1	1
576	на которых	2	1
577	зависит от	1	1
578	и преимущественно	1	1
579	а по	1	1
580	на которые	1	1
581	под влиянием	1	1
582	эти слова	1	1
583	природе и	1	1
584	как эти	1	1
585	и потому	1	1
586	другая сторона	1	1
587	к себе	2	1
588	верно что	1	1
589	по окончании	1	1
590	не дают	1	1
591	той и	2	1
592	смысле этого	3	1
593	желаний и	1	1
594	другой вопрос	1	1
595	обстоятельство не	1	1
596	когда же	1	1
597	равным образом	1	1
598	в тех	1	1
599	в человеческом	1	1
600	исходя из	1	1
601	многих других	1	1
602	в современной	1	1
603	и более	2	1
604	этого слова	3	1
605	и не	7	1
606	не касаясь	1	1
607	но это	1	1
608	и тогда	2	1
609	при всем	1	1
610	он по	1	1
611	если верно	1	1
612	в двух	1	1
613	представление что	1	1
614	от него	1	1
615	а может	1	1
616	это позволяет	1	1
617	тем более	3	1
618	мы должны	6	1
619	за него	1	1
620	только что	3	1
621	которые в	1	1
622	или не	1	1
623	очень хорошо	2	1
624	к ее	1	1
625	ее развития	1	1
626	установить и	1	1
627	его к	2	1
628	несмотря на	4	1
629	только с	1	1
630	природе так	1	1
631	сказать что	6	1
632	другой стороны	1	1
633	же относится	1	1
634	когда в	2	1
635	всех других	1	1
636	него в	1	1
637	из своей	1	1
638	начинает преобладать	1	1
639	в заключение	3	1
640	во всяком	7	1
641	также не	1	1
642	следующее когда	1	1
643	и эта	2	1
644	как на	1	1
645	и особенно	3	1
646	все что	5	1
