N	2gram	Tiupa_Hudo_2	Hudozhes
466	его личности	1	1
467	и иных	1	1
468	было бы	3	1
469	и героя	1	1
470	к иллюзии	1	1
471	зрения и	1	1
472	например с	1	1
473	личность в	3	1
474	делает его	1	1
475	в жизни	8	1
476	стратегии художественного	1	1
477	определял как	1	1
478	целостности произведений	1	1
479	рядом с	5	1
480	соответствии с	3	1
481	и достоевского	1	1
482	он и	1	1
483	и страшно	1	1
484	драматизма и	1	1
485	пользуясь словами	1	1
486	духовной жизни	1	1
487	он от	1	1
488	обратимся к	2	1
489	же я	2	1
490	и становится	2	1
491	бы место	1	1
492	комнате и	1	1
493	является непосредственным	1	1
494	гоголевского ревизора	1	1
495	состава персонажей	1	1
496	от своего	2	1
497	ее внутренней	1	1
498	как персонаж	1	1
499	это ощущение	1	1
500	художественное мышление	1	1
501	в котором	6	1
502	что от	1	1
503	своей несомненной	1	1
504	еще нет	1	1
505	и читателя	3	1
506	сцену распятия	1	1
507	в условиях	1	1
508	что говорит	2	1
509	от его	1	1
510	всякий раз	3	1
511	и другого	1	1
512	родинкой и	1	1
513	который всегда	1	1
514	другом и	1	1
515	стать самим	1	1
516	ли я	1	1
517	не могли	1	1
518	в конце	1	1
519	из виду	1	1
520	не должно	1	1
521	том же	1	1
522	случае мы	1	1
523	нас к	1	1
524	фраза в	1	1
525	жизни ее	1	1
526	то с	1	1
527	момент художественной	1	1
528	характеризующийся единством	1	1
529	какой в	1	1
530	эстетической природы	1	1
531	жизни между	1	1
532	из нас	2	1
533	виду что	1	1
534	но для	1	1
535	она могла	1	1
536	все мы	1	1
537	способа существования	1	1
538	и внутренней	3	1
539	полные розовые	1	1
540	которых и	1	1
541	он мог	1	1
542	себе самом	1	1
543	своей неповторимой	1	1
544	казалось бы	6	1
545	в самой	1	1
546	обратим внимание	1	1
547	розовые щеки	1	1
548	точке этого	1	1
549	жизненных позиций	1	1
550	и теперь	1	1
551	внутренней жизни	4	1
552	не по	2	1
553	и оказывается	1	1
554	окна и	1	1
555	темной родинкой	1	1
556	как будто	4	1
557	дистанции между	1	1
558	однако это	1	1
559	ему не	1	1
560	настоящего времени	1	1
561	тайна внутреннего	1	1
562	в четвертом	2	1
563	обращенной к	2	1
564	и здесь	1	1
565	в момент	1	1
566	разрыв между	1	1
567	места для	1	1
568	втором эпизоде	1	1
569	поэтому не	1	1
570	или притче	1	1
571	когда мы	1	1
572	строгом нерасширительном	1	1
573	во внешних	1	1
574	ли не	1	1
575	вокруг него	1	1
576	в своего	1	1
577	драматическая личность	1	1
578	всего что	1	1
579	в поле	1	1
580	у истоков	1	1
581	личность героя	2	1
582	в каждом	1	1
583	для героя	1	1
584	на это	1	1
585	здесь мы	1	1
586	и своя	1	1
587	в настоящее	1	1
588	говорит о	4	1
589	на мягкую	1	1
590	в ситуации	1	1
591	не ограничивается	1	1
592	выявлен и	1	1
593	как мы	2	1
594	моя жизнь	1	1
595	с темной	1	1
596	у себя	1	1
597	точно так	1	1
598	эстетической природе	1	1
599	та или	1	1
600	из москвы	1	1
601	постепенно углубляемая	1	1
602	этой тайны	1	1
603	то или	1	1
604	мысль о	2	1
605	смерти в	1	1
606	но мы	1	1
607	то время	1	1
608	художественного мышления	2	1
609	внутренней целостности	1	1
610	на свой	2	1
611	из приведенной	1	1
612	человеческая жизнь	1	1
613	котором он	1	1
614	читательское внимание	1	1
615	на нее	1	1
616	те же	2	1
617	воображения не	1	1
618	остановимся на	1	1
619	не случайна	1	1
620	в круге	3	1
621	жизненная позиция	2	1
622	о ней	1	1
623	весьма существенно	1	1
624	жизни не	2	1
625	именно потому	1	1
626	и смыслов	1	1
627	что душевная	1	1
628	жизнью в	1	1
629	не означает	1	1
630	внимание на	3	1
631	настоящее время	1	1
632	в драматическом	1	1
633	героя не	3	1
634	как ее	1	1
635	тихая добродушная	1	1
636	субъектом самоопределения	1	1
637	иронической художественности	3	1
638	доминирует в	1	1
639	в смерти	2	1
640	после того	1	1
641	в поэтической	1	1
642	ядра личности	1	1
643	и который	1	1
644	роль принадлежит	1	1
645	это была	3	1
646	внутренняя заданность	3	1
647	нее нет	1	1
648	или иная	1	1
649	личности такова	1	1
650	путь к	1	1
651	эти два	1	1
652	нуждается в	2	1
653	личной тайной	4	1
654	ролевого поведения	1	1
655	толстым в	1	1
656	в другой	1	1
657	была тихая	1	1
658	с матерью	2	1
659	вслед за	4	1
660	нерасширительном значении	1	1
661	иначе в	1	1
662	художественном мире	1	1
663	глядя на	1	1
664	о своих	1	1
665	не несет	1	1
666	внутренней стороны	1	1
667	известном смысле	1	1
668	очень здоровая	1	1
669	один из	2	1
670	но с	1	1
671	с кротким	1	1
672	обе эти	1	1
673	дело с	2	1
674	на языке	1	1
675	уединенного сознания	1	1
676	что даже	2	1
677	действующих лиц	1	1
678	даже его	1	1
679	субъекта в	1	1
680	художественности по	1	1
681	такое же	1	1
682	впрочем и	2	1
683	своей жизнью	1	1
684	неотъемлемый атрибут	1	1
685	по-детски не	1	1
686	не происходит	1	1
687	на мир	1	1
688	в уста	1	1
689	теперь в	2	1
690	она лишь	2	1
691	со всеми	1	1
692	его художественности	1	1
693	так что	1	1
694	же и	2	1
695	для всех	1	1
696	с нею	3	1
697	личностью своего	1	1
698	художественности был	1	1
699	в объекте	1	1
700	других в	2	1
701	то и	4	1
702	действующего лица	1	1
703	на свое	1	1
704	словами из	1	1
705	как писал	1	1
706	мышления и	1	1
707	из них	2	1
708	за ним	1	1
709	характерно что	3	1
710	смерти чиновника	1	1
711	себе в	2	1
712	сатирический а	1	1
713	представить себе	1	1
714	ведь это	1	1
715	не для	1	1
716	у нее	10	1
717	и личной	1	1
718	так как	1	1
719	и от	2	1
720	тому же	2	1
721	в такое	1	1
722	без этого	1	1
723	личности ее	1	1
724	не просто	1	1
725	не было	6	1
726	нашем примере	1	1
727	самоактуализации личности	1	1
728	и даже	1	1
729	на уровне	1	1
730	жизни личности	2	1
731	всех людей	1	1
732	и эмоционально	1	1
733	как у	2	1
734	таков что	1	1
735	этом пути	1	1
736	на ее	3	1
737	кругозора героя	1	1
738	по своим	1	1
739	не наделен	2	1
740	еще и	2	1
741	наконец в	1	1
742	героя о	1	1
743	перед ним	1	1
744	данности их	1	1
745	во внешней	3	1
746	что не	2	1
747	противоречие между	2	1
748	в соответствии	3	1
749	всю жизнь	1	1
750	более того	1	1
751	анекдота и	1	1
752	однако и	2	1
753	означало бы	1	1
754	с которым	1	1
755	жизнь в	2	1
756	в комнате	1	1
757	эстетической доминанты	1	1
758	что несмотря	1	1
759	ролевая граница	1	1
760	иронии в	3	1
761	когда же	2	1
762	не всегда	1	1
763	разговор с	2	1
764	добродушная жалостливая	1	1
765	стороны в	1	1
766	к возникновению	1	1
767	вступает в	1	1
768	на фоне	3	1
769	в лесу	1	1
770	вместе с	2	1
771	в одной	1	1
772	внешнюю данность	2	1
773	личной ответственности	1	1
774	позицию адресата	1	1
775	ранее ни	1	1
776	это своего	1	1
777	его личной	1	1
778	для искусства	1	1
779	приобщение к	1	1
780	истории не	1	1
781	героя это	1	1
782	тому как	4	1
783	глядела на	2	1
784	да и	5	1
785	фауста наизнанку	1	1
786	целостности своего	1	1
787	в состоянии	3	1
788	главного героя	2	1
789	в это	3	1
790	с этой	1	1
791	грани между	1	1
792	решающая роль	1	1
793	сказать не	1	1
794	автором и	2	1
795	этом случае	1	1
796	в ранг	1	1
797	мире я	1	1
798	модусом художественности	1	1
799	персонаж не	1	1
800	своей жизни	4	1
801	только для	2	1
802	вытекающей из	1	1
803	этом и	3	1
804	все же	2	1
805	от нас	1	1
806	составляет своего	2	1
807	барышня с	1	1
808	и весело	1	1
809	он уже	2	1
810	кротким мягким	1	1
811	самой природы	1	1
812	за его	1	1
813	может служить	1	1
814	еще одна	2	1
815	собственно и	1	1
816	должен найти	1	1
817	что делает	1	1
818	она может	2	1
819	определений таков	1	1
820	в пределе	1	1
821	личного бытия	3	1
822	душа не	1	1
823	например не	1	1
824	не позволяет	1	1
825	глаза как	1	1
826	для нас	3	1
827	к чужому	3	1
828	мягким взглядом	1	1
829	в третьем	1	1
830	из своего	1	1
831	бы в	1	1
832	не более	2	1
833	из текста	1	1
834	за него	2	1
835	в финальной	1	1
836	все они	3	1
837	же в	1	1
838	быть и	1	1
839	щеки на	1	1
840	однако впоследствии	1	1
841	не обладает	1	1
842	внутреннее я	1	1
843	имеет в	1	1
844	собачкой и	1	1
845	о своем	4	1
846	героев дамы	1	1
847	сообщения о	1	1
848	чужому слову	1	1
849	на смену	1	1
850	предшествующих характеристик	1	1
851	для художественной	1	1
852	себе самому	1	1
853	жизни а	1	1
854	между автором	2	1
855	читаем это	1	1
856	который в	2	1
857	одно слово	1	1
858	героя в	1	1
859	к числу	2	1
860	всего в	1	1
861	жизни и	6	1
862	его личным	1	1
863	котором по	1	1
864	и другие	5	1
865	случае если	1	1
866	в своих	1	1
867	по поводу	3	1
868	времени или	1	1
869	героя как	1	1
870	шею с	1	1
871	можно назвать	1	1
872	все что	3	1
873	которая не	1	1
