N	2gram	Vinokur_St_1	Problema
108	и только	3	4
109	к которому	4	4
110	что не	3	4
111	более того	1	4
112	и потому	2	4
113	себя самого	1	4
114	хотя бы	6	4
115	сказать что	7	4
116	другой стороны	7	4
117	также и	9	3
118	например в	8	3
119	едва ли	1	3
120	говорить о	2	3
121	на них	1	3
122	бы то	1	3
123	иногда и	2	3
124	нет и	1	3
125	значение для	1	3
126	кроме того	1	3
127	и к	1	3
128	отдельных произведений	1	3
129	в целом	5	3
130	работ по	2	3
131	он не	2	3
132	выходя за	1	3
133	то ни	1	3
134	а как	2	3
135	и тем	3	3
136	в слове	5	3
137	несмотря на	2	3
138	том что	29	3
139	тем не	2	3
140	дело только	1	3
141	на него	2	3
142	имеем дело	2	3
143	же время	4	3
144	не выходя	1	3
145	в применении	3	3
146	и это	2	3
147	хотя и	1	3
148	и от	1	3
149	ясно что	10	3
150	мы в	1	3
151	если бы	9	3
152	на ее	1	3
153	иных случаях	2	3
154	этом смысле	1	3
155	но с	3	3
156	одной из	1	3
157	как нечто	1	3
158	с одной	3	3
159	со всеми	2	3
160	вопроса о	3	3
161	слова не	1	3
162	и даже	5	3
163	материала а	1	3
164	оно не	1	3
165	одной стороны	2	3
166	в иных	2	3
167	применении к	3	3
168	и на	1	3
169	в тех	3	3
170	здесь совершенно	3	3
171	да и	3	3
172	но это	6	3
173	все это	5	3
174	не больше	1	3
175	не является	3	3
176	и все	2	3
177	не знает	2	3
178	в таком	3	3
179	они не	1	3
180	можно говорить	1	2
181	в рассмотрение	1	2
182	и есть	1	2
183	в котором	5	2
184	его не	1	2
185	их и	1	2
186	мы имеем	2	2
187	правильного понимания	1	2
188	совпадает с	2	2
189	я не	7	2
190	столь же	4	2
191	в чем	3	2
192	с его	1	2
193	но как	1	2
194	а только	1	2
195	художественных произведений	1	2
196	не все	3	2
197	или иное	3	2
198	в истории	3	2
199	показать что	1	2
200	как к	3	2
201	я должен	1	2
202	отнесены к	1	2
203	и у	2	2
204	что это	4	2
205	момент его	1	2
206	бы не	2	2
207	и те	2	2
208	на то	4	2
209	не имеют	1	2
210	его своеобразия	1	2
211	и частично	1	2
212	он должен	2	2
213	в корне	1	2
214	в каждом	3	2
215	материала и	2	2
216	лишь в	3	2
217	и других	1	2
218	о которых	1	2
219	место и	1	2
220	же стороны	1	2
221	и при	1	2
222	но которые	1	2
223	где оно	1	2
224	не его	1	2
225	и более	2	2
226	том же	1	2
227	и вообще	3	2
228	этой области	5	2
229	в таких	1	2
230	а иногда	2	2
231	что эта	2	2
232	она не	2	2
233	дело в	6	2
234	одна из	1	2
235	того чтобы	11	2
236	чем не	1	2
237	этом отношении	7	2
238	у нас	11	2
239	освобождается от	1	2
240	не могут	1	2
241	есть только	2	2
242	отличается от	1	2
243	что оно	3	2
244	слова с	1	2
245	для того	10	2
246	должен быть	3	2
247	что все	2	2
248	только при	1	2
249	можно сделать	1	2
250	материала для	1	2
251	здесь нет	1	2
252	том как	4	2
253	поэтому в	3	2
254	в другом	3	2
255	и что	4	2
256	и во	2	2
257	в лучшем	1	2
258	того что	9	2
259	в современной	1	2
260	в двух	3	2
261	нуждается в	1	2
262	что он	10	2
263	в какой	3	2
264	себя в	1	2
265	в виде	3	2
266	в начале	3	2
267	языка но	1	2
268	ни с	3	2
269	таком положении	2	2
270	нечего сказать	1	2
271	что и	6	2
272	вовсе не	19	2
273	в некоторых	1	2
274	случае не	2	2
275	которые могут	1	2
276	то или	3	2
277	тем что	5	2
278	без всякой	3	2
279	чем в	3	2
280	или иной	1	2
281	здесь в	1	2
282	не было	4	2
283	в россии	4	2
284	именно поэтому	1	2
285	как материала	1	2
286	в частности	4	2
287	как это	4	2
288	из которых	1	2
289	к своему	1	2
290	другой же	1	2
291	по существу	2	2
292	для понимания	1	2
293	можно сказать	1	2
294	лучшем случае	1	2
295	того или	4	2
296	в культуре	1	2
297	и какими	1	2
298	или в	1	2
299	узком смысле	1	2
300	о котором	2	2
301	при посредстве	1	2
302	той или	1	2
303	но зато	1	2
304	области изучения	2	2
305	в этих	2	2
306	в равной	2	2
307	слово в	1	2
308	была бы	5	2
309	к его	1	2
310	или иного	4	2
311	и другие	1	2
312	в своих	2	2
313	по поводу	7	2
314	к чему-то	1	2
315	к этому	1	2
316	бы все	3	1
317	а между	1	1
318	то на	1	1
319	приходится сказать	1	1
320	тех же	1	1
321	это и	4	1
322	мере в	2	1
323	чего не	1	1
324	в первом	2	1
325	его же	2	1
326	из его	1	1
327	исходит из	1	1
328	от которых	1	1
329	том какое	1	1
330	культуры она	1	1
331	и за	3	1
332	и могут	1	1
333	который в	1	1
334	им самим	1	1
335	бы что	2	1
336	вопрос о	4	1
337	и язык	1	1
338	мы называем	1	1
339	который был	1	1
340	так чтобы	1	1
341	время как	2	1
342	на себя	1	1
343	бы ни	1	1
344	такое же	1	1
345	подчеркнуть что	2	1
346	и самого	1	1
347	время в	1	1
348	вполне и	1	1
349	отказ от	1	1
350	в новом	4	1
351	в свои	1	1
352	только путем	1	1
353	конечно совершенно	1	1
354	это самое	1	1
355	идет о	2	1
356	в подобных	1	1
357	стороны и	1	1
358	им в	1	1
359	тот который	1	1
360	целый ряд	2	1
361	что по	1	1
362	нет здесь	1	1
363	вот несколько	2	1
364	другом случае	1	1
365	по изучению	1	1
366	то в	3	1
367	лежит на	1	1
368	не приходится	1	1
369	бы и	4	1
370	в литературном	2	1
371	ни один	2	1
372	и я	3	1
373	то время	2	1
374	которые в	2	1
375	что так	3	1
376	в этой	11	1
377	бы только	1	1
378	время этот	1	1
379	но он	2	1
380	но ведь	8	1
381	имеет для	1	1
382	как он	1	1
383	если он	1	1
384	в наших	2	1
385	не могла	2	1
386	а вовсе	1	1
387	что каждая	1	1
388	т д	21	1
389	прямого отношения	1	1
390	каждое из	1	1
391	всех этих	2	1
392	в узком	1	1
393	этого вопроса	2	1
394	не как	1	1
395	и вот	1	1
396	ни были	2	1
397	свое время	2	1
398	можно даже	1	1
399	даже прямо	1	1
400	так например	7	1
401	бы они	1	1
402	в одну	1	1
403	могла бы	1	1
404	критики и	1	1
405	бы быть	1	1
406	это было	1	1
407	в свой	2	1
408	для научного	2	1
409	ведь в	1	1
410	научная литература	1	1
411	материальной организации	1	1
412	но приходится	1	1
413	для них	1	1
414	в один	1	1
415	он является	1	1
416	это положение	1	1
417	ни одной	2	1
418	с тем	1	1
419	и уже	2	1
420	выйти за	1	1
421	действительно не	1	1
422	нисколько не	2	1
423	был бы	1	1
424	только тем	2	1
425	но я	4	1
426	которую он	1	1
427	места в	2	1
428	конечно все	1	1
429	трудная и	1	1
430	можно найти	2	1
431	своем роде	1	1
432	не становится	1	1
433	том смысле	2	1
434	равной мере	2	1
435	должна опираться	1	1
436	в которых	5	1
437	бы мы	2	1
438	дело именно	1	1
439	иным как	1	1
440	той области	1	1
441	и эти	1	1
442	том и	1	1
443	найти себе	1	1
444	однако в	1	1
445	не должно	1	1
446	по себе	1	1
447	так называемого	1	1
448	же мы	1	1
449	тому что	3	1
450	всех их	1	1
451	уже выше	2	1
452	каждого отдельного	1	1
453	можно ли	4	1
454	говорить уже	1	1
455	таких случаях	1	1
456	вплоть до	5	1
457	как можно	2	1
458	что с	2	1
459	но для	2	1
460	как о	2	1
461	правда в	1	1
462	что их	1	1
463	опираться на	1	1
464	доходят до	1	1
465	не имели	2	1
466	о некотором	1	1
467	и без	3	1
468	что называют	1	1
469	подняться до	1	1
470	этих двух	3	1
471	и лишь	1	1
472	отрицательное отношение	1	1
473	явление в	1	1
474	очень мало	3	1
475	того в	1	1
476	во всей	1	1
477	к концу	2	1
478	целое в	1	1
479	и является	1	1
480	не нужен	1	1
481	в сознании	2	1
482	в процессе	1	1
483	уже и	1	1
484	так то	1	1
485	ему не	1	1
486	очень часто	3	1
487	в момент	1	1
488	уже о	5	1
489	данного произведения	1	1
490	в виноградова	1	1
491	приходится уже	1	1
492	значительной степени	1	1
493	даже и	2	1
494	в наши	1	1
495	языка что	1	1
496	поэтического языка	1	1
497	п и	1	1
498	рассмотрение которых	1	1
499	на нем	1	1
500	говоря уже	1	1
501	без всякого	2	1
502	могут и	1	1
503	ни стало	1	1
504	не наука	1	1
505	языка и	4	1
506	они ни	1	1
507	если в	2	1
508	один культурный	1	1
509	и иные	2	1
510	на том	1	1
511	что у	4	1
512	чуждо и	1	1
513	имеет чисто	1	1
514	было в	1	1
515	мог бы	1	1
516	произведения не	1	1
517	на которую	1	1
518	в научном	1	1
519	в одном	1	1
520	не были	1	1
521	это только	1	1
522	работы здесь	1	1
523	и правильное	1	1
524	в отдельном	1	1
525	образом в	1	1
526	из других	1	1
527	автора к	1	1
528	о ней	1	1
529	и историки	1	1
530	понять как	1	1
531	глазах самого	1	1
532	настоящее время	1	1
533	формой своего	1	1
534	для нас	7	1
535	а также	2	1
536	на протяжении	1	1
537	тем или	3	1
538	во втором	4	1
539	таким путем	1	1
540	обсуждение этого	1	1
541	которые совершенно	1	1
542	в глазах	1	1
543	них в	1	1
544	что бы	1	1
545	сюда относится	1	1
546	этих проблем	1	1
547	что здесь	2	1
548	быть и	2	1
549	на которой	2	1
550	историки литературы	1	1
551	сомнению что	1	1
552	кроме самого	1	1
553	этот вопрос	4	1
554	каждым словом	1	1
555	или же	2	1
556	именно на	1	1
557	чтобы найти	1	1
558	где-то в	1	1
559	есть в	2	1
560	и плоть	1	1
561	уже не	1	1
562	каким образом	1	1
563	в праве	1	1
564	языка может	1	1
565	из них	8	1
566	его и	1	1
567	области в	1	1
568	который как	2	1
569	для него	6	1
570	сами по	1	1
571	не для	2	1
572	с этими	1	1
573	к ним	1	1
574	не о	1	1
575	от ответственности	1	1
576	но что	1	1
577	только с	2	1
578	на некоторые	1	1
579	не просто	1	1
580	и наука	1	1
581	и стремление	1	1
582	точек зрения	1	1
583	с другим	1	1
584	объяснение в	1	1
585	до сих	7	1
586	или иначе	2	1
587	притом не	1	1
588	именно в	6	1
589	несколько примеров	5	1
590	или о	1	1
591	обратиться к	1	1
592	связано с	1	1
593	нужно сказать	5	1
594	а на	3	1
595	ответственности перед	1	1
596	на этот	3	1
597	во что	1	1
598	пушкина как	6	1
599	до конца	1	1
600	этой главы	3	1
601	так называемой	2	1
602	чем на	1	1
603	о чем	1	1
604	на эту	4	1
605	что мы	5	1
606	и ему	1	1
607	за каждым	1	1
608	к особенностям	1	1
609	особенно когда	1	1
610	стороны в	2	1
611	вместе с	1	1
612	так же	5	1
613	мы говорим	1	1
614	всей полноте	1	1
615	поэзия и	1	1
616	без труда	1	1
617	его личной	1	1
618	исторически совершенно	1	1
619	видит в	1	1
620	в той	6	1
621	на которое	2	1
622	смысле этого	2	1
623	его работе	1	1
624	самой формой	1	1
625	и традиций	1	1
626	и всей	1	1
627	чего может	1	1
628	она вся	1	1
629	которые действительно	1	1
630	быть не	1	1
631	этого слова	2	1
632	как например	1	1
633	и звучит	1	1
634	сих пор	7	1
635	же значение	1	1
636	к вопросу	1	1
637	подобных вопросов	1	1
638	свое утверждение	1	1
639	не существует	3	1
640	к тому	1	1
641	не подлежит	1	1
642	это можно	3	1
643	в результате	3	1
644	которой можно	2	1
645	которая в	1	1
646	в настоящее	1	1
647	или иным	3	1
648	чем-то уже	1	1
649	у некоторых	1	1
650	это может	1	1
651	бы в	1	1
652	еще более	4	1
653	в обсуждение	1	1
654	вообще в	1	1
655	они даже	1	1
656	я в	1	1
657	значения которое	1	1
658	хотя в	2	1
659	произведения пушкина	1	1
660	могли быть	1	1
661	отношении к	1	1
662	положительное выражение	1	1
663	всеми его	1	1
664	и начинается	1	1
665	значения в	1	1
666	но эта	1	1
667	но если	4	1
668	не говоря	1	1
669	этот разрыв	1	1
670	именно не	1	1
671	в иной	1	1
672	большое значение	2	1
673	узнать что	1	1
674	из этого	1	1
675	в свое	2	1
676	но именно	2	1
677	занимает в	2	1
678	в которой	4	1
679	быть признана	1	1
680	жизни и	5	1
681	но эти	1	1
682	того времени	5	1
683	это в	4	1
684	смысле что	1	1
