N	2gram	Vinokur_Ku_3	Formalny
234	по аналогии	1	2
235	до крайности	2	2
236	ясности и	1	2
237	е как	3	2
238	столь же	4	2
239	но не	3	2
240	но как	3	2
241	а только	1	2
242	очевидно что	3	2
243	отношение к	3	2
244	он пишет	2	2
245	отличие от	2	2
246	стал бы	1	2
247	этот прием	2	2
248	и литературный	1	2
249	в одной	1	2
250	что именно	3	2
251	перед нами	1	2
252	кроме того	2	2
253	языка не	1	2
254	объект изучения	1	2
255	то в	3	2
256	со своей	1	2
257	в которой	1	2
258	уже в	3	2
259	он в	2	2
260	речи но	3	2
261	и навыки	1	2
262	в понимании	1	2
263	же это	2	2
264	состоит в	2	2
265	как увидим	1	2
266	не к	1	2
267	и более	3	2
268	приходим к	1	2
269	на этом	2	2
270	без исключения	1	2
271	в основу	1	2
272	то ни	1	2
273	том случае	4	2
274	особенности в	1	2
275	разница между	1	2
276	как особый	1	2
277	для нее	1	2
278	и иных	1	2
279	и тем	6	2
280	ни в	3	2
281	само собою	2	2
282	от него	1	2
283	становится и	2	2
284	должно быть	7	2
285	смысл и	2	2
286	лучше всего	1	2
287	том что	11	2
288	в этих	2	2
289	не так	3	2
290	мы приходим	1	2
291	установка на	3	2
292	представление о	1	2
293	в отличие	2	2
294	от его	1	2
295	и звук	1	2
296	для этого	6	2
297	даже в	1	2
298	тому что	4	2
299	она не	3	2
300	тем самым	4	2
301	поэтики должна	1	2
302	не имеет	3	2
303	ее с	1	2
304	не по	3	2
305	в систему	1	2
306	проблема и	2	2
307	все без	1	2
308	для всего	1	2
309	никогда не	1	2
310	правда в	1	2
311	на язык	1	2
312	слова как	2	2
313	постольку поскольку	1	2
314	смысловое значение	1	2
315	всего в	1	2
316	что на	3	2
317	если же	2	2
318	поставить вопрос	1	2
319	тем и	1	2
320	и о	4	2
321	в ее	4	2
322	ни стало	1	2
323	и от	1	2
324	приводит к	1	2
325	слово есть	3	2
326	русского литературного	2	2
327	мы в	1	2
328	в виду	8	2
329	и нужно	2	2
330	произведения как	1	2
331	и смыслом	1	2
332	между тем	4	2
333	языковой системы	1	2
334	отметить что	3	2
335	это не	3	2
336	если это	2	2
337	общем смысле	1	2
338	статье о	1	2
339	этом смысле	1	2
340	один из	4	2
341	с ними	1	2
342	этот вопрос	3	2
343	по этому	1	2
344	не будет	1	2
345	потому что	12	2
346	в качестве	2	2
347	правильной постановки	1	2
348	же и	1	2
349	вопроса о	3	2
350	поэзии является	1	2
351	является не	1	2
352	или даже	1	2
353	при помощи	1	2
354	языка но	3	2
355	характерно что	1	2
356	в известной	1	2
357	в котором	2	2
358	убедимся что	1	2
359	слово как	1	2
360	общения и	1	2
361	образом не	2	2
362	не просто	2	2
363	смысла и	1	2
364	остается подвести	1	2
365	имеет значение	1	2
366	со стороны	1	2
367	говорим о	2	2
368	а именно	3	2
369	в каких	1	2
370	между ними	1	2
371	что для	1	2
372	превращается в	1	2
373	есть лишь	1	2
374	предмет поэтики	1	2
375	ни на	2	2
376	можно будет	2	2
377	к его	2	2
378	как это	7	2
379	подхода к	2	2
380	центр тяжести	1	2
381	в той	4	2
382	в тех	2	2
383	нем как	1	2
384	как особой	1	2
385	как например	2	2
386	но это	5	2
387	в чем	5	2
388	языка все	1	2
389	к конкретному	1	2
390	лишь о	2	2
391	совершенно иной	2	2
392	все содержание	1	2
393	от всякого	1	2
394	в целях	1	2
395	слово в	3	2
396	поэтической структуры	1	2
397	сказать что	7	2
398	поэзии как	3	2
399	равно как	2	2
400	какой мере	2	2
401	приспособляться к	1	2
402	и другие	1	2
403	именно здесь	1	2
404	в таком	4	2
405	смысле что	1	2
406	то на	1	1
407	говоря о	1	1
408	языка с	1	1
409	практическое значение	1	1
410	таком случае	2	1
411	и через	2	1
412	связана с	1	1
413	того же	4	1
414	и без	2	1
415	поэтической речи	1	1
416	но тогда	1	1
417	пишет он	1	1
418	на деле	1	1
419	критики но	1	1
420	что слово	3	1
421	в чисто	1	1
422	п все	2	1
423	противном случае	1	1
424	все те	2	1
425	собственном смысле	2	1
426	сообщение на	1	1
427	к созданию	1	1
428	и литературы	1	1
429	поэзии и	1	1
430	той же	3	1
431	есть не	3	1
432	самые разнообразные	1	1
433	на материале	2	1
434	эти факты	1	1
435	мы имеем	2	1
436	статьи в	1	1
437	этого нет	1	1
438	что если	2	1
439	литературным языком	3	1
440	содержания в	2	1
441	на место	1	1
442	и новые	1	1
443	нам в	1	1
444	что многие	1	1
445	большинство из	1	1
446	так чтобы	1	1
447	но она	1	1
448	расчленение поэтической	1	1
449	это казалось	1	1
450	почти исключительно	1	1
451	уже сложившимися	1	1
452	из того	2	1
453	и самой	1	1
454	конечно и	1	1
455	и со	1	1
456	которое в	2	1
457	конструктивного принципа	1	1
458	как не	1	1
459	же что	1	1
460	при таких	1	1
461	без всякого	1	1
462	практики а	1	1
463	систему языка	2	1
464	время в	3	1
465	бы то	1	1
466	в различных	2	1
467	нет так	1	1
468	подходить к	1	1
469	чем это	2	1
470	а тем	2	1
471	отказ от	1	1
472	то он	3	1
473	внутренняя форма	3	1
474	мы будем	1	1
475	точка зрения	4	1
476	фактов языка	1	1
477	русского языка	7	1
478	только тогда	4	1
479	или иное	2	1
480	были не	1	1
481	его развития	1	1
482	всю эту	2	1
483	что во	1	1
484	оказывается не	1	1
485	словом для	1	1
486	дает нам	2	1
487	в своем	4	1
488	является слово	1	1
489	языку в	3	1
490	в противном	1	1
491	и где	1	1
492	и есть	5	1
493	собственно и	1	1
494	языке не	1	1
495	и всецело	1	1
496	в круг	1	1
497	потебни который	1	1
498	более или	2	1
499	нет никакой	1	1
500	именно эта	1	1
501	то убедимся	1	1
502	за собой	1	1
503	функцию не	1	1
504	помощью которого	1	1
505	поэтическим и	1	1
506	бы сказать	3	1
507	положена классификация	1	1
508	другой то	1	1
509	же слово	1	1
510	чуть ли	1	1
511	в нашем	7	1
512	бы не	3	1
513	или во	1	1
514	то я	1	1
515	которые в	4	1
516	думать что	1	1
517	им в	1	1
518	и тот	2	1
519	его смысловая	1	1
520	но он	1	1
521	имеем в	1	1
522	как он	2	1
523	если он	1	1
524	но на	3	1
525	чтобы тем	1	1
526	не могла	1	1
527	выделения и	1	1
528	а вовсе	1	1
529	форма и	3	1
530	связанные с	1	1
531	тем не	9	1
532	из нашего	1	1
533	в принципе	1	1
534	какие именно	1	1
535	речи в	7	1
536	языка нам	1	1
537	каких приемов	1	1
538	язык он	1	1
539	том чтобы	4	1
540	конечно такое	1	1
541	быть с	2	1
542	и выражения	1	1
543	языком в	1	1
544	с формами	1	1
545	смысле в	1	1
546	значение в	2	1
547	же касается	1	1
548	в другом	1	1
549	не об	1	1
550	то только	1	1
551	и чтобы	2	1
552	в виде	1	1
553	сказать в	1	1
554	о системе	1	1
555	на каком	1	1
556	предмета а	1	1
557	брать не	1	1
558	он есть	1	1
559	и единственным	1	1
560	ведь в	1	1
561	то увидим	1	1
562	поэтому можно	1	1
563	иной цели	1	1
564	он является	1	1
565	рядом с	1	1
566	же мы	4	1
567	установить какие	1	1
568	случае мы	1	1
569	все равно	1	1
570	он действительно	1	1
571	как об	2	1
572	в данном	7	1
573	не заметить	1	1
574	чем в	2	1
575	ведет к	1	1
576	обратимся к	1	1
577	остается в	2	1
578	или менее	2	1
579	в эту	1	1
580	можно только	1	1
581	но если	3	1
582	поставлены в	1	1
583	и при	2	1
584	поэтического творчества	1	1
585	ссылки на	1	1
586	на своем	1	1
587	лежат в	1	1
588	в крупных	1	1
589	конструкцию это	1	1
590	если можно	1	1
591	что что-то	1	1
592	языке но	1	1
593	которые лежат	1	1
594	в частном	1	1
595	все они	2	1
596	же объясняется	1	1
597	вопрос о	11	1
598	нельзя было	1	1
599	не будем	5	1
600	творчества и	1	1
601	в россии	2	1
602	друг другу	1	1
603	по крайней	1	1
604	ее так	1	1
605	не должно	1	1
606	в словах	1	1
607	не для	1	1
608	же такое	1	1
609	степень его	1	1
610	ему как	1	1
611	если и	2	1
612	случае в	1	1
613	не менее	12	1
614	слов то	2	1
615	поэтическое слово	2	1
616	о значении	2	1
617	языка из	2	1
618	языка также	1	1
619	к этим	1	1
620	на него	3	1
621	постановки вопросов	1	1
622	в лингвистической	1	1
623	и именно	3	1
624	тогда и	1	1
625	о них	4	1
626	иное лингвистическое	1	1
627	эти случаи	1	1
628	которых и	1	1
629	чем не	1	1
630	в структуре	3	1
631	это еще	2	1
632	не могло	1	1
633	о методах	1	1
634	работы но	1	1
635	например не	1	1
636	нельзя не	2	1
637	языка остается	1	1
638	самый язык	1	1
639	основу систематического	1	1
640	учения о	4	1
641	в лингвистическом	2	1
642	таким путем	1	1
643	к определенному	1	1
644	в русском	2	1
645	в условия	1	1
646	на те	1	1
647	за исключением	1	1
648	п в	3	1
649	во всем	1	1
650	далеко не	5	1
651	к работе	1	1
652	бы по	1	1
653	вопрос в	2	1
654	здесь же	1	1
655	только с	1	1
656	так то	2	1
657	как будто	1	1
658	фактов и	1	1
659	их от	1	1
660	и несколько	1	1
661	об особой	2	1
662	у нас	10	1
663	с конструкцией	1	1
664	в остальных	1	1
665	которых он	1	1
666	уже о	2	1
667	языке и	1	1
668	и другой	1	1
669	и такие	2	1
670	ли не	1	1
671	звуковой инструментовкой	1	1
672	отличается от	2	1
673	нашей проблемы	1	1
674	так называемого	3	1
675	той или	5	1
676	в каждом	1	1
677	подчеркнуть что	2	1
678	им для	1	1
679	общения здесь	1	1
680	легче чем	1	1
681	же так	1	1
682	свою очередь	1	1
683	говоря уже	2	1
684	данном случае	4	1
685	уже потому	1	1
686	в собственном	1	1
687	характер и	1	1
688	то или	2	1
689	только то	3	1
690	смысла слов	1	1
691	читателя в	1	1
692	можно было	11	1
693	те же	7	1
694	ясно что	4	1
695	как между	1	1
696	каждого из	1	1
697	как таковую	1	1
698	она была	1	1
699	когда в	2	1
700	это только	1	1
701	с литературным	1	1
702	возможно и	1	1
703	отрицать что	1	1
704	к языку	4	1
705	можно сказать	2	1
706	форме в	1	1
707	при том	1	1
708	может в	1	1
709	этого языка	3	1
710	вот почему	1	1
711	так оно	1	1
712	о том	6	1
713	и являются	1	1
714	что каждый	1	1
715	что существуют	1	1
716	с литературной	1	1
717	до сих	8	1
718	с одной	4	1
719	важна здесь	1	1
720	роль принадлежит	1	1
721	есть литература	1	1
722	частном случае	2	1
723	этому поводу	1	1
724	и хорошо	1	1
725	и методов	1	1
726	подходит к	1	1
727	материал не	1	1
728	и плодотворно	1	1
729	крайней мере	1	1
730	же языка	1	1
731	и писать	1	1
732	что бы	1	1
733	систематического построения	1	1
734	для потебни	1	1
735	слов и	5	1
736	классификация фактов	1	1
737	сложился в	1	1
738	может иметь	3	1
739	и мы	1	1
740	и следует	2	1
741	ровно ничего	1	1
742	в современной	1	1
743	дело так	1	1
744	в большей	2	1
745	моменты в	2	1
746	такая же	2	1
747	оказалось что	1	1
748	и дело	1	1
749	тот же	6	1
750	этого можно	1	1
751	история литературы	1	1
752	языка на	1	1
753	важный и	1	1
754	мы увидим	1	1
755	что даже	1	1
756	в себе	1	1
757	которая действительно	1	1
758	и действительно	3	1
759	деле ведь	1	1
760	и так	1	1
761	поэтому и	1	1
762	звучат совершенно	1	1
763	теорий которые	1	1
764	к смыслу	1	1
765	от них	1	1
766	должно явиться	1	1
767	что язык	1	1
768	конечно не	2	1
769	тенденции и	1	1
770	могут иметь	1	1
771	не можем	1	1
772	примеры из	1	1
773	мышления когда	1	1
774	мы получим	1	1
775	быть положена	1	1
776	которого как	1	1
777	только слово	2	1
778	этому вопросу	1	1
779	речь в	2	1
780	помощью каких	1	1
781	конкретных условий	1	1
782	г и	1	1
783	элементов и	1	1
784	который как	2	1
785	был бы	3	1
786	о поэзии	4	1
787	их конкретной	1	1
788	звуками языка	1	1
789	никто не	1	1
790	не находит	1	1
791	правильной постановке	1	1
792	конкретный материал	3	1
793	с этими	1	1
794	с определенным	1	1
795	но что	1	1
796	но характерно	1	1
797	естественно что	3	1
798	мы возьмем	1	1
799	этого понятия	1	1
800	сама по	2	1
801	перейти к	2	1
802	этой задачи	1	1
803	это будет	1	1
804	со всем	1	1
805	точек зрения	2	1
806	за пределы	2	1
807	сюда же	1	1
808	по своим	1	1
809	отказываться от	2	1
810	речи а	2	1
811	в свою	1	1
812	слово с	1	1
813	об образе	3	1
814	как же	3	1
815	один и	2	1
816	точно такая	1	1
817	положений и	1	1
818	а на	1	1
819	материал в	1	1
820	зависит от	1	1
821	на этот	2	1
822	и самый	2	1
823	самого смысла	1	1
824	сдвиг в	1	1
825	и непосредственно	1	1
826	именно так	2	1
827	последнего времени	2	1
828	таком которое	1	1
829	а ведь	1	1
830	на эту	1	1
831	для правильной	1	1
832	совершенно очевидно	1	1
833	по происхождению	2	1
834	если не	1	1
835	только теперь	1	1
836	совершенно иное	1	1
837	в речи	1	1
838	условий этой	1	1
839	почву для	1	1
840	смыслом который	1	1
841	так же	2	1
842	во что	1	1
843	и иной	2	1
844	а так	1	1
845	о чем	2	1
846	одной стороны	4	1
847	для обозначения	2	1
848	а если	1	1
849	смысле этого	2	1
850	и такую	1	1
851	в первой	1	1
852	материала по	1	1
853	материал для	2	1
854	поэтому когда	1	1
855	этого слова	4	1
856	которое лежит	1	1
857	в контексте	1	1
858	этом случае	4	1
859	как теория	1	1
860	в условиях	2	1
861	той мере	1	1
862	сих пор	8	1
863	каждое из	1	1
864	о его	1	1
865	теперь остается	1	1
866	но для	3	1
867	в смысле	1	1
868	должны быть	1	1
869	к вопросу	2	1
870	материалом поэзии	2	1
871	такое изучение	3	1
872	п однако	1	1
873	этой системы	2	1
874	чтобы понять	2	1
875	о нем	1	1
876	как для	1	1
877	их смысловое	1	1
878	построения поэтики	1	1
879	для нас	4	1
880	собственно говоря	1	1
881	целый ряд	4	1
882	к статьям	1	1
883	понимают а	1	1
884	быть что	1	1
885	вообще в	1	1
886	мы должны	3	1
887	язык не	2	1
888	укладывается в	1	1
889	несмотря на	1	1
890	же в	1	1
891	лежит в	1	1
892	не дает	2	1
893	к самому	1	1
894	е в	2	1
895	одной из	1	1
896	нам не	1	1
897	всецело определяется	1	1
898	не говоря	2	1
899	возможно лишь	1	1
900	только как	4	1
901	для исследования	1	1
902	лишь тогда	1	1
903	является и	2	1
904	анализом его	1	1
905	в последнем	1	1
906	мере в	1	1
907	существенное в	1	1
908	отдельное слово	1	1
909	только о	2	1
910	в каком	3	1
911	как на	8	1
912	увидим что	2	1
913	помощью которых	1	1
914	и эта	1	1
915	вот этот	1	1
916	не показано	1	1
917	русской литературы	1	1
