N	2gram	Berdyaev_M_1	Komedia
290	который и	2	1
291	которой она	1	1
292	и их	3	1
293	жизни а	1	1
294	это я	1	1
295	и вся	1	1
296	точку зрения	1	1
297	человека а	3	1
298	их жизни	1	1
299	мы опять	1	1
300	и всякий	1	1
301	утра до	1	1
302	высшей точки	1	1
303	в эти	1	1
304	говорил что	1	1
305	с ней	2	1
306	рассказывает о	1	1
307	это тем	1	1
308	я и	1	1
309	действующих лиц	1	1
310	было в	1	1
311	и та	1	1
312	судьбы но	1	1
313	его и	1	1
314	и до	1	1
315	был всегда	1	1
316	близко к	1	1
317	к другому	1	1
318	прийти к	2	1
319	в понимании	1	1
320	не были	1	1
321	в смысле	1	1
322	человек не	10	1
323	человека с	2	1
324	что я	1	1
325	любовь и	1	1
326	можно принять	1	1
327	примыкает к	1	1
328	и те	2	1
329	в другой	1	1
330	на одном	1	1
331	не на	1	1
332	как его	1	1
333	жизнь в	1	1
334	тем как	1	1
335	в это	1	1
336	его образ	2	1
337	одно из	3	1
338	было с	2	1
339	эти слова	2	1
340	одним словом	1	1
341	ответ на	1	1
342	собой в	1	1
343	он сам	6	1
344	нас перед	1	1
345	правда у	1	1
346	стоит у	1	1
347	принадлежит к	1	1
348	искать у	1	1
349	по своей	2	1
350	мы еще	2	1
351	на земле	2	1
352	но не	8	1
353	же не	1	1
354	не выдержала	1	1
355	выходят за	1	1
356	все его	3	1
357	путь к	1	1
358	с той	1	1
359	все то	1	1
360	а именно	1	1
361	выходит за	1	1
362	к жизни	1	1
363	себе самом	1	1
364	что человек	3	1
365	для человека	3	1
366	о своей	2	1
367	поле битвы	2	1
368	быть не	2	1
369	особенно в	3	1
370	в ином	2	1
371	что совершается	1	1
372	не был	7	1
373	должны были	1	1
374	я уверен	1	1
375	в описании	1	1
376	жизнь и	1	1
377	в греческой	1	1
378	в этих	4	1
379	ли что	1	1
380	связана у	1	1
381	необходимости в	2	1
382	стало быть	1	1
383	живет в	2	1
384	тем он	2	1
385	которой не	1	1
386	да и	1	1
387	чтобы узнать	1	1
388	приходит к	1	1
389	он хочет	1	1
390	непосредственно примыкает	1	1
391	они не	1	1
392	ко всем	3	1
393	на которой	1	1
394	идет в	1	1
395	уверен что	1	1
396	но этот	1	1
397	но он	9	1
398	знает о	1	1
399	говорят о	1	1
400	не меньше	1	1
401	в судьбе	5	1
402	у порога	1	1
403	человеческой судьбы	4	1
404	а что	1	1
405	место в	2	1
406	в душе	1	1
407	можно сделать	1	1
408	них не	1	1
409	к его	1	1
410	сам не	2	1
411	если в	1	1
412	в середине	4	1
413	гибель или	1	1
414	человек и	6	1
415	в самых	1	1
416	вот я	1	1
417	сказать что	2	1
418	находятся в	1	1
419	страшная и	1	1
420	и от	2	1
421	можно назвать	1	1
422	она уже	1	1
423	человека от	2	1
424	во всем	1	1
425	зависимости от	1	1
426	человека из	2	1
427	восходит к	1	1
428	быть назван	1	1
429	в гневе	1	1
430	так много	1	1
431	относится к	2	1
432	говорит о	1	1
433	весь в	5	1
434	он еще	1	1
435	отказывается от	1	1
436	более глубоко	1	1
437	стороны его	1	1
438	к какому	1	1
439	он дал	1	1
440	всю свою	1	1
441	и потому	10	1
442	со слезами	1	1
443	перейдет в	1	1
444	человек хочет	1	1
445	в истории	2	1
446	этот момент	1	1
447	ему как	1	1
448	как встреча	1	1
449	мог быть	1	1
450	не могло	1	1
451	имеем в	1	1
452	перед собой	1	1
453	это было	1	1
454	человек у	1	1
455	человеку и	2	1
456	ставит нас	1	1
457	суждений о	1	1
458	в каждом	1	1
459	ему в	1	1
460	лучше не	1	1
461	пришел в	1	1
462	сам же	1	1
463	в состоянии	1	1
464	всего творчества	1	1
465	понять как	1	1
466	в цельном	1	1
467	с еще	1	1
468	из одного	1	1
469	не должен	1	1
470	лишь бы	1	1
471	от своего	1	1
472	лишь средством	1	1
473	без основания	1	1
474	в зависимости	1	1
475	мысли не	1	1
476	как ни	1	1
477	выдержала испытания	1	1
478	могут быть	2	1
479	в мир	3	1
480	человеческой природой	1	1
481	не сам	1	1
482	к старому	1	1
483	к которой	1	1
484	чтобы не	2	1
485	в сторону	1	1
486	от ее	1	1
487	не от	1	1
488	в новой	1	1
489	в отличие	1	1
490	мы видим	2	1
491	пути к	1	1
492	с собой	3	1
493	как к	1	1
494	не столько	1	1
495	и почему	1	1
496	и когда	2	1
497	и она	2	1
498	на этом	3	1
499	а к	1	1
500	с утра	1	1
501	бог и	7	1
502	в атмосфере	1	1
503	ли он	1	1
504	в свой	2	1
505	уже нет	2	1
506	когда я	1	1
507	я не	1	1
508	обращение к	1	1
509	отношений и	1	1
510	эта мысль	1	1
511	от них	1	1
512	самого бога	1	1
513	и никогда	1	1
514	тебе была	1	1
515	почему он	1	1
516	же сам	1	1
517	из сторон	1	1
518	с которой	2	1
519	ее не	1	1
520	и у	2	1
521	всего в	2	1
522	не видит	1	1
523	иное чем	1	1
524	то чего	1	1
525	которые не	1	1
526	самое главное	1	1
527	преступления и	3	1
528	нас в	1	1
529	остался в	1	1
530	он должен	3	1
531	есть также	2	1
532	знает он	1	1
533	характеристику его	1	1
534	сказать в	1	1
535	ничего нет	1	1
536	или к	4	1
537	хотя в	1	1
538	человек в	9	1
539	жизни в	2	1
540	в нашей	1	1
541	только в	6	1
542	душой не	1	1
543	без участия	1	1
544	до вечера	1	1
545	свое собственное	1	1
546	вели к	1	1
547	в моей	1	1
548	сторон в	2	1
549	нее и	1	1
550	уходит в	1	1
551	не стал	2	1
552	приносит нам	1	1
553	себе и	2	1
554	мы имеем	1	1
555	и эта	1	1
556	и как	2	1
557	ни к	1	1
558	бога и	10	1
559	участие в	1	1
560	в одной	1	1
561	к одному	1	1
562	это был	1	1
563	за это	1	1
564	и по	4	1
565	мог бы	4	1
566	он уже	6	1
567	средством для	1	1
568	для нашего	1	1
569	эта новая	1	1
570	найти себе	1	1
571	и выражает	1	1
