N	2gram	Tiupa_Narr_1	Marksizm
441	и делает	1	1
442	за ними	3	1
443	с другом	1	1
444	не совсем	1	1
445	в действительности	1	1
446	чужих высказываний	1	1
447	не давая	1	1
448	его внутренней	1	1
449	и борьбы	1	1
450	мы узнаем	1	1
451	ли не	2	1
452	числе и	1	1
453	категории но	1	1
454	какие только	1	1
455	как для	1	1
456	они и	2	1
457	слова с	1	1
458	оно не	2	1
459	время они	1	1
460	необходимым и	1	1
461	от друга	1	1
462	здесь не	2	1
463	как знак	1	1
464	говорили что	1	1
465	так в	4	1
466	роль в	2	1
467	внутреннюю жизнь	2	1
468	слова а	1	1
469	на том	1	1
470	и когда	1	1
471	и сам	1	1
472	может ощущаться	1	1
473	на нее	1	1
474	в непосредственном	1	1
475	еще в	3	1
476	когда в	3	1
477	косвенной и	1	1
478	и вообще	1	1
479	с ним	2	1
480	до нас	1	1
481	ситуации и	2	1
482	приближается к	1	1
483	при такой	2	1
484	не существовало	1	1
485	обращении с	1	1
486	смыслов и	2	1
487	внимание на	4	1
488	им она	1	1
489	разнообразных формах	1	1
490	его жизни	3	1
491	можно сказать	5	1
492	акцентов в	1	1
493	этих двух	2	1
494	и авторской	1	1
495	истории а	1	1
496	в отрыве	1	1
497	тем или	2	1
498	русской литературе	1	1
499	которые мы	1	1
500	в конечном	3	1
501	нуждается в	1	1
502	существенную роль	1	1
503	утрачивает свою	1	1
504	и только	2	1
505	не сводится	2	1
506	в динамике	1	1
507	народов и	1	1
508	в него	1	1
509	в современной	3	1
510	оно и	1	1
511	этом однако	1	1
512	знаков в	1	1
513	тот же	1	1
514	дело с	2	1
515	бы из	1	1
516	муж и	2	1
517	ключом к	1	1
518	впрочем и	1	1
519	для нее	1	1
520	место лишь	1	1
521	случаем такого	1	1
522	их не	1	1
523	с которыми	1	1
524	же самым	1	1
525	уже не	8	1
526	так можно	1	1
527	вопроса о	1	1
528	ни одного	1	1
529	или не	4	1
530	оно в	1	1
531	же в	2	1
532	если в	2	1
533	не из	1	1
534	или даже	1	1
535	глава первая	2	1
536	из них	4	1
537	и сознания	1	1
538	и понимание	1	1
539	отдельного слова	1	1
540	не находит	1	1
541	изнутри с	1	1
542	могло бы	3	1
543	в одном	4	1
544	сами по	2	1
545	у нее	4	1
546	к ним	2	1
547	не о	2	1
548	случае не	1	1
549	само по	1	1
550	автор и	1	1
551	формах косвенной	2	1
552	не достаточно	1	1
553	в исторической	1	1
554	со стороны	8	1
555	и смысловую	1	1
556	к нашему	1	1
557	если только	1	1
558	и нельзя	1	1
559	а именно	1	1
560	ему не	1	1
561	соответствии с	4	1
562	сам себя	1	1
563	с той	1	1
564	в ряде	1	1
565	еще и	1	1
566	слово но	2	1
567	говорит о	1	1
568	равной степени	2	1
569	в обращении	1	1
570	не говоря	1	1
571	в соответствии	5	1
572	а на	2	1
573	которых мы	1	1
574	этого не	2	1
575	на которых	1	1
576	из наиболее	4	1
577	другой стороны	2	1
578	его как	1	1
579	дело в	2	1
580	что обычно	1	1
581	на основании	1	1
582	и композиционно	1	1
583	произведение в	1	1
584	реальности в	1	1
585	своей индивидуальности	1	1
586	если не	2	1
587	на фоне	1	1
588	говорит нам	1	1
589	к себе	4	1
590	слова выше	1	1
591	со словом	1	1
592	этих случаях	1	1
593	к жизни	2	1
594	в художественных	2	1
595	для обозначения	2	1
596	общения это	1	1
597	и всей	1	1
598	друг с	1	1
599	исходя из	3	1
600	и было	1	1
601	быть не	3	1
602	входит как	1	1
603	связано со	1	1
604	приблизиться к	1	1
605	в целом	3	1
606	но это	1	1
607	одном высказывании	1	1
608	этом и	4	1
609	к двум	2	1
610	действительную реальность	1	1
611	структуры в	1	1
612	известной степени	1	1
613	здесь она	1	1
614	не подлежит	2	1
615	это первое	1	1
616	о котором	1	1
617	хотя и	4	1
618	позиция рассказчика	1	1
619	речь которая	2	1
620	взаимодействия и	1	1
621	у них	1	1
622	интерес к	1	1
623	важно в	1	1
624	зрения в	1	1
625	потому что	5	1
626	все они	1	1
627	исключительно в	2	1
628	в равной	2	1
629	речь о	1	1
630	к ее	2	1
631	друга но	1	1
632	жизни в	2	1
633	бы стать	1	1
634	стороны бытия	1	1
635	героя и	2	1
636	и постоянной	1	1
637	него нет	1	1
638	самой своей	1	1
639	не сами	1	1
640	это и	1	1
641	или иным	2	1
642	являются не	1	1
643	в речь	1	1
644	по поводу	1	1
645	также не	2	1
646	том числе	1	1
647	еще слишком	1	1
