N	2gram	Vygotskiy__2	SlovoVZh
113	и более	4	3
114	из этого	4	3
115	по себе	12	3
116	произведения и	1	3
117	художественное произведение	6	3
118	сих пор	5	3
119	не менее	8	3
120	все это	5	3
121	и проч	1	3
122	и для	4	3
123	бы мы	1	3
124	так называемой	1	3
125	отношении к	3	3
126	в каком	3	3
127	от этой	1	2
128	как не	2	2
129	и то	3	2
130	как это	4	2
131	словами и	1	2
132	в себя	1	2
133	действия и	2	2
134	и самое	1	2
135	и совершенно	3	2
136	едва ли	4	2
137	ко всем	1	2
138	те же	6	2
139	вещи и	1	2
140	и значение	1	2
141	мы имеем	4	2
142	мы в	3	2
143	форму как	1	2
144	почти исключительно	1	2
145	и здесь	2	2
146	искусства и	9	2
147	не остается	2	2
148	и та	1	2
149	с его	2	2
150	но мы	1	2
151	и что	22	2
152	произведение и	2	2
153	как форма	1	2
154	в чем	4	2
155	той социальной	1	2
156	формы то	1	2
157	тем как	1	2
158	данном случае	4	2
159	в данном	4	2
160	что поэт	1	2
161	которые мы	4	2
162	для других	1	2
163	в его	2	2
164	что и	17	2
165	в психике	1	2
166	и содержания	1	2
167	относится к	3	2
168	нашего сознания	3	2
169	независимо от	1	2
170	поскольку они	1	2
171	кроме того	1	2
172	его к	1	2
173	дело с	8	2
174	в какой	2	2
175	и так	3	2
176	бы не	2	2
177	с одной	1	2
178	какой степени	1	2
179	тому же	1	2
180	и те	4	2
181	имеем в	2	2
182	он не	6	2
183	не так	2	2
184	содержания и	2	2
185	в зависимости	1	2
186	к ним	2	2
187	мы можем	3	2
188	но что	2	2
189	форма в	2	2
190	одно и	1	2
191	но все	1	2
192	в особенности	2	2
193	на все	5	2
194	на примере	2	2
195	с другими	2	2
196	это не	2	2
197	мы никогда	1	2
198	форму и	2	2
199	и дает	1	2
200	оно не	2	2
201	себя и	1	2
202	одной стороны	1	2
203	зависит от	2	2
204	до конца	3	2
205	другой стороны	2	2
206	была бы	2	2
207	там где	2	2
208	смысл и	2	2
209	нет ничего	1	2
210	является попытка	1	2
211	ни на	3	2
212	вместе с	2	2
213	в отношении	3	2
214	но не	2	2
215	общего с	1	2
216	место в	2	2
217	с этой	4	2
218	она не	2	2
219	еще раз	1	2
220	с точки	10	2
221	является для	1	2
222	такой же	7	2
223	тогда когда	3	2
224	в то	5	2
225	на него	2	2
226	героев и	1	2
227	ничего не	4	2
228	а к	2	2
229	этих двух	2	2
230	и все	4	2
231	в этих	2	2
232	но это	2	2
233	что форма	4	2
234	между ними	1	2
235	им не	1	2
236	могут быть	4	2
237	как только	2	2
238	же самое	6	2
239	на это	3	2
240	что в	20	2
241	как на	5	2
242	и другие	1	2
243	не есть	1	2
244	форма должна	1	2
245	к этому	1	2
246	если же	4	2
247	не поймем	1	2
248	стороны к	1	1
249	а между	1	1
250	и это	4	1
251	ни его	1	1
252	ту же	4	1
253	этот разговор	1	1
254	например в	3	1
255	же как	4	1
256	именно эту	1	1
257	как мы	1	1
258	и о	1	1
259	чтобы не	1	1
260	совпадают с	1	1
261	в обычной	1	1
262	с ее	3	1
263	чрезвычайно сложным	1	1
264	сам по	4	1
265	свою очередь	2	1
266	задания не	1	1
267	при чтении	1	1
268	совершенно ясно	7	1
269	это и	1	1
270	характер и	1	1
271	показать что	5	1
272	выполнить эту	1	1
273	тем же	1	1
274	только то	1	1
275	в произведении	4	1
276	не хочет	1	1
277	с самого	1	1
278	то время	3	1
279	по преимуществу	1	1
280	из его	1	1
281	самому существу	1	1
282	не имеют	2	1
283	и больше	1	1
284	высшей степени	1	1
285	с таким	8	1
286	художественное творчество	1	1
287	по аналогии	1	1
288	из двух	1	1
289	можно было	7	1
290	обойтись без	1	1
291	было в	1	1
292	с чрезвычайно	1	1
293	на которую	2	1
294	для иллюстрации	1	1
295	к вопросам	1	1
296	нуждаются в	1	1
297	употребляются в	1	1
298	себе как	1	1
299	часто в	1	1
300	слушателя с	1	1
301	это только	3	1
302	и особенность	1	1
303	жизнь и	3	1
304	та же	3	1
305	что уже	1	1
306	является в	1	1
307	помощи материала	1	1
308	и всякого	1	1
309	на что	1	1
310	для этого	3	1
311	как чисто	1	1
312	не вполне	2	1
313	сводится к	2	1
314	и он	3	1
315	но при	1	1
316	что каждый	1	1
317	не ту	1	1
318	в поэтической	1	1
319	основе своей	1	1
320	не найдем	1	1
321	на высказывание	1	1
322	столь же	4	1
323	аналогии с	1	1
324	нам придется	1	1
325	для слушателя	2	1
326	во всех	3	1
327	и во	1	1
328	в конечном	3	1
329	чтобы вскрыть	1	1
330	все в	1	1
331	должны искать	1	1
332	то в	1	1
333	от его	1	1
334	два основных	2	1
335	в согласии	2	1
336	важный для	1	1
337	русской литературе	1	1
338	к которой	2	1
339	конечном счете	3	1
340	в общем	3	1
341	является ее	1	1
342	автор как	1	1
343	искусства в	5	1
344	удалось объяснить	1	1
345	себе и	2	1
346	крайней мере	1	1
347	что они	7	1
348	ложное представление	1	1
349	именно в	1	1
350	путем анализа	1	1
351	ритме в	1	1
352	и она	1	1
353	если она	2	1
354	что именно	3	1
355	сказать то	1	1
356	выйти из	1	1
357	предметы и	1	1
358	на которой	1	1
359	которое было	1	1
360	как зеркало	1	1
361	кто не	1	1
362	в новой	2	1
363	в двух	1	1
364	художественного восприятия	1	1
365	тот же	6	1
366	в поэтическом	2	1
367	мы увидим	1	1
368	ли он	2	1
369	явления в	1	1
370	более или	1	1
371	себе не	1	1
372	следующим образом	1	1
373	увидим что	2	1
374	бы показать	1	1
375	как нечто	2	1
376	нашего времени	1	1
377	не имеющих	1	1
378	тому как	3	1
379	в физической	1	1
380	что это	8	1
381	ли из	2	1
382	в целом	4	1
383	формы в	3	1
384	поэтическая форма	1	1
385	формальный метод	1	1
386	таком понимании	2	1
387	если мы	12	1
388	очень важным	1	1
389	не то	1	1
390	близости к	1	1
391	где они	1	1
392	думать что	3	1
393	им в	1	1
394	в ритме	1	1
395	в большинстве	1	1
396	героя с	1	1
397	значение и	2	1
398	и теоретическая	1	1
399	в виде	1	1
400	различает в	1	1
401	говорящих как	1	1
402	исходит из	5	1
403	что она	16	1
404	противном случае	1	1
405	жизненный случай	1	1
406	в прежней	2	1
407	при помощи	10	1
408	приходят к	1	1
409	они пытаются	1	1
410	в переводе	1	1
411	его и	1	1
412	он иначе	1	1
413	на одну	2	1
414	и их	3	1
415	всяком случае	2	1
416	ведь это	1	1
417	не как	3	1
418	человеческого тела	2	1
419	в одном	2	1
420	и вот	3	1
421	не совпадают	1	1
422	произведении в	1	1
423	теории искусства	3	1
424	вовсе не	2	1
425	ничего общего	1	1
426	у нее	1	1
427	относится не	1	1
428	можно с	1	1
429	чувства в	1	1
430	из нее	1	1
431	она будет	1	1
432	подобно тому	2	1
433	на этом	3	1
434	природой и	1	1
435	с искусством	1	1
436	деле и	1	1
437	и согласно	1	1
438	само собой	3	1
439	том же	2	1
440	бы это	1	1
441	здесь мы	2	1
442	для художественного	2	1
443	и только	2	1
444	что все	9	1
445	смысл слова	3	1
446	в другом	1	1
447	которого и	1	1
448	выходит за	1	1
449	оно становится	1	1
450	мы воспринимаем	1	1
451	и из	6	1
452	должно быть	1	1
453	мы указывали	1	1
454	и которые	2	1
455	материал сам	1	1
456	и мы	6	1
457	было бы	11	1
458	к которому	2	1
459	этом смысле	1	1
460	и прежде	1	1
461	и тем	4	1
462	один и	1	1
463	отражение в	1	1
464	только к	1	1
465	что для	7	1
466	поэтому можно	1	1
467	говорит о	2	1
468	мимо цели	1	1
469	же для	1	1
470	люди не	1	1
471	не было	2	1
472	наметить основные	1	1
473	а с	2	1
474	далеко не	5	1
475	могут определять	1	1
476	не на	2	1
477	в ее	2	1
478	читателя и	2	1
479	которой он	1	1
480	одна и	1	1
481	и вне	1	1
482	несмотря на	4	1
483	в руках	2	1
484	легче всего	3	1
485	этим методом	1	1
486	так называемый	1	1
487	на эту	1	1
488	воззрений которые	1	1
489	этом основании	1	1
490	и было	1	1
491	форма и	1	1
492	же не	1	1
493	ясное и	1	1
494	в истории	1	1
495	и тогда	1	1
496	и того	1	1
497	находится и	1	1
498	поэта в	1	1
499	мы видели	1	1
500	или менее	1	1
501	формы для	1	1
502	все более	2	1
503	это на	1	1
504	но если	1	1
505	в частности	3	1
506	на который	2	1
507	и художественно	1	1
508	нас не	1	1
509	и без	2	1
510	всего тем	1	1
511	то есть	21	1
512	что всякий	1	1
513	к одному	4	1
514	но сами	1	1
515	свой смысл	1	1
516	не могут	3	1
517	если оно	3	1
518	он будет	1	1
519	и другого	3	1
520	наряду с	4	1
521	является только	1	1
522	однако он	2	1
523	для обоих	1	1
524	формы является	1	1
525	но эта	2	1
526	и тот	2	1
527	которые в	4	1
528	всегда имеет	1	1
529	оно начинает	1	1
530	сами по	3	1
531	одному и	1	1
532	все зависит	1	1
533	не поймет	1	1
534	по крайней	1	1
535	слов в	1	1
536	том и	2	1
537	моментов в	2	1
538	того кто	1	1
539	неодушевленные предметы	1	1
540	для нее	2	1
541	с так	1	1
542	указанных нами	1	1
543	что до	1	1
544	зрения и	1	1
545	с сознательными	2	1
546	материал для	4	1
547	же мы	3	1
548	эти вопросы	1	1
549	его творчество	1	1
550	чрезвычайно важный	1	1
551	суждения о	1	1
552	того если	2	1
553	и таким	2	1
554	в высшей	1	1
555	точно и	2	1
556	деле это	1	1
557	в смысле	3	1
558	в противном	1	1
559	самого начала	1	1
560	в русской	1	1
561	искусством и	1	1
562	находят свое	1	1
563	только из	5	1
564	более и	2	1
565	здесь на	1	1
566	и остается	1	1
567	в основе	11	1
568	время как	3	1
569	материала в	1	1
570	и искусство	1	1
571	его форме	1	1
572	искусства как	2	1
573	нельзя все	1	1
574	при таком	4	1
575	потому не	1	1
576	того чтобы	14	1
577	не существует	2	1
578	такой взгляд	1	1
579	имеет дело	3	1
580	найти в	1	1
581	в результате	1	1
582	которой можно	1	1
583	чтобы убедиться	1	1
584	в качестве	1	1
585	речи с	2	1
586	имеем дело	1	1
587	же время	2	1
588	от него	1	1
589	к поэзии	1	1
590	было на	1	1
591	еще более	3	1
592	тем более	2	1
593	мы должны	3	1
594	можем вывести	1	1
595	этого что	2	1
596	убедиться в	1	1
597	направлениях и	1	1
598	же он	1	1
599	связи с	1	1
600	для анализа	1	1
601	в искусстве	21	1
602	в свою	3	1
603	эти три	1	1
604	важное значение	1	1
605	уже и	1	1
606	как будто	7	1
607	этом отношении	5	1
608	и делает	1	1
609	не нуждается	1	1
610	форма все	1	1
611	нам не	1	1
612	в области	1	1
613	образом не	1	1
614	приближается к	1	1
615	может и	1	1
616	больше того	2	1
617	можем мы	1	1
618	только как	3	1
619	именно такой	1	1
620	и оно	1	1
621	стиль и	1	1
622	и сейчас	3	1
623	все то	1	1
624	возникает из	1	1
625	является и	1	1
626	по самому	3	1
627	когда мы	2	1
628	есть только	5	1
629	или иного	2	1
630	задачи кроме	1	1
631	должны быть	3	1
632	можно сравнить	1	1
633	произведения с	2	1
634	что оно	2	1
635	другими формами	1	1
636	мы могли	1	1
637	и эта	1	1
638	или он	1	1
639	как некая	1	1
640	в таком	2	1
641	во всяком	2	1
642	они не	1	1
643	к тому	7	1
