N	2gram	Tiupa_Disk_1	KFilosof
108	бытия а	1	3
109	самом деле	1	3
110	на самом	1	3
111	из его	1	3
112	мы не	1	3
113	что это	1	3
114	слово не	2	3
115	во мне	3	3
116	еще не	14	3
117	и на	5	3
118	не могу	1	3
119	события в	2	3
120	себе и	1	3
121	нет и	1	3
122	в акте	3	3
123	независимо от	1	3
124	к чему	1	3
125	бы и	1	3
126	всех этих	1	3
127	в каждом	2	3
128	могла бы	2	3
129	в другом	2	3
130	себя не	1	3
131	этом смысле	1	3
132	не должно	1	3
133	не менее	2	3
134	целом и	1	3
135	и делает	1	3
136	могут быть	4	3
137	здесь не	1	3
138	мне как	1	3
139	с человеком	2	3
140	но здесь	1	3
141	в виду	2	3
142	о том	8	3
143	того или	2	3
144	того что	3	3
145	в современной	1	3
146	быть и	1	3
147	котором и	1	3
148	и тем	2	3
149	тем что	3	3
150	от того	1	3
151	что не	4	3
152	до конца	1	3
153	ближе к	1	3
154	в момент	2	3
155	по своему	3	3
156	смысл в	2	3
157	котором он	2	3
158	в свою	3	3
159	или иного	1	3
160	в то	3	3
161	на своем	1	3
162	чтобы не	1	2
163	не остается	1	2
164	и то	1	2
165	это и	1	2
166	чего не	1	2
167	едва ли	2	2
168	и должен	1	2
169	а как	1	2
170	вопрос о	1	2
171	ему в	2	2
172	с его	4	2
173	в данном	5	2
174	же с	1	2
175	как в	10	2
176	как к	2	2
177	сознания в	2	2
178	и как	6	2
179	от этого	1	2
180	в этой	2	2
181	всей его	2	2
182	человек не	1	2
183	вследствие этого	3	2
184	в принципе	2	2
185	в виде	1	2
186	которого и	1	2
187	так и	8	2
188	не будет	1	2
189	и может	1	2
190	а по	2	2
191	переживание переживания	1	2
192	действительности в	1	2
193	и мы	1	2
194	он ни	2	2
195	в жизни	1	2
196	соответствии с	2	2
197	с тем	1	2
198	и само	1	2
199	как поступок	1	2
200	и того	3	2
201	как предмет	1	2
202	есть его	1	2
203	тем не	1	2
204	и эти	1	2
205	войти в	1	2
206	по себе	3	2
207	раз и	1	2
208	входит как	1	2
209	в определенной	1	2
210	она могла	1	2
211	дело не	2	2
212	дело в	1	2
213	в процессе	5	2
214	же время	4	2
215	в области	1	2
216	к себе	2	2
217	выход из	1	2
218	его с	1	2
219	той или	3	2
220	оно не	2	2
221	активности в	1	2
222	отказаться от	1	2
223	на нем	1	2
224	чтобы быть	1	2
225	говорить о	1	2
226	чему не	1	2
227	его действительно	1	2
228	другое дело	1	2
229	сводится к	5	2
230	основе своей	2	2
231	познания в	1	2
232	научного мышления	3	2
233	дело с	2	2
234	что он	4	2
235	а с	5	2
236	всех его	1	2
237	со всеми	1	2
238	в качестве	34	2
239	события и	1	2
240	и других	1	2
241	его и	1	2
242	в теоретическом	1	2
243	к содержанию	3	2
244	слова в	2	2
245	не о	1	2
246	принципиально не	1	2
247	автора как	1	2
248	себе а	1	2
249	или иной	5	2
250	этим путем	1	2
251	было и	1	2
252	себя и	1	2
253	прежде всего	11	2
254	в соответствии	2	2
255	только по	1	2
256	эстетического субъекта	2	2
257	в некое	1	2
258	и потому	3	2
259	его на	1	2
260	к ценности	1	2
261	этого слова	1	2
262	но для	1	2
263	которой он	1	2
264	это уже	1	2
265	или иным	1	2
266	он имеет	1	2
267	ни к	6	2
268	потому что	4	2
269	отношении к	1	2
270	его к	1	2
271	его событийности	1	2
272	к этому	2	2
273	также и	3	1
274	в чужой	1	1
275	тем же	1	1
276	всем что	1	1
277	и до	1	1
278	менее основательно	1	1
279	не имеют	1	1
280	видеть в	1	1
281	отношения к	2	1
282	той же	1	1
283	системное единство	1	1
284	и лицо	1	1
285	смысле можно	1	1
286	не делает	1	1
287	эти эстетические	1	1
288	совпадает с	2	1
289	и временную	1	1
290	и ее	2	1
291	в составе	5	1
292	как свой	1	1
293	и он	2	1
294	причастности к	1	1
295	архитектонический момент	1	1
296	мысли и	2	1
297	не был	1	1
298	столь же	3	1
299	в различных	2	1
300	как таковая	1	1
301	в нашем	1	1
302	этих миров	1	1
303	различия между	3	1
304	они имеют	1	1
305	и всякий	1	1
306	действительности а	1	1
307	определяется не	2	1
308	в истории	4	1
309	более чем	2	1
310	контексте и	1	1
311	с этим	3	1
312	это отнюдь	1	1
313	хотя и	2	1
314	бы я	1	1
315	не являются	1	1
316	содержания не	1	1
317	и к	4	1
318	ценности к	1	1
319	в непосредственной	1	1
320	в действительности	3	1
321	в первом	3	1
322	или иную	1	1
323	в самом	3	1
324	в которой	1	1
325	из жизни	3	1
326	было он	1	1
327	т.п но	3	1
328	в известном	1	1
329	но его	1	1
330	к ценностному	1	1
331	на то	1	1
332	этот процесс	1	1
333	на его	4	1
334	нем совершенно	1	1
335	что она	1	1
336	не следует	2	1
337	не к	1	1
338	образом и	1	1
339	в понятии	1	1
340	содержит в	1	1
341	и по	2	1
342	на этом	2	1
343	значительной степени	2	1
344	этом последнем	1	1
345	подход к	1	1
346	мы его	1	1
347	том случае	1	1
348	не сможет	2	1
349	об этом	2	1
350	то есть	20	1
351	с целью	1	1
352	это было	2	1
353	может стать	1	1
354	на почве	1	1
355	то все	1	1
356	который по	1	1
357	несмотря на	1	1
358	и было	2	1
359	имеют дело	1	1
360	не мог	1	1
361	мысли что	1	1
362	в этих	1	1
363	она сама	1	1
364	художественного творчества	1	1
365	заключать в	1	1
366	лежат в	1	1
367	не становится	1	1
368	всяком случае	1	1
369	к предмету	1	1
370	цели и	1	1
371	не от	2	1
372	направлен на	2	1
373	однако он	1	1
374	невозможна в	1	1
375	в философии	1	1
376	новое и	1	1
377	событие но	1	1
378	если и	1	1
379	для каждого	1	1
380	к другим	2	1
381	к такому	2	1
382	но только	1	1
383	не могло	2	1
384	для всего	1	1
385	автор и	3	1
386	впрочем в	1	1
387	действительно в	1	1
388	по своей	11	1
389	это слово	1	1
390	и теперь	1	1
391	здесь же	1	1
392	иногда не	1	1
393	есть некая	1	1
394	обретает свою	1	1
395	не является	4	1
396	как общий	1	1
397	точке зрения	1	1
398	существенно для	1	1
399	ни о	1	1
400	в небытие	1	1
401	в специальном	1	1
402	исходить из	1	1
403	и времени	1	1
404	на границе	1	1
405	и должно	1	1
406	во все	1	1
407	и другой	1	1
408	с исчерпывающей	1	1
409	отличается от	2	1
410	всего в	1	1
411	этой книги	1	1
412	к тому	5	1
413	имеет место	3	1
414	но сама	1	1
415	однако по	1	1
416	акта его	1	1
417	своего развития	1	1
418	и о	4	1
419	более не	1	1
420	с ее	2	1
421	как не	3	1
422	свою очередь	3	1
423	но при	3	1
424	средних веков	1	1
425	и от	1	1
426	характер и	2	1
427	мысль о	1	1
428	приводит к	2	1
429	можно говорить	1	1
430	и иные	2	1
431	на том	2	1
432	своей мысли	1	1
433	только через	1	1
434	не за	1	1
435	не с	3	1
436	здесь как	1	1
437	особенно в	1	1
438	живет в	1	1
439	мог бы	1	1
440	и социальные	1	1
441	основана на	1	1
442	поэтому в	1	1
443	особенность ее	1	1
444	собой и	1	1
445	и даже	3	1
446	образом в	1	1
447	оно лежит	1	1
448	на все	1	1
449	возможна только	1	1
450	и исторический	1	1
451	можно сказать	5	1
452	в значительной	2	1
453	и во	2	1
454	в конечном	1	1
455	и вследствие	1	1
456	и приводит	1	1
457	определение и	1	1
458	тем или	1	1
459	и требует	2	1
460	во втором	4	1
461	уходят в	2	1
462	это лишь	1	1
463	сказать и	2	1
464	человека как	1	1
465	его исторически	1	1
466	это приводит	1	1
467	в каких	1	1
468	в литературе	2	1
469	известном смысле	1	1
470	один из	3	1
471	или нет	1	1
472	согласиться с	1	1
473	одной из	4	1
474	в какой	2	1
475	а только	1	1
476	нем нет	1	1
477	только при	1	1
478	человека эта	1	1
479	в большинстве	1	1
480	только на	1	1
481	ее а	1	1
482	но достаточно	1	1
483	различия в	1	1
484	мир и	1	1
485	основе его	1	1
486	большинстве случаев	1	1
487	которому и	1	1
488	в данной	3	1
489	конечном счете	1	1
490	возможности для	1	1
491	ту или	1	1
492	наше время	2	1
493	нет она	1	1
494	выводит из	1	1
495	даже к	1	1
496	содержания а	1	1
497	может служить	1	1
498	друг друга	1	1
499	если оно	1	1
500	мы можем	1	1
501	но уже	1	1
502	как раз	1	1
503	к той	3	1
504	и также	1	1
505	и т.п	12	1
506	с другим	1	1
507	этом пути	1	1
508	на ее	2	1
509	отличаются от	1	1
510	до этого	1	1
511	здесь в	2	1
512	а именно	1	1
513	во второй	1	1
514	и др	2	1
515	своих границ	1	1
516	нового времени	1	1
517	противном случае	1	1
518	этот термин	1	1
519	всему что	1	1
520	другом случае	1	1
521	ничем не	1	1
522	зависит от	2	1
523	остается и	1	1
524	понятие о	3	1
525	должно происходить	1	1
526	действия в	1	1
527	не способна	1	1
528	вместе с	1	1
529	событие не	1	1
530	времени события	1	1
531	к его	2	1
532	картина мира	3	1
533	когда мы	1	1
534	как целое	1	1
535	лежит в	1	1
536	слова и	1	1
537	события а	2	1
538	о его	1	1
539	как таковой	1	1
540	же самое	2	1
541	и передачи	1	1
542	в противном	1	1
543	сознания это	1	1
544	должны быть	3	1
545	языка это	1	1
546	сведено к	1	1
547	за его	2	1
548	одного и	2	1
549	и пространства	1	1
550	не обязывающий	1	1
551	каким бы	1	1
552	при таком	1	1
553	не существует	1	1
554	что делает	2	1
555	или в	2	1
556	я всегда	1	1
557	но отнюдь	2	1
558	а к	1	1
559	когда он	2	1
560	эстетической деятельности	3	1
561	не более	2	1
562	к признанию	1	1
563	другими и	1	1
564	мы должны	1	1
565	я в	1	1
566	или не	1	1
567	могли быть	1	1
568	но оно	1	1
569	с ней	1	1
570	моего я	1	1
571	того же	3	1
572	одновременно и	2	1
573	культуры в	1	1
574	людей но	1	1
575	пространственную и	1	1
576	но эти	1	1
577	разрушило бы	1	1
578	это в	2	1
579	всем своим	1	1
580	это понятие	3	1
581	лица он	1	1
582	есть последнее	1	1
583	который не	1	1
584	им и	1	1
585	во всяком	2	1
586	они не	2	1
587	ибо это	1	1
