N	2gram	Vygotskiy__5	Freidism
261	в одну	1	2
262	на всю	2	2
263	в совершенно	2	2
264	сознание и	2	2
265	всех областях	1	2
266	при помощи	1	2
267	это было	1	2
268	это не	4	2
269	этого не	1	2
270	и уже	1	2
271	которой он	1	2
272	приходит в	1	2
273	том что	15	2
274	что значит	3	2
275	но если	6	2
276	во второй	2	2
277	лежат в	1	2
278	в их	3	2
279	мы говорили	2	2
280	в отличие	2	2
281	его отношение	2	2
282	сих пор	3	2
283	возможно только	1	2
284	как это	8	2
285	в отношении	9	2
286	что с	5	2
287	но для	1	2
288	дело не	1	2
289	и притом	1	2
290	к этим	1	2
291	в процессе	13	2
292	не нуждается	1	2
293	сознания как	1	2
294	в самых	4	2
295	только не	3	2
296	тем не	1	2
297	из того	11	2
298	этом отношении	5	2
299	в области	12	2
300	в момент	2	2
301	если его	1	2
302	же что	1	2
303	отличается от	1	2
304	для развития	6	2
305	должны быть	2	2
306	что оно	6	2
307	оно не	1	2
308	для себя	1	2
309	оно может	1	2
310	из всего	1	2
311	речи мы	3	2
312	не делает	1	2
313	в виду	2	2
314	на основе	2	2
315	нами выше	1	2
316	выводу что	1	2
317	в другом	6	2
318	и поэтому	2	2
319	до сих	3	2
320	этих двух	3	2
321	нуждается в	1	2
322	что и	3	2
323	которые он	1	2
324	в настоящей	1	2
325	во внутренней	1	2
326	всего этого	1	2
327	для ребенка	3	2
328	мы видим	4	2
329	в какой	6	2
330	может оказаться	1	2
331	с одной	3	2
332	для всех	1	2
333	на всем	2	2
334	не можем	1	2
335	уже в	1	2
336	только на	2	2
337	и они	1	2
338	из них	2	2
339	его и	3	2
340	а потому	3	2
341	потому и	3	2
342	точка зрения	8	2
343	в прошлом	1	2
344	в конце	1	2
345	с этими	1	2
346	в систему	1	2
347	связи в	1	2
348	помощью которой	1	2
349	рядом с	1	2
350	и даже	2	2
351	в высшей	2	2
352	влияние на	1	2
353	с другой	4	2
354	и тех	1	2
355	здесь в	1	2
356	в психологии	1	2
357	чем он	2	2
358	а с	2	2
359	до конца	3	2
360	одной стороны	3	2
361	которых мы	1	2
362	более того	1	2
363	зависит от	4	2
364	а не	10	2
365	что мы	4	2
366	речи и	6	2
367	так же	15	2
368	в развитии	28	2
369	действительно ли	3	2
370	к объекту	7	2
371	в основном	1	2
372	только для	2	2
373	и таким	1	2
374	же самое	4	2
375	к другим	1	2
376	не существует	1	2
377	для нас	1	2
378	да и	1	2
379	к его	3	2
380	в заключение	1	2
381	и другие	2	2
382	в своих	2	2
383	к этому	3	2
384	как на	3	2
385	они не	3	2
386	эта новая	1	1
387	ту же	2	1
388	не должны	2	1
389	одним из	2	1
390	совершенно новой	1	1
391	же как	7	1
392	взаимоотношения которые	1	1
393	в движение	1	1
394	относится и	1	1
395	должно стать	1	1
396	другие моменты	1	1
397	как вытесненное	1	1
398	но тем	1	1
399	и должны	1	1
400	показать что	3	1
401	мы имели	2	1
402	нам кажется	2	1
403	которыми оно	1	1
404	не имеют	2	1
405	оно было	1	1
406	когда это	1	1
407	с таким	3	1
408	и должен	1	1
409	целому ряду	3	1
410	несколько иной	1	1
411	их и	2	1
412	полагает что	1	1
413	речевой деятельности	1	1
414	и образования	1	1
415	и другими	2	1
416	зрения обоих	1	1
417	которую мы	2	1
418	ассоциативных связей	1	1
419	вопрос о	12	1
420	ответить на	4	1
421	ступени развития	2	1
422	оба эти	4	1
423	но она	1	1
424	но чаще	1	1
425	мы и	5	1
426	то это	2	1
427	в будущем	1	1
428	в целом	4	1
429	что можно	1	1
430	большей степени	1	1
431	не способен	2	1
432	вывод что	2	1
433	собой в	1	1
434	иное отношение	3	1
435	внимание и	3	1
436	к целому	3	1
437	что его	1	1
438	без всякого	1	1
439	только потому	1	1
440	не приобретает	1	1
441	при исследовании	1	1
442	в качестве	4	1
443	старая психология	3	1
444	отличаются от	1	1
445	что они	5	1
446	для объяснения	4	1
447	которые не	2	1
448	что хотя	1	1
449	в истории	2	1
450	в центре	2	1
451	объекту и	1	1
452	независимо от	1	1
453	общего с	2	1
454	она даже	1	1
455	кто не	1	1
456	найти выход	1	1
457	последующую жизнь	1	1
458	что когда	1	1
459	что ребенок	11	1
460	как уже	3	1
461	и каждое	1	1
462	показали что	7	1
463	за собой	1	1
464	еще на	1	1
465	через всю	1	1
466	взаимоотношений между	2	1
467	обратное влияние	3	1
468	образом и	1	1
469	другого как	1	1
470	особую группу	1	1
471	он в	3	1
472	процесс образования	1	1
473	то обстоятельство	2	1
474	сложной и	1	1
475	только один	2	1
476	нам как	1	1
477	не объясняют	1	1
478	имеем в	1	1
479	как он	6	1
480	этот вывод	1	1
481	на то	1	1
482	если он	2	1
483	дальше и	1	1
484	в наших	1	1
485	но прежде	1	1
486	вообще не	4	1
487	теории и	2	1
488	что было	2	1
489	от его	1	1
490	единство в	1	1
491	и социальной	1	1
492	же это	1	1
493	к каждому	1	1
494	части этого	1	1
495	из него	1	1
496	этот период	2	1
497	ни одному	1	1
498	чтобы их	1	1
499	к выводу	1	1
500	этим самым	1	1
501	как они	3	1
502	так ребенок	1	1
503	поэтому мы	1	1
504	может возникнуть	2	1
505	развития к	2	1
506	глубокий и	1	1
507	еще большей	1	1
508	развития на	1	1
509	входит в	1	1
510	не умеет	3	1
511	и которые	1	1
512	этом смысле	1	1
513	свою противоположность	1	1
514	говоря о	1	1
515	связанная с	2	1
516	уже сказано	1	1
517	должен был	1	1
518	и тем	3	1
519	ребенка от	2	1
520	о которых	1	1
521	части нашей	1	1
522	во внимание	2	1
523	помощью мы	1	1
524	чем в	3	1
525	протекает в	1	1
526	он конечно	1	1
527	момента в	1	1
528	на первый	1	1
529	в связь	1	1
530	этом случае	3	1
531	и мышления	1	1
532	таким же	3	1
533	никаких оснований	1	1
534	сознания но	1	1
535	социальных форм	1	1
536	он должен	5	1
537	и благодаря	1	1
538	со своего	1	1
539	как совокупность	2	1
540	себе а	1	1
541	чем заключается	1	1
542	развития ребенка	11	1
543	т.е до	1	1
544	является только	1	1
545	из области	2	1
546	их помощью	1	1
547	для изучения	1	1
548	в одном	3	1
549	которые в	1	1
550	друг другу	2	1
551	это относится	1	1
552	и эти	2	1
553	образом из	1	1
554	чтобы это	1	1
555	однако в	1	1
556	нас к	3	1
557	новых и	1	1
558	является чем-то	2	1
559	которые она	1	1
560	т.е их	1	1
561	это последнее	1	1
562	тогда когда	5	1
563	только из	1	1
564	совершенно аналогично	1	1
565	образом значительная	1	1
566	современной психологии	2	1
567	у различных	1	1
568	но вместе	1	1
569	образом в	2	1
570	типичным для	1	1
571	же значение	1	1
572	это с	1	1
573	вытекает из	3	1
574	это мы	2	1
575	нам предстоит	1	1
576	вопрос который	1	1
577	что процесс	1	1
578	нам известно	2	1
579	ничего другого	2	1
580	а во	1	1
581	они являются	1	1
582	очень сложные	1	1
583	того в	1	1
584	к ней	1	1
585	образом он	1	1
586	и является	3	1
587	ребенка не	3	1
588	задолго до	3	1
589	только одним	2	1
590	это один	1	1
591	что на	1	1
592	новая теория	1	1
593	сделать в	1	1
594	обстоятельство что	2	1
595	и здесь	2	1
596	представляется нам	1	1
597	для овладения	1	1
598	в направлении	1	1
599	выход из	1	1
600	же высшее	1	1
601	является одним	1	1
602	о таких	1	1
603	той или	1	1
604	и связанная	1	1
605	к овладению	4	1
606	по сравнению	5	1
607	уже на	2	1
608	область психики	1	1
609	ребенок в	5	1
610	если же	1	1
611	плоскости в	1	1
612	о том	8	1
613	этот путь	2	1
614	и это	1	1
615	и которая	1	1
616	приходит к	3	1
617	составляет главное	2	1
618	своего развития	6	1
619	но при	2	1
620	точками зрения	2	1
621	на другой	1	1
622	совершенно ясно	2	1
623	направлении к	1	1
624	как по	1	1
625	мысль о	1	1
626	действия и	1	1
627	то время	4	1
628	основе этой	2	1
629	как с	3	1
630	до самого	1	1
631	мы только	1	1
632	по аналогии	1	1
633	переход к	3	1
634	на нее	2	1
635	ее все	1	1
636	и практике	1	1
637	и логической	2	1
638	не с	2	1
639	ясно что	1	1
640	рождения и	1	1
641	мог бы	1	1
642	в результате	4	1
643	в окружающей	1	1
644	к тем	1	1
645	мы в	1	1
646	все сказанное	1	1
647	разумеется что	1	1
648	ничего не	5	1
649	рабочей гипотезы	1	1
650	этих особенностей	1	1
651	находится в	2	1
652	все его	1	1
653	связанное с	1	1
654	из основных	3	1
655	фрейда к	1	1
656	на все	5	1
657	язык и	2	1
658	говорит об	1	1
659	истории нашей	1	1
660	бессознательного в	1	1
661	после того	1	1
662	в сфере	5	1
663	в пользу	1	1
664	особого рода	1	1
665	аналогии с	1	1
666	и во	1	1
667	с теми	1	1
668	в которую	1	1
669	при которой	2	1
670	же самые	2	1
671	ребенка еще	1	1
672	для второго	1	1
673	в форме	1	1
674	способность к	3	1
675	исходя из	1	1
676	слов и	2	1
677	все время	1	1
678	они приобретают	1	1
679	и следовательно	6	1
680	следовательно в	1	1
681	к которому	4	1
682	чтобы ответить	1	1
683	всего учения	1	1
684	но так	1	1
685	которым мы	1	1
686	дело с	1	1
687	месте но	1	1
688	он еще	2	1
689	во всем	2	1
690	который в	1	1
691	что нам	2	1
692	ребенка на	4	1
693	это же	1	1
694	какой степени	1	1
695	одни и	1	1
696	только оно	1	1
697	есть в	1	1
698	возрасте в	3	1
699	то и	2	1
700	чтобы он	1	1
701	также и	1	1
702	в виде	1	1
703	сознание как	1	1
704	различия в	1	1
705	а это	1	1
706	в ином	1	1
707	и других	1	1
708	плана в	1	1
709	преимущественно с	1	1
710	каждый момент	1	1
711	не так	1	1
712	в корне	2	1
713	содержания и	1	1
714	другую сторону	1	1
715	моментов в	1	1
716	остановимся только	1	1
717	и влечет	1	1
718	потому его	1	1
719	как будто	2	1
720	является научным	1	1
721	тем что	5	1
722	перейти к	3	1
723	и только	1	1
724	возникнуть как	1	1
725	связан с	1	1
726	представление о	1	1
727	представляется в	1	1
728	или иной	1	1
729	даже не	1	1
730	точек зрения	4	1
731	она в	1	1
732	на примере	3	1
733	именно в	4	1
734	мы никогда	1	1
735	дана уже	1	1
736	мы его	4	1
737	и между	2	1
738	такое же	2	1
739	своего собственного	2	1
740	только по	1	1
741	деле если	1	1
742	и своего	1	1
743	вот в	1	1
744	являются той	1	1
745	целым рядом	1	1
746	на которых	1	1
747	в свете	4	1
748	долгое время	1	1
749	чем на	1	1
750	совершенно одинаково	1	1
751	в слове	1	1
752	некоторых его	1	1
753	там где	1	1
754	своего понимания	1	1
755	ребенка и	4	1
756	здесь имеет	1	1
757	действия в	2	1
758	нет никаких	1	1
759	как нового	1	1
760	все основные	3	1
761	будем их	1	1
762	мы говорим	2	1
763	или по	1	1
764	находим в	1	1
765	неверно или	1	1
766	требует от	3	1
767	из которых	3	1
768	влияния на	1	1
769	сравнению с	5	1
770	который мы	2	1
771	этих явлений	1	1
772	на которое	1	1
773	смысле этого	1	1
774	что всякое	1	1
775	связаны с	1	1
776	и там	1	1
777	даже с	1	1
778	в первой	2	1
779	изучение этих	1	1
780	не сознавая	1	1
781	и свободно	1	1
782	имеющие ничего	1	1
783	чем состоит	1	1
784	распадается на	1	1
785	они сами	1	1
786	или хотя	1	1
787	этого слова	1	1
788	нас интересует	2	1
789	ряда фактов	1	1
790	благодаря этому	2	1
791	приводящее в	1	1
792	что сознание	4	1
793	в смысле	3	1
794	под влиянием	1	1
795	становится ясным	1	1
796	известной степени	1	1
797	из бессознательного	1	1
798	но на	1	1
799	более ранних	1	1
800	этот принцип	1	1
801	об отношении	2	1
802	или только	1	1
803	в область	2	1
804	которая в	2	1
805	чтобы понять	2	1
806	ребенка именно	1	1
807	совершенно иной	2	1
808	но эти	1	1
809	это часто	1	1
810	целый ряд	1	1
811	бы в	4	1
812	еще более	5	1
813	тем более	4	1
814	сложились в	1	1
815	мы показали	1	1
816	самим себе	1	1
817	или не	2	1
818	же в	2	1
819	в различных	2	1
820	всю полноту	2	1
821	в том	18	1
822	утверждал что	1	1
823	отношении к	1	1
824	ему но	1	1
825	говорили выше	1	1
826	имеет место	2	1
827	роли в	1	1
828	же мы	2	1
829	я это	3	1
830	из этого	2	1
831	два момента	2	1
832	учения о	2	1
833	свою основу	1	1
834	с научной	1	1
835	это так	1	1
836	и протекает	1	1
837	значение в	3	1
838	гораздо более	1	1
