N	2gram	Propp_Russ_1	Myshleni
102	но в	2	4
103	говорится в	1	4
104	не можем	3	4
105	на то	1	4
106	и во	1	4
107	чем в	2	4
108	в той	1	4
109	не менее	3	4
110	не по	1	4
111	связи с	4	4
112	в области	3	4
113	не могут	1	4
114	слова с	1	4
115	имеет место	2	4
116	приводит к	3	4
117	что у	2	4
118	о том	8	4
119	в его	2	4
120	в свете	2	4
121	по этому	3	4
122	так что	2	4
123	то и	1	4
124	о чем	3	4
125	должны быть	1	4
126	и наконец	1	4
127	на самом	2	3
128	только потому	1	3
129	между двумя	2	3
130	в первом	1	3
131	к другому	2	3
132	что эти	1	3
133	собственном смысле	1	3
134	мы уже	1	3
135	в ней	2	3
136	в чем	1	3
137	но не	2	3
138	очевидно что	1	3
139	в этой	1	3
140	в этот	10	3
141	из этих	4	3
142	к выводу	2	3
143	он не	1	3
144	в первой	1	3
145	чем у	2	3
146	и по	8	3
147	так и	7	3
148	об этом	9	3
149	мы видели	1	3
150	такой же	2	3
151	в основном	3	3
152	тем не	3	3
153	состоит в	8	3
154	что ему	2	3
155	в основе	1	3
156	к изучению	1	3
157	этом отношении	1	3
158	только по	2	3
159	его с	4	3
160	значения и	2	3
161	в собственном	1	3
162	с собой	4	3
163	приводит нас	2	3
164	для этого	2	3
165	с ним	2	3
166	но мы	1	3
167	этому поводу	2	3
168	во втором	1	3
169	нуждается в	1	3
170	что и	7	3
171	это не	10	3
172	к нему	1	3
173	мы видим	2	3
174	есть в	1	3
175	только на	3	3
176	представить себе	1	3
177	мы можем	2	3
178	исторического развития	1	3
179	и потому	2	3
180	мы остановимся	1	3
181	этого слова	3	3
182	и о	1	3
183	но это	4	3
184	все это	6	3
185	не является	1	3
186	к пониманию	1	3
187	между ними	1	3
188	в то	1	3
189	и другой	3	3
190	и состоит	1	3
191	не означает	2	3
192	как известно	2	2
193	ту же	1	2
194	также и	1	2
195	а из	1	2
196	можно говорить	2	2
197	и до	2	2
198	что если	1	2
199	приводят к	1	2
200	и он	1	2
201	значение и	2	2
202	ответ на	1	2
203	отличие от	1	2
204	относится к	1	2
205	эта связь	1	2
206	с этим	2	2
207	перед нами	1	2
208	что по	4	2
209	его к	2	2
210	но эта	1	2
211	в случае	1	2
212	в нем	2	2
213	его от	2	2
214	а затем	1	2
215	значение в	1	2
216	поэзии и	1	2
217	к другу	2	2
218	его в	1	2
219	от одного	1	2
220	ни в	1	2
221	показывает что	5	2
222	на основании	1	2
223	несмотря на	3	2
224	в этих	3	2
225	во время	14	2
226	что между	1	2
227	но если	1	2
228	привело к	2	2
229	и при	1	2
230	в их	4	2
231	она в	3	2
232	этому же	2	2
233	в отличие	1	2
234	в которых	5	2
235	должны были	2	2
236	точку зрения	1	2
237	которые в	1	2
238	что было	1	2
239	при различных	1	2
240	том же	2	2
241	этой работы	2	2
242	не имеет	6	2
243	того как	5	2
244	ничего не	3	2
245	прежде чем	1	2
246	имеет совершенно	1	2
247	с другом	1	2
248	у нас	8	2
249	форм и	1	2
250	чтобы сделать	1	2
251	ли не	1	2
252	его значение	1	2
253	в работах	1	2
254	если же	1	2
255	что все	1	2
256	свою очередь	2	2
257	вывод что	3	2
258	своем значении	1	2
259	то время	1	2
260	можно было	1	2
261	выводу что	2	2
262	находится в	2	2
263	из основных	1	2
264	и здесь	2	2
265	внимание на	1	2
266	нас в	1	2
267	входит в	4	2
268	должно было	2	2
269	во всей	1	2
270	наконец в	1	2
271	в середине	3	2
272	к ней	2	2
273	показывают что	2	2
274	один из	8	2
275	даже если	1	2
276	и ее	1	2
277	с которыми	1	2
278	сомнений в	2	2
279	уже в	1	2
280	в большинстве	2	2
281	за счет	2	2
282	и других	7	2
283	его и	2	2
284	только одно	1	2
285	мы знаем	1	2
286	случае не	1	2
287	направлений в	1	2
288	не до	1	2
289	видно из	1	2
290	что на	4	2
291	главное и	1	2
292	в свою	3	2
293	с ней	2	2
294	себя и	2	2
295	что не	1	2
296	что для	1	2
297	по тем	1	2
298	которых мы	1	2
299	подобного рода	1	2
300	большинстве случаев	2	2
301	в м	1	2
302	границы между	1	2
303	из которых	1	2
304	оно имеет	1	2
305	который мы	1	2
306	наряду с	1	2
307	могут быть	2	2
308	и всей	2	2
309	ко всему	1	2
310	друг с	1	2
311	только о	1	2
312	но для	1	2
313	или в	2	2
314	для нас	6	2
315	а в	9	2
316	сделать вывод	1	2
317	иначе чем	1	2
318	в период	1	2
319	в своих	2	2
320	к этому	4	2
321	точно так	1	2
322	во всяком	1	2
323	исключена возможность	1	1
324	и т	10	1
325	о каких	1	1
326	например в	2	1
327	увидим ниже	3	1
328	которого в	2	1
329	того же	1	1
330	название как	1	1
331	переход от	2	1
332	значения что	1	1
333	что дает	1	1
334	полагают что	1	1
335	оно было	1	1
336	с таким	1	1
337	и могут	1	1
338	в несколько	1	1
339	полагает что	6	1
340	что изучение	1	1
341	мы имеем	4	1
342	или наоборот	1	1
343	только разницей	1	1
344	которую мы	1	1
345	удовлетворительное объяснение	1	1
346	на глазах	1	1
347	но она	2	1
348	что иное	2	1
349	они были	2	1
350	ему в	1	1
351	и самой	1	1
352	направление в	1	1
353	зависимости от	1	1
354	пытался изучить	1	1
355	той только	1	1
356	иное как	2	1
357	ни одно	2	1
358	не был	1	1
359	это имеет	2	1
360	как правило	3	1
361	друг к	2	1
362	совсем не	1	1
363	а только	1	1
364	точка зрения	1	1
365	одном и	1	1
366	только тогда	1	1
367	с совершенно	1	1
368	более как	1	1
369	которые не	3	1
370	отнюдь не	2	1
371	там где	2	1
372	что во	1	1
373	от до	1	1
374	оторванное от	1	1
375	некоторое время	1	1
376	на других	3	1
377	в своем	3	1
378	рассматриваться как	1	1
379	кроме того	1	1
380	оставляют сомнения	1	1
381	и как	2	1
382	от этого	1	1
383	не связаны	1	1
384	этот случай	1	1
385	та же	2	1
386	меньшей мере	1	1
387	тому же	1	1
388	не оставляет	1	1
389	думать что	3	1
390	по форме	1	1
391	значение так	1	1
392	и те	3	1
393	вытекающее из	1	1
394	при этом	6	1
395	и лучше	2	1
396	всех этих	2	1
397	с нашим	1	1
398	не как	1	1
399	настоящей работе	1	1
400	но вместе	1	1
401	подобно тому	1	1
402	на этом	3	1
403	так например	6	1
404	которое как	1	1
405	но все	3	1
406	в совершенно	1	1
407	разница между	2	1
408	на все	2	1
409	на этой	2	1
410	в среднем	1	1
411	на путь	1	1
412	должен был	1	1
413	встал на	1	1
414	этом мы	1	1
415	для них	3	1
416	но дальнейшее	1	1
417	со своими	1	1
418	говорится о	2	1
419	к их	1	1
420	еще в	4	1
421	в один	2	1
422	их на	4	1
423	имелось в	1	1
424	таким же	3	1
425	нас не	2	1
426	и без	1	1
427	этого вопроса	1	1
428	не к	1	1
429	что я	1	1
430	не путем	1	1
431	заставляет думать	1	1
432	на место	1	1
433	из центральных	1	1
434	в одном	3	1
435	их в	3	1
436	что одинаково	1	1
437	превратилось в	1	1
438	что есть	1	1
439	деле это	1	1
440	которые она	1	1
441	хотелось бы	1	1
442	дело не	1	1
443	известно также	1	1
444	одна из	4	1
445	выводы и	1	1
446	ее с	1	1
447	и сама	1	1
448	было не	1	1
449	они же	2	1
450	указания и	1	1
451	говорить о	1	1
452	зависят от	1	1
453	в самых	1	1
454	заключалось в	1	1
455	значение этого	1	1
456	не могло	1	1
457	отличие но	1	1
458	следовательно и	1	1
459	рассматривать как	1	1
460	не имели	1	1
461	в разных	3	1
462	или как	1	1
463	на природу	1	1
464	это слово	1	1
465	такие же	1	1
466	работ и	1	1
467	разницей что	1	1
468	они и	2	1
469	из чего	1	1
470	и это	1	1
471	из всего	1	1
472	основываясь на	1	1
473	как не	2	1
474	и сами	1	1
475	всем этим	1	1
476	столом и	1	1
477	всего этого	1	1
478	на основе	1	1
479	как по	2	1
480	идет не	1	1
481	всей своей	1	1
482	других что	1	1
483	что от	2	1
484	быть может	1	1
485	собой и	1	1
486	и вообще	1	1
487	из других	1	1
488	дальнейшего развития	1	1
489	по значению	1	1
490	при такой	1	1
491	вот почему	1	1
492	но имеют	1	1
493	в раннем	1	1
494	и поэтому	2	1
495	совместно а	1	1
496	прямо и	1	1
497	м и	1	1
498	чем их	1	1
499	или на	3	1
500	и объяснить	1	1
501	после того	2	1
502	и просто	1	1
503	как этот	1	1
504	и цели	1	1
505	говорят о	1	1
506	чтобы получить	1	1
507	между тем	7	1
508	от них	3	1
509	при исследовании	1	1
510	место в	1	1
511	раньше чем	1	1
512	полагали что	2	1
513	исследования о	1	1
514	себя но	1	1
515	в форме	1	1
516	того в	1	1
517	них в	2	1
518	а следовательно	1	1
519	сомнения в	1	1
520	собой то	1	1
521	в настоящей	1	1
522	позже и	1	1
523	также в	3	1
524	в слово	1	1
525	нет он	1	1
526	и мы	1	1
527	это несомненно	1	1
528	значит что	2	1
529	развития но	1	1
530	что здесь	1	1
531	содержится в	1	1
532	известно что	1	1
533	в двух	1	1
534	сохранения и	1	1
535	всего не	1	1
536	этот вопрос	2	1
537	за столом	2	1
538	мы увидим	8	1
539	который в	1	1
540	всяком случае	1	1
541	в значении	1	1
542	в виде	6	1
543	каким образом	1	1
544	но совершенно	1	1
545	из них	8	1
546	не связанных	1	1
547	что означает	1	1
548	не так	1	1
549	в прошлом	2	1
550	чтобы она	1	1
551	к ним	3	1
552	собой не	1	1
553	у него	2	1
554	процессы которые	1	1
555	заметить что	1	1
556	как будто	5	1
557	от того	1	1
558	в них	6	1
559	ее на	1	1
560	в других	11	1
561	в очень	1	1
562	значение чем	1	1
563	же деле	1	1
564	не были	2	1
565	и из	3	1
566	представляют собой	7	1
567	ни о	1	1
568	к которому	1	1
569	с той	1	1
570	а с	4	1
571	повод для	1	1
572	воспоминания о	2	1
573	говорят об	1	1
574	связано с	1	1
575	самом же	1	1
576	не было	2	1
577	на этот	3	1
578	в употреблении	1	1
579	и непосредственно	2	1
580	с которым	1	1
581	его как	2	1
582	и том	1	1
583	под влиянием	1	1
584	и п	16	1
585	ближе к	1	1
586	он и	1	1
587	в одно	1	1
588	если не	1	1
589	должна была	2	1
590	в связи	4	1
591	но оно	1	1
592	в частности	2	1
593	вопрос можно	1	1
594	обратил внимание	1	1
595	предположить что	2	1
596	тому как	1	1
597	которые по	1	1
598	думается что	1	1
599	по существу	4	1
600	исходя из	1	1
601	н и	1	1
602	года и	1	1
603	быть не	1	1
604	как только	1	1
605	весь ход	1	1
606	на которой	1	1
607	только для	2	1
608	однако не	1	1
609	которой он	1	1
610	из ряда	1	1
611	место на	1	1
612	случае он	1	1
613	на одной	1	1
614	не оставляют	1	1
615	ней с	1	1
616	при таком	1	1
617	о котором	1	1
618	а к	1	1
619	хотя и	2	1
620	в отдельных	1	1
621	и все	1	1
622	останавливаться на	2	1
623	на более	1	1
624	же в	1	1
625	те из	1	1
626	в равной	2	1
627	судить о	2	1
628	по поводу	1	1
629	к самым	1	1
630	только как	1	1
631	относящиеся к	2	1
632	нет но	1	1
633	не что	2	1
634	верят что	2	1
635	находящихся в	1	1
636	из своей	1	1
637	этим объясняется	1	1
638	в заключение	1	1
639	но эти	3	1
640	и другие	13	1
641	эти по	1	1
642	в таком	1	1
643	они не	1	1
