N	2gram	Ircho_Kome_3	Myshleni
406	особенно часто	1	1
407	и по	1	1
408	его можно	1	1
409	прежде чем	3	1
410	что она	4	1
411	но все	4	1
412	не из	1	1
413	то ни	3	1
414	и может	1	1
415	является конечно	2	1
416	а по	5	1
417	является по-видимому	1	1
418	столь различных	1	1
419	с другими	2	1
420	известно что	1	1
421	за другой	1	1
422	всю свою	1	1
423	должен был	4	1
424	и латинском	1	1
425	для них	1	1
426	же образом	1	1
427	он является	1	1
428	этот раз	2	1
429	на что	1	1
430	не всегда	1	1
431	друга в	1	1
432	время о	1	1
433	это нечто	1	1
434	это обстоятельство	3	1
435	из общего	1	1
436	ход их	1	1
437	имеет ничего	1	1
438	мы конечно	1	1
439	это делает	1	1
440	бы к	1	1
441	чем более	1	1
442	зрения между	1	1
443	не столько	1	1
444	представление о	2	1
445	не как	2	1
446	в которых	5	1
447	знаем что	1	1
448	признать что	1	1
449	должны были	1	1
450	в основном	1	1
451	в одном	2	1
452	точку зрения	1	1
453	образом и	1	1
454	но он	1	1
455	иным как	1	1
456	тем не	3	1
457	и ребенка	1	1
458	и таким	1	1
459	этом не	1	1
460	случае в	1	1
461	вплоть до	2	1
462	с которой	1	1
463	с ребенком	4	1
464	самого начала	4	1
465	в то	6	1
466	что их	2	1
467	и притом	1	1
468	на него	4	1
469	сталкиваемся с	1	1
470	сводится в	1	1
471	ничего не	3	1
472	больше чем	2	1
473	и лишь	1	1
474	другой как	1	1
475	и после	2	1
476	свидетельствуют о	1	1
477	бы по	2	1
478	до того	2	1
479	несколько предметов	1	1
480	ситуации и	1	1
481	точке зрения	1	1
482	детей в	1	1
483	уже о	1	1
484	ставит в	1	1
485	всего в	1	1
486	бы он	3	1
487	мышления из	1	1
488	слова с	1	1
489	же его	1	1
490	кажется настолько	1	1
491	размышления и	1	1
492	принять за	1	1
493	с собственной	1	1
494	на вопрос	2	1
495	примером такого	1	1
496	совпадают с	4	1
497	от друга	1	1
498	вывод что	2	1
499	говоря уже	1	1
500	и та	1	1
501	без всякого	2	1
502	то время	2	1
503	с истинным	1	1
504	другой раз	1	1
505	в себя	1	1
506	с самого	4	1
507	и совершенно	1	1
508	и сам	5	1
509	характеризуется как	1	1
510	было в	1	1
511	мог бы	1	1
512	на которую	1	1
513	своему происхождению	1	1
514	зрения что	1	1
515	том как	3	1
516	по тому	2	1
517	для этого	1	1
518	из других	1	1
519	средством для	1	1
520	послужили основанием	1	1
521	и вся	1	1
522	два момента	1	1
523	это явствует	1	1
524	интересным примером	1	1
525	в глаза	3	1
526	и весь	1	1
527	одного из	3	1
528	или на	1	1
529	после того	1	1
530	можно сказать	1	1
531	все его	1	1
532	нас от	1	1
533	на ее	3	1
534	этих слов	2	1
535	складывается из	1	1
536	этот момент	1	1
537	нуждается в	2	1
538	того в	1	1
539	сомнения в	1	1
540	явствует из	1	1
541	не свободно	1	1
542	на которой	1	1
543	мы сталкиваемся	1	1
544	ребенок конечно	1	1
545	с появлением	1	1
546	дело с	3	1
547	близкое к	1	1
548	должен быть	2	1
549	и ее	2	1
550	не мешает	2	1
551	по этому	1	1
552	к какому	1	1
553	внимание что	1	1
554	же из	1	1
555	различию между	1	1
556	ее из	1	1
557	готовность к	2	1
558	каким образом	1	1
559	мы знаем	2	1
560	одно из	1	1
561	и их	1	1
562	не выражает	1	1
563	в конце	7	1
564	моментов в	1	1
565	чтобы она	1	1
566	как его	1	1
567	как раз	6	1
568	в других	3	1
569	они становятся	1	1
570	представляют собой	2	1
571	из двух	1	1
572	и даже	3	1
573	даже не	3	1
574	до сих	9	1
575	он без	1	1
576	все равно	3	1
577	больше того	2	1
578	чем он	1	1
579	выводам из	1	1
580	на которые	3	1
581	что не	3	1
582	этой группы	2	1
583	уже чем	1	1
584	близко к	1	1
585	остается еще	1	1
586	на которых	1	1
587	не на	1	1
588	эту возможность	1	1
589	однако и	1	1
590	же точно	1	1
591	говоря что	1	1
592	место на	1	1
593	брат и	1	1
594	не видит	1	1
595	нет никаких	2	1
596	уже сложившихся	1	1
597	как эти	1	1
598	и потому	1	1
599	исследователей в	1	1
600	из которых	2	1
601	обратил внимание	1	1
602	конечно не	3	1
603	о чем	7	1
604	видит в	1	1
605	для обозначения	2	1
606	в течение	3	1
607	эти слова	1	1
608	в тех	1	1
609	данной главы	1	1
610	если речь	1	1
611	исходя из	2	1
612	в состоянии	1	1
613	развития но	1	1
614	быть не	1	1
615	основание для	1	1
616	на пути	1	1
617	что из	1	1
618	от окружающих	1	1
619	сих пор	9	1
620	все это	5	1
621	в так	1	1
622	нечто подобное	1	1
623	другой смысл	1	1
624	при всем	2	1
625	задолго до	1	1
626	еще одна	1	1
627	что там	1	1
628	войти в	1	1
629	или в	1	1
630	мысли что	1	1
631	о котором	1	1
632	своей природе	1	1
633	своей собственной	1	1
634	хотя и	5	1
635	из себя	3	1
636	у них	1	1
637	тем более	4	1
638	конце концов	2	1
639	из современных	1	1
640	линии в	1	1
641	затем когда	1	1
642	с ним	5	1
643	ни было	2	1
644	он охотно	1	1
645	времени значительно	1	1
646	человека не	2	1
647	отношении к	1	1
648	нет ничего	2	1
649	но если	3	1
650	не говоря	1	1
651	обычно не	1	1
652	равно как	2	1
653	но этот	1	1
654	какой мере	2	1
655	отношению к	3	1
656	из этого	2	1
657	из своей	1	1
658	оно коренится	1	1
659	из более	1	1
660	которым они	1	1
661	в своих	2	1
662	по поводу	1	1
663	они относятся	1	1
