N	2gram	Losev_Prob_1	Tragedij
362	оказалось что	1	1
363	он стал	1	1
364	мы видим	2	1
365	что даже	1	1
366	только в	7	1
367	как нечто	8	1
368	в самое	1	1
369	нечто не	1	1
370	мировой революции	2	1
371	именно на	3	1
372	вот что	1	1
373	есть в	5	1
374	мы бы	1	1
375	только на	4	1
376	сама и	1	1
377	чтобы он	1	1
378	свидетельствует о	3	1
379	и чисто	3	1
380	но самое	1	1
381	в понятие	1	1
382	в общем	1	1
383	является ее	1	1
384	одно из	2	1
385	и их	1	1
386	ко всей	1	1
387	всяком случае	3	1
388	могло бы	1	1
389	т п	1	1
390	чтобы она	1	1
391	не для	2	1
392	с этими	2	1
393	ее не	1	1
394	в такое	1	1
395	братьях карамазовых	1	1
396	вещи с	1	1
397	герое этого	1	1
398	даже не	1	1
399	и эту	2	1
400	и внутренним	1	1
401	именно в	4	1
402	что не	3	1
403	естественно что	2	1
404	не было	4	1
405	на этот	3	1
406	позиции в	1	1
407	а не	15	1
408	с которым	1	1
409	его как	2	1
410	не быть	1	1
411	этом случае	2	1
412	в связи	4	1
413	иван карамазов	1	1
414	вместе с	2	1
415	и особенно	2	1
416	и потому	2	1
417	самой действительности	3	1
418	не из	1	1
419	не знал	5	1
420	xix века	1	1
421	наряду с	1	1
422	время такое	1	1
423	что хочет	1	1
424	понял что	1	1
425	для понимания	1	1
426	который он	1	1
427	с этой	1	1
428	еще к	1	1
429	и от	1	1
430	в условиях	1	1
431	это выражение	1	1
432	самое большее	1	1
433	из трех	1	1
434	цветов и	2	1
435	не является	5	1
436	известной степени	2	1
437	уже ни	1	1
438	всегда будет	1	1
439	тем и	2	1
440	его чересчур	1	1
441	за свое	1	1
442	в результате	2	1
443	тот кто	2	1
444	о нем	3	1
445	из себя	1	1
446	конце концов	4	1
447	хотя бы	3	1
448	только что	2	1
449	еще ничего	1	1
450	гораздо больше	2	1
451	к числу	1	1
452	в период	1	1
453	опять к	1	1
454	из тех	1	1
455	мы начинаем	1	1
456	совершенно не	6	1
457	сколько угодно	3	1
458	идея в	1	1
459	свидригайлова в	1	1
460	ко всему	1	1
461	т е	1	1
462	что под	1	1
463	есть и	3	1
464	время он	1	1
465	но еще	2	1
466	к этой	1	1
467	разговоре с	1	1
468	и эта	1	1
469	это в	1	1
470	это понятие	1	1
471	во всяком	7	1
