N	2gram	Vinokur_St_3	Problemy
123	и так	1	4
124	и у	2	4
125	всяком случае	4	4
126	так как	3	4
127	не о	1	4
128	у него	9	4
129	тем что	19	4
130	или иной	2	4
131	с другой	5	4
132	он это	1	4
133	что не	2	4
134	в стиле	1	4
135	до конца	3	4
136	а не	5	4
137	с которым	3	4
138	но как	2	4
139	в творчестве	3	4
140	в той	1	4
141	это он	1	4
142	бы в	1	4
143	но зато	1	4
144	во всяком	4	4
145	как его	1	3
146	говорить о	3	3
147	и со	1	3
148	в виду	2	3
149	во всех	2	3
150	в общем	4	3
151	за пределы	1	3
152	в одной	2	3
153	с этим	7	3
154	когда он	1	3
155	его к	2	3
156	нет здесь	1	3
157	поэтому он	1	3
158	в целом	4	3
159	все эти	3	3
160	к другу	1	3
161	знает что	1	3
162	было бы	7	3
163	этом смысле	4	3
164	нет в	3	3
165	этого не	1	3
166	с тем	4	3
167	такой же	2	3
168	сам и	1	3
169	в котором	5	3
170	не как	2	3
171	которого он	1	3
172	ничего не	4	3
173	или как	1	3
174	и т.д	1	3
175	с ее	2	3
176	всего этого	1	3
177	в ее	1	3
178	и во	2	3
179	что и	1	3
180	это не	7	3
181	в форме	2	3
182	того что	5	3
183	но так	1	3
184	он уже	1	3
185	со всеми	1	3
186	уже не	3	3
187	уже в	3	3
188	из них	1	3
189	даже и	1	3
190	а с	2	3
191	эти слова	1	3
192	должно быть	1	3
193	в начале	4	3
194	не мог	2	3
195	это как	1	3
196	конце концов	3	3
197	только что	2	3
198	том что	15	3
199	отношением к	1	3
200	сказать что	4	3
201	другой стороны	5	3
202	я и	3	2
203	в обычном	1	2
204	например в	4	2
205	сам по	1	2
206	показать что	1	2
207	в первом	1	2
208	не хочет	1	2
209	его же	1	2
210	из его	7	2
211	и этот	1	2
212	а как	4	2
213	да еще	1	2
214	стиля в	1	2
215	еще до	1	2
216	время как	4	2
217	на тему	3	2
218	в каждой	2	2
219	в ней	4	2
220	в которых	2	2
221	быть в	1	2
222	со словами	1	2
223	что его	2	2
224	бы не	1	2
225	должна была	4	2
226	с которыми	2	2
227	не просто	2	2
228	в произведениях	2	2
229	по которому	1	2
230	в своем	1	2
231	им в	2	2
232	и как	1	2
233	в которой	4	2
234	еще один	1	2
235	раз в	1	2
236	как он	1	2
237	так сказать	2	2
238	а просто	1	2
239	всех этих	3	2
240	и по	2	2
241	на этом	3	2
242	а затем	1	2
243	что все	3	2
244	той же	2	2
245	это было	8	2
246	ни в	5	2
247	но уже	1	2
248	словами самого	1	2
249	если я	2	2
250	и того	1	2
251	но я	1	2
252	в этих	11	2
253	места в	1	2
254	с точки	4	2
255	своего рода	3	2
256	но эта	1	2
257	как можно	2	2
258	тому что	3	2
259	вопрос о	1	2
260	если и	2	2
261	не менее	2	2
262	но что	1	2
263	раннем творчестве	1	2
264	этих двух	2	2
265	к ней	4	2
266	по своей	1	2
267	такая же	1	2
268	обращает на	1	2
269	очень часто	1	2
270	а что	1	2
271	бы он	1	2
272	для его	2	2
273	слова с	1	2
274	и он	1	2
275	что вы	1	2
276	здесь еще	1	2
277	без всякого	2	2
278	так в	1	2
279	приводит к	1	2
280	в дальнейшем	1	2
281	можно было	1	2
282	на нее	2	2
283	здесь он	1	2
284	конечно в	1	2
285	те же	1	2
286	времени и	2	2
287	особенно в	1	2
288	для этого	2	2
289	и вообще	1	2
290	о том	8	2
291	голос в	1	2
292	на вопрос	3	2
293	в раннем	1	2
294	тему о	2	2
295	эти тона	1	2
296	одной из	2	2
297	то в	4	2
298	которых я	2	2
299	в произведении	1	2
300	со своим	1	2
301	в сторону	1	2
302	конечно не	1	2
303	в жизни	4	2
304	к слову	2	2
305	мы знаем	1	2
306	это место	2	2
307	друг друга	1	2
308	не случайно	1	2
309	голоса но	1	2
310	связан с	3	2
311	четыре стиха	1	2
312	совпадает с	1	2
313	такое же	2	2
314	говорит о	1	2
315	в рассказе	3	2
316	человека как	1	2
317	мы видели	1	2
318	вступает в	1	2
319	вместе с	2	2
320	я уже	1	2
321	нет ни	1	2
322	не знал	1	2
323	несколько раз	2	2
324	смысле этого	1	2
325	тому как	1	2
326	очень важно	1	2
327	когда она	1	2
328	из этого	4	2
329	с этой	3	2
330	здесь есть	2	2
331	но для	1	2
332	это уже	1	2
333	или в	2	2
334	лишь о	1	2
335	обращается к	3	2
336	в речи	4	2
337	и события	1	2
338	я хотел	1	2
339	и ни	2	2
340	хотя бы	1	2
341	слово в	2	2
342	в последнем	2	2
343	но эти	1	2
344	вполне понятно	1	2
345	ни на	2	2
346	того времени	3	2
347	это в	4	2
348	я сказал	1	1
349	ту же	1	1
350	одним из	1	1
351	начинается с	1	1
352	мы здесь	1	1
353	не имел	2	1
354	он может	2	1
355	ты и	1	1
356	нему все	1	1
357	по преимуществу	1	1
358	и до	1	1
359	что эти	4	1
360	и больше	1	1
361	отношения к	1	1
362	уже по	1	1
363	в их	3	1
364	этом направлении	1	1
365	есть не	1	1
366	мы не	2	1
367	вот одна	1	1
368	почти все	1	1
369	благодаря тому	1	1
370	как я	2	1
371	событий и	1	1
372	ему в	1	1
373	то это	1	1
374	тон в	1	1
375	звучат для	1	1
376	того же	2	1
377	произведение должно	1	1
378	с большим	1	1
379	проявляется в	1	1
380	свою очередь	1	1
381	разумеется не	2	1
382	он был	3	1
383	хочет сказать	2	1
384	отказ от	2	1
385	то он	2	1
386	с самой	1	1
387	тех же	1	1
388	сюжет из	1	1
389	не все	1	1
390	в качестве	4	1
391	xix столетия	1	1
392	его душе	1	1
393	старался угадать	1	1
394	вступают в	2	1
395	речи всех	1	1
396	ненавистью и	1	1
397	тебе и	1	1
398	чем же	1	1
399	в петербурге	1	1
400	в центре	4	1
401	независимо от	5	1
402	из уст	1	1
403	тем более	3	1
404	ты прав	1	1
405	и пр	13	1
406	в одних	1	1
407	что касается	7	1
408	кроме того	3	1
409	говорит что	5	1
410	труда обнаружим	1	1
411	что по	3	1
412	и внутреннюю	1	1
413	это определение	1	1
414	них как	1	1
415	то я	1	1
416	близости к	1	1
417	в этой	14	1
418	он заставляет	1	1
419	во многих	2	1
420	они звучат	1	1
421	ответом на	1	1
422	человек не	1	1
423	в статье	2	1
424	являются лишь	1	1
425	он должен	1	1
426	что еще	1	1
427	был и	1	1
428	и если	3	1
429	основная схема	1	1
430	свое время	1	1
431	чтобы в	2	1
432	в нее	1	1
433	мышления с	1	1
434	тем с	1	1
435	совпадают с	1	1
436	что этот	3	1
437	об этом	5	1
438	говорил что	5	1
439	о в	1	1
440	все действующие	1	1
441	делает его	1	1
442	отражение в	1	1
443	был очень	1	1
444	только одно	1	1
445	здесь можно	1	1
446	теперь это	1	1
447	этого произведения	1	1
448	нисколько не	1	1
449	этих трех	2	1
450	которую он	2	1
451	мы как	1	1
452	в г	12	1
453	с ума	1	1
454	бы на	1	1
455	том как	1	1
456	несколько слов	2	1
457	сказать так	1	1
458	что такое	7	1
459	и ее	2	1
460	можно найти	2	1
461	же это	1	1
462	случае в	2	1
463	впрочем а	1	1
464	но у	1	1
465	они уже	1	1
466	на стиль	1	1
467	которые в	2	1
468	своими словами	1	1
469	ко всему	1	1
470	тем не	2	1
471	по крайней	4	1
472	и эти	1	1
473	и более	3	1
474	том же	1	1
475	в устах	4	1
476	бы быть	1	1
477	нас к	2	1
478	и очень	1	1
479	выступает здесь	1	1
480	этом выражении	1	1
481	начиная от	1	1
482	место занимает	1	1
483	но они	2	1
484	характерные для	1	1
485	иной раз	1	1
486	с теми	1	1
487	считает что	2	1
488	на котором	2	1
489	дело в	1	1
490	одна из	2	1
491	на себе	2	1
492	уже очень	1	1
493	смысле конечно	1	1
494	к изучению	1	1
495	и именно	1	1
496	героев и	1	1
497	к такому	2	1
498	того чтобы	1	1
499	действующие лица	3	1
500	только не	1	1
501	вообще нет	1	1
502	и всегда	2	1
503	отметим еще	1	1
504	в самой	1	1
505	слова как	2	1
506	того в	1	1
507	как она	1	1
508	к вам	1	1
509	а лишь	1	1
510	вот что	3	1
511	связи с	3	1
512	своей статье	1	1
513	здесь же	1	1
514	замечательно что	1	1
515	и при	1	1
516	почти не	1	1
517	этом отношении	4	1
518	перед ним	1	1
519	вот в	1	1
520	от их	1	1
521	свое собственное	1	1
522	но там	1	1
523	когда мы	1	1
524	и другой	1	1
525	отличается от	4	1
526	же самое	1	1
527	можно сравнить	1	1
528	всего в	4	1
529	и свое	1	1
530	для того	2	1
531	него как	1	1
532	в применении	1	1
533	приходит к	1	1
534	можно и	1	1
535	не совсем	2	1
536	в деревне	1	1
537	на нем	1	1
538	в некоторых	3	1
539	здесь не	1	1
540	не успел	1	1
541	говорит и	2	1
542	из приведенных	1	1
543	в особенности	4	1
544	то время	4	1
545	и может	2	1
546	взяты из	1	1
547	оперу то	1	1
548	же касается	1	1
549	чтобы дать	1	1
550	в нескольких	1	1
551	здесь как	1	1
552	во многом	2	1
553	которого мы	1	1
554	найти в	2	1
555	чем у	1	1
556	она была	1	1
557	является в	1	1
558	в слоге	2	1
559	поэтому в	1	1
560	был не	1	1
561	если бы	4	1
562	в содержании	1	1
563	форме в	1	1
564	но здесь	1	1
565	в позднейшем	1	1
566	находится в	1	1
567	все дело	1	1
568	каждый раз	2	1
569	приближается к	1	1
570	соединение с	2	1
571	всегда у	1	1
572	и должно	1	1
573	тех кто	1	1
574	зрения на	1	1
575	пр в	2	1
576	свое произведение	1	1
577	образом в	1	1
578	подобные же	1	1
579	что такой	1	1
580	их на	1	1
581	в значительной	1	1
582	не выходит	1	1
583	это означало	1	1
584	должно было	1	1
585	такими же	1	1
586	связь между	1	1
587	а у	2	1
588	от них	2	1
589	во втором	2	1
590	но очень	1	1
591	ним и	1	1
592	во всей	1	1
593	мыслей и	1	1
594	и только	2	1
595	крайней мере	4	1
596	выше в	1	1
597	из одних	1	1
598	позднейшем творчестве	1	1
599	в последующих	1	1
600	и она	1	1
601	у которого	3	1
602	для самого	1	1
603	была не	2	1
604	одно место	1	1
605	известно что	2	1
606	что здесь	4	1
607	как например	8	1
608	о рассказе	1	1
609	в формах	1	1
610	один из	2	1
611	служит также	1	1
612	i в	1	1
613	еще и	1	1
614	это очень	1	1
615	одних и	1	1
616	собственного голоса	1	1
617	между этими	1	1
618	это с	1	1
619	в уста	2	1
620	место из	1	1
621	с одной	2	1
622	же он	1	1
623	где они	1	1
624	целом это	1	1
625	определения и	1	1
626	для всех	1	1
627	есть в	2	1
628	итак в	1	1
629	точно и	1	1
630	я имею	3	1
631	не укладывается	1	1
632	то и	2	1
633	а они	1	1
634	а то	2	1
635	в ином	1	1
636	и других	2	1
637	тоже в	1	1
638	ответ на	5	1
639	далее но	1	1
640	что хотел	1	1
641	всех событий	1	1
642	идет в	1	1
643	отметить что	5	1
644	он мог	1	1
645	именно этой	1	1
646	к той	1	1
647	в других	1	1
648	разработан в	1	1
649	в очень	1	1
650	к приведенному	1	1
651	не были	1	1
652	и из	1	1
653	до сих	2	1
654	представляя собою	1	1
655	и тех	1	1
656	по своим	1	1
657	а именно	1	1
658	и создает	1	1
659	к которому	3	1
660	при всей	2	1
661	действующих лиц	4	1
662	на которые	1	1
663	отдельные герои	1	1
664	и их	1	1
665	был в	1	1
666	не на	2	1
667	он просит	1	1
668	которой есть	2	1
669	о чем	1	1
670	что из	2	1
671	из потребности	1	1
672	есть ее	1	1
673	если не	1	1
674	слов о	1	1
675	именно поэтому	2	1
676	в келье	2	1
677	все более	2	1
678	нет ничего	1	1
679	человек в	1	1
680	трудно сказать	1	1
681	с первого	1	1
682	перед которой	1	1
683	требует от	1	1
684	из которых	4	1
685	без труда	2	1
686	да рядом	1	1
687	он говорит	4	1
688	в данном	1	1
689	это произведение	3	1
690	ли ты	1	1
691	это его	1	1
692	даже с	1	1
693	но известная	1	1
694	хочет показать	1	1
695	или другого	1	1
696	эти вопросы	1	1
697	более и	2	1
698	и некоторые	1	1
699	что тогда	1	1
700	можно сказать	4	1
701	сплошь да	1	1
702	его другим	1	1
703	сих пор	2	1
704	внимания на	2	1
705	о его	1	1
706	не является	3	1
707	совершается в	1	1
708	тенденция этих	1	1
709	в результате	2	1
710	своей собственной	1	1
711	придет и	1	1
712	в двух	1	1
713	в те	1	1
714	в отдельных	4	1
715	своих героев	1	1
716	статье а	1	1
717	укладывается в	1	1
718	уже давно	1	1
719	очень хорошо	1	1
720	давно уже	1	1
721	на фоне	1	1
722	здесь только	2	1
723	в свою	2	1
724	но этот	1	1
725	является и	1	1
726	остается неизменным	1	1
727	в свое	1	1
728	того или	1	1
729	как слово	1	1
730	и другие	1	1
731	в своих	8	1
732	и эта	1	1
733	к этому	3	1
734	как на	6	1
