N	2gram	Losev_Dial_2	slovoVRo
396	оно должно	2	1
397	мир как	1	1
398	не бывает	1	1
399	именно это	1	1
400	в основу	1	1
401	то ни	1	1
402	в состоянии	2	1
403	ним в	1	1
404	есть все	1	1
405	ни чисто	1	1
406	поэтому мы	1	1
407	вещи и	3	1
408	же просто	1	1
409	влиять на	2	1
410	заключается в	4	1
411	не умеет	2	1
412	здесь как	1	1
413	есть не	7	1
414	может стать	1	1
415	действительности в	1	1
416	форму и	1	1
417	содержание и	1	1
418	таких которые	1	1
419	в жизни	2	1
420	только одно	2	1
421	ни в	10	1
422	но уже	1	1
423	ни одной	1	1
424	он действительно	1	1
425	и уже	3	1
426	времени вне	1	1
427	всегда и	1	1
428	и вне	1	1
429	несмотря на	2	1
430	чем в	1	1
431	форма и	3	1
432	как таковой	4	1
433	в один	3	1
434	смысл и	2	1
435	и становится	1	1
436	относительно и	1	1
437	но если	1	1
438	сознания на	2	1
439	как все	1	1
440	его формы	1	1
441	что всякий	1	1
442	личность сама	1	1
443	его форму	1	1
444	мы называем	1	1
445	оно живет	1	1
446	бы мы	1	1
447	сам же	1	1
448	от поэтического	3	1
449	есть его	1	1
450	тем не	2	1
451	по крайней	9	1
452	и более	3	1
453	обнаруживает с	1	1
454	сама она	1	1
455	же мы	3	1
456	оно конечно	1	1
457	не менее	3	1
458	эти понятия	1	1
459	с теми	1	1
460	свое время	1	1
461	самого начала	2	1
462	с живым	1	1
463	ее с	1	1
464	виду не	1	1
465	взглянуть на	1	1
466	его есть	1	1
467	ясность и	1	1
468	во всякой	1	1
469	к такому	1	1
470	но только	3	1
471	может только	2	1
472	только не	2	1
473	эти голоса	1	1
474	только и	2	1
475	все меньше	1	1
476	оно станет	1	1
477	поэтическое произведение	2	1
478	они вообще	1	1
479	по своей	4	1
480	во всем	1	1
481	и поэтическое	1	1
482	этом отношении	1	1
483	без исключения	1	1
484	в каком	4	1
485	в стиле	1	1
486	не от	1	1
487	все то	1	1
488	действуют в	1	1
489	есть только	4	1
490	во все	2	1
491	отличается от	1	1
492	нечто совсем	1	1
493	его с	3	1
494	и языком	1	1
495	всегда есть	2	1
496	всегда так	1	1
497	особенности и	1	1
498	которая есть	2	1
499	и можем	1	1
500	должен быть	1	1
501	и это	5	1
502	в виду	5	1
503	на задний	1	1
504	же не	3	1
505	нет никакой	4	1
506	с самого	2	1
507	культуры и	2	1
508	приводит к	1	1
509	на свой	1	1
510	дано в	1	1
511	смысле но	1	1
512	и совершенно	2	1
513	социального контекста	1	1
514	и которые	1	1
515	того и	2	1
516	на которую	1	1
517	оно все	1	1
518	еще дальше	1	1
519	можно вспомнить	1	1
520	это только	3	1
521	жизнь и	5	1
522	всех возможных	1	1
523	даны в	3	1
524	спор и	1	1
525	понимать и	1	1
526	смысле и	1	1
527	все дело	1	1
528	только так	1	1
529	не был	1	1
530	и что	5	1
531	или на	2	1
532	она всегда	1	1
533	оно ни	1	1
534	в различных	1	1
535	воспринимаются как	1	1
536	в единую	1	1
537	по их	1	1
538	как у	1	1
539	это было	3	1
540	на всех	1	1
541	это может	2	1
542	смысле не	2	1
543	нуждается в	3	1
544	на одном	1	1
545	что и	5	1
546	и только	4	1
547	крайней мере	9	1
548	которые он	1	1
549	которой все	1	1
550	в художественной	1	1
551	совершенно невозможно	2	1
552	может иметь	3	1
553	и она	2	1
554	в литературе	1	1
555	ибо в	1	1
556	время в	1	1
557	тот же	1	1
558	чистой и	2	1
559	эта общая	1	1
560	не мешает	5	1
561	именно на	1	1
562	в эти	1	1
563	есть в	2	1
564	разную степень	3	1
565	и они	2	1
566	примеры из	1	1
567	без оговорок	1	1
568	в душе	7	1
569	на чужой	1	1
570	ни с	4	1
571	и их	3	1
572	у нее	1	1
573	ее смысла	1	1
574	к ним	1	1
575	но что	7	1
576	случае не	1	1
577	чтобы не	6	1
578	мы берем	1	1
579	не просто	12	1
580	от того	4	1
581	самом же	1	1
582	такие которые	1	1
583	момент в	2	1
584	а потому	2	1
585	нет и	1	1
586	же деле	1	1
587	со всем	2	1
588	или иначе	2	1
589	и прежде	2	1
590	же о	1	1
591	себя и	1	1
592	что не	6	1
593	месте и	1	1
594	предмет на	1	1
595	только по	1	1
596	них и	1	1
597	то и	1	1
598	по ней	1	1
599	он только	1	1
600	был в	2	1
601	в разной	2	1
602	ничем не	1	1
603	изображения в	1	1
604	своем месте	1	1
605	и историческому	1	1
606	как ни	2	1
607	конечно всегда	1	1
608	о чем	3	1
609	что мы	2	1
610	и ему	1	1
611	в руках	1	1
612	резко и	1	1
613	бы оно	1	1
614	входить в	1	1
615	вступает в	1	1
616	нет ничего	1	1
617	поняты и	1	1
618	на который	2	1
619	вместе с	2	1
620	его содержание	1	1
621	на границе	1	1
622	не понимать	1	1
623	совершенно иными	1	1
624	образ и	1	1
625	да и	6	1
626	в это	3	1
627	сколько бы	1	1
628	эти два	2	1
629	и нет	2	1
630	но это	7	1
631	глубины и	1	1
632	новые и	2	1
633	входящее в	1	1
634	которые были	2	1
635	о мире	1	1
636	и выразительных	1	1
637	например у	1	1
638	но с	1	1
639	на одной	1	1
640	тех или	2	1
641	к еще	1	1
642	как систему	1	1
643	или только	1	1
644	тем более	1	1
645	о котором	3	1
646	дана как	1	1
647	от них	1	1
648	дана в	1	1
649	эта характеристика	1	1
650	слово всегда	1	1
651	же в	2	1
652	есть уже	2	1
653	личности и	6	1
654	в системе	2	1
655	всеми его	1	1
656	становления и	3	1
657	не знает	1	1
658	только как	3	1
659	состоит из	1	1
660	как поэзия	1	1
661	равно как	1	1
662	себе самому	1	1
663	взятая в	1	1
664	от поэзии	1	1
665	гл xiv	1	1
666	есть и	6	1
667	та же	4	1
668	эти элементы	1	1
669	в какой	2	1
670	жизни и	6	1
671	одном своем	1	1
672	по причине	1	1
673	который не	1	1
674	значение в	1	1
675	им и	1	1
676	как на	1	1
677	в таком	4	1
678	все что	1	1
679	вещам как	1	1
680	они не	3	1
