N	2gram	Losev_Prob_3	Vvedenie
363	только так	1	2
364	и здесь	5	2
365	искусства и	2	2
366	еще при	1	2
367	вопросу о	1	2
368	связь между	1	2
369	во всех	2	2
370	возникает и	1	2
371	во втором	1	2
372	нуждается в	1	2
373	в языке	1	2
374	тем более	3	2
375	все время	1	2
376	если это	1	2
377	быть и	3	2
378	здесь не	8	2
379	целого и	1	2
380	для нее	2	2
381	к какому	2	2
382	своей целью	1	2
383	когда говорил	1	2
384	только на	5	2
385	мы можем	6	2
386	могло бы	3	2
387	само собой	2	2
388	или иной	8	2
389	содержании и	1	2
390	обратить внимание	1	2
391	них и	1	2
392	не было	5	2
393	иначе но	1	2
394	было сказано	1	2
395	в связи	7	2
396	д в	1	2
397	путь от	2	2
398	мы говорим	4	2
399	из которых	2	2
400	с этим	2	2
401	истории в	1	2
402	этих случаях	1	2
403	а если	1	2
404	этого слова	5	2
405	это есть	3	2
406	по существу	2	2
407	еще раз	1	2
408	но это	8	2
409	и развития	1	2
410	и собственно	1	2
411	в более	1	2
412	это уже	3	2
413	и сама	2	2
414	образом по	1	2
415	не существует	1	2
416	котором он	2	2
417	у них	2	2
418	бы в	2	2
419	конце концов	3	2
420	мы должны	7	2
421	ни к	3	2
422	будто бы	3	2
423	хотя в	1	2
424	нами не	1	2
425	нам не	2	2
426	с ней	5	2
427	он и	2	2
428	жизни и	6	2
429	точно так	3	2
430	и другие	3	2
431	это в	2	2
432	вопрос мы	1	1
433	например в	1	1
434	относится и	2	1
435	не остается	1	1
436	сам по	6	1
437	мы установили	1	1
438	но тогда	3	1
439	на самом	7	1
440	значении этого	1	1
441	только потому	2	1
442	это и	7	1
443	как такового	1	1
444	например у	1	1
445	вида и	1	1
446	речь идет	1	1
447	что эти	1	1
448	ведь и	1	1
449	думать так	1	1
450	какими бы	1	1
451	отношения к	3	1
452	и за	2	1
453	и могут	2	1
454	что всякий	9	1
455	самые разнообразные	1	1
456	и ничего	1	1
457	различия но	1	1
458	весь круг	3	1
459	и нашей	1	1
460	таком случае	4	1
461	нам в	1	1
462	и совсем	1	1
463	к одной	2	1
464	есть нечто	8	1
465	который был	1	1
466	требует от	1	1
467	для нашей	1	1
468	похожи на	1	1
469	реальным и	1	1
470	мы ее	1	1
471	и говорить	1	1
472	большей частью	1	1
473	дело заключается	1	1
474	к целому	1	1
475	нам представляется	2	1
476	этим не	2	1
477	и занимается	1	1
478	то мы	1	1
479	самих себя	1	1
480	и вопрос	1	1
481	но как	4	1
482	в сторону	1	1
483	только тогда	2	1
484	а и	1	1
485	как в	5	1
486	отличие от	3	1
487	и будет	2	1
488	себе отчет	1	1
489	или иное	2	1
490	произведение в	2	1
491	и речи	1	1
492	что они	5	1
493	в поисках	2	1
494	общего с	3	1
495	дает нам	2	1
496	от собственного	1	1
497	кроме того	3	1
498	целом но	1	1
499	просто как	2	1
500	разного рода	2	1
501	это тоже	2	1
502	и художественного	1	1
503	для которой	4	1
504	более или	1	1
505	себе не	2	1
506	или иную	1	1
507	то в	3	1
508	искусства обычно	1	1
509	идея и	3	1
510	конца xix	2	1
511	еще на	2	1
512	в которой	2	1
513	стать не	1	1
514	он в	2	1
515	действительности а	1	1
516	то обстоятельство	1	1
517	именно такого	1	1
518	остановиться на	1	1
519	и тот	1	1
520	особенно важно	1	1
521	говорят о	3	1
522	тому же	1	1
523	во многих	1	1
524	на то	3	1
525	но на	1	1
526	заключается не	1	1
527	на его	1	1
528	выделить в	1	1
529	с чем	2	1
530	бы этого	1	1
531	выражается в	3	1
532	оно было	1	1
533	время и	2	1
534	или очень	1	1
535	соприкасается с	1	1
536	перестает быть	1	1
537	слова а	2	1
538	области но	1	1
539	не значит	3	1
540	установили что	1	1
541	что никакой	2	1
542	собой не	1	1
543	котором мы	1	1
544	есть один	1	1
545	новое и	1	1
546	чтобы в	1	1
547	из него	2	1
548	его от	1	1
549	его содержании	1	1
550	именно это	1	1
551	одно и	3	1
552	это конечно	1	1
553	и создающей	1	1
554	то ни	6	1
555	мы его	1	1
556	как они	1	1
557	факт что	1	1
558	что все	2	1
559	в определенном	1	1
560	различие между	1	1
561	целое как	1	1
562	слова или	1	1
563	разница между	1	1
564	зрения на	2	1
565	лишь в	1	1
566	того или	6	1
567	нечего и	1	1
568	то все	1	1
569	он есть	2	1
570	ведь в	2	1
571	бы только	2	1
572	мысли но	1	1
573	нашего исследования	2	1
574	в слове	2	1
575	не всегда	1	1
576	наблюдалось в	1	1
577	значит не	1	1
578	мере не	1	1
579	автора и	1	1
580	и того	1	1
581	одного и	1	1
582	перед собой	1	1
583	только тем	1	1
584	или менее	1	1
585	во время	1	1
586	никак не	9	1
587	но поскольку	1	1
588	в такой	1	1
589	и без	4	1
590	и всеми	1	1
591	отдельных представителей	1	1
592	еще нет	2	1
593	прийти к	1	1
594	представление о	1	1
595	рассматривать только	1	1
596	говорил о	1	1
597	вещи и	7	1
598	в отличие	2	1
599	даже просто	2	1
600	от его	2	1
601	мы теперь	2	1
602	и другого	1	1
603	втором случае	1	1
604	точку зрения	1	1
605	заставляет нас	2	1
606	но он	1	1
607	идея которая	1	1
608	что сейчас	1	1
609	и эти	1	1
610	чего нельзя	1	1
611	речи в	1	1
612	возможно только	1	1
613	вещей и	1	1
614	не должно	1	1
615	является так	1	1
616	это особенно	1	1
617	же мы	1	1
618	например и	2	1
619	и очень	3	1
620	нет никакого	4	1
621	если и	1	1
622	а наоборот	1	1
623	превратить его	1	1
624	в таких	3	1
625	у платона	1	1
626	мысли в	1	1
627	же между	1	1
628	нас и	2	1
629	в идее	1	1
630	то менее	1	1
631	было у	1	1
632	случае не	3	1
633	и имеет	1	1
634	в языкознании	2	1
635	опираться на	1	1
636	при полной	1	1
637	та или	3	1
638	самую действительность	1	1
639	а для	1	1
640	и всегда	2	1
641	же рода	2	1
642	понимать их	1	1
643	что ни	1	1
644	правда в	1	1
645	в самой	2	1
646	слова как	2	1
647	или иная	3	1
648	целое в	1	1
649	и является	4	1
650	во всем	1	1
651	бы нас	2	1
652	и после	2	1
653	чтобы этот	1	1
654	рода с	1	1
655	о чем-то	4	1
656	в некотором	2	1
657	что на	1	1
658	которая по	1	1
659	представлять себе	1	1
660	такие же	1	1
661	то более	1	1
662	обстоятельство что	1	1
663	если его	3	1
664	искусстве то	1	1
665	прямо говорит	1	1
666	отношении гораздо	1	1
667	из самого	1	1
668	сравнении с	2	1
669	отличается от	4	1
670	виде как	2	1
671	назвать в	1	1
672	же только	1	1
673	мы хорошо	1	1
674	оно не	1	1
675	что при	2	1
676	что об	1	1
677	утверждать что	1	1
678	этом понятии	2	1
679	в эпоху	1	1
680	для себя	2	1
681	вещей в	1	1
682	на нечто	3	1
683	не находятся	1	1
684	из всего	1	1
685	именно эту	1	1
686	нас от	1	1
687	и о	5	1
688	значения и	1	1
689	он вовсе	1	1
690	поэтического образа	2	1
691	без всякого	3	1
692	только при	4	1
693	с каким	1	1
694	университета в	1	1
695	то или	3	1
696	реальной действительности	1	1
697	все прочие	1	1
698	только то	2	1
699	имеют дело	1	1
700	и возможна	1	1
701	что именно	1	1
702	с самими	1	1
703	что у	3	1
704	которыми мы	1	1
705	и прочих	1	1
706	можно только	1	1
707	том как	2	1
708	жизнь и	2	1
709	между собой	1	1
710	образом в	1	1
711	о ней	2	1
712	и нужно	1	1
713	с полным	4	1
714	именно потому	3	1
715	мы убеждаемся	1	1
716	и та	1	1
717	другими словами	6	1
718	настоящее время	2	1
719	говорит об	1	1
720	бы то	4	1
721	греческом языке	1	1
722	теми или	3	1
723	данного языка	1	1
724	это было	2	1
725	все в	1	1
726	различны то	1	1
727	на отдельные	2	1
728	том или	3	1
729	нем не	1	1
730	если принять	1	1
731	нечто иное	2	1
732	вся эта	3	1
733	данного круга	1	1
734	или иными	1	1
735	во всей	3	1
736	есть действительно	2	1
737	и содержания	1	1
738	действительно в	1	1
739	как указание	1	1
740	видели имеет	1	1
741	и можно	2	1
742	не существовать	1	1
743	для употребления	1	1
744	в свете	1	1
745	также например	1	1
746	имеет очень	1	1
747	условия для	1	1
748	в литературе	1	1
749	значит что	7	1
750	что здесь	5	1
751	д и	4	1
752	не такие	1	1
753	всю ее	1	1
754	очень много	3	1
755	помощи которого	1	1
756	всех его	1	1
757	дело здесь	4	1
758	имеет своим	2	1
759	раз вполне	1	1
760	природе языка	1	1
761	не мешает	3	1
762	на одно	2	1
763	с которыми	2	1
764	не то	2	1
765	без этого	1	1
766	себя в	2	1
767	есть в	3	1
768	поскольку мы	1	1
769	и у	2	1
770	действительность только	1	1
771	своим собственным	2	1
772	вернуться к	2	1
773	человеческого духа	1	1
774	языка как	1	1
775	а это	3	1
776	или даже	5	1
777	у того	1	1
778	это требует	1	1
779	понятий в	1	1
780	и понимание	1	1
781	ту или	1	1
782	что содержание	1	1
783	свой собственный	3	1
784	роль и	2	1
785	совсем другое	4	1
786	для него	3	1
787	и художественно	1	1
788	не означает	1	1
789	слова в	1	1
790	мы находим	7	1
791	у него	1	1
792	потому его	1	1
793	и никогда	1	1
794	до бесконечности	1	1
795	или ином	2	1
796	указание на	1	1
797	самом же	4	1
798	момент в	1	1
799	нет нужды	2	1
800	были бы	2	1
801	ее предмет	2	1
802	говорим о	3	1
803	здесь нужно	1	1
804	здесь в	3	1
805	все равно	3	1
806	с той	5	1
807	а с	2	1
808	факта что	1	1
809	в природе	2	1
810	в настоящем	3	1
811	своего собственного	1	1
812	при чем	1	1
813	виде и	3	1
814	что будет	1	1
815	то сама	1	1
816	этот термин	1	1
817	не на	1	1
818	нужно сказать	1	1
819	после всего	1	1
820	он только	2	1
821	которые не	1	1
822	поскольку она	1	1
823	цвета и	1	1
824	всю эту	1	1
825	а главное	1	1
826	тот факт	1	1
827	однако и	1	1
828	то ясно	1	1
829	это у	1	1
830	именно так	3	1
831	всегда и	1	1
832	жизнь в	3	1
833	д можно	1	1
834	в одно	1	1
835	если не	3	1
836	для этой	1	1
837	здесь именно	1	1
838	и об	1	1
839	дан нам	1	1
840	а есть	1	1
841	с первого	3	1
842	и особенно	2	1
843	данности и	1	1
844	и потому	7	1
845	как та	1	1
846	самой действительности	1	1
847	однако для	2	1
848	здесь уже	1	1
849	в европе	1	1
850	для нашего	1	1
851	нечто вполне	1	1
852	можно поэтому	1	1
853	не одно	1	1
854	к своему	1	1
855	общая идея	1	1
856	в изображении	1	1
857	более то	1	1
858	никаких художественных	1	1
859	для первого	1	1
860	но который	1	1
861	в тех	3	1
862	быть только	1	1
863	понимается как	1	1
864	в первой	1	1
865	искусство что	1	1
866	это значит	4	1
867	есть тот	1	1
868	том смысле	3	1
869	быть не	1	1
870	слова и	3	1
871	в гораздо	1	1
872	как предмет	1	1
873	из человеческих	1	1
874	по образцу	1	1
875	но для	1	1
876	или по	4	1
877	имел в	1	1
878	к вопросу	1	1
879	этот образ	1	1
880	и часто	1	1
881	и более	2	1
882	слова но	1	1
883	от той	1	1
884	не прямо	1	1
885	и от	9	1
886	она может	2	1
887	по поводу	2	1
888	это можно	2	1
889	своему содержанию	2	1
890	что оно	2	1
891	это как	1	1
892	в настоящее	2	1
893	художественного образа	12	1
894	а к	2	1
895	для нас	16	1
896	всего что	1	1
897	и все	3	1
898	из себя	3	1
899	хорошо знаем	1	1
900	чтобы его	1	1
901	не должен	1	1
902	ни было	3	1
903	же в	3	1
904	себя не	2	1
905	от своего	1	1
906	понимать как	3	1
907	состоит из	5	1
908	совершенно не	4	1
909	жизни а	3	1
910	типа и	2	1
911	или иного	3	1
912	одновременно и	1	1
913	в сравнении	2	1
914	первом случае	1	1
915	подлинном виде	1	1
916	только о	3	1
917	есть то	3	1
918	самое что	1	1
919	них это	1	1
920	в заключение	3	1
921	но еще	1	1
922	ее в	1	1
923	в своих	1	1
924	это понятие	2	1
925	ничего иного	1	1
926	можно назвать	1	1
927	в таком	5	1
928	этой точки	2	1
929	они не	1	1
