N	2gram	Losev_Dial_3	Freidism
115	же время	3	4
116	потому что	7	4
117	и для	2	4
118	к тому	4	4
119	если мы	1	4
120	данном случае	1	4
121	– и	4	4
122	как борьба	1	4
123	другими словами	7	4
124	конечно не	4	4
125	уже не	5	4
126	в котором	1	4
127	мы находим	1	4
128	как раз	7	4
129	от того	4	4
130	себя и	2	4
131	в данном	2	4
132	и о	3	4
133	сознания и	4	4
134	в этих	1	4
135	этот вопрос	1	4
136	между ними	1	4
137	в таком	14	4
138	в объективном	1	3
139	таком случае	10	3
140	и есть	16	3
141	на место	1	3
142	на себя	3	3
143	он был	1	3
144	а только	1	3
145	конечном счете	1	3
146	в общем	1	3
147	и той	1	3
148	и как	8	3
149	учение о	8	3
150	в себе	2	3
151	но ведь	1	3
152	и вот	2	3
153	одной и	1	3
154	и по	2	3
155	что все	14	3
156	и может	1	3
157	не сможет	1	3
158	было бы	5	3
159	отца и	2	3
160	мы имеем	1	3
161	такой же	1	3
162	нисколько не	1	3
163	он дает	2	3
164	другой –	1	3
165	тому чтобы	1	3
166	случае не	3	3
167	тому что	4	3
168	нет никакого	7	3
169	одна из	3	3
170	на него	1	3
171	ни о	3	3
172	не могут	4	3
173	она не	3	3
174	– продукт	1	3
175	с ее	1	3
176	и этим	3	3
177	только то	1	3
178	если бы	6	3
179	и смерть	2	3
180	и что	15	3
181	бы то	2	3
182	в конечном	1	3
183	и она	2	3
184	со всеми	2	3
185	себя в	2	3
186	у него	2	3
187	в них	5	3
188	со стороны	2	3
189	о себе	2	3
190	вместе с	1	3
191	по своему	1	3
192	слова и	1	3
193	и от	3	3
194	но это	5	3
195	это учение	1	3
196	не знает	3	3
197	жизни и	5	3
198	ни на	3	3
199	ее в	2	3
200	отношения к	1	2
201	чтобы не	1	2
202	в такой	1	2
203	и то	4	2
204	сил и	1	2
205	это и	7	2
206	в первом	2	2
207	высшей степени	1	2
208	– к	1	2
209	для своего	1	2
210	как не	2	2
211	откуда же	1	2
212	не отличается	5	2
213	сказать и	1	2
214	в ее	1	2
215	для жизни	1	2
216	ко всякому	1	2
217	но как	2	2
218	себе и	1	2
219	чем же	1	2
220	опирается на	1	2
221	что как	1	2
222	в своем	3	2
223	сознания в	2	2
224	от этого	1	2
225	в этот	1	2
226	не приходится	1	2
227	что это	12	2
228	что она	9	2
229	их в	2	2
230	но все	1	2
231	в совершенно	1	2
232	сознание и	3	2
233	в глубине	1	2
234	при помощи	3	2
235	это было	3	2
236	это не	4	2
237	на почве	1	2
238	в свой	1	2
239	чаще всего	2	2
240	и смерти	1	2
241	только о	3	2
242	этого не	2	2
243	его все	1	2
244	и уже	2	2
245	которой он	1	2
246	жизни но	1	2
247	выйти за	3	2
248	и становится	1	2
249	том что	8	2
250	но если	6	2
251	и при	1	2
252	в их	2	2
253	сих пор	1	2
254	и сознательного	2	2
255	внутреннего субъективного	1	2
256	иным как	1	2
257	силу и	1	2
258	на другую	1	2
259	миф и	3	2
260	возможно только	6	2
261	как это	5	2
262	в отношении	1	2
263	что с	1	2
264	но для	2	2
265	дело не	1	2
266	в науке	1	2
267	и притом	5	2
268	в процессе	1	2
269	этих фактов	1	2
270	в нас	1	2
271	только не	10	2
272	тем не	10	2
273	из того	2	2
274	этом отношении	1	2
275	за ними	1	2
276	если его	1	2
277	все то	1	2
278	когда мы	2	2
279	же что	1	2
280	слово –	2	2
281	отличается от	8	2
282	должны быть	3	2
283	что оно	7	2
284	социальные и	1	2
285	оно не	6	2
286	для себя	2	2
287	из всего	1	2
288	образы и	1	2
289	в виду	7	2
290	вещи и	1	2
291	это вовсе	1	2
292	и вообще	2	2
293	сознание не	1	2
294	о нем	4	2
295	и поэтому	1	2
296	до сих	1	2
297	этих двух	1	2
298	что и	6	2
299	ни об	1	2
300	от этих	1	2
301	всего этого	2	2
302	в него	1	2
303	мир в	3	2
304	быть и	3	2
305	отцу и	2	2
306	даже если	2	2
307	очень много	1	2
308	– есть	3	2
309	для нее	1	2
310	может сказать	1	2
311	с одной	3	2
312	не можем	2	2
313	и у	2	2
314	только на	7	2
315	и они	2	2
316	ни было	1	2
317	ряд фактов	1	2
318	из них	3	2
319	а потому	1	2
320	точка зрения	5	2
321	в систему	1	2
322	заметить что	1	2
323	и даже	13	2
324	с другой	4	2
325	здесь в	1	2
326	сознания они	1	2
327	в психологии	1	2
328	ничем не	7	2
329	одной стороны	3	2
330	зависит от	2	2
331	а не	26	2
332	принцип реальности	1	2
333	что мы	8	2
334	так же	4	2
335	факты и	2	2
336	самого себя	1	2
337	и всей	1	2
338	и боль	1	2
339	для понимания	1	2
340	внешнего мира	1	2
341	внешний мир	3	2
342	и таким	1	2
343	же самое	1	2
344	и часто	1	2
345	не существует	10	2
346	в силах	1	2
347	для нас	2	2
348	ибо не	1	2
349	и ни	3	2
350	он –	7	2
351	да и	1	2
352	есть и	12	2
353	в своих	2	2
354	как на	5	2
355	они не	2	2
356	ту же	1	1
357	и т	24	1
358	– явно	1	1
359	же как	2	1
360	не видим	2	1
361	а из	2	1
362	есть же	1	1
363	но тем	1	1
364	конечно с	1	1
365	странное и	2	1
366	слова –	1	1
367	не имеют	2	1
368	ведь и	1	1
369	он ничем	1	1
370	этого он	2	1
371	с таким	1	1
372	и должен	1	1
373	и этот	1	1
374	а как	1	1
375	или наоборот	1	1
376	вопрос о	5	1
377	ответить на	1	1
378	– одно	2	1
379	никак нельзя	1	1
380	но она	3	1
381	как то	1	1
382	оно есть	2	1
383	которое не	2	1
384	но даже	3	1
385	мы и	4	1
386	то это	9	1
387	конечно и	1	1
388	что можно	2	1
389	я признаю	1	1
390	но от	1	1
391	в каждой	1	1
392	учение об	1	1
393	оказывается что	1	1
394	и самого	1	1
395	принципом реальности	1	1
396	бытия а	1	1
397	что его	5	1
398	объекта или	1	1
399	без всякого	1	1
400	природу в	1	1
401	основано на	2	1
402	природы и	2	1
403	объект не	1	1
404	оно совершенно	1	1
405	о смерти	1	1
406	коем случае	3	1
407	механизм все	1	1
408	только потому	2	1
409	друг на	1	1
410	же она	3	1
411	в качестве	1	1
412	иногда и	1	1
413	нет и	4	1
414	в свои	1	1
415	отличаются от	1	1
416	из таких	1	1
417	его развития	1	1
418	во что	4	1
419	не помогает	1	1
420	в истории	4	1
421	всего от	3	1
422	независимо от	1	1
423	имеют только	1	1
424	и нет	7	1
425	однако не	2	1
426	кто не	1	1
427	принимать во	1	1
428	человека правда	1	1
429	показали что	1	1
430	утверждают что	3	1
431	– конечно	1	1
432	та же	1	1
433	бы и	1	1
434	оно превращается	1	1
435	по преимуществу	1	1
436	только один	1	1
437	говорят о	1	1
438	имеем в	1	1
439	мир –	1	1
440	на то	3	1
441	если он	1	1
442	дальше и	1	1
443	вообще не	2	1
444	что было	1	1
445	от его	2	1
446	он ни	1	1
447	т д	23	1
448	на одну	1	1
449	всем своем	1	1
450	с нашим	1	1
451	же это	1	1
452	и входит	1	1
453	– на	1	1
454	который –	1	1
455	предмет своей	1	1
456	оно-то и	1	1
457	из него	1	1
458	его от	1	1
459	его можно	1	1
460	но всегда	1	1
461	находит себе	1	1
462	в основу	1	1
463	это конечно	1	1
464	объект и	2	1
465	одна на	1	1
466	им как	1	1
467	ли это?	1	1
468	говорить не	2	1
469	и которые	1	1
470	чтобы все	1	1
471	человека только	1	1
472	говоря о	1	1
473	и тем	2	1
474	от отца	5	1
475	не чем	1	1
476	тела в	1	1
477	во многом	1	1
478	на свои	3	1
479	бытие и	3	1
480	далеко не	1	1
481	на друга	1	1
482	место и	1	1
483	не всегда	1	1
484	во внимание	2	1
485	он и	3	1
486	чем в	1	1
487	которое тоже	1	1
488	не больше	3	1
489	не мог	1	1
490	на первый	4	1
491	из сферы	1	1
492	и тут	3	1
493	сознания но	2	1
494	нас не	1	1
495	со всяким	1	1
496	он должен	3	1
497	и без	3	1
498	почти не	1	1
499	что вся	1	1
500	– лишь	1	1
501	как совокупность	1	1
502	не к	1	1
503	миф о	3	1
504	нему и	1	1
505	этот опыт	2	1
506	в одном	1	1
507	– у	1	1
508	творчества и	1	1
509	друг другу	1	1
510	это относится	1	1
511	по крайней	5	1
512	и эти	2	1
513	есть именно	6	1
514	чтобы это	1	1
515	уже сказали	1	1
516	вещей и	6	1
517	же такое	2	1
518	нас к	2	1
519	да ведь	1	1
520	и необходимость	1	1
521	раз и	3	1
522	его внутреннего	1	1
523	иной раз	2	1
524	и истории	1	1
525	если и	1	1
526	можно ли	5	1
527	в сознательной	1	1
528	а иногда	1	1
529	человека но	1	1
530	это дает	1	1
531	друг друга	3	1
532	тогда когда	5	1
533	у различных	1	1
534	сознания конечно	1	1
535	только уже	1	1
536	– для	2	1
537	не имели	1	1
538	не сделал	1	1
539	в коем	3	1
540	нее нет	1	1
541	они являются	1	1
542	к ней	1	1
543	как высшее	1	1
544	он хочет	1	1
545	ровно ничего	3	1
546	правда это	1	1
547	и является	2	1
548	хочет быть	2	1
549	что на	1	1
550	тела и	1	1
551	на веру	1	1
552	фактов и	2	1
553	ли это	1	1
554	бытия не	1	1
555	точке зрения	1	1
556	от их	1	1
557	и здесь	2	1
558	именно оно	1	1
559	истории не	2	1
560	которую не	1	1
561	нет ни	2	1
562	и пр.?	1	1
563	в телесном	1	1
564	д таким	1	1
565	мы все	1	1
566	его с	1	1
567	за что	1	1
568	смерти и	1	1
569	той или	2	1
570	как некое	1	1
571	и материи	2	1
572	если же	8	1
573	зная ни	1	1
574	предмет в	1	1
575	о том	6	1
576	существует только	1	1
577	и это	4	1
578	диалектического материализма	1	1
579	и которая	1	1
580	меня в	2	1
581	и сами	2	1
582	точками зрения	1	1
583	совершенно ясно	1	1
584	– об	1	1
585	то время	4	1
586	таком виде	1	1
587	материи и	1	1
588	как с	2	1
589	до самого	1	1
590	и когда	2	1
591	и сам	1	1
592	мы только	1	1
593	в мире	1	1
594	только через	1	1
595	эти факты	3	1
596	и логической	2	1
597	и знания	2	1
598	не с	1	1
599	ясно что	7	1
600	мог бы	1	1
601	само себя	1	1
602	в результате	1	1
603	можно только	4	1
604	проявляет себя	1	1
605	жизнь и	4	1
606	права говорить	1	1
607	основана на	1	1
608	социологическом смысле	1	1
609	должны признать	1	1
610	ничего не	17	1
611	вот это	3	1
612	связанное с	1	1
613	о ней	2	1
614	то есть	1	1
615	рассчитана на	1	1
616	внимание на	1	1
617	и та	1	1
618	а часто	1	1
619	утверждает что	3	1
620	социальная среда	2	1
621	в сфере	1	1
622	всем том	1	1
623	но когда	1	1
624	с соответствующими	1	1
625	особого рода	3	1
626	и во	2	1
627	нет это	2	1
628	он берет	1	1
629	не выходит	1	1
630	все на	1	1
631	– во	1	1
632	чтобы получить	1	1
633	мы ни	1	1
634	на одном	1	1
635	крайней мере	5	1
636	тотчас же	1	1
637	все время	3	1
638	и следовательно	2	1
639	или может	1	1
640	в лице	1	1
641	деле что	2	1
642	приходится принимать	2	1
643	не зная	1	1
644	тело и	4	1
645	к которому	1	1
646	в третий	2	1
647	глубине души	1	1
648	но так	1	1
649	оказалось что	2	1
650	которым мы	1	1
651	мы о	1	1
652	что известно	1	1
653	во всем	3	1
654	которое должно	1	1
655	и так	1	1
656	в обществе	1	1
657	ноги и	2	1
658	этого мифа	2	1
659	об их	1	1
660	кроме этого	1	1
661	это же	3	1
662	и прочие	1	1
663	некоторых своих	1	1
664	опыта но	1	1
665	только оно	1	1
666	есть в	3	1
667	его или	1	1
668	материи но	3	1
669	утверждали что	1	1
670	то и	3	1
671	чтобы он	1	1
672	также и	2	1
673	в виде	8	1
674	а это	1	1
675	как последнее	2	1
676	в ином	1	1
677	уже с	1	1
678	пр –	1	1
679	одно из	5	1
680	не так	1	1
681	в корне	1	1
682	миф –	5	1
683	содержания и	1	1
684	целом и	1	1
685	научной точки	1	1
686	бытия и	2	1
687	никакого отношения	3	1
688	тем что	3	1
689	даже и	7	1
690	существуют только	1	1
691	и только	6	1
692	момент в	1	1
693	в другой	1	1
694	научным объяснением	1	1
695	представление о	1	1
696	я также	1	1
697	или иной	4	1
698	даже не	6	1
699	точек зрения	1	1
700	сами эти	2	1
701	она в	1	1
702	исходят из	2	1
703	этот взгляд	1	1
704	на них	2	1
705	именно в	2	1
706	эти две	3	1
707	мы никогда	1	1
708	в каких	1	1
709	с той	1	1
710	такое же	1	1
711	своего собственного	2	1
712	и тело	1	1
713	они отличаются	1	1
714	в некоторых	1	1
715	деле если	1	1
716	превращается в	6	1
717	человеческого рода	1	1
718	или другими	1	1
719	факты сами	2	1
720	своей любви	1	1
721	отнюдь не	10	1
722	у всех	1	1
723	в слове	3	1
724	пр и	1	1
725	или с	1	1
726	если это	1	1
727	в мифологии	1	1
728	нет никаких	2	1
729	свести к	1	1
730	при его	3	1
731	стадии своего	1	1
732	для самого	1	1
733	мы говорим	2	1
734	или по	1	1
735	из которых	3	1
736	влияния на	1	1
737	что всякое	1	1
738	предмета –	1	1
739	объективны и	1	1
740	быть не	2	1
741	в это	1	1
742	и формы	2	1
743	реальности в	1	1
744	– субъективное	1	1
745	в сознательном	1	1
746	ближе к	1	1
747	в смысле	2	1
748	– из	1	1
749	меняется если	1	1
750	и собственно	1	1
751	мира в	1	1
752	– или	3	1
753	себя именно	1	1
754	– ровно	1	1
755	не знаем	1	1
756	указать на	1	1
757	делает ее	2	1
758	такое сознание	1	1
759	потому не	1	1
760	но на	2	1
761	об отношении	1	1
762	ведь эти	1	1
763	или только	4	1
764	в область	1	1
765	которая в	1	1
766	бы ему	1	1
767	это часто	1	1
768	души в	1	1
769	целый ряд	2	1
770	отсюда –	1	1
771	бы в	2	1
772	тем более	3	1
773	мы показали	1	1
774	словами мы	1	1
775	своего бытия	1	1
776	существует ли	1	1
777	или не	5	1
778	же в	2	1
779	в том	5	1
780	основе их	1	1
781	к ее	1	1
782	требует чтобы	2	1
783	нам не	1	1
784	может и	2	1
785	нет ничего	9	1
786	это все	1	1
787	весь мир	1	1
788	обычно не	2	1
789	имеет место	1	1
790	– этот	1	1
791	же мы	2	1
792	религии и	1	1
793	чем иным	1	1
794	из этого	2	1
795	который не	2	1
796	на ней	1	1
797	учения о	2	1
798	самосознания и	2	1
799	это так	1	1
800	а может	1	1
801	только одна	3	1
