N	2gram	Trubetskoy_1	Myshleni
227	от этого	1	2
228	и те	2	2
229	в общении	1	2
230	главным образом	3	2
231	а скорее	1	2
232	всех этих	3	2
233	он должен	5	2
234	не к	2	2
235	и вот	2	2
236	но все	1	2
237	значительной степени	1	2
238	том же	2	2
239	к другу	1	2
240	из всех	2	2
241	с другими	1	2
242	ближе к	1	2
243	в единое	2	2
244	является для	1	2
245	несмотря на	3	2
246	и результаты	1	2
247	должно быть	3	2
248	иначе говоря	1	2
249	в один	1	2
250	на первый	1	2
251	в этих	2	2
252	и при	6	2
253	из которой	1	2
254	представление о	1	2
255	точку зрения	4	2
256	и эти	1	2
257	ничего другого	2	2
258	даже в	1	2
259	что эта	1	2
260	что с	2	2
261	дело в	1	2
262	говорить о	3	2
263	результаты этого	1	2
264	никогда не	5	2
265	же время	10	2
266	на него	1	2
267	ничего кроме	1	2
268	в конце	3	2
269	данном случае	3	2
270	что у	1	2
271	понимание и	1	2
272	ясно что	2	2
273	две части	1	2
274	и постоянно	1	2
275	что отдельные	1	2
276	в значительной	3	2
277	от них	1	2
278	мы хотим	1	2
279	один из	1	2
280	говорили выше	1	2
281	может привести	1	2
282	человека с	1	2
283	уже не	2	2
284	вопроса о	1	2
285	в виде	3	2
286	или даже	1	2
287	к мысли	1	2
288	для него	6	2
289	в известной	1	2
290	под именем	1	2
291	другом в	1	2
292	и даже	2	2
293	на ее	1	2
294	если мы	1	2
295	те кто	1	2
296	связано с	1	2
297	которых мы	1	2
298	на которых	1	2
299	в частности	2	2
300	и потому	3	2
301	как это	1	2
302	человека к	1	2
303	при переходе	1	2
304	в данном	7	2
305	всего в	1	2
306	в течение	2	2
307	в состоянии	1	2
308	на которой	2	2
309	и таким	1	2
310	что кроме	1	2
311	о котором	3	2
312	которая в	1	2
313	указывает на	2	2
314	а в	5	2
315	с ней	1	2
316	к его	1	2
317	жизни и	4	2
318	ее в	2	2
319	можно назвать	1	2
320	ту же	1	1
321	в силе	1	1
322	и т	3	1
323	возрасте а	1	1
324	на самом	6	1
325	бы для	2	1
326	взаимодействия между	1	1
327	к удовлетворению	1	1
328	выводом из	1	1
329	он всегда	1	1
330	этому пути	1	1
331	мы уже	2	1
332	от своего	1	1
333	его практическую	1	1
334	действительность или	1	1
335	к новой	1	1
336	привести к	1	1
337	свою особую	1	1
338	это отношение	1	1
339	но даже	2	1
340	то это	3	1
341	образом оказывается	1	1
342	обоими видами	1	1
343	себе что	1	1
344	с большим	1	1
345	к общему	1	1
346	в ней	2	1
347	и говорить	1	1
348	что оба	1	1
349	когда речь	1	1
350	разумеется не	1	1
351	столько же	1	1
352	которую можно	1	1
353	еще не	3	1
354	дать ему	1	1
355	на них	1	1
356	и многие	1	1
357	в различных	1	1
358	смотрят на	2	1
359	с реальной	1	1
360	друг к	1	1
361	пищи и	1	1
362	в сторону	1	1
363	очевидно что	1	1
364	что так	1	1
365	и будет	1	1
366	не просто	2	1
367	проходить в	1	1
368	сама по	2	1
369	результате этого	1	1
370	в истории	1	1
371	отношение человека	1	1
372	что во	1	1
373	стороны и	1	1
374	бы речь	2	1
375	и целостности	1	1
376	учений и	1	1
377	что ее	1	1
378	к какому	1	1
379	в полном	1	1
380	то в	3	1
381	себя к	1	1
382	что же	4	1
383	интересовать только	1	1
384	выражение в	1	1
385	связаны друг	1	1
386	что к	1	1
387	остановиться на	1	1
388	им в	1	1
389	выяснению того	1	1
390	на попытки	1	1
391	но на	1	1
392	не могла	1	1
393	вообще не	1	1
394	на его	1	1
395	как оно	1	1
396	то этим	1	1
397	в нем	5	1
398	значительная часть	1	1
399	от которого	1	1
400	о которой	1	1
401	фактических данных	1	1
402	даже тогда	1	1
403	в принципе	1	1
404	к одному	1	1
405	постольку поскольку	1	1
406	его можно	1	1
407	заключает в	1	1
408	и заключается	1	1
409	значительной части	2	1
410	для всей	1	1
411	могла бы	1	1
412	тем в	1	1
413	и второй	1	1
414	самим собой	12	1
415	на этой	2	1
416	на каком	1	1
417	сейчас в	1	1
418	уже знаем	1	1
419	это противоречие	1	1
420	в жизни	1	1
421	же образом	2	1
422	но мы	3	1
423	о которых	3	1
424	которой он	4	1
425	обозначить как	1	1
426	как сказано	1	1
427	нисколько не	2	1
428	переносится в	1	1
429	во время	2	1
430	и логики	1	1
431	но если	3	1
432	отдельные ее	1	1
433	таким же	3	1
434	и без	1	1
435	бы к	1	1
436	внутренняя связь	1	1
437	просто в	1	1
438	положение в	1	1
439	что вся	1	1
440	сделано в	1	1
441	оказывается что	1	1
442	знаем что	3	1
443	из области	1	1
444	тем не	1	1
445	состоит в	2	1
446	по крайней	1	1
447	лежит не	2	1
448	войти в	1	1
449	возможно только	1	1
450	которое будет	1	1
451	ее части	1	1
452	этого мало	1	1
453	и вся	1	1
454	сознании в	1	1
455	приводят к	2	1
456	шла о	1	1
457	с необычайной	1	1
458	не менее	1	1
459	мыслящего человека	1	1
460	далее что	1	1
461	ними не	1	1
462	к новым	1	1
463	и сама	1	1
464	сколько и	1	1
465	в область	1	1
466	чтобы стать	1	1
467	проблема и	1	1
468	он с	1	1
469	нашего рассуждения	1	1
470	следовательно и	2	1
471	наука и	1	1
472	и всегда	1	1
473	в какую-то	1	1
474	может в	1	1
475	природы в	1	1
476	этих последних	1	1
477	более что	1	1
478	самому своему	2	1
479	связь и	1	1
480	и является	2	1
481	удельного веса	1	1
482	в сознании	3	1
483	как будто	2	1
484	две совершенно	1	1
485	однако это	1	1
486	если только	2	1
487	именно с	1	1
488	вот в	1	1
489	всему этому	1	1
490	выход из	1	1
491	по самому	2	1
492	не вызывает	1	1
493	в других	2	1
494	для этих	1	1
495	как только	1	1
496	слова но	1	1
497	отличается от	2	1
498	единства которое	1	1
499	числе и	1	1
500	должны быть	1	1
501	по возможности	1	1
502	себя только	1	1
503	той или	3	1
504	а ее	1	1
505	что при	1	1
506	которой она	2	1
507	так например	1	1
508	может интересовать	1	1
509	то естественно	1	1
510	из всего	1	1
511	к такому	2	1
512	с ее	1	1
513	как не	1	1
514	сравнению со	1	1
515	языка и	1	1
516	эти элементы	1	1
517	и логически	1	1
518	к внешней	1	1
519	только не	1	1
520	только то	1	1
521	настоящими реальными	1	1
522	во главе	2	1
523	никак не	1	1
524	в совершенно	4	1
525	котором мы	1	1
526	на службу	1	1
527	с самим	2	1
528	в борьбе	2	1
529	том виде	1	1
530	реальными политиками	1	1
531	сказано выше	1	1
532	самых различных	1	1
533	разумеется что	2	1
534	стороны их	1	1
535	в удовлетворении	1	1
536	в самой	1	1
537	но этого	1	1
538	делает возможным	1	1
539	это потому	2	1
540	на точку	1	1
541	вопросу о	3	1
542	свойства которые	1	1
543	когда оно	1	1
544	что и	3	1
545	одна не	1	1
546	это не	1	1
547	лишь к	4	1
548	этот последний	1	1
549	а следовательно	3	1
550	и писать	1	1
551	представления о	1	1
552	может иметь	1	1
553	назвать эгоцентрической	1	1
554	отклик в	1	1
555	заключается не	1	1
556	что такая	1	1
557	живой отклик	1	1
558	на будущее	1	1
559	если с	1	1
560	образом как	1	1
561	будет пользоваться	1	1
562	что только	2	1
563	также и	1	1
564	и действительно	1	1
565	в обществе	1	1
566	по этому	2	1
567	физически и	1	1
568	именно на	2	1
569	так что	2	1
570	сомнений в	1	1
571	не можем	2	1
572	одной из	3	1
573	и у	1	1
574	совершенно бессильна	1	1
575	своим собственным	1	1
576	чтобы он	1	1
577	тем чтобы	3	1
578	то которое	2	1
579	является не	2	1
580	только такое	1	1
581	а это	1	1
582	а то	1	1
583	и вопрос	1	1
584	из них	3	1
585	лишь постольку	1	1
586	но для	2	1
587	мы знаем	1	1
588	центр тяжести	2	1
589	могло бы	1	1
590	относится не	1	1
591	с определенным	1	1
592	к ним	1	1
593	бы обозначить	1	1
594	у него	2	1
595	которое является	1	1
596	что та	1	1
597	бы все	1	1
598	для решения	1	1
599	и вместе	2	1
600	деятельность в	1	1
601	само собой	1	1
602	до самого	1	1
603	не хочет	1	1
604	со стороны	4	1
605	или иной	5	1
606	себе представить	1	1
607	главное и	1	1
608	связаны с	1	1
609	эта работа	2	1
610	собой разумеется	1	1
611	у многих	2	1
612	что не	1	1
613	работы по	1	1
614	не нужна	2	1
615	противоречие между	1	1
616	естественно что	2	1
617	не на	1	1
618	дела не	2	1
619	не было	3	1
620	стать на	1	1
621	до конца	1	1
622	ничем не	1	1
623	зависит от	2	1
624	однако и	1	1
625	отнюдь не	7	1
626	это она	1	1
627	только от	1	1
628	решения вопроса	1	1
629	в одно	1	1
630	для чего	1	1
631	по нашему	1	1
632	для них	3	1
633	играют в	1	1
634	согласии с	1	1
635	их к	2	1
636	тот факт	2	1
637	и просто	1	1
638	по своему	1	1
639	собой в	1	1
640	не удалось	1	1
641	содержат в	1	1
642	человек с	1	1
643	чтобы сделать	1	1
644	есть много	1	1
645	сейчас же	1	1
646	же принципиально	1	1
647	разницей что	1	1
648	общественной жизни	2	1
649	поэтому что	1	1
650	между прочим	1	1
651	остается в	2	1
652	сознании и	1	1
653	важно то	1	1
654	крайней мере	1	1
655	и для	6	1
656	или в	3	1
657	это как	1	1
658	своей собственной	1	1
659	человек и	1	1
660	в отдельных	1	1
661	соответствующих понятий	1	1
662	очередь является	1	1
663	не будучи	1	1
664	конце концов	3	1
665	ни к	7	1
666	будет как	1	1
667	хотя в	1	1
668	себя на	2	1
669	сферы влияния	1	1
670	отношении к	2	1
671	к ее	1	1
672	связь с	1	1
673	только с	2	1
674	не быть	1	1
675	и сейчас	3	1
676	совершенно не	2	1
677	о себе	1	1
678	есть и	2	1
679	на это	2	1
680	речь шла	2	1
681	к этой	4	1
682	это в	2	1
683	что касается	1	1
684	в таком	2	1
685	точно так	2	1
686	все что	4	1
687	том числе	1	1
