N	2gram	Propp_Isto_4	KFilosof
147	в момент	1	3
148	вступает в	1	3
149	от него	2	3
150	и ни	1	3
151	только с	2	3
152	в то	1	3
153	на своем	1	3
154	мы здесь	2	2
155	и то	6	2
156	он может	2	2
157	это и	5	2
158	чего не	1	2
159	а как	2	2
160	если я	1	2
161	вопрос о	4	2
162	только это	2	2
163	этот факт	2	2
164	ему в	2	2
165	за свое	1	2
166	в данном	3	2
167	к которой	1	2
168	или иное	1	2
169	себя за	1	2
170	как в	7	2
171	как к	1	2
172	и как	5	2
173	та же	1	2
174	думать что	1	2
175	в этой	2	2
176	нами в	1	2
177	и тот	2	2
178	имеем в	2	2
179	в виде	2	2
180	так и	10	2
181	и может	1	2
182	а по	4	2
183	и мы	1	2
184	с тем	2	2
185	но я	1	2
186	знает и	2	2
187	как предмет	1	2
188	тем не	2	2
189	и эти	1	2
190	по себе	2	2
191	случае мы	2	2
192	тому что	1	2
193	что есть	2	2
194	что эта	3	2
195	дело не	2	2
196	в области	2	2
197	не потому	1	2
198	к себе	3	2
199	его с	2	2
200	чтобы стать	1	2
201	ничего общего	1	2
202	можно и	1	2
203	на нем	5	2
204	чтобы быть	1	2
205	во главе	1	2
206	всей своей	1	2
207	чтобы дать	1	2
208	это только	1	2
209	жизнь и	1	2
210	с этого	1	2
211	основе своей	1	2
212	на волю	3	2
213	однако что	1	2
214	нем не	1	2
215	и она	1	2
216	в него	1	2
217	что только	1	2
218	тот же	1	2
219	что он	10	2
220	а с	1	2
221	в качестве	7	2
222	мы получим	1	2
223	не из	1	2
224	и других	3	2
225	его и	2	2
226	герой и	2	2
227	для этого	1	2
228	но есть	2	2
229	предмет и	1	2
230	прежде всего	1	2
231	только по	1	2
232	он и	1	2
233	его на	4	2
234	этих предметов	2	2
235	картина будет	1	2
236	что за	1	2
237	действительно ли	1	2
238	в это	1	2
239	этого слова	2	2
240	но для	2	2
241	которой он	2	2
242	это уже	2	2
243	еще более	1	2
244	и смысл	1	2
245	он имеет	1	2
246	ни к	1	2
247	потому что	6	2
248	его к	3	2
249	но этот	2	2
250	всякий предмет	1	2
251	к этому	5	2
252	говоря о	1	1
253	сомнения что	2	1
254	в средние	2	1
255	показать что	1	1
256	можно в	1	1
257	что эти	1	1
258	имеем и	2	1
259	не имеют	1	1
260	между ним	1	1
261	требует этого	1	1
262	видеть в	2	1
263	в зависимости	1	1
264	мы уже	5	1
265	той же	1	1
266	их и	1	1
267	сам начинает	2	1
268	что между	1	1
269	содержания в	1	1
270	именно к	1	1
271	не была	1	1
272	он как	1	1
273	быть определены	1	1
274	совпадает с	1	1
275	вывод о	1	1
276	так называемые	1	1
277	и он	3	1
278	в различных	1	1
279	этих случаях	8	1
280	землю и	1	1
281	имеем здесь	1	1
282	они имеют	2	1
283	мы будем	1	1
284	и значении	1	1
285	мышления есть	1	1
286	а он	1	1
287	вообще как	1	1
288	а через	1	1
289	не просто	4	1
290	и берутся	1	1
291	в истории	2	1
292	с этим	2	1
293	хотя и	2	1
294	и наконец	1	1
295	и к	1	1
296	в этот	4	1
297	на некоторых	2	1
298	но его	1	1
299	ее как	1	1
300	в мышлении	2	1
301	на то	3	1
302	люди а	1	1
303	жизнью и	1	1
304	на его	3	1
305	что она	3	1
306	не следует	1	1
307	задний план	2	1
308	главным образом	2	1
309	перестает быть	1	1
310	не к	2	1
311	прочим и	1	1
312	образом и	1	1
313	содержит в	2	1
314	их в	7	1
315	его от	2	1
316	и по	5	1
317	на этом	2	1
318	эта же	1	1
319	а затем	3	1
320	об этом	7	1
321	связанных с	2	1
322	и с	5	1
323	но ему	1	1
324	предположение что	2	1
325	с целью	2	1
326	может стать	1	1
327	то все	1	1
328	он есть	1	1
329	форму и	1	1
330	к миру	1	1
331	должен был	3	1
332	не любит	1	1
333	смерть и	1	1
334	который по	1	1
335	этого не	2	1
336	и уже	1	1
337	такой же	1	1
338	не мог	3	1
339	и видит	1	1
340	в этих	7	1
341	от своего	3	1
342	она сама	1	1
343	и тут	1	1
344	он должен	3	1
345	то для	1	1
346	цели и	1	1
347	не от	1	1
348	свой смысл	1	1
349	веков и	1	1
350	выходит из	1	1
351	не будем	1	1
352	находится на	1	1
353	но он	4	1
354	действительно есть	1	1
355	и очень	1	1
356	нет никакого	1	1
357	она не	3	1
358	здесь входить	1	1
359	одна из	2	1
360	между жизнью	1	1
361	здесь на	2	1
362	смысле и	1	1
363	так чтобы	1	1
364	и имеет	1	1
365	не могло	2	1
366	через него	3	1
367	не своей	1	1
368	он пытается	1	1
369	человека за	1	1
370	находятся в	1	1
371	впрочем в	1	1
372	между прочим	2	1
373	действительно в	1	1
374	более что	1	1
375	по своей	2	1
376	это слово	1	1
377	к этим	2	1
378	его он	1	1
379	здесь же	1	1
380	до того	1	1
381	у меня	1	1
382	которых он	1	1
383	на границе	1	1
384	есть только	3	1
385	во все	2	1
386	и другой	1	1
387	зависимости от	1	1
388	к тому	1	1
389	и мне	1	1
390	правда не	1	1
391	если мы	1	1
392	совершенно правильно	1	1
393	с ее	1	1
394	как не	1	1
395	на задний	2	1
396	никто другой	1	1
397	средних веков	1	1
398	но мы	3	1
399	образом я	1	1
400	приводит к	1	1
401	как с	1	1
402	на том	2	1
403	иной мир	6	1
404	с собой	5	1
405	не за	1	1
406	особенно в	1	1
407	живет в	2	1
408	мог бы	1	1
409	и каждый	1	1
410	за волосы	1	1
411	что кто-то	1	1
412	в последней	1	1
413	основана на	2	1
414	собой и	1	1
415	и даже	4	1
416	и смерть	1	1
417	на все	1	1
418	в религии	3	1
419	другими словами	2	1
420	совершенствуются орудия	1	1
421	можно сказать	1	1
422	и во	2	1
423	он его	1	1
424	связь между	2	1
425	одном случае	3	1
426	от них	2	1
427	переходит в	3	1
428	когда оно	1	1
429	но нет	1	1
430	мы ни	1	1
431	полагать что	1	1
432	но нельзя	1	1
433	сказать и	1	1
434	к ней	1	1
435	с нашей	1	1
436	это приводит	3	1
437	спасает его	1	1
438	предмета и	1	1
439	один из	1	1
440	содержится в	2	1
441	или нет	1	1
442	но с	1	1
443	мы видим	6	1
444	небо и	1	1
445	одной из	1	1
446	и так	1	1
447	не случаен	1	1
448	их не	2	1
449	а только	1	1
450	только при	1	1
451	можно установить	1	1
452	не можем	1	1
453	в большинстве	1	1
454	только на	1	1
455	только тогда	3	1
456	как этот	1	1
457	мир и	1	1
458	он стремится	1	1
459	большинстве случаев	1	1
460	об отдельных	1	1
461	одно из	1	1
462	не для	1	1
463	смысле этого	2	1
464	так как	9	1
465	друг друга	1	1
466	мы можем	6	1
467	много и	1	1
468	но уже	1	1
469	как раз	1	1
470	да это	1	1
471	с действительностью	1	1
472	к той	1	1
473	смерти и	1	1
474	однажды в	1	1
475	которые как	1	1
476	во власти	1	1
477	к совершенно	1	1
478	она и	1	1
479	он живет	2	1
480	на ее	1	1
481	до этого	1	1
482	здесь в	1	1
483	а именно	3	1
484	или просто	2	1
485	во второй	1	1
486	и др	5	1
487	и затем	1	1
488	притом не	1	1
489	превращается в	7	1
490	имеет только	1	1
491	уже давно	1	1
492	другом случае	2	1
493	ничем не	1	1
494	зависит от	1	1
495	человеческой жизни	1	1
496	с которым	1	1
497	понятие о	1	1
498	он становится	2	1
499	должно происходить	1	1
500	нашей точки	1	1
501	что мы	3	1
502	действия в	1	1
503	не исключительно	1	1
504	связь с	12	1
505	вместе с	6	1
506	к потере	1	1
507	к его	1	1
508	что именно	1	1
509	этого момента	1	1
510	из которых	5	1
511	между мотивом	1	1
512	еще на	1	1
513	над ним	1	1
514	но сам	1	1
515	когда мы	1	1
516	и всей	1	1
517	в мир	1	1
518	жизни эти	1	1
519	как целое	1	1
520	как таковой	1	1
521	же самое	2	1
522	меня я	2	1
523	должны быть	1	1
524	нечто подобное	2	1
525	вообще есть	1	1
526	как последние	1	1
527	для выражения	1	1
528	к пониманию	1	1
529	что делает	1	1
530	она может	1	1
531	или в	3	1
532	а к	1	1
533	когда он	6	1
534	представление что	1	1
535	мы должны	5	1
536	сторона этой	1	1
537	только что	3	1
538	или не	1	1
539	же в	3	1
540	уже нет	3	1
541	меня а	1	1
542	между ними	3	1
543	поэтому мы	1	1
544	средние века	2	1
545	в иной	6	1
546	является и	3	1
547	все люди	1	1
548	одновременно и	1	1
549	по которой	1	1
550	самое что	1	1
551	утверждать что	1	1
552	но эти	1	1
553	а я	1	1
554	по поводу	1	1
555	это в	1	1
556	есть последнее	1	1
557	который не	1	1
558	им и	1	1
559	все что	4	1
560	они не	1	1
