N	2gram	Vinokur_Vv_1	Marksizm
191	должно быть	2	3
192	самом же	1	3
193	и от	1	3
194	сих пор	5	3
195	отсюда следует	1	3
196	не существует	2	3
197	что оно	2	3
198	только что	4	3
199	в различных	2	3
200	а в	5	3
201	во всяком	3	3
202	отношения к	1	2
203	одним из	5	2
204	связана с	4	2
205	выражения в	1	2
206	науки о	9	2
207	собственном смысле	2	2
208	в зависимости	1	2
209	от своего	1	2
210	из всего	1	2
211	воплощения в	1	2
212	вопрос о	8	2
213	зависимости от	1	2
214	быть понято	1	2
215	целое и	2	2
216	он был	1	2
217	иное как	5	2
218	история языка	2	2
219	то мы	1	2
220	но как	2	2
221	дело обстоит	1	2
222	значение и	2	2
223	ответ на	3	2
224	из важнейших	1	2
225	в собственном	2	2
226	в одной	1	2
227	независимо от	3	2
228	стороны и	3	2
229	в своем	3	2
230	его к	2	2
231	от этого	5	2
232	что это	3	2
233	в тех	2	2
234	тому же	1	2
235	не следует	2	2
236	эта система	1	2
237	соприкасается с	1	2
238	всякий памятник	2	2
239	из него	1	2
240	лишь с	1	2
241	значительной степени	1	2
242	подход к	1	2
243	им как	1	2
244	различие между	1	2
245	и с	2	2
246	это было	1	2
247	на протяжении	2	2
248	уже знаем	1	2
249	в жизни	1	2
250	все существенное	1	2
251	рядом с	2	2
252	всегда и	1	2
253	он и	2	2
254	мы не	2	2
255	и тогда	3	2
256	установка на	1	2
257	точку зрения	1	2
258	по крайней	4	2
259	на языке	2	2
260	в атмосфере	1	2
261	как о	4	2
262	в учении	1	2
263	которых и	1	2
264	слова как	2	2
265	находятся в	2	2
266	или как	3	2
267	и является	1	2
268	находит себе	2	2
269	только с	3	2
270	ли это	1	2
271	и именно	12	2
272	лежит в	2	2
273	должны быть	1	2
274	если же	2	2
275	должен быть	4	2
276	и о	1	2
277	не с	2	2
278	все то	1	2
279	и даже	5	2
280	чтобы понять	2	2
281	к проблемам	2	2
282	другими словами	1	2
283	в определенном	1	2
284	в значительной	2	2
285	языке как	1	2
286	данного языка	1	2
287	лишь как	2	2
288	ее от	2	2
289	в индивидуальной	1	2
290	крайней мере	4	2
291	всяком случае	3	2
292	все время	1	2
293	но не	7	2
294	целое не	1	2
295	первыми филологами	1	2
296	всей европейской	1	2
297	или же	3	2
298	себя в	2	2
299	и у	1	2
300	уже в	5	2
301	языка а	2	2
302	в виде	4	2
303	на самую	1	2
304	но для	1	2
305	мы знаем	1	2
306	ведь это	1	2
307	но что	3	2
308	у него	1	2
309	тем что	6	2
310	ближайшим образом	1	2
311	даже и	3	2
312	в особенности	4	2
313	именно как	3	2
314	и речи	1	2
315	именно в	8	2
316	здесь в	1	2
317	и прежде	1	2
318	что не	5	2
319	они не	1	2
320	до конца	3	2
321	не на	1	2
322	однако и	1	2
323	так называемой	3	2
324	о чем	4	2
325	все более	3	2
326	вместе с	6	2
327	и особенно	1	2
328	направление в	2	2
329	того или	1	2
330	в начале	3	2
331	в более	2	2
332	дифференциации и	1	2
333	или в	1	2
334	имеет дело	5	2
335	следовательно и	1	2
336	еще более	1	2
337	в системе	1	2
338	между ними	2	2
339	культуры как	6	2
340	или иного	1	2
341	жизни и	2	2
342	что в	11	2
343	и эта	1	2
344	как на	11	2
345	не иначе	2	1
346	можно говорить	1	1
347	речь идет	2	1
348	также и	16	1
349	например в	2	1
350	язык может	1	1
351	человека и	1	1
352	науки или	2	1
353	языку и	1	1
354	сам по	1	1
355	к сказанному	1	1
356	то в	1	1
357	и принципиально	1	1
358	наиболее отчетливое	1	1
359	также что	1	1
360	что эти	1	1
361	определяется в	1	1
362	и за	1	1
363	то эти	1	1
364	опирающееся на	2	1
365	что уже	3	1
366	что система	1	1
367	имеет свою	2	1
368	не была	1	1
369	конца xviii	2	1
370	говорить о	3	1
371	что иное	4	1
372	этого целого	1	1
373	всего сказанного	1	1
374	из того	2	1
375	то это	3	1
376	для нашей	1	1
377	и со	1	1
378	которое в	2	1
379	так а	1	1
380	слово не	1	1
381	знаем из	1	1
382	между языком	2	1
383	дать ему	1	1
384	между собой	1	1
385	время в	2	1
386	жизни данного	1	1
387	что его	1	1
388	ними в	1	1
389	литературы или	1	1
390	письменной форме	1	1
391	из этих	5	1
392	совсем не	3	1
393	системы языка	1	1
394	природе языка	1	1
395	а только	8	1
396	только при	1	1
397	только тогда	1	1
398	к слову	1	1
399	а через	1	1
400	или иное	1	1
401	и чем	1	1
402	форме и	1	1
403	всю эту	1	1
404	и я	1	1
405	необходимый для	1	1
406	в центре	4	1
407	и соответствующих	1	1
408	эта связь	1	1
409	как в	1	1
410	что именно	2	1
411	так называемая	2	1
412	он определяет	1	1
413	дает нам	1	1
414	увидим далее	1	1
415	как примирить	1	1
416	что история	6	1
417	в распоряжении	1	1
418	кроме того	1	1
419	письменности и	2	1
420	способно быть	1	1
421	себе не	1	1
422	увидим что	1	1
423	ясно и	1	1
424	искусство и	2	1
425	в этот	2	1
426	зависит как	1	1
427	для которого	1	1
428	сливается с	3	1
429	в которой	1	1
430	письменный памятник	1	1
431	как это	5	1
432	бы с	1	1
433	так или	4	1
434	у каждого	1	1
435	ни одна	2	1
436	языка при	1	1
437	с их	5	1
438	языкознания и	1	1
439	как он	6	1
440	не могла	1	1
441	этот процесс	3	1
442	вообще не	3	1
443	труда и	1	1
444	к выводу	6	1
445	что она	3	1
446	как оно	3	1
447	главным образом	1	1
448	в статье	1	1
449	о которой	2	1
450	перестает быть	1	1
451	момента в	2	1
452	не значит	1	1
453	как увидим	2	1
454	без чего	1	1
455	фактической стороны	1	1
456	в силу	3	1
457	и вот	3	1
458	можно назвать	1	1
459	широком смысле	8	1
460	мысли как	1	1
461	языком и	1	1
462	о языке	3	1
463	объяснить его	2	1
464	двух задач	1	1
465	так например	6	1
466	в основу	2	1
467	но все	3	1
468	стремимся к	1	1
469	в каждом	4	1
470	как они	1	1
471	выражение имеет	1	1
472	же касается	2	1
473	в каком-нибудь	1	1
474	литературного языка	1	1
475	ясно что	9	1
476	этого процесса	1	1
477	не умели	1	1
478	входит в	2	1
479	заключается в	4	1
480	смысле этих	2	1
481	он есть	1	1
482	не совпадает	1	1
483	всего того	2	1
484	к области	1	1
485	этом качестве	1	1
486	но уже	2	1
487	в них	4	1
488	языка для	1	1
489	о которых	2	1
490	сюда входят	1	1
491	и совершается	1	1
492	с тем	6	1
493	несмотря на	2	1
494	все это	6	1
495	т.д и	1	1
496	метода в	1	1
497	эта черта	1	1
498	что такое	10	1
499	к истории	6	1
500	с идеей	1	1
501	почти не	1	1
502	к предмету	1	1
503	мере не	1	1
504	не столько	2	1
505	в особых	1	1
506	напр в	1	1
507	большей степени	2	1
508	собой не	1	1
509	от его	1	1
510	не менее	8	1
511	особого рода	4	1
512	но он	1	1
513	но во	1	1
514	тем не	8	1
515	всякий акт	1	1
516	не могли	2	1
517	возможно только	1	1
518	тем именно	1	1
519	это выражение	1	1
520	же мы	1	1
521	приводят к	1	1
522	нет никакого	1	1
523	тяготеть к	1	1
524	какие бы	1	1
525	существует и	1	1
526	бы на	1	1
527	национальной культуры	4	1
528	что с	3	1
529	иной раз	2	1
530	мысли в	1	1
531	тогда когда	3	1
532	во время	1	1
533	и сама	1	1
534	и часто	1	1
535	было не	1	1
536	в языкознании	1	1
537	при полной	1	1
538	это еще	2	1
539	не могло	1	1
540	и всегда	1	1
541	в разных	5	1
542	в самой	1	1
543	и по-видимому	1	1
544	которые и	1	1
545	сообщение это	1	1
546	эти связи	1	1
547	а лишь	1	1
548	убедиться в	1	1
549	не принадлежит	1	1
550	исходный пункт	2	1
551	в составе	1	1
552	этом отношении	3	1
553	в действительности	1	1
554	остаются за	1	1
555	памятник есть	1	1
556	уже о	1	1
557	что можно	2	1
558	форме не	1	1
559	в духе	1	1
560	искусства и	1	1
561	не могут	5	1
562	когда мы	2	1
563	есть только	2	1
564	что все	1	1
565	отношении гораздо	1	1
566	и другой	1	1
567	возрождения и	2	1
568	почва для	1	1
569	языках и	1	1
570	другом месте	2	1
571	называемой национальной	1	1
572	но также	14	1
573	оно не	1	1
574	как некая	1	1
575	от той	1	1
576	слово которое	1	1
577	о филологическом	1	1
578	это единство	1	1
579	того времени	1	1
580	говоря уже	2	1
581	здесь не	2	1
582	то или	1	1
583	чтобы быть	1	1
584	в себя	1	1
585	слова а	1	1
586	на том	3	1
587	и сам	2	1
588	на нее	2	1
589	и лингвистика	1	1
590	отсюда и	2	1
591	здесь нет	4	1
592	которые он	1	1
593	еще в	1	1
594	можно только	2	1
595	русского литературного	1	1
596	по сравнению	3	1
597	понятно что	3	1
598	и вообще	3	1
599	филологами в	1	1
600	к языку	1	1
601	с ним	1	1
602	до нас	3	1
603	образом в	1	1
604	в работе	3	1
605	внимание на	4	1
606	и что	4	1
607	всеми теми	1	1
608	как ее	1	1
609	можно сказать	3	1
610	которое он	1	1
611	в вопросах	1	1
612	этих двух	1	1
613	вопросу о	2	1
614	должно было	1	1
615	это изменение	1	1
616	истории а	1	1
617	жизни для	1	1
618	тем или	1	1
619	не чувствует	1	1
620	в конечном	1	1
621	когда оно	1	1
622	нуждается в	2	1
623	находит свое	1	1
624	во всей	1	1
625	этот последний	1	1
626	язык в	1	1
627	сомнения в	1	1
628	язык есть	1	1
629	о единстве	1	1
630	единого и	2	1
631	народов и	2	1
632	которой в	2	1
633	ни к	2	1
634	что здесь	2	1
635	но с	4	1
636	внутреннее противоречие	1	1
637	и ближайшие	1	1
638	мы видим	1	1
639	тот же	1	1
640	дело с	6	1
641	языка на	2	1
642	те связи	1	1
643	целого и	2	1
644	может оказаться	3	1
645	и так	1	1
646	для нее	1	1
647	идет об	2	1
648	именно на	2	1
649	с которыми	1	1
650	которой оно	1	1
651	с какой	1	1
652	так что	5	1
653	есть в	1	1
654	и др	2	1
655	уже не	5	1
656	вопроса о	1	1
657	или не	1	1
658	чем они	1	1
659	дать ответ	2	1
660	же в	1	1
661	только слово	1	1
662	не дает	1	1
663	или даже	1	1
664	автора в	1	1
665	и других	3	1
666	дает ему	1	1
667	из них	3	1
668	не сам	1	1
669	одно из	5	1
670	характер но	1	1
671	в одном	4	1
672	иначе как	1	1
673	и должна	1	1
674	содержание и	1	1
675	гораздо большей	1	1
676	ее не	1	1
677	к ним	1	1
678	само по	3	1
679	свое выражение	3	1
680	в широком	7	1
681	нее не	1	1
682	от того	3	1
683	были бы	1	1
684	от специальных	1	1
685	языка могут	1	1
686	со стороны	12	1
687	и из	1	1
688	или иначе	4	1
689	эта работа	1	1
690	эпоху возрождения	1	1
691	к нашему	1	1
692	а именно	6	1
693	в каких	1	1
694	ему не	1	1
695	к которому	1	1
696	соответствии с	2	1
697	с той	1	1
698	в ряде	2	1
699	еще и	3	1
700	на которые	1	1
701	мыслителей и	1	1
702	слово но	1	1
703	говорит о	3	1
704	опереться на	1	1
705	не говоря	2	1
706	в соответствии	2	1
707	или выражения	1	1
708	превращается в	1	1
709	чтобы убедиться	1	1
710	которых мы	1	1
711	этого не	2	1
712	а наоборот	1	1
713	навыки и	1	1
714	литературное произведение	2	1
715	из наиболее	4	1
716	изучения языка	2	1
717	другой стороны	5	1
718	дело в	3	1
719	слова нет	1	1
720	отсюда возникает	1	1
721	на основании	5	1
722	на эту	1	1
723	произведение в	1	1
724	во внимание	2	1
725	или с	1	1
726	если не	1	1
727	во франции	1	1
728	бы оно	1	1
729	к лицу	1	1
730	не исключительно	1	1
731	него в	2	1
732	исторического характера	1	1
733	деле даже	1	1
734	ответить на	1	1
735	на родном	1	1
736	мы говорим	2	1
737	оно осуществляется	1	1
738	философии языка	1	1
739	индоевропейскими языками	1	1
740	этих случаях	2	1
741	сравнению с	3	1
742	те кто	2	1
743	лицом к	1	1
744	в течение	5	1
745	в памятниках	2	1
746	на которое	1	1
747	будет определять	1	1
748	становится все	1	1
749	что же	3	1
750	в содержание	1	1
751	своего содержания	1	1
752	быть не	1	1
753	этом случае	6	1
754	в гораздо	1	1
755	в целом	5	1
756	на которой	1	1
757	но это	1	1
758	общественной жизни	1	1
759	этом и	1	1
760	естественно не	1	1
761	однако не	4	1
762	какого-нибудь отдельного	1	1
763	содержанием и	1	1
764	каждой из	3	1
765	деле как	1	1
766	слова но	1	1
767	этого рода	8	1
768	исключительных случаях	1	1
769	тех областях	1	1
770	об отношении	2	1
771	о котором	8	1
772	хотя и	3	1
773	к одной	1	1
774	у них	1	1
775	или нет	1	1
776	то о	2	1
777	интерес к	1	1
778	этой форме	1	1
779	сложились в	1	1
780	мы должны	1	1
781	потому что	14	1
782	процессе ее	1	1
783	по самой	2	1
784	только по	3	1
785	разных сторон	1	1
786	на части	1	1
787	художественного стиля	1	1
788	нам не	1	1
789	работы и	1	1
790	противоречий и	1	1
791	самой своей	2	1
792	данном отношении	2	1
793	существенное в	1	1
794	не что	4	1
795	это и	1	1
796	языка то	1	1
797	или иным	1	1
798	самое что	2	1
799	особых исключительных	1	1
800	и римляне	2	1
801	ее в	1	1
802	и другие	1	1
803	по поводу	1	1
804	также не	1	1
805	гораздо более	3	1
