N	2gram	Savitsky_E_1	Psycholo
395	независимо от	4	1
396	его на	2	1
397	для всех	1	1
398	что как	1	1
399	на минуту	1	1
400	кроме того	1	1
401	и где	1	1
402	сказал бы	1	1
403	его к	1	1
404	к числу	1	1
405	более или	1	1
406	он на	1	1
407	то в	4	1
408	уже не	1	1
409	это есть	1	1
410	в нашем	1	1
411	близости к	1	1
412	в большинстве	2	1
413	может найти	1	1
414	нами в	1	1
415	тому же	1	1
416	этот процесс	2	1
417	вообще не	3	1
418	противном случае	1	1
419	как оно	2	1
420	продолжение в	1	1
421	в принципе	1	1
422	в силу	2	1
423	и если	2	1
424	в россии	5	1
425	вникнуть в	1	1
426	мы совершенно	1	1
427	именно к	2	1
428	проблемы и	2	1
429	к выводу	1	1
430	но все	1	1
431	не будет	3	1
432	тем в	3	1
433	в совершенно	1	1
434	различие между	1	1
435	же касается	1	1
436	на ту	1	1
437	подходит к	2	1
438	но именно	2	1
439	бы нас	1	1
440	отражение в	1	1
441	к расширению	1	1
442	только одно	2	1
443	роли и	1	1
444	его частей	1	1
445	которое имеет	1	1
446	имеют существенное	1	1
447	одна и	2	1
448	всегда и	1	1
449	мы видели	3	1
450	мы хотели	1	1
451	жизни но	1	1
452	с такой	1	1
453	чем в	4	1
454	духовной жизни	2	1
455	и было	1	1
456	должно быть	1	1
457	потому и	1	1
458	и различие	1	1
459	и того	2	1
460	с еще	1	1
461	в эту	2	1
462	бы на	1	1
463	но если	5	1
464	в переводе	1	1
465	и тут	2	1
466	в котором	2	1
467	на такой	1	1
468	это что	1	1
469	имел ли	1	1
470	выходит за	1	1
471	в отличие	1	1
472	которое дает	1	1
473	что такими	1	1
474	что имеет	1	1
475	бы о	2	1
476	на другую	1	1
477	образом из	1	1
478	же может	1	1
479	путь наш	1	1
480	с так	1	1
481	к такой	2	1
482	не зависящего	1	1
483	что эта	1	1
484	с теми	1	1
485	дело в	3	1
486	одна из	1	1
487	благодаря своей	1	1
488	своего существования	1	1
489	было у	1	1
490	мы все	1	1
491	подходят к	1	1
492	на язык	2	1
493	в разных	1	1
494	в качестве	14	1
495	от эпохи	1	1
496	именно с	1	1
497	приводит как	1	1
498	здесь на	1	1
499	она никогда	1	1
500	с количеством	1	1
501	к ней	4	1
502	связь и	1	1
503	вместо того	1	1
504	связи с	1	1
505	этого следует	1	1
506	так называемый	1	1
507	уже и	3	1
508	в области	11	1
509	с другом	3	1
510	долго на	1	1
511	ли не	1	1
512	о таких	1	1
513	могут происходить	1	1
514	не есть	2	1
515	как некая	1	1
516	в каждой	1	1
517	применить к	1	1
518	для себя	1	1
519	тех изменений	1	1
520	из всего	1	1
521	как мы	5	1
522	и о	1	1
523	смысле что	1	1
524	изменений в	1	1
525	от друга	2	1
526	людей в	1	1
527	имеет никаких	1	1
528	мир к	1	1
529	существенное значение	1	1
530	мы думаем	1	1
531	культуры и	2	1
532	как с	1	1
533	чем все	1	1
534	с собой	1	1
535	еще в	1	1
536	когда в	1	1
537	является в	1	1
538	много ли	1	1
539	быть может	1	1
540	означает что	1	1
541	в тех	1	1
542	склонен думать	1	1
543	приближается к	3	1
544	при такой	1	1
545	в известных	2	1
546	она находится	1	1
547	является весьма	1	1
548	но скорее	1	1
549	действительности но	1	1
550	можно сказать	4	1
551	в сфере	3	1
552	значение имеют	1	1
553	аналогии с	1	1
554	той социальной	1	1
555	и во	2	1
556	что люди	1	1
557	а у	1	1
558	ее от	2	1
559	переходит в	1	1
560	эти два	1	1
561	самые основные	1	1
562	истолкование и	1	1
563	к сознанию	1	1
564	раз на	1	1
565	связь между	1	1
566	самой природе	1	1
567	эти последние	2	1
568	этом смысле	3	1
569	в двух	1	1
570	с ними	1	1
571	этого можно	1	1
572	мы увидим	1	1
573	что даже	1	1
574	для одних	1	1
575	которое мы	1	1
576	по этому	1	1
577	по степени	1	1
578	внимание что	1	1
579	конечно не	1	1
580	на всем	4	1
581	всем его	1	1
582	как более	1	1
583	от других	1	1
584	не дает	3	1
585	иным и	1	1
586	был бы	1	1
587	для него	1	1
588	и та	2	1
589	прежде всего	9	1
590	двух противоположных	1	1
591	гораздо большей	1	1
592	не о	1	1
593	доказать что	1	1
594	к той	2	1
595	в другой	2	1
596	со стороны	5	1
597	даже не	1	1
598	при рассмотрении	1	1
599	другую сторону	1	1
600	которые можно	1	1
601	именно в	4	1
602	и прежде	3	1
603	один и	1	1
604	и затем	1	1
605	только наиболее	1	1
606	только к	2	1
607	обратиться к	1	1
608	в некоторых	2	1
609	в соответствии	1	1
610	связано с	3	1
611	на основании	2	1
612	так называемой	1	1
613	чем на	2	1
614	человеческой жизни	1	1
615	с которым	1	1
616	что мы	1	1
617	совершенно очевидно	2	1
618	тем с	1	1
619	оснований для	1	1
620	в связи	1	1
621	время с	1	1
622	ко всем	1	1
623	которое в	2	1
624	поэтому если	1	1
625	поскольку они	2	1
626	при некотором	1	1
627	одной стороны	8	1
628	не дают	2	1
629	она есть	1	1
630	в той	5	1
631	в европейской	2	1
632	во все	3	1
633	эту мысль	1	1
634	или менее	1	1
635	поскольку он	2	1
636	для понимания	2	1
637	обмене с	1	1
638	друг с	3	1
639	и философии	1	1
640	том смысле	1	1
641	этого слова	1	1
642	дело идет	2	1
643	целей и	1	1
644	отношений или	1	1
645	нет ничего	1	1
646	в противном	1	1
647	зависящего от	1	1
648	из частей	1	1
649	в более	1	1
650	и сами	1	1
651	в обмене	1	1
652	указать на	1	1
653	с мы	2	1
654	она может	1	1
655	или в	2	1
656	и другими	1	1
657	в результате	3	1
658	мира и	3	1
659	различие которое	1	1
660	переводе на	1	1
661	бы в	2	1
662	не более	3	1
663	что из	1	1
664	с а	2	1
665	и наконец	2	1
666	и земли	1	1
667	находим в	1	1
668	по самой	1	1
669	исключительно в	2	1
670	ни было	4	1
671	цель и	1	1
672	между ними	2	1
673	и эта	2	1
674	понимать как	1	1
675	сводить к	1	1
676	как некоторый	1	1
677	имеет в	2	1
678	ничего иного	1	1
679	себе не	3	1
680	в виде	5	1
681	но еще	2	1
682	осуществление в	1	1
683	и другие	1	1
684	что за	1	1
685	тем самым	5	1
