N	2gram	Vygotskiy__1	VLabPisa
119	с этим	6	3
120	и как	5	3
121	и к	4	3
122	в противоположность	2	3
123	всех этих	2	3
124	фактического материала	3	3
125	что не	1	3
126	с тем	7	3
127	в слове	2	3
128	мы видели	2	3
129	во время	1	3
130	точки зрения	26	3
131	и ее	7	3
132	что говорит	2	3
133	одном из	2	3
134	этой области	1	3
135	как о	1	3
136	в другую	1	3
137	со своим	1	3
138	плана и	1	3
139	она не	3	3
140	в виду	1	3
141	никак не	1	3
142	в значительной	2	3
143	что и	1	3
144	вслед за	2	3
145	говорит в	1	3
146	того что	15	3
147	большей или	1	3
148	или меньшей	1	3
149	этот вопрос	3	3
150	является не	1	3
151	моментов в	1	3
152	в конце	2	3
153	этой проблемы	8	3
154	именно в	6	3
155	мы знаем	1	3
156	так же	16	3
157	по поводу	1	3
158	по существу	4	3
159	и от	3	3
160	или в	1	3
161	бы в	5	3
162	только что	4	3
163	жизни и	2	3
164	как на	4	3
165	ее в	2	3
166	интеллектуальной деятельности	1	3
167	смысле слова	3	2
168	как известно	3	2
169	этого положения	2	2
170	ту же	1	2
171	также и	1	2
172	связана с	2	2
173	он может	2	2
174	по его	1	2
175	же как	6	2
176	в которой	3	2
177	на эти	3	2
178	говорить о	2	2
179	но даже	1	2
180	то это	1	2
181	в ней	1	2
182	еще не	1	2
183	что его	2	2
184	в различных	1	2
185	в чем	4	2
186	но не	4	2
187	одном и	1	2
188	в общем	3	2
189	том числе	1	2
190	отнюдь не	1	2
191	от до	4	2
192	стороны и	1	2
193	за скобки	1	2
194	что нет	1	2
195	и слова	1	2
196	хотя и	2	2
197	как процесс	1	2
198	но в	5	2
199	он в	3	2
200	у каждого	1	2
201	ее как	1	2
202	как он	3	2
203	что она	4	2
204	он не	5	2
205	том чтобы	3	2
206	так например	1	2
207	а затем	5	2
208	и дальше	1	2
209	в другом	7	2
210	нам остается	1	2
211	заключается в	8	2
212	с другими	2	2
213	в жизни	1	2
214	который по	2	2
215	результате чего	1	2
216	и для	1	2
217	всяком случае	3	2
218	не столько	4	2
219	знаем что	1	2
220	от его	1	2
221	действительность в	2	2
222	которые в	1	2
223	по крайней	1	2
224	если бы	5	2
225	по себе	5	2
226	не менее	1	2
227	бодрствующего человека	1	2
228	мышления в	8	2
229	тогда когда	3	2
230	к этим	2	2
231	того чтобы	17	2
232	только не	1	2
233	а для	1	2
234	не вполне	1	2
235	этом процессе	1	2
236	в сознании	1	2
237	в области	3	2
238	от того	6	2
239	в образах	1	2
240	и заключается	1	2
241	ли не	1	2
242	отличается от	1	2
243	же самое	3	2
244	числе и	1	2
245	должны быть	1	2
246	другом месте	6	2
247	что оно	3	2
248	в самых	3	2
249	для того	15	2
250	что при	1	2
251	на это	1	2
252	только то	1	2
253	мы наблюдаем	1	2
254	и даже	2	2
255	остановимся на	1	2
256	из основных	3	2
257	во всяком	3	2
258	но к	1	2
259	на вопрос	2	2
260	говорит об	1	2
261	лишь в	6	2
262	и просто	1	2
263	в пользу	4	2
264	может не	3	2
265	от них	2	2
266	во всей	4	2
267	крайней мере	1	2
268	с реальной	1	2
269	вообще и	1	2
270	значительно увеличить	1	2
271	конце концов	1	2
272	значит что	1	2
273	но с	1	2
274	сновидения и	1	2
275	о его	1	2
276	что даже	1	2
277	всех его	1	2
278	с одной	8	2
279	одной из	1	2
280	целого ряда	1	2
281	у них	1	2
282	слова не	1	2
283	и главным	1	2
284	могло бы	1	2
285	вовсе не	3	2
286	к ним	1	2
287	эти явления	1	2
288	одной стороны	9	2
289	или иной	1	2
290	до сих	4	2
291	показывает что	3	2
292	что для	5	2
293	естественно что	1	2
294	к сожалению	2	2
295	зависит от	1	2
296	о чем	2	2
297	и том	1	2
298	показывает как	1	2
299	что мы	5	2
300	тому как	1	2
301	стороны в	1	2
302	начиная с	2	2
303	и потому	2	2
304	из которых	3	2
305	в течение	2	2
306	как например	1	2
307	сих пор	4	2
308	между прочим	1	2
309	но для	1	2
310	можно было	3	2
311	в книге	1	2
312	этого рода	2	2
313	в точном	1	2
314	в большей	1	2
315	а в	2	2
316	между ними	2	2
317	не быть	1	2
318	в представлении	1	2
319	к его	2	2
320	в своих	5	2
321	явления в	1	2
322	этой точки	1	2
323	которая не	1	2
324	на бумагу	1	1
325	речь идет	2	1
326	лежат в	1	1
327	в сфере	3	1
328	его основной	1	1
329	и без	1	1
330	самом деле	3	1
331	все его	1	1
332	почти не	1	1
333	он всегда	1	1
334	что эти	2	1
335	мыслит и	1	1
336	в традиционной	1	1
337	им самим	1	1
338	чувства которые	1	1
339	действительность или	1	1
340	как мы	5	1
341	что если	2	1
342	путь для	1	1
343	вопрос о	7	1
344	именно к	1	1
345	о бессознательном	1	1
346	своих опытах	1	1
347	почти исключительно	2	1
348	приходит к	3	1
349	из того	5	1
350	мы и	3	1
351	деятельности чрезвычайно	1	1
352	не способен	1	1
353	сам по	3	1
354	основе этого	1	1
355	к общему	1	1
356	свою очередь	3	1
357	и то	3	1
358	собой в	1	1
359	между собой	5	1
360	ответа на	2	1
361	быть в	1	1
362	воображение и	1	1
363	по своему	1	1
364	как если	2	1
365	сообщить ему	1	1
366	любой области	1	1
367	отношении может	1	1
368	только тогда	2	1
369	ответ на	3	1
370	некоторые черты	1	1
371	себе и	2	1
372	сама по	1	1
373	результате этого	1	1
374	которые не	3	1
375	две основные	1	1
376	в известном	2	1
377	это самое	1	1
378	эти крайности	1	1
379	в истории	1	1
380	что во	1	1
381	оказывается не	1	1
382	мере сам	1	1
383	этого развития	1	1
384	что ее	1	1
385	кроме того	1	1
386	сознания в	2	1
387	целый ряд	4	1
388	достаточно ясно	1	1
389	говорит что	4	1
390	и наконец	2	1
391	сказал бы	1	1
392	является выражением	1	1
393	эту проблему	3	1
394	с определенной	1	1
395	не очень	1	1
396	лишь о	1	1
397	или иную	1	1
398	образом связана	1	1
399	то в	1	1
400	привести к	1	1
401	быть выражена	2	1
402	уже в	3	1
403	что так	1	1
404	всю систему	1	1
405	связи между	3	1
406	на то	5	1
407	но на	1	1
408	фактический материал	1	1
409	и если	3	1
410	сознание представляет	1	1
411	на его	1	1
412	как оно	1	1
413	деятельность и	2	1
414	деятельности затем	1	1
415	их со	1	1
416	и еще	1	1
417	понятий и	4	1
418	что еще	1	1
419	мы полагаем	1	1
420	проблемы не	1	1
421	то как	1	1
422	удивительно поэтому	1	1
423	но вместе	4	1
424	уже не	2	1
425	его от	1	1
426	что может	5	1
427	на этом	2	1
428	его можно	1	1
429	внутренней логикой	1	1
430	заключает в	1	1
431	и речи	38	1
432	одно и	2	1
433	а вместе	1	1
434	выше положения	1	1
435	фактов не	1	1
436	что мысль	2	1
437	и менее	1	1
438	на протяжении	1	1
439	к сокращению	1	1
440	к анализу	3	1
441	этом смысле	1	1
442	и определение	1	1
443	крайности не	1	1
444	от всей	1	1
445	к области	1	1
446	для них	1	1
447	двух лет	1	1
448	этой первой	1	1
449	соответствии с	1	1
450	с этой	6	1
451	отражается в	1	1
452	которой он	1	1
453	несмотря на	2	1
454	его теории	1	1
455	на этот	3	1
456	мере не	1	1
457	представление что	1	1
458	в этих	2	1
459	в ходе	8	1
460	значительную роль	1	1
461	он должен	2	1
462	с к	1	1
463	в которые	1	1
464	если можно	1	1
465	при попытках	1	1
466	этому же	1	1
467	всего процесса	1	1
468	мысль в	1	1
469	существенно не	2	1
470	процесса мышления	1	1
471	что до	1	1
472	значение для	1	1
473	является только	1	1
474	и той	2	1
475	процесса и	1	1
476	является столь	1	1
477	образом и	3	1
478	друг другу	3	1
479	иным как	1	1
480	и эти	2	1
481	слова к	1	1
482	что этот	2	1
483	действием и	1	1
484	мы встречаемся	1	1
485	это вопрос	2	1
486	сознания или	1	1
487	вплоть до	1	1
488	эта мысль	2	1
489	о значении	1	1
490	что эта	2	1
491	мысли в	5	1
492	фрейд и	1	1
493	того как	2	1
494	к следующим	1	1
495	этими двумя	2	1
496	к изучению	2	1
497	время как	4	1
498	материала в	1	1
499	всех отдельных	1	1
500	этих фактов	2	1
501	наблюдений над	1	1
502	не могло	3	1
503	основное содержание	2	1
504	это с	1	1
505	мышления и	40	1
506	не имеет	2	1
507	нам предстоит	2	1
508	о природе	4	1
509	учения о	6	1
510	что самое	2	1
511	сущность его	1	1
512	как не	1	1
513	мы бы	1	1
514	моменты в	1	1
515	мысль то	1	1
516	целом и	5	1
517	на некоторые	1	1
518	только с	1	1
519	это главное	1	1
520	так то	1	1
521	как будто	1	1
522	в основе	8	1
523	в каком	3	1
524	если только	1	1
525	больше того	2	1
526	тем это	1	1
527	все то	1	1
528	чрезвычайно важно	1	1
529	деятельности если	1	1
530	его обычно	1	1
531	говорят в	2	1
532	лежит в	2	1
533	в совокупности	1	1
534	анализа и	1	1
535	установить между	1	1
536	бы он	2	1
537	опыта и	2	1
538	о судьбе	2	1
539	и это	3	1
540	и поэтому	2	1
541	и которая	2	1
542	основной и	2	1
543	с ее	1	1
544	и мысль	1	1
545	связи со	1	1
546	и многие	1	1
547	данном случае	2	1
548	нет нужды	1	1
549	на какой-либо	1	1
550	то время	5	1
551	вопрос что	1	1
552	другой мы	1	1
553	в дальнейшем	1	1
554	анализа можно	1	1
555	на другом	1	1
556	что у	2	1
557	мы только	2	1
558	невозможно и	1	1
559	в нескольких	1	1
560	о бессознательности	1	1
561	в логической	1	1
562	каждого из	2	1
563	форму мышления	1	1
564	по сравнению	6	1
565	строго говоря	2	1
566	поэтому в	2	1
567	силу того	1	1
568	по признанию	1	1
569	короче говоря	2	1
570	о котором	2	1
571	этапы в	1	1
572	для этого	5	1
573	по мере	4	1
574	наблюдения в	1	1
575	черты которые	1	1
576	ситуации и	1	1
577	на него	2	1
578	и бессознательным	1	1
579	и та	1	1
580	прямо и	1	1
581	и что	5	1
582	первого из	1	1
583	а также	1	1
584	развития не	1	1
585	теорий в	1	1
586	под именем	2	1
587	даже несколько	1	1
588	которой мы	1	1
589	на одном	1	1
590	говорит он	15	1
591	в форме	1	1
592	которая должна	1	1
593	в теории	4	1
594	в ту	2	1
595	в свете	4	1
596	мы хотим	2	1
597	если это	2	1
598	как правильно	1	1
599	о своих	1	1
600	когда говорят	1	1
601	какой мере	2	1
602	образом потому	1	1
603	действительности не	1	1
604	в характеристике	1	1
605	обе эти	3	1
606	им было	1	1
607	в какой	5	1
608	по наблюдениям	1	1
609	в стороне	2	1
610	этих теорий	1	1
611	не имеющих	1	1
612	эти отдельные	1	1
613	который в	3	1
614	очень многих	1	1
615	между этими	6	1
616	сам собой	1	1
617	процессов в	2	1
618	качестве общего	1	1
619	вот этот	1	1
620	без этого	2	1
621	образов в	1	1
622	к какому	1	1
623	оно в	1	1
624	фактов а	1	1
625	в виде	2	1
626	по законам	1	1
627	не дает	1	1
628	или даже	2	1
629	по выражению	1	1
630	и других	3	1
631	психологии в	2	1
632	для очень	1	1
633	отдельные элементы	3	1
634	ту или	2	1
635	и значения	1	1
636	себе в	1	1
637	и из	1	1
638	ни в	4	1
639	в известной	2	1
640	над внутренней	1	1
641	только лишь	1	1
642	представлений о	1	1
643	теории познания	1	1
644	в состоянии	2	1
645	но что	1	1
646	и развитии	2	1
647	и никогда	1	1
648	заметить что	2	1
649	тем что	6	1
650	и вместе	1	1
651	в более	1	1
652	это положение	4	1
653	исследований и	2	1
654	со всем	2	1
655	развития в	2	1
656	все основания	2	1
657	связаны с	1	1
658	а именно	1	1
659	что тот	1	1
660	в свою	4	1
661	чем он	2	1
662	же о	1	1
663	сложное целое	1	1
664	в соответствии	1	1
665	связано с	2	1
666	быть названо	1	1
667	них и	1	1
668	в любой	1	1
669	решение этой	1	1
670	и составляет	1	1
671	целым рядом	1	1
672	однако и	1	1
673	этой главы	2	1
674	основное и	1	1
675	наконец в	2	1
676	самого начала	8	1
677	всего остального	1	1
678	или с	1	1
679	что из	1	1
680	что перед	2	1
681	строение и	1	1
682	если не	3	1
683	может иметь	1	1
684	свести к	3	1
685	представить себе	5	1
686	же заключается	1	1
687	мы говорим	1	1
688	как в	4	1
689	их к	1	1
690	если так	1	1
691	в данном	2	1
692	сравнению с	5	1
693	к действительности	5	1
694	деятельности это	1	1
695	и основной	3	1
696	которое не	2	1
697	рисуется в	1	1
698	это значит	1	1
699	работы автора	1	1
700	должно быть	2	1
701	этого факта	3	1
702	слова и	5	1
703	сейчас же	1	1
704	является для	2	1
705	только для	3	1
706	поэтому что	1	1
707	стоит только	4	1
708	самое существенное	1	1
709	особенностей и	1	1
710	это явление	1	1
711	мы видим	4	1
712	и ему	1	1
713	с по	1	1
714	к пониманию	2	1
715	свете этих	1	1
716	исследованию таким	1	1
717	это как	1	1
718	а к	1	1
719	не представляет	1	1
720	деятельность в	1	1
721	внимание на	1	1
722	и все	5	1
723	той или	1	1
724	находится в	1	1
725	ни к	1	1
726	от всего	1	1
727	потому что	6	1
728	можно так	1	1
729	исследования не	1	1
730	как показывает	1	1
731	хотя в	1	1
732	его значение	2	1
733	так выразиться	1	1
734	этих элементов	1	1
735	еще в	1	1
736	под рукой	1	1
737	находит свое	1	1
738	к ее	1	1
739	бы с	1	1
740	это в	1	1
741	от всех	3	1
742	совершенно не	1	1
743	природе и	2	1
744	эти же	1	1
745	разум и	1	1
746	он я	1	1
747	и изучая	1	1
748	этот последний	1	1
749	есть и	1	1
750	в заключение	1	1
751	всей полноты	1	1
752	к этой	1	1
753	выражение у	1	1
754	чрезвычайно трудно	1	1
755	и другие	1	1
756	разумного мышления	3	1
757	весь процесс	1	1
758	до с	1	1
759	это понятие	2	1
760	же на	1	1
761	можно назвать	2	1
762	в таком	1	1
