N	2gram	Medvedev_U_1	Myshleni
127	у нас	3	2
128	этот путь	1	2
129	значительной мере	1	2
130	для этого	3	2
131	вот почему	7	2
132	как возможно	1	2
133	в значительной	1	2
134	нас в	2	2
135	и является	2	2
136	которое мы	1	2
137	для всех	2	2
138	в конце	2	2
139	у него	1	2
140	с другой	4	2
141	и др	1	2
142	мы снова	1	2
143	в данном	1	2
144	в пользу	1	2
145	по существу	2	2
146	этом случае	1	2
147	находящихся в	1	2
148	все это	5	2
149	вне которой	1	2
150	другой стороны	3	2
151	ее в	1	2
152	это в	1	2
153	и своеобразным	1	1
154	и через	2	1
155	сам по	1	1
156	верно и	1	1
157	проблем связанных	1	1
158	тем сам	1	1
159	в словесном	1	1
160	смысле можно	1	1
161	развитие в	1	1
162	имеет свою	1	1
163	но даже	2	1
164	этом плане	1	1
165	первый план	1	1
166	быть в	1	1
167	в различных	1	1
168	не то	1	1
169	более высокую	1	1
170	нет и	1	1
171	за пределы	1	1
172	отнюдь не	1	1
173	его на	1	1
174	как всякая	1	1
175	в этот	1	1
176	не приходится	2	1
177	мы получаем	2	1
178	он в	1	1
179	ее как	1	1
180	теории и	1	1
181	что она	2	1
182	но именно	1	1
183	не значит	1	1
184	представлениями и	1	1
185	не как	3	1
186	что еще	1	1
187	широком смысле	1	1
188	или иных	2	1
189	об этом	1	1
190	связанных с	1	1
191	и с	2	1
192	или даже	1	1
193	входит в	1	1
194	это было	2	1
195	и всей	1	1
196	далеко не	1	1
197	он и	1	1
198	ряда и	1	1
199	всех этих	2	1
200	он выдвигает	2	1
201	не столько	2	1
202	на каждом	2	1
203	несомненно что	1	1
204	их в	1	1
205	что ему	1	1
206	к изучению	1	1
207	а для	1	1
208	впрочем в	1	1
209	часто бывает	1	1
210	очень часто	1	1
211	что основной	1	1
212	содержание в	1	1
213	обращение к	1	1
214	т.е в	2	1
215	и это	1	1
216	как таковым	1	1
217	не для	1	1
218	такое что	1	1
219	данном случае	1	1
220	это для	1	1
221	элементарным и	1	1
222	чем к	1	1
223	является в	2	1
224	в широком	2	1
225	как особую	1	1
226	о том	1	1
227	этого общего	1	1
228	все его	1	1
229	между тем	2	1
230	для второго	1	1
231	что же	1	1
232	тем менее	2	1
233	язык в	1	1
234	которых она	1	1
235	связанных и	1	1
236	тот же	1	1
237	этого материала	1	1
238	чем была	1	1
239	каждом шагу	2	1
240	он уже	1	1
241	с одной	1	1
242	с которыми	1	1
243	этих функций	1	1
244	конечно не	4	1
245	уже не	1	1
246	и у	2	1
247	то и	1	1
248	в виде	1	1
249	в известном	1	1
250	крайним выражением	1	1
251	его и	2	1
252	будет не	1	1
253	интереса к	2	1
254	содержания и	1	1
255	находятся в	1	1
256	и даже	1	1
257	эта работа	1	1
258	к сожалению	3	1
259	только как	1	1
260	объекта в	1	1
261	о чем	2	1
262	и слово	1	1
263	самими предметами	1	1
264	если не	2	1
265	относятся к	1	1
266	из которых	1	1
267	понятий с	1	1
268	одной стороны	1	1
269	смысле этого	2	1
270	для первого	1	1
271	отдельности и	1	1
272	к проблеме	1	1
273	тех или	2	1
274	важных моментов	1	1
275	является одним	1	1
276	при таком	2	1
277	не существует	1	1
278	на первый	2	1
279	то о	1	1
280	тем более	1	1
281	конце концов	2	1
282	в большей	1	1
283	гораздо больше	1	1
284	а о	2	1
285	впервые в	1	1
286	но верно	1	1
287	в отдельности	1	1
288	самое что	1	1
289	в противоположную	1	1
290	они относятся	1	1
291	к этому	1	1
292	от слова	1	1
293	все что	1	1
