N	2gram	Losev_Dial_4	Analitik
257	то на	3	1
258	речь идет	1	1
259	или исторически	1	1
260	знать в	1	1
261	же человек	1	1
262	предполагает что	1	1
263	человека и	2	1
264	и фактически	1	1
265	сам по	2	1
266	с кем	1	1
267	и субъект	1	1
268	смысле слова	1	1
269	ничего нельзя	1	1
270	тех же	2	1
271	и должны	1	1
272	же себя	2	1
273	самый предмет	1	1
274	самих событий	1	1
275	есть сама	1	1
276	совершенно необходима	1	1
277	он всегда	2	1
278	все те	1	1
279	должна быть	7	1
280	собственном смысле	2	1
281	и больше	1	1
282	видеть в	1	1
283	его что	1	1
284	в зависимости	1	1
285	то самое	2	1
286	мы уже	3	1
287	она в	3	1
288	и была	1	1
289	мы не	9	1
290	которую я	1	1
291	положения в	1	1
292	он как	1	1
293	слово о	2	1
294	есть нечто	2	1
295	равно как	2	1
296	и объект	1	1
297	оно есть	4	1
298	точно личности	1	1
299	событий и	1	1
300	как не	2	1
301	зависимости от	1	1
302	здесь как	1	1
303	в ней	5	1
304	свою очередь	2	1
305	два плана	2	1
306	произведение и	2	1
307	на нем	2	1
308	он сам	1	1
309	это возможно	2	1
310	быть в	5	1
311	в чем	8	1
312	что люди	1	1
313	во всех	2	1
314	или во	1	1
315	без которого	1	1
316	в ее	2	1
317	и всего	1	1
318	и религия	1	1
319	мы будем	2	1
320	но как	2	1
321	не входит	1	1
322	только тогда	5	1
323	или по	4	1
324	вообще как	2	1
325	личность как	4	1
326	или иное	3	1
327	неизменным в	1	1
328	собой один	1	1
329	же деле	1	1
330	течение всего	2	1
331	как в	3	1
332	данный момент	2	1
333	и объекта	5	1
334	есть в	4	1
335	выражающее и	1	1
336	помнить что	1	1
337	и той	3	1
338	в полном	1	1
339	таковыми не	1	1
340	и наконец	3	1
341	все возможные	1	1
342	смысл мы	1	1
343	о самом	1	1
344	вещи но	1	1
345	не приходится	1	1
346	та же	3	1
347	с какой	1	1
348	что это	13	1
349	а во-вторых	1	1
350	природа а	1	1
351	учение о	5	1
352	в известном	1	1
353	мифа и	6	1
354	объекта в	2	1
355	и тот	1	1
356	только один	1	1
357	выявляющее личность	1	1
358	имеем в	1	1
359	из общей	1	1
360	если он	1	1
361	мы наблюдаем	1	1
362	но прежде	1	1
363	однако так	1	1
364	личностного бытия	1	1
365	к миру	1	1
366	эта формула	1	1
367	таково что	2	1
368	всех этих	1	1
369	конечно предполагает	1	1
370	не значит	2	1
371	сама личность	1	1
372	в виде	3	1
373	не как	4	1
374	возвращение к	1	1
375	в понятии	2	1
376	его от	1	1
377	всех своих	1	1
378	его можно	1	1
379	не бывает	1	1
380	в основу	1	1
381	но все	2	1
382	от нее	3	1
383	этом последнем	1	1
384	а вместе	1	1
385	однако все	1	1
386	что все	4	1
387	же не	1	1
388	в состоянии	1	1
389	и может	2	1
390	том случае	1	1
391	вещи и	2	1
392	его в	1	1
393	заключается в	2	1
394	абсолютно самородна	1	1
395	встреча двух	1	1
396	остающееся совершенно	1	1
397	и тем	6	1
398	о личности	10	1
399	еще одно	1	1
400	только лишь	1	1
401	и во-вторых	2	1
402	в них	2	1
403	отождествляются в	1	1
404	все равно	2	1
405	с тем	4	1
406	и уже	4	1
407	одна и	1	1
408	между собою	2	1
409	действительно не	1	1
410	своего изменения	2	1
411	же я	1	1
412	а личность	1	1
413	и становится	1	1
414	и при	2	1
415	и ее	8	1
416	том же	1	1
417	оставаться в	1	1
418	в отношении	2	1
419	вне всякого	2	1
420	знает и	1	1
421	не от	1	1
422	из классических	1	1
423	в которых	1	1
424	свой смысл	1	1
425	бы мы	1	1
426	произведение есть	1	1
427	него не	1	1
428	подлинный смысл	1	1
429	но он	1	1
430	по крайней	7	1
431	их в	1	1
432	оно само	1	1
433	возможно только	3	1
434	не заставит	1	1
435	не требуется	1	1
436	зрения и	1	1
437	есть всегда	3	1
438	она по	1	1
439	этих трех	1	1
440	как будет	1	1
441	не менее	2	1
442	поверить в	1	1
443	оба эти	1	1
444	или идее	1	1
445	в обоих	1	1
446	одна из	1	1
447	все четыре	1	1
448	не вызывает	1	1
449	именно такова	1	1
450	одной и	3	1
451	может только	2	1
452	личности слово	1	1
453	ничего не	17	1
454	в подлинно	1	1
455	если понятие	1	1
456	того в	1	1
457	сложнее и	1	1
458	такая же	1	1
459	не говорит	5	1
460	во всем	2	1
461	но это	4	1
462	эти три	1	1
463	ими и	1	1
464	трех моментов	1	1
465	другой вещи	1	1
466	в каком	5	1
467	фактов и	1	1
468	или бессознательно	1	1
469	личности выражающее	1	1
470	одно и	1	1
471	в специальном	1	1
472	уже о	4	1
473	то о	1	1
474	к себе	1	1
475	значение только	1	1
476	всего в	1	1
477	природа этой	1	1
478	оно не	2	1
479	говорит о	3	1
480	при анализе	1	1
481	можно и	2	1
482	они суть	1	1
483	в виду	9	1
484	нашей работы	1	1
485	говоря уже	3	1
486	или несколько	1	1
487	определенным образом	1	1
488	ли возможно	1	1
489	то или	3	1
490	чтобы быть	1	1
491	на том	1	1
492	что может	1	1
493	слово есть	3	1
494	те же	1	1
495	реальной жизни	1	1
496	сознания и	3	1
497	нечто остающееся	1	1
498	к тем	1	1
499	том как	2	1
500	этой жизни	2	1
501	просто с	1	1
502	в глубине	2	1
503	в разных	2	1
504	образом в	1	1
505	воли и	2	1
506	познания и	2	1
507	и должно	1	1
508	говорить не	1	1
509	говорит об	1	1
510	структуру и	1	1
511	но мы	2	1
512	и что	9	1
513	миф в	1	1
514	его жизни	1	1
515	себя самого	1	1
516	на что	2	1
517	может не	1	1
518	и во	2	1
519	под именем	1	1
520	складывается из	1	1
521	когда оно	1	1
522	эти два	2	1
523	сознательно или	1	1
524	искусства к	1	1
525	во всей	2	1
526	и только	2	1
527	крайней мере	7	1
528	а его	1	1
529	все время	1	1
530	знания и	5	1
531	вплоть до	1	1
532	человека как	1	1
533	указывает и	1	1
534	в него	1	1
535	в современной	1	1
536	быть и	3	1
537	оно и	3	1
538	тот же	1	1
539	что даже	2	1
540	зрения в	1	1
541	не само	1	1
542	и науке	1	1
543	как нечто	2	1
544	слово принадлежащее	1	1
545	входит в	1	1
546	воле и	1	1
547	даже если	1	1
548	историческом событии	1	1
549	и жизни	2	1
550	все они	1	1
551	принадлежащее личности	1	1
552	так что	6	1
553	для всех	3	1
554	связи с	1	1
555	никогда другой	1	1
556	не можем	1	1
557	то и	2	1
558	существования и	1	1
559	слова не	1	1
560	во втором	1	1
561	а то	1	1
562	двух основных	1	1
563	в душе	1	1
564	за ним	1	1
565	к своим	1	1
566	только одно	1	1
567	не так	1	1
568	мы находим	2	1
569	в одном	4	1
570	вещи или	1	1
571	от тех	1	1
572	умственные способности	1	1
573	ничего что	1	1
574	как раз	4	1
575	тут же	1	1
576	есть слово	2	1
577	и вместе	1	1
578	в целях	2	1
579	науки в	1	1
580	понимая под	2	1
581	были бы	1	1
582	в особенности	4	1
583	не сама	1	1
584	она и	1	1
585	и даже	6	1
586	требует чтобы	1	1
587	даже не	2	1
588	в данный	2	1
589	моменты и	1	1
590	может и	2	1
591	или иначе	2	1
592	как модус	1	1
593	вслед за	1	1
594	с той	2	1
595	было и	1	1
596	что для	1	1
597	к человеку	1	1
598	превращается в	1	1
599	не было	2	1
600	и опять	1	1
601	однако и	1	1
602	самородна оригинальна	1	1
603	его как	2	1
604	всего своего	1	1
605	когда же	2	1
606	таковой и	2	1
607	будет иметь	2	1
608	в связи	1	1
609	о себе	1	1
610	всех трех	1	1
611	результате которой	4	1
612	ни на	6	1
613	ко всем	1	1
614	зачем же	1	1
615	как это	2	1
616	существует как	1	1
617	новом свете	1	1
618	есть такое	1	1
619	не удается	1	1
620	все моменты	1	1
621	личности как	3	1
622	никогда нельзя	2	1
623	сама же	1	1
624	к своему	2	1
625	научные и	1	1
626	в течение	4	1
627	будет никогда	1	1
628	быть как	1	1
629	раз что	1	1
630	в обратном	1	1
631	да и	2	1
632	я с	1	1
633	которая ни	1	1
634	достаточно проста	1	1
635	же точно	1	1
636	как того	1	1
637	с этой	2	1
638	самом же	2	1
639	переживаний которые	1	1
640	установки и	1	1
641	другой такой	1	1
642	при условии	2	1
643	и действия	1	1
644	в аспекте	2	1
645	вы говорите	1	1
646	перед нами	6	1
647	этом смысле	4	1
648	при всем	1	1
649	она должна	2	1
650	за которыми	1	1
651	является ли	1	1
652	только мы	2	1
653	и для	5	1
654	нетрудно догадаться	1	1
655	указать на	1	1
656	не имея	1	1
657	случае если	1	1
658	при таком	2	1
659	прежде чем	2	1
660	и от	1	1
661	все что	2	1
662	или в	7	1
663	что оно	7	1
664	в результате	6	1
665	мира и	1	1
666	о котором	1	1
667	человек и	1	1
668	я не	5	1
669	хотя и	6	1
670	или другой	3	1
671	на первый	1	1
672	ее и	1	1
673	от него	3	1
674	из себя	1	1
675	мы должны	4	1
676	его уже	1	1
677	сказано о	1	1
678	есть уже	1	1
679	третьей и	1	1
680	хотя в	1	1
681	на части	1	1
682	личности и	10	1
683	в своих	1	1
684	даже при	1	1
685	эту вещь	1	1
686	личность и	3	1
687	жизни в	1	1
688	собою без	1	1
689	в свою	3	1
690	в романе	1	1
691	или других	3	1
692	оригинальна не	1	1
693	не знает	1	1
694	возможно лишь	2	1
695	совершенно не	3	1
696	совершенно неизменным	1	1
697	из этого	1	1
698	что то	1	1
699	мною и	1	1
700	включает в	1	1
701	жизни и	4	1
702	а я	1	1
703	ее в	2	1
704	особенности же	1	1
705	это понятие	3	1
706	или можно	1	1
707	во всяком	2	1
708	и личности	1	1
709	этой точки	2	1
