N	2gram	Medvedev_F_1	SlovoVZh
110	двух направлениях	1	3
111	в своей	11	3
112	художественного творчества	1	3
113	так же	4	3
114	в такой	1	3
115	поэтического произведения	3	3
116	справедливо и	1	3
117	тем не	1	3
118	этой точки	1	3
119	как к	3	3
120	и более	2	3
121	в содержание	2	3
122	из этого	1	3
123	не должна	7	3
124	по себе	5	3
125	произведения и	8	3
126	художественное произведение	6	3
127	сих пор	6	3
128	не менее	11	3
129	все это	9	3
130	но для	3	3
131	и для	1	3
132	теоретической поэтики	3	3
133	бы мы	1	3
134	ее и	1	3
135	так называемой	1	3
136	с ним	2	3
137	и созерцателя	1	3
138	отношении к	2	3
139	от этой	1	2
140	значения и	2	2
141	как это	6	2
142	опираясь на	1	2
143	и самое	1	2
144	едва ли	1	2
145	ко всем	2	2
146	не отражает	1	2
147	со всех	1	2
148	по природе	1	2
149	и значение	1	2
150	на материале	1	2
151	истории литературы	12	2
152	и здесь	6	2
153	искусства и	5	2
154	социологическому методу	1	2
155	настоящее время	10	2
156	с его	4	2
157	и что	2	2
158	между собой	1	2
159	ней как	1	2
160	в чем	1	2
161	тем как	1	2
162	но конечно	1	2
163	данном случае	1	2
164	в данном	1	2
165	которые мы	1	2
166	для других	2	2
167	в его	23	2
168	что и	2	2
169	в психике	1	2
170	в форме	1	2
171	их живого	1	2
172	независимо от	4	2
173	с чисто	1	2
174	в своем	11	2
175	в формах	4	2
176	кроме того	1	2
177	социальной среды	2	2
178	метод в	4	2
179	каждый момент	1	2
180	и потому	9	2
181	несколько подробнее	2	2
182	в настоящее	10	2
183	с одной	4	2
184	и те	2	2
185	в душе	2	2
186	он не	3	2
187	перестает быть	3	2
188	не так	2	2
189	социологический метод	5	2
190	в зависимости	2	2
191	но что	1	2
192	общения и	2	2
193	но все	2	2
194	в особенности	3	2
195	на все	3	2
196	влияние на	3	2
197	с другими	4	2
198	это не	2	2
199	может стать	1	2
200	кругозора и	3	2
201	данного коллектива	2	2
202	оно не	4	2
203	социальной жизни	11	2
204	литературы с	3	2
205	более того	3	2
206	героя или	1	2
207	одной стороны	4	2
208	соприкасается с	1	2
209	зависит от	1	2
210	до конца	7	2
211	другой стороны	1	2
212	его как	3	2
213	была бы	2	2
214	там где	1	2
215	оценки и	1	2
216	смысл и	1	2
217	разрыв между	1	2
218	ни на	3	2
219	вместе с	2	2
220	можно найти	1	2
221	в отношении	3	2
222	к его	1	2
223	но не	3	2
224	общего с	1	2
225	место в	7	2
226	свое своеобразие	1	2
227	быть только	1	2
228	с этой	4	2
229	она не	6	2
230	на один	1	2
231	с точки	13	2
232	является для	2	2
233	в условиях	1	2
234	такой же	1	2
235	в основном	3	2
236	этой стороны	1	2
237	в то	9	2
238	и притом	1	2
239	на него	2	2
240	за его	1	2
241	слова но	1	2
242	идеологического творчества	9	2
243	ничего не	2	2
244	но отнюдь	1	2
245	и все	6	2
246	и поэтическое	1	2
247	в этих	1	2
248	но это	3	2
249	бы оно	2	2
250	между ними	3	2
251	от всех	3	2
252	стороны и	4	2
253	могут быть	1	2
254	что в	4	2
255	как на	4	2
256	и другие	1	2
257	не есть	2	2
258	форма должна	1	2
259	к этому	1	2
260	если же	2	2
261	это художественное	1	1
262	а между	1	1
263	и это	2	1
264	произведения но	1	1
265	ту же	1	1
266	например в	1	1
267	же как	2	1
268	именно эту	1	1
269	как мы	5	1
270	и о	1	1
271	чтобы не	2	1
272	с ее	7	1
273	чрезвычайно сложным	1	1
274	мы здесь	1	1
275	свою очередь	6	1
276	задачи в	1	1
277	миром и	1	1
278	на основе	6	1
279	ее до	2	1
280	это и	3	1
281	характер и	1	1
282	элемент ее	1	1
283	другой все	1	1
284	нам кажется	1	1
285	физическая или	1	1
286	в произведении	2	1
287	произведения этот	1	1
288	с самого	1	1
289	когда человек	1	1
290	по преимуществу	1	1
291	не те	1	1
292	из его	1	1
293	дано в	1	1
294	однако эта	1	1
295	являются лишь	2	1
296	высшей степени	1	1
297	определяется в	1	1
298	по аналогии	3	1
299	мы уже	1	1
300	было в	1	1
301	к постановке	1	1
302	и приемов	1	1
303	остаться в	1	1
304	остается только	1	1
305	жизнь и	3	1
306	та же	1	1
307	и всесторонне	1	1
308	и ценности	1	1
309	единство и	2	1
310	для этого	4	1
311	из одного	1	1
312	и стиль	1	1
313	что социологический	1	1
314	в содержании	7	1
315	как чисто	1	1
316	собственно в	1	1
317	на себя	1	1
318	социальной действительности	9	1
319	экономический базис	1	1
320	то она	1	1
321	сводится к	3	1
322	социологии не	1	1
323	является социальным	1	1
324	становится только	1	1
325	общения в	1	1
326	всех сторон	1	1
327	быть более	1	1
328	нашей работы	3	1
329	что каждый	1	1
330	в поэтической	1	1
331	фактором и	1	1
332	не найдем	2	1
333	на их	2	1
334	взаимоотношений и	1	1
335	с соответствующими	1	1
336	аналогии с	3	1
337	оно ни	1	1
338	является таким	1	1
339	произведение является	2	1
340	во всех	5	1
341	и во	1	1
342	чтобы вскрыть	2	1
343	все в	2	1
344	должны искать	1	1
345	этого бытия	1	1
346	и всего	1	1
347	конечно невозможна	1	1
348	то в	1	1
349	от его	1	1
350	это бывает	1	1
351	два основных	1	1
352	поэзии к	1	1
353	к которой	1	1
354	образом лишь	1	1
355	в общем	3	1
356	оценка в	1	1
357	менее всего	2	1
358	искусства в	4	1
359	произведение не	1	1
360	интонации с	1	1
361	непосредственно в	5	1
362	в структуру	2	1
363	что они	1	1
364	именно в	8	1
365	сама по	2	1
366	были не	1	1
367	нем и	2	1
368	в лучшем	3	1
369	содержание но	1	1
370	если она	1	1
371	в лице	2	1
372	опирается на	1	1
373	в современной	1	1
374	метода его	1	1
375	оценки является	1	1
376	не перестает	3	1
377	на которой	1	1
378	все остальные	1	1
379	перед нами	1	1
380	и точность	1	1
381	понять и	1	1
382	хотя и	1	1
383	в двух	1	1
384	художественного восприятия	2	1
385	и понимания	1	1
386	социальной группе	1	1
387	стиль в	1	1
388	мы увидим	4	1
389	более или	6	1
390	себе не	1	1
391	стиля и	2	1
392	увидим что	1	1
393	положение в	1	1
394	наметить в	1	1
395	нашего времени	1	1
396	о самом	1	1
397	марксистский метод	3	1
398	его место	2	1
399	специфической социальной	1	1
400	к делу	1	1
401	по мнению	1	1
402	всего современного	1	1
403	в целом	6	1
404	позиции автора	1	1
405	было дано	1	1
406	формальный метод	9	1
407	литературе и	2	1
408	таком понимании	2	1
409	его содержания	1	1
410	проф сакулиным	1	1
411	если мы	2	1
412	себя в	1	1
413	думать что	3	1
414	других идеологических	3	1
415	чрезвычайно узок	1	1
416	литературы в	8	1
417	не можем	2	1
418	тем художественное	1	1
419	в большинстве	3	1
420	значение и	3	1
421	и теоретическая	1	1
422	в виде	1	1
423	именно этим	1	1
424	не исчерпывает	1	1
425	своим содержанием	1	1
426	противном случае	1	1
427	идеологическое явление	4	1
428	не из	4	1
429	не вне	1	1
430	ей в	1	1
431	оно всегда	1	1
432	некоторые марксисты	1	1
433	в поэтике	1	1
434	или даже	1	1
435	и обратно	1	1
436	его и	2	1
437	продукты идеологического	1	1
438	социально-экономической закономерности	2	1
439	себе в	1	1
440	и их	10	1
441	этого нельзя	1	1
442	всяком случае	4	1
443	понимании форма	1	1
444	не как	4	1
445	в одном	2	1
446	и вот	2	1
447	вовсе не	10	1
448	ни были	2	1
449	ничего общего	1	1
450	у нее	1	1
451	друг друга	4	1
452	как его	1	1
453	у него	1	1
454	лишь косвенно	1	1
455	какой бы	1	1
456	сложную систему	1	1
457	кто же	1	1
458	на этом	1	1
459	каждый элемент	2	1
460	или иных	1	1
461	эта же	2	1
462	самом же	1	1
463	вне произведения	1	1
464	что является	1	1
465	даже и	2	1
466	оно является	1	1
467	со специфической	1	1
468	же деле	1	1
469	они должны	1	1
470	в другом	1	1
471	не переходя	1	1
472	связанных с	1	1
473	нужен но	1	1
474	ни одной	1	1
475	выходит за	1	1
476	этих форм	1	1
477	и из	1	1
478	входя в	1	1
479	должно быть	11	1
480	входит в	6	1
481	основные направления	1	1
482	это основное	1	1
483	и вступает	1	1
484	деле в	1	1
485	и тех	1	1
486	но самый	1	1
487	было бы	6	1
488	и создает	1	1
489	к которому	2	1
490	этом смысле	1	1
491	имеет и	1	1
492	и тем	1	1
493	один и	1	1
494	отражение в	2	1
495	формах их	1	1
496	моменты произведения	1	1
497	структуру художественного	1	1
498	процессе социального	1	1
499	теоретическая поэтика	3	1
500	но есть	2	1
501	что для	1	1
502	стиля как	1	1
503	методу и	1	1
504	социологической закономерности	1	1
505	содержания они	1	1
506	во внутренней	1	1
507	для них	1	1
508	от нее	2	1
509	но уже	1	1
510	значение смысл	1	1
511	и политического	1	1
512	не было	3	1
513	а с	1	1
514	остается еще	1	1
515	не знает	1	1
516	далеко не	1	1
517	разобранные нами	1	1
518	внешний фактор	1	1
519	и самый	2	1
520	не на	2	1
521	социального целого	1	1
522	понята и	1	1
523	в ее	8	1
524	в слове	1	1
525	несмотря на	1	1
526	наука до	1	1
527	определяют его	1	1
528	историческая поэтика	2	1
529	этой закономерности	2	1
530	произведении как	3	1
531	вопросов связанных	1	1
532	форма и	1	1
533	в изучении	1	1
534	для историка	1	1
535	здесь имеет	1	1
536	в истории	4	1
537	идеологического общения	4	1
538	и тогда	1	1
539	со всей	3	1
540	что собственно	1	1
541	для этой	2	1
542	нигде не	1	1
543	искусства может	1	1
544	мы видели	2	1
545	или менее	6	1
546	места в	2	1
547	с социологией	1	1
548	все элементы	1	1
549	все более	2	1
550	вступает в	2	1
551	историк литературы	3	1
552	в частности	4	1
553	и социологическая	1	1
554	художественное значение	1	1
555	и художественно	1	1
556	нас не	2	1
557	и без	1	1
558	этом достаточно	1	1
559	его содержание	2	1
560	подхода к	2	1
561	других областей	1	1
562	социологией не	1	1
563	положения в	2	1
564	к одному	1	1
565	чем более	1	1
566	не могут	1	1
567	если оно	1	1
568	стороны как	1	1
569	наряду с	1	1
570	нашу задачу	1	1
571	но эта	2	1
572	современного искусствоведения	1	1
573	этих моментов	1	1
574	оно начинает	1	1
575	сами по	2	1
576	социальным фактором	1	1
577	из этой	2	1
578	социальных же	1	1
579	том и	1	1
580	произведения в	8	1
581	лучшем случае	3	1
582	не должно	1	1
583	действительности к	1	1
584	определяется прежде	1	1
585	и должна	2	1
586	исторических вопросов	1	1
587	в словах	1	1
588	и почти	1	1
589	структурного элемента	1	1
590	для нее	1	1
591	содержание произведения	1	1
592	историка литературы	4	1
593	материал для	1	1
594	или хотя	1	1
595	в искусствоведении	3	1
596	тенденция к	1	1
597	эти вопросы	1	1
598	и вся	1	1
599	художественного произведения-вещи	1	1
600	которые проникают	1	1
601	от всего	1	1
602	в высшей	1	1
603	деле это	1	1
604	вне ее	3	1
605	в смысле	1	1
606	в обоих	1	1
607	в противном	1	1
608	самого начала	1	1
609	как о	4	1
610	в русской	1	1
611	искусством и	1	1
612	это последнее	3	1
613	к вопросу	1	1
614	более и	2	1
615	в науке	2	1
616	здесь на	1	1
617	она должна	3	1
618	тех или	1	1
619	всякой художественной	1	1
620	весь этот	1	1
621	не является	1	1
622	непосредственно и	1	1
623	понятна и	1	1
624	в основе	3	1
625	только одна	1	1
626	материала в	3	1
627	и искусство	1	1
628	внехудожественной действительности	1	1
629	искусства как	2	1
630	поэтикой и	1	1
631	при таком	4	1
632	потому не	1	1
633	того чтобы	1	1
634	для всего	1	1
635	в результате	2	1
636	чтобы убедиться	2	1
637	ориентируется в	2	1
638	только и	4	1
639	искусствоведения наиболее	1	1
640	к одной	1	1
641	науки об	12	1
642	его структуру	1	1
643	действительного художественного	1	1
644	же время	8	1
645	особого рода	1	1
646	данной социальной	1	1
647	а художественного	1	1
648	задача социологической	1	1
649	еще более	1	1
650	тем более	1	1
651	мы попытаемся	1	1
652	не должен	1	1
653	по своей	1	1
654	правда это	2	1
655	дана в	2	1
656	а лишь	2	1
657	убедиться в	2	1
658	это та	2	1
659	них и	1	1
660	же он	1	1
661	связи с	3	1
662	и различные	1	1
663	участие в	1	1
664	поэтической формы	1	1
665	науке о	1	1
666	этой реальной	1	1
667	нам известна	1	1
668	обстоит дело	1	1
669	в искусстве	5	1
670	в свою	8	1
671	эти три	1	1
672	это уже	1	1
673	ним на	1	1
674	уже и	1	1
675	из формальных	1	1
676	видения и	1	1
677	этом отношении	1	1
678	гораздо больше	1	1
679	жизни в	2	1
680	нечего делать	1	1
681	в области	3	1
682	образом не	1	1
683	может и	2	1
684	свое значение	1	1
685	явно не	1	1
686	представлять себе	3	1
687	с ней	1	1
688	у нас	5	1
689	только как	2	1
690	тем это	1	1
691	обычно не	1	1
692	все то	1	1
693	и определений	2	1
694	конечно гораздо	1	1
695	этот пафос	1	1
696	о литературе	6	1
697	есть только	1	1
698	или иного	3	1
699	культуры в	1	1
700	поэтического стиля	2	1
701	время не	1	1
702	должны быть	5	1
703	живет и	1	1
704	произведения с	1	1
705	идеологические образования	1	1
706	его пределы	1	1
707	того о	1	1
708	что оно	1	1
709	от социологии	1	1
710	к другим	2	1
711	его значение	1	1
712	но из	1	1
713	химической структуре	1	1
714	и эта	1	1
715	во всяком	4	1
716	в жесте	1	1
717	вполне понятно	2	1
718	чисто художественных	1	1
719	они не	3	1
720	к тому	3	1
