N	2gram	Vinokur_Vv_1	Formalny
297	литературой и	1	2
298	однако в	3	2
299	что этот	1	2
300	как язык	1	2
301	и очень	1	2
302	в отношении	2	2
303	как о	4	2
304	дело не	3	2
305	правда в	1	2
306	дело в	3	2
307	одна из	2	2
308	как следует	2	2
309	и именно	12	2
310	не могло	1	2
311	вытекает из	1	2
312	слова как	2	2
313	находятся в	2	2
314	тем не	8	2
315	в каком	1	2
316	на тему	2	2
317	отличается от	1	2
318	и это	6	2
319	как не	1	2
320	здесь не	2	2
321	то или	1	2
322	можно только	2	2
323	это только	4	2
324	для этого	3	2
325	ничего не	2	2
326	ними и	1	2
327	познания и	2	2
328	в самой	1	2
329	языке как	1	2
330	в языке	1	2
331	что и	3	2
332	правом можно	1	2
333	должен быть	4	2
334	в самое	1	2
335	именно на	2	2
336	языка как	2	2
337	от других	2	2
338	из них	3	2
339	ту или	1	2
340	совсем другое	1	2
341	как их	1	2
342	содержание и	1	2
343	свое выражение	3	2
344	от того	3	2
345	случае с	1	2
346	лишь к	1	2
347	и содержания	1	2
348	и даже	5	2
349	или иной	1	2
350	в области	4	2
351	и из	1	2
352	языка или	2	2
353	и тех	1	2
354	в каких	1	2
355	к которому	1	2
356	и др	2	2
357	связано с	1	2
358	превращается в	1	2
359	самом же	1	2
360	одну из	1	2
361	но уже	2	2
362	автора с	1	2
363	понимает как	1	2
364	смысле этого	8	2
365	отличная от	1	2
366	этого слова	2	2
367	а к	1	2
368	но это	1	2
369	но для	1	2
370	в точном	1	2
371	у них	1	2
372	конце концов	2	2
373	мы должны	1	2
374	именно для	1	2
375	одной из	3	2
376	слово в	1	2
377	но если	3	2
378	история литературы	2	2
379	к этому	3	2
380	это понятие	2	2
381	я и	1	1
382	от этой	1	1
383	не иначе	2	1
384	также что	1	1
385	целого и	2	1
386	оно входит	1	1
387	сам по	1	1
388	и то	5	1
389	художественных произведений	2	1
390	дело обстоит	1	1
391	тех же	1	1
392	конкретном историческом	1	1
393	к данному	1	1
394	ее задач	1	1
395	и принципиально	1	1
396	в первом	5	1
397	и до	2	1
398	ведь и	1	1
399	оно было	1	1
400	в какой-то	1	1
401	собственном смысле	2	1
402	видеть в	1	1
403	объясняется и	1	1
404	есть не	3	1
405	бы уже	1	1
406	воплощения в	1	1
407	мы имеем	3	1
408	всех его	1	1
409	и нашей	1	1
410	и последующих	1	1
411	нам в	1	1
412	не была	1	1
413	а для	1	1
414	и понимать	3	1
415	из того	2	1
416	как эта	1	1
417	этого термина	2	1
418	то это	3	1
419	видеть действительность	1	1
420	так а	1	1
421	в каждой	2	1
422	так или	4	1
423	как таковые	1	1
424	и замкнутого	1	1
425	он встречается	1	1
426	он умеет	1	1
427	своей работе	1	1
428	а только	8	1
429	от характера	3	1
430	значение и	2	1
431	только тогда	1	1
432	к слову	1	1
433	должны были	1	1
434	первоначально нужно	1	1
435	себе и	2	1
436	не просто	4	1
437	от действительности	2	1
438	и чем	1	1
439	из таких	1	1
440	сама по	3	1
441	ни одна	2	1
442	подчеркнуть этим	1	1
443	с чисто	2	1
444	с этим	2	1
445	искусстве и	1	1
446	в одних	1	1
447	кроме того	1	1
448	хотя и	3	1
449	материала у	1	1
450	и художественного	1	1
451	этого своей	1	1
452	или иную	1	1
453	составляет содержание	1	1
454	та же	1	1
455	чем больше	2	1
456	у каждого	1	1
457	что так	1	1
458	с их	5	1
459	остановиться на	1	1
460	и тот	1	1
461	идет речь	2	1
462	имеем в	1	1
463	на то	1	1
464	его прямой	2	1
465	не могла	1	1
466	положение что	1	1
467	время и	1	1
468	соприкасается с	1	1
469	действительность как	1	1
470	как часто	1	1
471	в принципе	2	1
472	не к	2	1
473	котором мы	1	1
474	именно из	1	1
475	по существу	2	1
476	определяется в	1	1
477	проблемы и	2	1
478	смысле как	3	1
479	так например	6	1
480	или иных	3	1
481	одно и	1	1
482	но все	3	1
483	значительной степени	1	1
484	поколений в	1	1
485	в работе	3	1
486	тех общих	1	1
487	факт что	1	1
488	в определенном	1	1
489	значение в	2	1
490	же касается	2	1
491	историческую жизнь	1	1
492	историей и	1	1
493	и обратно	4	1
494	того или	1	1
495	по различным	1	1
496	с другими	1	1
497	в существенном	2	1
498	не совпадает	1	1
499	быть не	1	1
500	за другой	1	1
501	из необходимых	1	1
502	чаще всего	1	1
503	этой работы	3	1
504	и творчества	2	1
505	о которых	2	1
506	эта система	1	1
507	что совершенно	1	1
508	с этой	4	1
509	всегда и	1	1
510	была уже	1	1
511	значит не	1	1
512	существует то	1	1
513	задачи и	1	1
514	чем в	3	1
515	можно считать	1	1
516	должно быть	2	1
517	выражение в	1	1
518	автора и	1	1
519	необходимых условий	1	1
520	и того	2	1
521	не больше	1	1
522	который как	1	1
523	одного и	2	1
524	нужно было	1	1
525	как некоторое	1	1
526	не выдерживает	1	1
527	что между	1	1
528	и при	2	1
529	что такая	1	1
530	работы в	3	1
531	и всеми	1	1
532	еще сильнее	1	1
533	и истолкованием	1	1
534	уже собственно	1	1
535	в их	11	1
536	к предмету	1	1
537	и исходным	1	1
538	о языке	3	1
539	для всякого	1	1
540	и той	2	1
541	самое но	1	1
542	но он	1	1
543	стороны действительности	1	1
544	мере в	4	1
545	сторонам действительности	1	1
546	том же	2	1
547	же мы	1	1
548	нет никакого	1	1
549	а от	1	1
550	а отсюда	2	1
551	на рубеже	2	1
552	литературы как	1	1
553	их произведений	1	1
554	с ним	1	1
555	другой не	1	1
556	она могла	1	1
557	самого начала	1	1
558	что наука	1	1
559	того как	3	1
560	не вытекает	1	1
561	к этим	1	1
562	свою роль	1	1
563	и отдельных	1	1
564	из их	1	1
565	работы но	1	1
566	заключены в	1	1
567	в разных	5	1
568	которые и	1	1
569	таким путем	1	1
570	эти связи	1	1
571	как она	4	1
572	связь и	1	1
573	за исключением	1	1
574	это искусство	3	1
575	убедиться в	1	1
576	е не	2	1
577	понимает под	1	1
578	входят в	1	1
579	этот образ	1	1
580	ему не	1	1
581	не потому	1	1
582	самоцель а	1	1
583	в задачу	1	1
584	в момент	1	1
585	в специальном	1	1
586	данности и	1	1
587	если он	1	1
588	его нужно	1	1
589	наконец в	1	1
590	и другой	1	1
591	д таким	1	1
592	виде как	1	1
593	с полной	1	1
594	этого и	1	1
595	по возможности	3	1
596	той или	1	1
597	в технике	1	1
598	свое значение	2	1
599	что при	1	1
600	утверждать что	1	1
601	и был	2	1
602	двоякого рода	2	1
603	и явились	1	1
604	этого целого	1	1
605	всякого исторического	1	1
606	в в	3	1
607	только при	1	1
608	совершенно ясно	1	1
609	языка и	12	1
610	в собственном	2	1
611	чтобы быть	1	1
612	и этим	1	1
613	в себя	1	1
614	на той	1	1
615	с самого	1	1
616	и совершенно	2	1
617	вмещается в	1	1
618	содержания этого	1	1
619	можно было	7	1
620	вещи и	1	1
621	не с	2	1
622	отсюда и	2	1
623	приходится не	1	1
624	и глубины	1	1
625	нельзя найти	1	1
626	до бесконечности	1	1
627	для него	1	1
628	данного народа	2	1
629	и вообще	3	1
630	и условий	1	1
631	по мере	4	1
632	во-первых с	1	1
633	об этом	5	1
634	в построении	1	1
635	это понимание	2	1
636	содержание этого	1	1
637	словесного искусства	1	1
638	искусства и	1	1
639	и должно	1	1
640	имеет еще	1	1
641	можно увидеть	1	1
642	и та	1	1
643	язык и	3	1
644	настоящее время	1	1
645	говорит об	1	1
646	не соглашаться	1	1
647	одного из	1	1
648	к действительности	2	1
649	е о	1	1
650	и объяснить	1	1
651	что его	1	1
652	в значительной	2	1
653	по их	2	1
654	действительности а	1	1
655	все в	1	1
656	это единство?	1	1
657	места и	1	1
658	возможности и	1	1
659	к стилю	1	1
660	том или	1	1
661	не чувствует	1	1
662	а потому	3	1
663	самом процессе	1	1
664	ними в	1	1
665	в форме	2	1
666	нужно только	1	1
667	и стилистические	1	1
668	в лучшем	1	1
669	и самые	1	1
670	стать предметом	1	1
671	известно что	1	1
672	как например	5	1
673	быть и	2	1
674	и история	3	1
675	но с	4	1
676	элементы художественной	1	1
677	внутреннее противоречие	1	1
678	мы видим	1	1
679	тот же	1	1
680	языка на	2	1
681	не видеть	1	1
682	от материала	1	1
683	этих теорий	1	1
684	может оказаться	3	1
685	и так	1	1
686	в хорошем	1	1
687	или данная	1	1
688	с одной	4	1
689	в качестве	7	1
690	видеть и	1	1
691	себя в	2	1
692	так что	5	1
693	есть в	1	1
694	литературного развития	1	1
695	литературы с	2	1
696	литературы в	3	1
697	и у	1	1
698	видеть что	6	1
699	вопроса о	1	1
700	этого понятия	5	1
701	соглашаться с	1	1
702	же в	1	1
703	в начале	3	1
704	или даже	1	1
705	и других	3	1
706	е на	1	1
707	за ним	1	1
708	что содержание	1	1
709	одно из	5	1
710	говорит о	3	1
711	ведь это	1	1
712	самого слова	1	1
713	в особых	1	1
714	предполагает ту	1	1
715	слова в	1	1
716	в одном	4	1
717	и должна	1	1
718	у этих	1	1
719	без этого	1	1
720	для объяснения	2	1
721	должен был	4	1
722	и никогда	1	1
723	связи в	1	1
724	или ином	1	1
725	явно не	1	1
726	даже и	3	1
727	момент в	1	1
728	или система	1	1
729	из двух	2	1
730	без того	1	1
731	до сих	5	1
732	или иначе	4	1
733	именно в	8	1
734	оно будет	1	1
735	здесь в	1	1
736	хорошем смысле	1	1
737	с той	1	1
738	некоторое единство	1	1
739	еще и	3	1
740	с техникой	1	1
741	по тем	1	1
742	что таким	1	1
743	не было	1	1
744	чтобы убедиться	1	1
745	одной стороны	4	1
746	его содержании	1	1
747	зависит от	3	1
748	а наоборот	1	1
749	и составляет	1	1
750	жизнь в	1	1
751	в руках	1	1
752	следует только	1	1
753	о чем	4	1
754	поздно уже	1	1
755	или с	1	1
756	что мы	2	1
757	бы нас	1	1
758	мира в	1	1
759	его нельзя	1	1
760	для этой	1	1
761	если это	2	1
762	по причинам	1	1
763	все более	3	1
764	бы оно	1	1
765	и теми	2	1
766	в частности	3	1
767	что раньше	1	1
768	одного а	1	1
769	не входят	1	1
770	своеобразия и	1	1
771	тот факт	1	1
772	направление в	2	1
773	между языком	2	1
774	этих случаях	2	1
775	строгом смысле	3	1
776	в течение	5	1
777	но сущность	1	1
778	в положении	1	1
779	рассказа в	1	1
780	действительно ли	1	1
781	с рядом	1	1
782	дело здесь	1	1
783	не создает	1	1
784	та система	1	1
785	действительности дело	1	1
786	язык в	1	1
787	этом случае	6	1
788	и о	1	1
789	той мере	4	1
790	сих пор	5	1
791	лучшем случае	1	1
792	один из	6	1
793	вообще все	1	1
794	тех или	3	1
795	каждой из	3	1
796	и часто	1	1
797	отсюда следует	1	1
798	только тем	1	1
799	о котором	8	1
800	об искусстве	4	1
801	в настоящее	1	1
802	есть система	1	1
803	новых художественных	1	1
804	интерес к	1	1
805	возникает вопрос	2	1
806	еще более	1	1
807	не должен	1	1
808	вообще в	2	1
809	ни к	2	1
810	или не	1	1
811	групп и	1	1
812	лежит в	2	1
813	все то	1	1
814	а в	5	1
815	отношении к	2	1
816	же собственно	1	1
817	поскольку это	1	1
818	е в	4	1
819	случае дело	2	1
820	и внутренне	1	1
821	состоит из	1	1
822	на общий	1	1
823	понимается как	1	1
824	от целого	1	1
825	или иного	1	1
826	явления в	1	1
827	время не	1	1
828	чем говорится	3	1
829	них это	1	1
830	можно назвать	1	1
831	частности в	1	1
832	значило бы	1	1
833	науки об	2	1
834	это в	2	1
835	историческая действительность	1	1
836	этой точки	1	1
