N	2gram	Trubetskoy_1	Stilisti
302	должна была	1	2
303	в связи	3	2
304	нет ничего	1	2
305	и потому	3	2
306	из трех	1	2
307	из которых	4	2
308	смысле этого	1	2
309	должно быть	4	2
310	классовой борьбы	1	2
311	эти вопросы	1	2
312	несколько дальше	1	2
313	сих пор	8	2
314	в так	1	2
315	случаях когда	3	2
316	а к	2	2
317	на первый	2	2
318	у них	6	2
319	несмотря на	6	2
320	этот вопрос	2	2
321	с ней	1	2
322	не говоря	1	2
323	в частности	2	2
324	к этому	5	2
325	в голову	1	2
326	в своих	2	2
327	гораздо более	2	2
328	смысле слова	1	1
329	лишь из	1	1
330	ту же	2	1
331	одним из	4	1
332	же как	3	1
333	чувствовать себя	1	1
334	и понимает	1	1
335	народов у	1	1
336	и должны	1	1
337	который можно	1	1
338	которую они	1	1
339	культура не	1	1
340	и до	3	1
341	бы к	1	1
342	жизни ее	1	1
343	ведь и	1	1
344	и развитие	2	1
345	входящих в	2	1
346	в их	4	1
347	часть его	1	1
348	всех указанных	1	1
349	из всех	5	1
350	например в	1	1
351	без изменения	1	1
352	в историю	1	1
353	конечно нет	1	1
354	если я	1	1
355	с более	3	1
356	которую мы	1	1
357	теперь мы	2	1
358	наших рассуждений	1	1
359	о степени	1	1
360	этом не	1	1
361	слов как	1	1
362	в сущности	2	1
363	говорить о	2	1
364	я не	2	1
365	не происходит	1	1
366	хотя конечно	1	1
367	того же	9	1
368	эти мысли	3	1
369	быть в	1	1
370	именно этот	1	1
371	но как	2	1
372	и другие	1	1
373	не то	3	1
374	к которой	3	1
375	в сторону	2	1
376	целой группы	1	1
377	если в	1	1
378	в общем	6	1
379	и будет	2	1
380	друга и	1	1
381	к сожалению	1	1
382	в истории	3	1
383	предыдущего ясно	1	1
384	если она	1	1
385	в своем	10	1
386	однако не	1	1
387	кроме того	1	1
388	и где	2	1
389	не являются	1	1
390	более или	7	1
391	увидим что	1	1
392	от этого	1	1
393	то в	2	1
394	со своей	1	1
395	однако мы	2	1
396	чем больше	4	1
397	возможно что	1	1
398	он в	1	1
399	из этих	8	1
400	что так	1	1
401	отчасти и	1	1
402	еще один	1	1
403	только один	2	1
404	наиболее существенные	1	1
405	не могла	1	1
406	среди своих	1	1
407	все они	5	1
408	и если	6	1
409	с течением	4	1
410	своем развитии	3	1
411	тем не	4	1
412	он не	3	1
413	о которой	2	1
414	одному из	1	1
415	говорили в	1	1
416	при виде	2	1
417	всех этих	4	1
418	он должен	2	1
419	к одному	1	1
420	в силу	7	1
421	действительности к	1	1
422	широком смысле	2	1
423	общество и	1	1
424	но вместе	1	1
425	на этом	2	1
426	лишь с	1	1
427	одному и	1	1
428	нам удалось	1	1
429	на то	9	1
430	разница будет	1	1
431	факт что	4	1
432	тем в	1	1
433	в другом	2	1
434	характер в	1	1
435	в каком-нибудь	1	1
436	конечно в	2	1
437	должны будут	1	1
438	условия которые	2	1
439	на все	5	1
440	самом широком	1	1
441	нашем случае	2	1
442	как тот	2	1
443	уже знаем	1	1
444	всю свою	1	1
445	истории и	1	1
446	между отдельными	2	1
447	даже что	1	1
448	бы человечество	1	1
449	борьбе за	1	1
450	только лишь	1	1
451	за ним	1	1
452	нет в	2	1
453	с этой	3	1
454	во внимание	2	1
455	перестает быть	1	1
456	первых вопроса	1	1
457	иногда в	1	1
458	их общий	1	1
459	столкновение в	1	1
460	и того	3	1
461	одного и	3	1
462	должны принять	1	1
463	лучше всего	1	1
464	или менее	7	1
465	мы попытаемся	1	1
466	нее и	1	1
467	бы на	1	1
468	к тем	2	1
469	таким же	3	1
470	в эпохи	2	1
471	затем и	1	1
472	этого необходимо	1	1
473	нами два	1	1
474	от нашей	1	1
475	на месте	2	1
476	по сравнению	5	1
477	и благодаря	1	1
478	то для	1	1
479	других племен	1	1
480	ясной и	1	1
481	на каждом	2	1
482	большей степени	1	1
483	оказывается что	5	1
484	мысли и	1	1
485	жизни с	1	1
486	является только	1	1
487	этот план	1	1
488	для многих	1	1
489	не поймет	1	1
490	по крайней	1	1
491	и эти	1	1
492	как от	1	1
493	собой и	1	1
494	том же	4	1
495	что этот	1	1
496	из одного	2	1
497	ее дальнейшего	1	1
498	даже в	3	1
499	человека но	1	1
500	в одно	2	1
501	бы их	1	1
502	всех их	1	1
503	каждого отдельного	1	1
504	не менее	7	1
505	что эта	4	1
506	с которой	1	1
507	она не	2	1
508	этими двумя	2	1
509	и проч	4	1
510	тогда когда	3	1
511	того как	1	1
512	одна из	2	1
513	на два	1	1
514	это нам	1	1
515	в развитии	1	1
516	благодаря тому	1	1
517	так чтобы	2	1
518	мы все	2	1
519	иметь в	1	1
520	к такому	2	1
521	та или	1	1
522	и станет	1	1
523	только не	2	1
524	следовательно и	1	1
525	в общих	1	1
526	в самой	2	1
527	именно с	1	1
528	и весь	1	1
529	они являются	1	1
530	степени их	1	1
531	лишь при	4	1
532	на природу	1	1
533	время сохраняют	1	1
534	вопрос в	1	1
535	техники и	1	1
536	нам надо	1	1
537	на самой	1	1
538	доказать что	2	1
539	группы и	1	1
540	течением времени	4	1
541	к таким	2	1
542	и оно	1	1
543	не могут	4	1
544	господство в	1	1
545	и другой	1	1
546	это конечно	2	1
547	я до	1	1
548	должны быть	3	1
549	а какого-нибудь	1	1
550	понять что	2	1
551	раз навсегда	1	1
552	что при	6	1
553	если же	3	1
554	должен быть	1	1
555	с работой	1	1
556	оно может	1	1
557	что для	4	1
558	приходит к	1	1
559	не совсем	1	1
560	а затем	2	1
561	вне этого	1	1
562	поставленные нами	1	1
563	говоря уже	1	1
564	без всякого	1	1
565	точками зрения	1	1
566	которые все	1	1
567	на разных	1	1
568	за пределами	1	1
569	мысль о	1	1
570	слова были	1	1
571	культуры и	9	1
572	лучше сказать	1	1
573	говорили что	1	1
574	и чаще	1	1
575	котором мы	1	1
576	поэтому мы	1	1
577	каждом этапе	1	1
578	не трудно	1	1
579	и среди	1	1
580	в себя	2	1
581	же эти	1	1
582	т.е вполне	1	1
583	своих собеседников	1	1
584	очевидность только	1	1
585	ему приходится	3	1
586	для этого	7	1
587	в определенной	1	1
588	будет уже	1	1
589	образом в	3	1
590	лишь то	1	1
591	будет всегда	4	1
592	и начало	1	1
593	каждый раз	1	1
594	именно потому	2	1
595	вопрос поставленный	1	1
596	возможна лишь	1	1
597	другом месте	1	1
598	на вопрос	4	1
599	столь же	5	1
600	и та	1	1
601	никак не	1	1
602	и что	8	1
603	к действительности	1	1
604	или их	1	1
605	наблюдать его	1	1
606	что его	4	1
607	все его	2	1
608	может не	3	1
609	знает что	1	1
610	образом мы	1	1
611	котором они	1	1
612	жизни если	1	1
613	жизни он	1	1
614	или иная	1	1
615	других людей	1	1
616	являются в	1	1
617	между тем	12	1
618	и углубить	1	1
619	решающую роль	1	1
620	представим себе	1	1
621	это сделать	1	1
622	за существование	2	1
623	крайней мере	1	1
624	не надо	1	1
625	полного тождества	2	1
626	них в	2	1
627	от этих	1	1
628	народов и	6	1
629	наконец и	1	1
630	более всего	2	1
631	вполне очевидно	1	1
632	социальной среды	1	1
633	социально-политической жизни	1	1
634	эту точку	1	1
635	с ними	2	1
636	говорили выше	5	1
637	с каждым	1	1
638	в вопросе	2	1
639	ему и	2	1
640	даже если	2	1
641	между этими	2	1
642	бы прежде	1	1
643	в эти	3	1
644	так что	5	1
645	же и	1	1
646	есть в	2	1
647	и политической	1	1
648	этого я	1	1
649	борьбы с	2	1
650	в нашей	1	1
651	в виде	4	1
652	свидетельствует о	1	1
653	речь в	1	1
654	при помощи	3	1
655	цивилизации то	1	1
656	по отношению	9	1
657	моментом этой	1	1
658	он принадлежит	1	1
659	отдельные элементы	2	1
660	искать в	1	1
661	иначе как	1	1
662	вовсе не	2	1
663	от тех	3	1
664	ее не	1	1
665	друг друга	2	1
666	у него	5	1
667	к той	2	1
668	мы возьмем	1	1
669	не противоречит	1	1
670	из приведенных	1	1
671	с общим	2	1
672	в другой	1	1
673	уже говорили	1	1
674	со стороны	1	1
675	мы воспринимаем	1	1
676	пришли к	1	1
677	до сих	8	1
678	с другой	6	1
679	эти две	1	1
680	как же	1	1
681	людей которые	1	1
682	надо думать	1	1
683	ничем не	4	1
684	долго и	1	1
685	конечно на	1	1
686	речь из	1	1
687	на эту	1	1
688	из многочисленных	1	1
689	со своими	2	1
690	ближе к	3	1
691	стоящих на	1	1
692	через стадию	1	1
693	которого она	1	1
694	именно поэтому	1	1
695	голову не	1	1
696	вопросе о	2	1
697	тот факт	4	1
698	поэтому если	1	1
699	на каком-нибудь	1	1
700	сравнению с	5	1
701	т.е в	1	1
702	в течение	4	1
703	однако эти	1	1
704	т.д в	1	1
705	которые по	2	1
706	как к	5	1
707	многих других	2	1
708	деле является	1	1
709	только то	2	1
710	перейдут в	1	1
711	для тех	1	1
712	в гораздо	2	1
713	благодаря этому	1	1
714	весь ход	1	1
715	именно в	5	1
716	и различие	1	1
717	с простым	1	1
718	говорить что	3	1
719	образом здесь	2	1
720	в более	1	1
721	является ли	3	1
722	только мы	2	1
723	являются не	1	1
724	и часто	1	1
725	в правильности	1	1
726	к пониманию	1	1
727	не имея	1	1
728	самое простое	1	1
729	всегда будет	3	1
730	что я	1	1
731	лишь постепенно	1	1
732	всем этим	1	1
733	на одном	2	1
734	в результате	9	1
735	о котором	7	1
736	слагается из	3	1
737	два первых	1	1
738	что в	8	1
739	говоря о	1	1
740	еще более	1	1
741	тем более	3	1
742	постепенно в	1	1
743	подойдем к	1	1
744	будто бы	1	1
745	с другими	1	1
746	ее в	1	1
747	или не	1	1
748	есть продукт	1	1
749	возможно ли	3	1
750	но если	2	1
751	наконец не	1	1
752	необходимое условие	1	1
753	возможно лишь	2	1
754	другой стороны	5	1
755	состоит из	4	1
756	была бы	1	1
757	от всех	1	1
758	совершенно не	3	1
759	нет но	1	1
760	орудий производства	1	1
761	отношению к	9	1
762	это и	1	1
763	иметь не	1	1
764	культуры со	1	1
765	тождества между	1	1
766	впадают в	1	1
767	наряду с	1	1
768	просто не	1	1
769	уровне с	1	1
770	которой я	1	1
771	но еще	1	1
772	указывают на	3	1
773	вполне понятно	1	1
774	те которые	1	1
775	в таком	4	1
776	все что	9	1
