N	2gram	Losev_Dial_1	OGranits
279	и других	1	1
280	раз навсегда	1	1
281	его внутреннее	1	1
282	равно и	1	1
283	в понимании	1	1
284	никто не	2	1
285	сознания но	1	1
286	в виде	2	1
287	ни была	1	1
288	сказал что	2	1
289	в конце	4	1
290	смысл идею	2	1
291	но что	3	1
292	только с	3	1
293	метафизикой которая	1	1
294	и позитивизма	1	1
295	на этом	2	1
296	людей и	1	1
297	лишь с	1	1
298	или иных	1	1
299	и вместе	1	1
300	явления природы	1	1
301	ее на	2	1
302	это конечно	2	1
303	даже и	3	1
304	для того	2	1
305	какую-то пустоту	1	1
306	ни о	5	1
307	же не	1	1
308	на всю	4	1
309	в особенности	5	1
310	что мир	2	1
311	живого человеческого	1	1
312	к другому	1	1
313	для своей	1	1
314	имеет и	1	1
315	его создании	1	1
316	его в	1	1
317	те или	1	1
318	от одного	1	1
319	чтобы заметить	1	1
320	говорить и	1	1
321	как же	5	1
322	заключается в	1	1
323	в природе	1	1
324	еще одно	1	1
325	и находит	1	1
326	что мы	1	1
327	больше и	1	1
328	для них	1	1
329	из нее	1	1
330	нужно сказать	1	1
331	о которых	2	1
332	не было	6	1
333	она и	1	1
334	а на	1	1
335	и неизменная	1	1
336	все равно	3	1
337	далеко не	1	1
338	и самый	1	1
339	не всегда	1	1
340	он и	2	1
341	как ни	1	1
342	все время	1	1
343	отнюдь не	9	1
344	отражается в	1	1
345	должно быть	3	1
346	менее всего	1	1
347	такой же	2	1
348	и тогда	2	1
349	если не	1	1
350	вещь он	1	1
351	для лиц	1	1
352	связаны между	1	1
353	или менее	3	1
354	но при	1	1
355	одно дело	1	1
356	но если	5	1
357	себе в	1	1
358	как все	1	1
359	но там	1	1
360	наконец даже	1	1
361	в такой	1	1
362	как это	4	1
363	теперь мы	1	1
364	существует как	1	1
365	основные и	1	1
366	в субъекте	1	1
367	и назначение	1	1
368	представление о	1	1
369	себе а	2	1
370	в которых	2	1
371	мысли и	3	1
372	бы что	1	1
373	бы мы	1	1
374	она есть	5	1
375	здесь он	1	1
376	к этому	2	1
377	всю сложность	1	1
378	должно было	1	1
379	и вот	6	1
380	и там	1	1
381	тем не	1	1
382	в эпоху	2	1
383	сознание что	1	1
384	и более	4	1
385	для понимания	1	1
386	где нет	1	1
387	в последнем	1	1
388	зрения и	1	1
389	это особенно	1	1
390	отбросить все	1	1
391	что такое	10	1
392	же такое	1	1
393	только то	4	1
394	это является	1	1
395	тому что	3	1
396	себе я	1	1
397	быть и	4	1
398	вплоть до	3	1
399	но это	8	1
400	о теории	1	1
401	равно не	1	1
402	и оно	1	1
403	виду что	1	1
404	и другое	2	1
405	в то	6	1
406	как о	2	1
407	что могут	1	1
408	мысли в	2	1
409	к другим	1	1
410	в какую-то	2	1
411	в науке	3	1
412	она ни	2	1
413	тех или	3	1
414	и структуру	1	1
415	же есть	1	1
416	не знаем	1	1
417	мы все	1	1
418	того чтобы	1	1
419	объекта и	2	1
420	уже на	1	1
421	само по	5	1
422	на почву	1	1
423	объект есть	1	1
424	ее форму	1	1
425	иметь в	3	1
426	хотя они	1	1
427	и чем	1	1
428	при таком	1	1
429	не существует	7	1
430	в разных	3	1
431	как система	1	1
432	и становится	1	1
433	никакого отношения	1	1
434	того как	1	1
435	именно с	1	1
436	находятся в	1	1
437	то не	2	1
438	который является	1	1
439	же время	4	1
440	лишь как	2	1
441	или как	1	1
442	в основе	3	1
443	она никогда	1	1
444	тем более	2	1
445	от него	4	1
446	и порядок	1	1
447	сложнее и	1	1
448	а лишь	3	1
449	только что	3	1
450	потому что	14	1
451	общего не	1	1
452	связи с	1	1
453	науке о	1	1
454	что вообще	1	1
455	этом отношении	2	1
456	об этом	4	1
457	бы несколько	1	1
458	та или	3	1
459	ничего в	1	1
460	о сущности	1	1
461	не знает	2	1
462	сказать что	10	1
463	которую не	2	1
464	и именно	1	1
465	и часто	1	1
466	когда мы	1	1
467	только о	1	1
468	указать на	1	1
469	же самое	1	1
470	должны быть	1	1
471	всего в	1	1
472	вместе с	1	1
473	этого и	1	1
474	же только	1	1
475	есть хотя	1	1
476	например в	1	1
477	могут возразить	1	1
478	как некая	2	1
479	этой точки	2	1
480	они не	1	1
