N	2gram	Potebnia_M_4	RusskieA
352	в нее	3	1
353	но все	1	1
354	от нее	1	1
355	а вместе	1	1
356	встречаются и	1	1
357	что все	4	1
358	значение в	1	1
359	в другом	1	1
360	в каком-нибудь	1	1
361	и чтобы	1	1
362	на все	1	1
363	из себя	2	1
364	а как	2	1
365	входит в	1	1
366	от одного	3	1
367	известно что	6	1
368	еще одно	1	1
369	из первых	1	1
370	только одно	1	1
371	нет в	1	1
372	он из	1	1
373	на основании	4	1
374	говорится о	2	1
375	и значения	1	1
376	в развитии	1	1
377	в связь	1	1
378	что между	3	1
379	и одно	1	1
380	при изучении	1	1
381	таким же	5	1
382	этой связи	1	1
383	в такой	1	1
384	это только	1	1
385	бы к	1	1
386	в которые	1	1
387	содержание этих	2	1
388	не от	3	1
389	высоты на	1	1
390	своего рода	1	1
391	и этой	1	1
392	но эта	2	1
393	только для	2	1
394	но они	1	1
395	что этот	1	1
396	на всю	1	1
397	и таким	3	1
398	из одного	3	1
399	оно могло	1	1
400	случае мы	1	1
401	и форма	1	1
402	что чем	2	1
403	что есть	3	1
404	стоит в	1	1
405	что эта	1	1
406	признаков что	1	1
407	с которой	1	1
408	виду что	2	1
409	вместе и	2	1
410	противоположность между	1	1
411	еще живет	1	1
412	как о	1	1
413	нас это	1	1
414	дело в	1	1
415	в науке	3	1
416	и притом	2	1
417	ее с	1	1
418	что представление	2	1
419	с и	2	1
420	на некоторое	1	1
421	вытекает из	1	1
422	следовательно и	1	1
423	тем больше	1	1
424	наблюдения и	1	1
425	есть уже	4	1
426	ничего не	1	1
427	состоять в	1	1
428	них идет	1	1
429	с одним	1	1
430	можно видеть	2	1
431	и им	1	1
432	или когда	1	1
433	образа и	3	1
434	представление об	1	1
435	и его	2	1
436	же он	1	1
437	особое значение	1	1
438	силы природы	1	1
439	до того	3	1
440	как будто	1	1
441	этом отношении	1	1
442	от их	1	1
443	и веселья	1	1
444	и здесь	2	1
445	других случаях	1	1
446	и такие	1	1
447	и другим	3	1
448	наоборот в	1	1
449	и за	1	1
450	имели и	1	1
451	оно не	2	1
452	быть назван	3	1
453	ничего общего	1	1
454	при возникновении	1	1
455	в применении	1	1
456	нет такого	1	1
457	и это	2	1
458	иметь в	2	1
459	разные стороны	1	1
460	себе в	3	1
461	не будет	3	1
462	свою очередь	1	1
463	и сами	2	1
464	говорит и	1	1
465	не могу	2	1
466	без всякого	1	1
467	на основе	1	1
468	более высокой	1	1
469	основные формы	1	1
470	нужно заметить	1	1
471	в пределах	1	1
472	характер из	1	1
473	стороны его	1	1
474	и иные	1	1
475	и совершенно	1	1
476	и когда	2	1
477	что у	3	1
478	так и	6	1
479	что также	1	1
480	на которую	1	1
481	эти выражения	1	1
482	более сложное	1	1
483	можно только	2	1
484	к тем	1	1
485	том как	1	1
486	думает что	1	1
487	основана на	1	1
488	если бы	13	1
489	и вообще	2	1
490	этого так	1	1
491	с ним	5	1
492	находится в	5	1
493	что огонь	1	1
494	можно объяснить	1	1
495	рассмотреть что	1	1
496	и поэтому	1	1
497	настоящее время	1	1
498	можно сказать	4	1
499	можно сразу	1	1
500	может не	1	1
501	затем в	1	1
502	и во	1	1
503	нас в	2	1
504	как нет	2	1
505	большое количество	1	1
506	состоит не	1	1
507	не отличаются	1	1
508	в его	5	1
509	но нет	2	1
510	это нужно	1	1
511	о единстве	2	1
512	в ту	2	1
513	если это	1	1
514	в другую	1	1
515	и мир	1	1
516	веселье и	1	1
517	быть и	2	1
518	с той	1	1
519	показывают что	1	1
520	но так	2	1
521	на которой	1	1
522	но с	1	1
523	с себя	1	1
524	к различным	1	1
525	тот же	2	1
526	с ними	3	1
527	на другие	1	1
528	что он	4	1
529	пришел к	1	1
530	представления в	4	1
531	и так	3	1
532	они могут	2	1
533	лучше чем	1	1
534	их не	1	1
535	от них	1	1
536	человека с	1	1
537	из которого	1	1
538	с нею	3	1
539	возможно для	1	1
540	в большинстве	2	1
541	только на	4	1
542	значение и	2	1
543	а это	1	1
544	входящие в	1	1
545	при помощи	3	1
546	и обратно	1	1
547	но есть	4	1
548	превращаются в	1	1
549	на столе	1	1
550	это обстоятельство	2	1
551	который как	1	1
552	не будут	1	1
553	обратить внимание	2	1
554	не так	2	1
555	для него	5	1
556	всяком случае	3	1
557	могло бы	1	1
558	в одном	4	1
559	в пространстве	1	1
560	какое значение	1	1
561	в состоянии	2	1
562	ее не	3	1
563	к ним	2	1
564	ту сторону	1	1
565	как при	1	1
566	указание на	1	1
567	происходит на	1	1
568	не противоречит	1	1
569	рядом с	1	1
570	чем и	1	1
571	которые как	1	1
572	в другой	2	1
573	в это	2	1
574	нужно было	1	1
575	и даже	2	1
576	даже не	2	1
577	другой подобной	1	1
578	как у	1	1
579	и девицы	1	1
580	и чем	2	1
581	когда начинается	1	1
582	почвы на	1	1
583	и др	2	1
584	и затем	1	1
585	близко к	1	1
586	превращается в	2	1
587	ей не	1	1
588	целым рядом	1	1
589	а по	1	1
590	если эти	1	1
591	нужно иметь	2	1
592	в изучении	1	1
593	и следовательно	3	1
594	под влиянием	1	1
595	в одно	1	1
596	может иметь	2	1
597	внесена в	1	1
598	эти слова	1	1
599	нее как	2	1
600	iii что	1	1
601	и потому	10	1
602	может иногда	1	1
603	другая сторона	2	1
604	наблюдение что	1	1
605	по своему	2	1
606	это делается	1	1
607	той и	2	1
608	куклу и	1	1
609	смысле этого	1	1
610	он может	1	1
611	если человек	1	1
612	а потом	1	1
613	есть одна	2	1
614	связь образа	1	1
615	равным образом	1	1
616	можно выразить	1	1
617	исходя из	1	1
618	многих других	1	1
619	из первого	1	1
620	и более	4	1
621	быть не	2	1
622	этого слова	7	1
623	и не	18	1
624	на другое	1	1
625	этот не	1	1
626	на пути	1	1
627	но это	3	1
628	внимания на	1	1
629	еще прежде	1	1
630	и тогда	1	1
631	из ряда	1	1
632	же значение	1	1
633	глядит в	1	1
634	следует представлять	1	1
635	в настоящее	1	1
636	в двух	2	1
637	от него	2	1
638	трав и	1	1
639	а может	2	1
640	не более	1	1
641	тем более	5	1
642	мы должны	2	1
643	случаях под	1	1
644	его жизнь	1	1
645	только что	3	1
646	которые в	1	1
647	или не	1	1
648	ее развития	1	1
649	его к	2	1
650	только с	1	1
651	в свою	2	1
652	сказать что	8	1
653	другой стороны	1	1
654	на который	2	1
655	например и	1	1
656	не сами	1	1
657	есть и	2	1
658	из своей	1	1
659	и состоит	3	1
660	это так	1	1
661	во всяком	5	1
662	и эта	1	1
663	как на	1	1
664	все что	2	1
