N	2gram	Propp_Isto_1	VrazhdaK
365	из которых	3	1
366	не дают	1	1
367	это за	3	1
368	того что	4	1
369	работу о	1	1
370	хотя он	2	1
371	связь образа	1	1
372	я с	1	1
373	указанием на	1	1
374	сих пор	5	1
375	свои позиции	1	1
376	в основном	2	1
377	у вас	2	1
378	и от	2	1
379	котором он	1	1
380	это можно	1	1
381	и другими	1	1
382	тот кто	1	1
383	хотя и	1	1
384	бы в	2	1
385	уже давно	1	1
386	только как	1	1
387	другой стороны	5	1
388	далее он	1	1
389	бы его	1	1
390	из этого	2	1
391	только о	1	1
392	героя в	5	1
393	к этой	1	1
394	точно так	3	1
395	они не	4	1
396	он часто	1	1
