N	2gram	Propp_Isto_7	RusskieA
320	приводит нас	1	2
321	это в	1	2
322	силы на	1	2
323	широко распространено	1	1
324	выражено в	2	1
325	ту же	1	1
326	отношение к	5	1
327	громовника или	1	1
328	говорилось выше	1	1
329	собой смерть	1	1
330	показать что	1	1
331	к этой	1	1
332	и есть	1	1
333	здесь и	2	1
334	этой теории	1	1
335	из самых	2	1
336	которую они	1	1
337	женщины и	2	1
338	будет лучше	1	1
339	смысл этого	1	1
340	что эти	2	1
341	очень много	2	1
342	хлеб и	1	1
343	мы уже	4	1
344	например в	3	1
345	тридевять земель	5	1
346	она в	3	1
347	с теорией	1	1
348	отсюда видно	4	1
349	этому же	1	1
350	необходимо указать	1	1
351	что если	1	1
352	в первый	1	1
353	водой и	1	1
354	причем это	1	1
355	один пример	1	1
356	мы и	1	1
357	то это	5	1
358	в народных	1	1
359	в ней	1	1
360	в религии	1	1
361	из особенностей	1	1
362	до другого	1	1
363	что его	2	1
364	в различных	3	1
365	которое он	1	1
366	этим не	2	1
367	смотрят на	1	1
368	тем как	1	1
369	землю и	1	1
370	шли в	1	1
371	ее до	1	1
372	насильственной смертью	1	1
373	не входит	1	1
374	если в	2	1
375	ответ на	6	1
376	он пишет	1	1
377	отличаются от	1	1
378	что они	3	1
379	здесь этого	1	1
380	в поисках	1	1
381	во что	1	1
382	если предположить	1	1
383	имеют целью	2	1
384	первый взгляд	4	1
385	независимо от	1	1
386	что именно	1	1
387	некоторое время	1	1
388	стороны и	2	1
389	в своем	1	1
390	перед нами	2	1
391	тех случаях	4	1
392	этом же	2	1
393	в сопровождении	1	1
394	хотя и	3	1
395	когда он	3	1
396	в дому	1	1
397	вот тебе	3	1
398	и наконец	3	1
399	что этим	1	1
400	магическая сила	1	1
401	более или	1	1
402	увидим что	2	1
403	при крещении	1	1
404	есть ли	1	1
405	от этого	1	1
406	в самом	2	1
407	животных и	1	1
408	этот случай	9	1
409	вопрос почему	1	1
410	царстве мертвых	1	1
411	уже в	3	1
412	с места	1	1
413	он в	2	1
414	или во	1	1
415	рассказ о	2	1
416	однако как	1	1
417	прослеживается в	1	1
418	что к	1	1
419	ее как	2	1
420	как он	6	1
421	на то	3	1
422	не могла	1	1
423	туда не	1	1
424	и если	3	1
425	вообще не	2	1
426	то этим	2	1
427	в нем	6	1
428	обряд а	1	1
429	и одна	1	1
430	мировом фольклоре	1	1
431	за тридевять	5	1
432	образом на	1	1
433	всех этих	6	1
434	в мешок	1	1
435	в первую	7	1
436	интерес представляет	1	1
437	есть та	1	1
438	на третий	1	1
439	не представляет	1	1
440	довольно часто	1	1
441	несколько ниже	1	1
442	этот огонь	1	1
443	только в	6	1
444	в нее	1	1
445	но все	4	1
446	это конечно	2	1
447	по его	2	1
448	в одну	2	1
449	однако все	1	1
450	могла бы	1	1
451	около огня	1	1
452	в другом	1	1
453	делалось с	1	1
454	на все	1	1
455	этих форм	1	1
456	а как	1	1
457	знает что	1	1
458	входит в	1	1
459	обряд в	1	1
460	от одного	1	1
461	только там	2	1
462	в селение	1	1
463	уже знаем	3	1
464	если при	1	1
465	известно что	2	1
466	раздвинутыми ногами	1	1
467	в огонь	1	1
468	за ней	1	1
469	чаще всего	3	1
470	однако здесь	1	1
471	еще одно	1	1
472	в новое	1	1
473	здесь явно	1	1
474	по всему	1	1
475	его у	1	1
476	здесь пока	1	1
477	на основании	1	1
478	для чего	1	1
479	домой и	2	1
480	и значения	1	1
481	другая форма	1	1
482	здесь все	1	1
483	отнести и	1	1
484	это сходство	1	1
485	общую картину	1	1
486	такой же	1	1
487	их на	2	1
488	можно найти	2	1
489	оно же	1	1
490	быть изучен	1	1
491	эта волшебная	1	1
492	или менее	1	1
493	в связь	1	1
494	при изучении	1	1
495	не объяснена	1	1
496	этой связи	1	1
497	глухую полночь	1	1
498	как все	1	1
499	не вяжется	1	1
500	материалы показывают	3	1
501	его мнению	1	1
502	не от	2	1
503	своего рода	4	1
504	ночь все	1	1
505	в сказке	36	1
506	если здесь	2	1
507	подтверждается и	1	1
508	есть некоторые	1	1
509	неи в	1	1
510	но эта	2	1
511	такую же	1	1
512	но они	3	1
513	дом и	1	1
514	этом а	1	1
515	что этот	2	1
516	таких случаев	3	1
517	из одного	3	1
518	в европейских	1	1
519	конечно более	1	1
520	некоторых случаях	1	1
521	того момента	1	1
522	стоит в	2	1
523	что эта	1	1
524	в русской	5	1
525	мертвые не	1	1
526	имеется какая-то	1	1
527	дело в	1	1
528	в науке	1	1
529	ее с	1	1
530	на него	2	1
531	быть поставлен	2	1
532	в основе	2	1
533	к тебе	1	1
534	вытекает из	2	1
535	умершего в	1	1
536	ничего не	5	1
537	материалам и	1	1
538	или когда	3	1
539	представление об	5	1
540	и его	3	1
541	же он	1	1
542	так например	2	1
543	колдовством и	1	1
544	с раздвинутыми	1	1
545	взять все	1	1
546	до того	1	1
547	женщины в	1	1
548	как будто	1	1
549	ином царстве	6	1
550	и оно	2	1
551	и здесь	12	1
552	за икону	1	1
553	и такие	2	1
554	как только	2	1
555	все ясно	2	1
556	в сказках	4	1
557	и другим	1	1
558	наблюдать что	1	1
559	и за	1	1
560	для его	1	1
561	предыдущей главе	1	1
562	оно не	1	1
563	не единственный	1	1
564	и это	2	1
565	фрэзер i	1	1
566	в глухую	1	1
567	и которая	1	1
568	из всего	2	1
569	себе в	1	1
570	сказке как	2	1
571	не будет	2	1
572	здесь не	2	1
573	не могу	1	1
574	но далеко	1	1
575	без всякого	2	1
576	затем они	1	1
577	на основе	1	1
578	огонь и	2	1
579	она живет	1	1
580	в особенности	2	1
581	как знак	1	1
582	и этим	3	1
583	и когда	2	1
584	что у	4	1
585	достаточно чтобы	1	1
586	иной мир	2	1
587	с собой	7	1
588	так и	5	1
589	здесь нет	3	1
590	мог бы	1	1
591	на которую	1	1
592	можно только	1	1
593	том как	1	1
594	возможно что	3	1
595	он был	1	1
596	основана на	1	1
597	с этого	1	1
598	если бы	1	1
599	собой и	1	1
600	с ним	5	1
601	означает что	1	1
602	находится в	1	1
603	сводится к	1	1
604	к заключению	1	1
605	другом месте	1	1
606	и юноши	1	1
607	и поэтому	1	1
608	более поздняя	3	1
609	же происходит	1	1
610	в полночь	1	1
611	откуда идет	1	1
612	с того	4	1
613	можно сказать	1	1
614	случаев когда	1	1
615	и во	1	1
616	однако такое	1	1
617	по наблюдениям	1	1
618	каким-то образом	1	1
619	кто сорвал	1	1
620	теперь уже	1	1
621	в его	1	1
622	во всей	1	1
623	можно проследить	1	1
624	и пляски	1	1
625	в середине	1	1
626	в ту	1	1
627	если это	2	1
628	жизнь но	1	1
629	в литературе	2	1
630	же можно	1	1
631	дело так	1	1
632	показывают что	6	1
633	но так	1	1
634	на которой	1	1
635	народном сознании	1	1
636	но с	1	1
637	тот же	2	1
638	в основном	2	1
639	с ними	1	1
640	что он	21	1
641	пришел к	1	1
642	мы увидим	6	1
643	ли он	4	1
644	в какой	1	1
645	к их	1	1
646	и действительно	1	1
647	те которые	1	1
648	игра на	1	1
649	и так	2	1
650	который в	1	1
651	ноги и	2	1
652	их не	2	1
653	от них	1	1
654	эту связь	1	1
655	а после	2	1
656	всем этом	1	1
657	по другим	1	1
658	из которого	1	1
659	представляет для	1	1
660	в большинстве	1	1
661	только на	2	1
662	здесь это	1	1
663	раньше чем	3	1
664	при помощи	3	1
665	но есть	3	1
666	превращаются в	1	1
667	ни с	2	1
668	это обстоятельство	2	1
669	не так	2	1
670	большой огонь	1	1
671	теория фрэзера	1	1
672	в конце	3	1
673	в состоянии	4	1
674	носит характер	1	1
675	к ним	2	1
676	ту сторону	1	1
677	или это	2	1
678	как его	1	1
679	как полагали	3	1
680	ниже когда	1	1
681	как при	1	1
682	не просто	2	1
683	объясняются и	1	1
684	рядом с	1	1
685	время как	2	1
686	в другой	3	1
687	и земледелия	1	1
688	и даже	3	1
689	царстве в	4	1
690	также на	1	1
691	боятся его	1	1
692	по своим	3	1
693	в ряде	1	1
694	имело место	1	1
695	случай этот	1	1
696	и др	2	1
697	возражений но	1	1
698	на стол	1	1
699	на ней	3	1
700	превращается в	3	1
701	смысла и	1	1
702	и возвращается	2	1
703	ей не	1	1
704	чем речь	1	1
705	воды на	1	1
706	которая нами	1	1
707	а по	1	1
708	него не	1	1
709	на которые	1	1
710	под влиянием	1	1
711	в исторической	1	1
712	сделать некоторые	1	1
713	что умерщвление	1	1
714	эти слова	1	1
715	нее как	1	1
716	исходит от	1	1
717	в одной	2	1
718	и потому	1	1
719	в иных	1	1
720	к себе	3	1
721	или по	1	1
722	не удается	1	1
723	в предыдущей	1	1
724	наблюдение что	1	1
725	а так	1	1
726	у их	1	1
727	что умерший	1	1
728	по своему	1	1
729	что за	3	1
730	не дают	1	1
731	и выражено	1	1
732	же представления	1	1
733	он может	4	1
734	что весь	1	1
735	заключению что	1	1
736	а потом	2	1
737	обряд состоит	1	1
738	земли то	1	1
739	приписывается не	1	1
740	был в	2	1
741	в тех	5	1
742	многих других	1	1
743	свойства и	1	1
744	довольно много	2	1
745	в современной	1	1
746	и более	1	1
747	здесь выражено	1	1
748	и не	4	1
749	при более	1	1
750	на коне	2	1
751	же случае	1	1
752	но это	3	1
753	она будет	2	1
754	отдельно от	1	1
755	же значение	1	1
756	при всем	1	1
757	становится ясным	2	1
758	происходит не	1	1
759	в царстве	2	1
760	мыслительная основа	1	1
761	более поздние	2	1
762	случаях когда	4	1
763	ли в	1	1
764	за руку	1	1
765	в угол	1	1
766	тот кто	5	1
767	магический характер	1	1
768	представление что	1	1
769	от него	3	1
770	по одной	1	1
771	это позволяет	1	1
772	тем более	2	1
773	мы должны	4	1
774	за него	4	1
775	же к	1	1
776	только что	1	1
777	в мировом	1	1
778	которые в	1	1
779	ее силу	1	1
780	будет ниже	1	1
781	или не	1	1
782	там он	1	1
783	в мифе	2	1
784	он же	1	1
785	все еще	1	1
786	две стороны	1	1
787	сказать что	2	1
788	когда им	1	1
789	другой стороны	8	1
790	же относится	1	1
791	в точности	1	1
792	когда в	1	1
793	всех других	2	1
794	будет рассмотрено	1	1
795	религии и	1	1
796	есть и	4	1
797	передавалась через	1	1
798	и становится	3	1
799	в заключение	1	1
800	что обряд	1	1
801	также не	1	1
802	направление в	1	1
803	и эта	2	1
804	как на	1	1
805	все что	1	1
806	три ночи	1	1
