N	2gram	Medvedev_F_2	Poddanst
286	и при	1	1
287	работы в	1	1
288	так же	1	1
289	и особенно	1	1
290	всяком случае	5	1
291	все основные	1	1
292	к предмету	3	1
293	ли они	1	1
294	что именно	2	1
295	место в	3	1
296	в отличие	2	1
297	знаем что	1	1
298	в данном	1	1
299	вопрос о	1	1
300	в сборнике	1	1
301	можно говорить	2	1
302	эта не	1	1
303	есть проблема	1	1
304	и смысла	3	1
305	как к	3	1
306	и более	2	1
307	там где	4	1
308	существенно и	1	1
309	уже несколько	1	1
310	к историческому	1	1
311	и вся	1	1
312	от тех	2	1
313	этой области	1	1
314	вячеслав иванов	1	1
315	сущности не	1	1
316	стремление к	1	1
317	что эта	2	1
318	она не	2	1
319	иной раз	1	1
320	но для	1	1
321	и философской	2	1
322	к другим	2	1
323	этом смысле	2	1
324	чем шире	1	1
325	того чтобы	3	1
326	проблема и	2	1
327	не имеет	2	1
328	никогда не	2	1
329	в результате	6	1
330	в настоящее	1	1
331	чтобы понять	1	1
332	пр в	1	1
333	два различных	1	1
334	этих двух	2	1
335	и притом	1	1
336	как она	2	1
337	как явление	1	1
338	другой стороны	4	1
339	и теперь	4	1
340	в этих	2	1
341	на фоне	4	1
342	в каком	1	1
343	конечно и	1	1
344	из тех	1	1
345	отношением к	1	1
346	только как	1	1
347	является и	1	1
348	и именно	1	1
349	относиться к	1	1
350	сделана попытка	1	1
351	этом не	1	1
352	ли не	1	1
353	в других	7	1
354	в трех	1	1
355	что оно	4	1
356	к сожалению	2	1
357	ни на	2	1
358	чисто внешних	1	1
359	и другие	2	1
360	не есть	3	1
361	вместе с	6	1
362	выработанные в	1	1
363	именно здесь	2	1
364	гоголь и	1	1
365	русской литературы	1	1
366	во всяком	5	1
367	многие из	1	1
368	они не	4	1
369	гораздо более	1	1
