N	2gram	Tiupa_Hudo_1	Vladivir
102	совсем не	1	4
103	отношение к	1	4
104	в которой	1	4
105	в целом	2	4
106	в этой	8	4
107	на его	2	4
108	в нем	3	4
109	он не	4	4
110	содержит в	1	4
111	его в	3	4
112	несмотря на	4	4
113	мы знаем	2	4
114	в этих	5	4
115	мы должны	1	4
116	в москву	1	4
117	и о	4	4
118	здесь не	2	4
119	м м	3	4
120	можно сказать	4	4
121	с а	1	4
122	о том	12	4
123	вовсе не	1	4
124	со стороны	3	4
125	именно в	7	4
126	его биографии	1	4
127	в это	2	4
128	с этой	2	4
129	но это	1	4
130	в начале	2	4
131	письме к	1	4
132	него в	1	4
133	это время	1	4
134	можно говорить	1	3
135	нам кажется	1	3
136	говоря о	2	3
137	едва ли	3	3
138	был и	1	3
139	и вот	1	3
140	именно к	1	3
141	что можно	1	3
142	во всех	1	3
143	но не	3	3
144	отличие от	1	3
145	его на	1	3
146	как в	8	3
147	что касается	1	3
148	и как	1	3
149	более или	1	3
150	так или	2	3
151	из этих	1	3
152	поскольку в	1	3
153	всех этих	1	3
154	должно быть	2	3
155	или менее	1	3
156	в отношении	1	3
157	я его	1	3
158	в следующем	2	3
159	с точки	3	3
160	не столько	2	3
161	в отличие	1	3
162	что я	2	3
163	но он	3	3
164	вплоть до	1	3
165	а а	2	3
166	же время	8	3
167	он и	1	3
168	когда мы	1	3
169	и вполне	1	3
170	и это	4	3
171	никак не	2	3
172	уже не	7	3
173	я в	1	3
174	уже в	1	3
175	никакого отношения	1	3
176	или иначе	2	3
177	дело в	1	3
178	наконец в	1	3
179	сведения о	1	3
180	конце концов	1	3
181	с л	1	3
182	нет ничего	2	3
183	в данном	1	3
184	да и	2	3
185	своей жизни	2	3
186	под названием	1	3
187	и для	3	3
188	уже на	1	3
189	тем более	1	3
190	хотя бы	1	3
191	но вот	1	3
192	л н	5	3
193	в свою	1	3
194	в таком	3	3
195	это в	3	3
196	я и	2	2
197	и до	1	2
198	из его	1	2
199	приходит к	1	2
200	мы уже	4	2
201	его не	1	2
202	есть нечто	1	2
203	ему в	1	2
204	а другие	1	2
205	по своему	3	2
206	в общем	1	2
207	себе и	2	2
208	славянском базаре	1	2
209	как к	3	2
210	это тоже	1	2
211	к числу	1	2
212	и хотя	1	2
213	есть его	1	2
214	в самом	4	2
215	во многих	1	2
216	как он	2	2
217	на то	4	2
218	не могла	1	2
219	три года	1	2
220	мысли и	1	2
221	же это	1	2
222	том чтобы	1	2
223	на земле	1	2
224	и по	3	2
225	на этом	3	2
226	но все	1	2
227	это не	7	2
228	он все	1	2
229	однако здесь	1	2
230	на свои	1	2
231	он же	1	2
232	этого не	1	2
233	с тем	1	2
234	а за	1	2
235	которой он	1	2
236	говорится о	2	2
237	к а	1	2
238	мы не	2	2
239	еще в	3	2
240	нисколько не	1	2
241	на первый	1	2
242	в их	2	2
243	жизни с	1	2
244	к той	1	2
245	их в	1	2
246	однако в	2	2
247	ним в	1	2
248	даже в	3	2
249	раз и	1	2
250	она не	4	2
251	иной раз	1	2
252	не имеет	2	2
253	с и	2	2
254	в самых	1	2
255	того чтобы	3	2
256	того и	1	2
257	казалось бы	7	2
258	невозможно но	1	2
259	всего на	1	2
260	не о	2	2
261	н толстого	4	2
262	как будто	4	2
263	относиться к	1	2
264	этой книги	2	2
265	к тому	7	2
266	будто бы	3	2
267	в виду	1	2
268	свою очередь	1	2
269	данном случае	1	2
270	книги и	1	2
271	ничего не	8	2
272	со своей	1	2
273	о нем	3	2
274	нам представляется	1	2
275	второй половине	2	2
276	в чем	1	2
277	в сущности	1	2
278	нас в	1	2
279	или как	1	2
280	и она	1	2
281	себя в	4	2
282	он сам	1	2
283	него и	1	2
284	а то	2	2
285	его и	1	2
286	ни с	1	2
287	друг друга	5	2
288	бытия и	4	2
289	но уже	1	2
290	ее на	1	2
291	но из	1	2
292	у которого	1	2
293	и из	1	2
294	как у	1	2
295	тут же	1	2
296	во второй	5	2
297	что не	2	2
298	что для	1	2
299	церкви и	1	2
300	не на	1	2
301	в частности	5	2
302	она жила	1	2
303	к его	1	2
304	и потому	2	2
305	такого рода	3	2
306	с очень	1	2
307	в трех	1	2
308	можно было	5	2
309	в славянском	1	2
310	и от	4	2
311	в двух	1	2
312	к этой	3	2
313	чувствовал себя	1	2
314	же в	3	2
315	жизни в	6	2
316	о своем	1	2
317	же и	1	2
318	можно назвать	1	2
319	в своих	3	2
320	этом свете	1	1
321	смысле слова	1	1
322	как известно	1	1
323	это побудило	1	1
324	и т	11	1
325	например в	2	1
326	в этот	1	1
327	и др	1	1
328	частности к	1	1
329	тех же	1	1
330	он почувствовал	1	1
331	ему что	1	1
332	отношения между	1	1
333	по преимуществу	3	1
334	он всегда	1	1
335	высшей степени	1	1
336	с таким	1	1
337	и за	1	1
338	по его	1	1
339	в первый	2	1
340	ответить на	1	1
341	пока только	1	1
342	не слишком	1	1
343	этом не	1	1
344	говорить о	3	1
345	но она	1	1
346	до совершенства	1	1
347	на тему	1	1
348	жизни как	2	1
349	как впрочем	1	1
350	мы здесь	1	1
351	литературы и	1	1
352	в которых	1	1
353	насколько мне	1	1
354	этим не	1	1
355	я никогда	1	1
356	самом деле	5	1
357	и л	1	1
358	и думал	1	1
359	но как	2	1
360	а только	4	1
361	не все	1	1
362	если в	2	1
363	а через	1	1
364	нет и	1	1
365	когда тот	1	1
366	что они	1	1
367	связи и	1	1
368	в произведениях	2	1
369	чем же	1	1
370	общего с	1	1
371	что именно	1	1
372	человеческого бытия	3	1
373	о жизни	1	1
374	как нам	2	1
375	еще больше	1	1
376	он себе	1	1
377	и думать	1	1
378	когда он	1	1
379	как уже	1	1
380	по пути	1	1
381	в серьезных	1	1
382	знаю что	1	1
383	о самом	1	1
384	что произведение	1	1
385	за собой	1	1
386	к чему	1	1
387	лежит на	2	1
388	та же	4	1
389	он в	1	1
390	было ни	1	1
391	сказал я	1	1
392	его но	1	1
393	так сказать	2	1
394	что она	4	1
395	главным образом	1	1
396	т д	3	1
397	одному из	1	1
398	пушкина и	1	1
399	они в	2	1
400	в первую	2	1
401	на том	2	1
402	xix века	1	1
403	в тот	2	1
404	он вдруг	1	1
405	чем у	1	1
406	к одному	1	1
407	сердце и	1	1
408	жизнью и	2	1
409	не вызвать	1	1
410	свое время	1	1
411	же самая	1	1
412	его от	1	1
413	никому не	1	1
414	все с	1	1
415	от нее	1	1
416	несомненно есть	1	1
417	то ни	1	1
418	что все	1	1
419	для своей	1	1
420	лишь в	3	1
421	а как	1	1
422	первую очередь	2	1
423	его личности	2	1
424	в свое	1	1
425	по истории	1	1
426	в жизни	1	1
427	к области	1	1
428	для них	1	1
429	из нее	1	1
430	в высшей	1	1
431	все равно	2	1
432	к которым	1	1
433	далеко не	1	1
434	для своего	2	1
435	еще можно	1	1
436	со своими	1	1
437	между собою	1	1
438	мне известно	1	1
439	этом в	1	1
440	такой же	3	1
441	и того	1	1
442	лучше всего	1	1
443	известие о	1	1
444	в г	1	1
445	я этого	1	1
446	от своего	1	1
447	ли можно	1	1
448	в такой	2	1
449	и без	1	1
450	это делает	1	1
451	на месте	1	1
452	место в	1	1
453	своего рода	7	1
454	нельзя было	1	1
455	не раз	2	1
456	не будем	1	1
457	если бы	3	1
458	что после	1	1
459	что этот	1	1
460	для нее	2	1
461	не любит	1	1
462	сам он	1	1
463	собр соч	1	1
464	на рубеже	1	1
465	но они	1	1
466	всего его	1	1
467	человечества и	1	1
468	самого начала	1	1
469	в русской	4	1
470	что их	1	1
471	на него	2	1
472	как о	1	1
473	читаем что	1	1
474	путь и	1	1
475	со слов	1	1
476	не могло	1	1
477	только не	1	1
478	к анне	5	1
479	каждый из	1	1
480	и всегда	1	1
481	жизни не	1	1
482	в мае	1	1
483	в самой	1	1
484	и весь	1	1
485	этих двух	1	1
486	свои вопросы	1	1
487	добру и	1	1
488	когда ему	1	1
489	ему не	2	1
490	ведь все	1	1
491	перед ним	1	1
492	глубочайшим образом	1	1
493	бытия как	1	1
494	к отдельным	1	1
495	человек без	1	1
496	в т	3	1
497	нет мы	1	1
498	вероятно уже	1	1
499	за что	1	1
500	было уже	1	1
501	все еще	2	1
502	ничего общего	1	1
503	этой своей	2	1
504	к индивидуальной	1	1
505	и которая	1	1
506	у себя	2	1
507	в в	1	1
508	характер и	2	1
509	теперь они	1	1
510	в себя	2	1
511	в произведении	1	1
512	но мы	1	1
513	с самого	1	1
514	всей своей	1	1
515	так в	2	1
516	его самого	1	1
517	на нее	1	1
518	за то	1	1
519	времени и	1	1
520	ясно что	2	1
521	можно понять	1	1
522	особенно в	2	1
523	в споре	1	1
524	здесь нет	1	1
525	во многом	1	1
526	еще не	7	1
527	когда в	1	1
528	том как	3	1
529	по ее	1	1
530	быть может	7	1
531	внимание к	1	1
532	по теории	2	1
533	человека которого	1	1
534	он говорил	2	1
535	лицо его	1	1
536	все дело	1	1
537	следующем году	1	1
538	сводится к	1	1
539	уже было	1	1
540	тех кто	2	1
541	может не	1	1
542	на вопрос	2	1
543	и та	1	1
544	его рассуждений	1	1
545	сам а	1	1
546	влияние на	2	1
547	все его	1	1
548	до известной	1	1
549	а напротив	1	1
550	в отрыве	1	1
551	во втором	1	1
552	в глазах	6	1
553	и н	4	1
554	отношения но	1	1
555	считаем необходимым	1	1
556	тотчас же	1	1
557	что бы	1	1
558	также в	2	1
559	и об	2	1
560	в него	2	1
561	в лице	3	1
562	но тут	1	1
563	в литературе	3	1
564	но с	2	1
565	можно считать	1	1
566	в какой	1	1
567	это очень	1	1
568	поэтому и	2	1
569	он теперь	1	1
570	и ее	1	1
571	и тем	1	1
572	в качестве	9	1
573	же он	1	1
574	человека с	1	1
575	с какой	1	1
576	только на	2	1
577	больше не	2	1
578	же из	1	1
579	хотя в	1	1
580	не принимает	1	1
581	или даже	1	1
582	в данной	2	1
583	исключая и	1	1
584	не стал	2	1
585	всегда было	1	1
586	из них	4	1
587	и этот	1	1
588	она действительно	1	1
589	характерно что	1	1
590	в одном	1	1
591	т п	8	1
592	в прошлом	1	1
593	содержания а	1	1
594	мнению с	1	1
595	не исключая	1	1
596	а живая	1	1
597	заметить что	2	1
598	к философской	1	1
599	как раз	4	1
600	тем что	3	1
601	этом отношении	3	1
602	как можно	1	1
603	рядом с	1	1
604	его ни	1	1
605	даже не	1	1
606	представлений с	1	1
607	живой и	1	1
608	о своей	2	1
609	до сих	2	1
610	два разных	1	1
611	говорить и	1	1
612	и быть	4	1
613	было и	1	1
614	же о	1	1
615	в природе	1	1
616	обратиться к	1	1
617	то и	3	1
618	и стал	1	1
619	уж и	1	1
620	и мне	1	1
621	ничем не	3	1
622	у его	2	1
623	человеческой жизни	4	1
624	было сказано	1	1
625	этим термином	1	1
626	вторая половина	1	1
627	приводятся по	1	1
628	философской мысли	1	1
629	что мы	1	1
630	обыкновенной человеческой	1	1
631	и п	1	1
632	и м	2	1
633	ни на	1	1
634	раз он	1	1
635	характера и	2	1
636	к своему	2	1
637	не могут	1	1
638	в столь	1	1
639	находит в	1	1
640	она есть	1	1
641	двух людей	1	1
642	позиции с	1	1
643	и своим	1	1
644	пишет в	1	1
645	перед нами	5	1
646	столкновение с	2	1
647	и всей	1	1
648	в мир	1	1
649	в первой	6	1
650	этих своих	1	1
651	н а	2	1
652	который он	1	1
653	дело здесь	2	1
654	на ногах	1	1
655	этот не	1	1
656	не испытывал	1	1
657	как например	1	1
658	рассуждает о	1	1
659	с любовью	1	1
660	является для	1	1
661	казалось что	1	1
662	сих пор	2	1
663	характера в	3	1
664	но для	1	1
665	в смысле	1	1
666	тут тоже	1	1
667	за ним	2	1
668	пока еще	2	1
669	в письмах	1	1
670	этом смысле	1	1
671	известной степени	1	1
672	и ушел	2	1
673	весь день	1	1
674	от него	3	1
675	то о	2	1
676	полагать что	1	1
677	с достоевским	1	1
678	парижа а	1	1
679	ни к	2	1
680	с ужасом	1	1
681	теперь же	1	1
682	из деревни	2	1
683	второй и	1	1
684	бы на	2	1
685	личности и	2	1
686	в целях	1	1
687	которая на	1	1
688	первый раз	1	1
689	всего мира	2	1
690	а ведь	1	1
691	по необходимости	1	1
692	но когда	1	1
693	и солнце	1	1
694	время не	1	1
695	эти слова	2	1
696	в действительности	4	1
697	которой я	1	1
698	и другие	1	1
699	кажется ему	1	1
700	забыть об	1	1
701	в состояние	1	1
702	они не	2	1
703	и кажется	1	1
