N	2gram	Tiupa_Disk_2	Problema
225	она и	1	2
226	должно быть	2	2
227	точки зрения	4	2
228	в такой	1	2
229	в условиях	1	2
230	бы мы	1	2
231	не в	3	2
232	даже в	1	2
233	самого начала	1	2
234	на него	1	2
235	та или	1	2
236	или иная	1	2
237	как на	3	2
238	не столь	2	2
239	однако это	1	2
240	настоящего времени	1	2
241	отличается от	1	2
242	числе и	1	2
243	что может	1	2
244	ли в	1	2
245	утверждать что	1	2
246	о них	1	2
247	более не	1	2
248	от друга	1	2
249	в в	1	2
250	мысль о	3	2
251	и сам	1	2
252	здесь как	1	2
253	отождествляется с	1	2
254	еще в	3	2
255	можно только	1	2
256	сводится к	2	2
257	о нем	1	2
258	а также	8	2
259	и нечто	1	2
260	что и	2	2
261	которая и	1	2
262	и всякое	2	2
263	может иметь	2	2
264	быть и	1	2
265	как нечто	1	2
266	и весьма	1	2
267	в качестве	16	2
268	же и	1	2
269	для всех	1	2
270	является не	2	2
271	мышления и	1	2
272	каждый из	1	2
273	как такового	1	2
274	в состоянии	1	2
275	были бы	1	2
276	более близким	1	2
277	между которыми	1	2
278	и прежде	2	2
279	на чем	1	2
280	и др	1	2
281	или о	1	2
282	что из	1	2
283	в одно	1	2
284	вместе с	2	2
285	речь не	1	2
286	но который	1	2
287	самого себя	1	2
288	еще более	1	2
289	или не	1	2
290	слово в	1	2
291	о своем	1	2
292	системы а	1	2
293	бы его	1	2
294	из этого	1	2
295	данного термина	1	2
296	в голову	1	2
297	это в	2	2
298	том числе	1	2
299	которых не	2	1
300	самых общих	1	1
301	одним из	1	1
302	к их	2	1
303	же как	2	1
304	есть мы	1	1
305	и семантики	1	1
306	другими как	1	1
307	чего не	3	1
308	характерное для	1	1
309	к другому	1	1
310	отношения между	2	1
311	и до	1	1
312	должна быть	2	1
313	с таким	2	1
314	и была	1	1
315	речевой деятельности	1	1
316	для своего	1	1
317	мы имеем	2	1
318	это всегда	1	1
319	требует от	1	1
320	на практике	1	1
321	я не	1	1
322	ему в	1	1
323	в некотором	1	1
324	общения в	1	1
325	понятия в	1	1
326	он был	1	1
327	в а	1	1
328	ни одно	2	1
329	столь же	3	1
330	время в	2	1
331	с его	6	1
332	тем как	1	1
333	без которого	1	1
334	непрерывном потоке	1	1
335	рассмотренных выше	3	1
336	на язык	1	1
337	к которой	2	1
338	отношение к	2	1
339	первый взгляд	2	1
340	оказывается не	2	1
341	в рамках	7	1
342	опирается на	1	1
343	как в	8	1
344	с их	2	1
345	первых двух	1	1
346	звук в	1	1
347	как уже	2	1
348	поэтому и	1	1
349	в речевой	1	1
350	видения мира	1	1
351	под ней	1	1
352	себе те	1	1
353	ни одна	1	1
354	им в	1	1
355	значение так	1	1
356	читателей к	1	1
357	претендовать на	3	1
358	так сказать	1	1
359	к выводу	1	1
360	не имеют	1	1
361	не следует	3	1
362	в нем	7	1
363	о которой	1	1
364	и еще	1	1
365	в силу	1	1
366	из виду	3	1
367	свое время	2	1
368	что ни	2	1
369	на этом	1	1
370	для человеческого	1	1
371	слова можно	1	1
372	подход к	3	1
373	для характеристики	1	1
374	в другом	3	1
375	а для	1	1
376	времени и	2	1
377	в глазах	1	1
378	это не	3	1
379	ситуации при	1	1
380	на почве	2	1
381	но их	1	1
382	термина но	1	1
383	но вполне	1	1
384	не соответствует	1	1
385	к теории	1	1
386	реальности и	2	1
387	этого она	1	1
388	или попросту	1	1
389	есть оно	1	1
390	все моменты	1	1
391	или из	2	1
392	такой же	2	1
393	коммуникации и	1	1
394	даже при	1	1
395	если можно	1	1
396	место в	2	1
397	требует их	1	1
398	на каждом	1	1
399	в которых	1	1
400	с данным	1	1
401	для данного	3	1
402	оба они	1	1
403	видно что	1	1
404	речи в	2	1
405	ни было	1	1
406	и наоборот	1	1
407	не должно	1	1
408	необходимо чтобы	1	1
409	вообще но	1	1
410	отношения а	1	1
411	но они	1	1
412	из нас	1	1
413	если в	1	1
414	я буду	1	1
415	и именно	1	1
416	чем не	2	1
417	например не	1	1
418	никогда не	2	1
419	и всегда	1	1
420	не всякий	1	1
421	жизни не	2	1
422	обратим внимание	1	1
423	мира и	4	1
424	чем-нибудь другим	1	1
425	по своей	6	1
426	и его	3	1
427	со своим	2	1
428	для внешнего	1	1
429	целом и	1	1
430	этом отношении	4	1
431	его фактическое	1	1
432	является ни	1	1
433	только от	1	1
434	человека с	1	1
435	акустики и	1	1
436	только еще	1	1
437	что является	1	1
438	на субъективное	1	1
439	опираясь на	1	1
440	мы его	1	1
441	с ее	2	1
442	мы ничего	1	1
443	как система	1	1
444	в собственном	1	1
445	характер и	1	1
446	необходимости и	1	1
447	человеческого сознания	1	1
448	говорится что	1	1
449	однако эта	1	1
450	других вполне	1	1
451	и каждый	1	1
452	поэтому в	1	1
453	с ним	1	1
454	представляющий собой	2	1
455	не отвечает	1	1
456	рассматривать их	1	1
457	одного из	4	1
458	может не	1	1
459	времени в	4	1
460	и во	1	1
461	между тем	2	1
462	складывается из	1	1
463	термина он	1	1
464	чем и	1	1
465	иной мере	1	1
466	в слово	1	1
467	человеческая коммуникация	1	1
468	которое было	1	1
469	акт смыслового	1	1
470	но с	1	1
471	и одновременно	2	1
472	одной из	1	1
473	именно о	1	1
474	в какой	1	1
475	то в	1	1
476	и так	1	1
477	нужно и	1	1
478	а завтра	1	1
479	менее очевидным	1	1
480	устной речи	1	1
481	знаком с	1	1
482	раз в	1	1
483	это требует	1	1
484	но для	1	1
485	другой весьма	1	1
486	в одном	4	1
487	и со	1	1
488	непосредственным образом	1	1
489	не для	1	1
490	содержание и	1	1
491	может претендовать	3	1
492	друг друга	1	1
493	субъекта с	1	1
494	он для	1	1
495	не обладает	1	1
496	и строго	1	1
497	рассказа и	1	1
498	к самому	1	1
499	частности что	1	1
500	случае так	1	1
501	со стороны	10	1
502	именно в	2	1
503	здесь в	3	1
504	здесь это	1	1
505	а с	5	1
506	и недостаточно	1	1
507	себя и	1	1
508	нового времени	5	1
509	которая пока	1	1
510	превращается в	1	1
511	немалую роль	1	1
512	до конца	1	1
513	не на	2	1
514	слов и	1	1
515	для человека	1	1
516	мира в	3	1
517	к его	4	1
518	который бы	1	1
519	как это	1	1
520	в предыдущей	1	1
521	к своему	2	1
522	в пределах	4	1
523	время представляет	1	1
524	как объект	1	1
525	а потом	2	1
526	общения с	1	1
527	ведь для	1	1
528	и другой	1	1
529	х гг	2	1
530	на пути	1	1
531	краткость и	1	1
532	ближе к	1	1
533	более глубокое	1	1
534	к другим	1	1
535	от той	1	1
536	на большую	2	1
537	которая в	2	1
538	человека это	1	1
539	особого рода	1	1
540	же к	1	1
541	же в	1	1
542	но всегда	1	1
543	менее в	1	1
544	но всякий	1	1
545	не быть	1	1
546	речи и	1	1
547	никакого отношения	1	1
548	в свое	2	1
549	ее в	1	1
550	как слово	1	1
551	который не	2	1
552	к этому	4	1
553	можно назвать	4	1
