N	2gram	Losev_Dial_3	Analitik
266	логикой и	1	1
267	в истории	4	1
268	идет о	1	1
269	независимо от	1	1
270	одном из	1	1
271	своей и	2	1
272	внутри себя	1	1
273	его внутреннюю	1	1
274	не это	1	1
275	первых двух	2	1
276	этой стороны	1	1
277	мир и	3	1
278	себе не	1	1
279	историей он	1	1
280	от этого	1	1
281	к чему	1	1
282	не можем	2	1
283	та же	1	1
284	и у	2	1
285	как то	1	1
286	же самой	1	1
287	так или	2	1
288	есть явление	5	1
289	во многих	1	1
290	на стадии	2	1
291	на то	3	1
292	никакой возможности	1	1
293	происходит как	1	1
294	они в	1	1
295	при виде	1	1
296	свою собственную	1	1
297	принадлежат и	1	1
298	чем у	1	1
299	в силу	3	1
300	отношения не	1	1
301	этом мире	1	1
302	ли от	1	1
303	его можно	1	1
304	факт что	1	1
305	и может	1	1
306	того кто	3	1
307	целое как	1	1
308	видит что	1	1
309	связанных с	1	1
310	есть одна	1	1
311	бы быть	2	1
312	мыслится как	1	1
313	себя не	1	1
314	все их	1	1
315	это было	3	1
316	он есть	3	1
317	же если	1	1
318	отца и	2	1
319	есть и	12	1
320	чаще всего	2	1
321	но от	1	1
322	только одно	2	1
323	на свои	3	1
324	только лишь	1	1
325	солнце и	2	1
326	из нее	2	1
327	внешнего мира	1	1
328	мира где	2	1
329	как об	1	1
330	но лишь	1	1
331	место и	1	1
332	во внимание	2	1
333	которой он	1	1
334	в чистом	1	1
335	должно быть	3	1
336	и себя	1	1
337	простого факта	1	1
338	всех этих	1	1
339	или к	2	1
340	и становится	1	1
341	но я	1	1
342	менее чем	1	1
343	не выдерживает	1	1
344	от своего	2	1
345	право на	1	1
346	как все	3	1
347	к истории	2	1
348	страсти и	1	1
349	разного рода	2	1
350	место в	1	1
351	превратилась в	1	1
352	оно живет	1	1
353	от себя	4	1
354	мифа с	1	1
355	нечто или	3	1
356	что было	1	1
357	отнюдь еще	1	1
358	свобода и	1	1
359	в устах	1	1
360	для этого	2	1
361	как видим	2	1
362	для нее	1	1
363	или иного	2	1
364	же мы	2	1
365	нас к	2	1
366	же самого	1	1
367	то с	1	1
368	исторического бытия	1	1
369	с ним	1	1
370	отличается в	1	1
371	сына в	1	1
372	как о	4	1
373	между мифом	1	1
374	на него	1	1
375	в основе	3	1
376	у него	2	1
377	свободы и	1	1
378	бы мы	1	1
379	само по	5	1
380	ставит его	1	1
381	себе самом	1	1
382	каждый из	1	1
383	казалось бы	1	1
384	и является	2	1
385	потому что	7	1
386	связи с	1	1
387	перенесено в	1	1
388	быть ни	1	1
389	как я	2	1
390	не столь	1	1
391	за ними	1	1
392	перед ним	1	1
393	в стиле	1	1
394	у нас	4	1
395	смерти ни	1	1
396	уже о	2	1
397	до полного	1	1
398	его внутренней	2	1
399	не могут	4	1
400	уже было	1	1
401	с полной	3	1
402	что уже	1	1
403	мы могли	1	1
404	все еще	2	1
405	как некое	1	1
406	пор как	1	1
407	в применении	1	1
408	для себя	2	1
409	как мы	2	1
410	и о	3	1
411	были только	1	1
412	говоря уже	2	1
413	только при	1	1
414	бы действительно	1	1
415	человека я	1	1
416	нет никакой	4	1
417	культуры для	1	1
418	где подлинная	1	1
419	что у	2	1
420	из двух	3	1
421	достигает своей	1	1
422	мог бы	1	1
423	личности на	1	1
424	учение о	8	1
425	строго говоря	1	1
426	на них	2	1
427	и всякого	2	1
428	с этого	1	1
429	если бы	6	1
430	о ней	2	1
431	сознание не	1	1
432	миф это	1	1
433	глубине души	1	1
434	в самой	1	1
435	чего она	1	1
436	есть само	2	1
437	мы понимаем	1	1
438	этих двух	1	1
439	того или	3	1
440	истории в	1	1
441	жизни но	1	1
442	а потому	1	1
443	и только	6	1
444	тем более	3	1
445	интерпретация и	1	1
446	на почве	1	1
447	того что	12	1
448	д и	6	1
449	могут обладать	1	1
450	всякого рода	1	1
451	тот же	1	1
452	одной из	1	1
453	и так	1	1
454	все той	1	1
455	есть ни	3	1
456	так что	8	1
457	есть в	3	1
458	не становится	1	1
459	своим собственным	2	1
460	бог не	1	1
461	каким образом	1	1
462	другой с	1	1
463	единая и	1	1
464	в мифе	13	1
465	мы знаем	3	1
466	одно из	5	1
467	ведь это	2	1
468	вовсе не	13	1
469	к ним	1	1
470	при всей	1	1
471	не о	2	1
472	особенности это	1	1
473	случае не	3	1
474	и никогда	1	1
475	не говорит	3	1
476	и делает	1	1
477	невозможно не	1	1
478	нет в	1	1
479	для того	3	1
480	границы и	3	1
481	что на	1	1
482	бывает в	1	1
483	есть нарушение	7	1
484	до сих	1	1
485	может и	2	1
486	или иначе	2	1
487	ее в	2	1
488	а именно	2	1
489	тем кто	1	1
490	эти две	3	1
491	к которому	1	1
492	это все	1	1
493	наконец в	1	1
494	но о	2	1
495	себя и	2	1
496	превращается в	6	1
497	их можно	1	1
498	зависит от	2	1
499	не знает	3	1
500	стремится к	1	1
501	и картины	1	1
502	уже давно	1	1
503	без которых	2	1
504	слово а	1	1
505	или с	1	1
506	не видит	1	1
507	ни за	1	1
508	своей любви	1	1
509	есть непосредственно	1	1
510	я уже	7	1
511	жизни ибо	1	1
512	из которых	3	1
513	и мир	1	1
514	в область	1	1
515	а если	3	1
516	в течение	1	1
517	применении к	1	1
518	понятия о	1	1
519	с тех	2	1
520	не говоря	2	1
521	которых вероятно	1	1
522	тот факт	1	1
523	и несамостоятельность	1	1
524	с этой	5	1
525	и формы	2	1
526	сих пор	1	1
527	но это	5	1
528	и тогда	5	1
529	не носит	1	1
530	в сферу	3	1
531	иной модус	1	1
532	живет и	1	1
533	объекта и	1	1
534	в связи	1	1
535	как на	5	1
536	хома брут	1	1
537	а все	1	1
538	себя самого	2	1
539	ни одного	1	1
540	есть система	1	1
541	от него	1	1
542	и новое	1	1
543	но еще	2	1
544	на свою	1	1
545	бы в	2	1
546	об исторических	1	1
547	от всего	6	1
548	хотя бы	4	1
549	бытия личности	1	1
550	но если	6	1
551	тезис о	1	1
552	к ее	1	1
553	личность и	2	1
554	поскольку не	1	1
555	нами не	1	1
556	этот вопрос	1	1
557	между ними	1	1
558	только как	5	1
559	по одному	2	1
560	не что	6	1
561	оно не	6	1
562	гоголевский хома	1	1
563	из этого	2	1
564	жизни и	5	1
565	к этой	2	1
566	силе и	1	1
567	в своих	2	1
568	привязан к	1	1
569	особенности с	1	1
570	все что	3	1
571	они не	2	1
