N	2gram	Berdyaev_M_1	Literetu
131	что открывается	1	2
132	с чем	1	2
133	в нем	13	2
134	в нашей	1	2
135	не к	4	2
136	на этом	3	2
137	различие между	2	2
138	было бы	10	2
139	для них	3	2
140	несет в	1	2
141	от своего	1	2
142	что такое	1	2
143	а как	2	2
144	всяком случае	1	2
145	что я	1	2
146	эта мысль	1	2
147	для многих	1	2
148	в россии	2	2
149	вплоть до	1	2
150	ничего кроме	1	2
151	мышления и	1	2
152	жизни не	1	2
153	как будто	2	2
154	xx века	1	2
155	могут быть	2	2
156	к тому	3	2
157	должен быть	2	2
158	у достоевского	42	2
159	роль в	1	2
160	на том	3	2
161	в мире	10	2
162	ту же	1	2
163	новых и	1	2
164	о том	2	2
165	не могло	1	2
166	мир и	1	2
167	между тем	1	2
168	и только	1	2
169	хотя бы	3	2
170	то и	1	2
171	человеческого духа	26	2
172	что не	1	2
173	так называемый	2	2
174	вл соловьева	1	2
175	не сам	1	2
176	для него	11	2
177	себе в	1	2
178	тем что	4	2
179	за пределы	4	2
180	не на	1	2
181	все более	1	2
182	нет ничего	7	2
183	русской литературы	5	2
184	в столь	1	2
185	для понимания	1	2
186	можно было	1	2
187	в сферу	1	2
188	своем я	1	2
189	особого рода	1	2
190	тем более	1	2
191	не есть	9	2
192	отношению к	2	2
193	ко всему	1	2
194	на это	1	2
195	в искусстве	1	2
196	которая не	1	2
197	и наказания	1	1
198	кто бы	1	1
199	частности может	1	1
200	от самой	1	1
201	иной в	1	1
202	на самом	1	1
203	между двумя	1	1
204	к другому	1	1
205	достоевского в	9	1
206	проникает в	2	1
207	можно лишь	1	1
208	определяется в	1	1
209	и этот	4	1
210	вживания в	1	1
211	есть не	4	1
212	мы не	1	1
213	преступления и	3	1
214	уверен что	1	1
215	вопрос о	2	1
216	не была	3	1
217	жизни как	1	1
218	ему в	1	1
219	и самой	1	1
220	зависимости от	1	1
221	и он	12	1
222	не иметь	2	1
223	радикально меняется	1	1
224	достоевского с	2	1
225	он был	14	1
226	он сам	6	1
227	так любит	1	1
228	бытие человека	1	1
229	тем как	1	1
230	и никто	1	1
231	к которой	1	1
232	в сторону	1	1
233	содержания жизни	1	1
234	ответ на	1	1
235	отношение к	4	1
236	что они	1	1
237	обнаруживается что	1	1
238	природы это	3	1
239	толстого и	1	1
240	писателя в	1	1
241	в центре	2	1
242	в одной	1	1
243	его на	1	1
244	князя мышкина	1	1
245	как к	1	1
246	о жизни	1	1
247	в различные	1	1
248	более и	1	1
249	сам же	1	1
250	на человека	2	1
251	эти границы	1	1
252	истории он	2	1
253	он целиком	1	1
254	и как	2	1
255	мира к	1	1
256	духа и	4	1
257	все существует	1	1
258	в противоположность	1	1
259	россии не	1	1
260	за собой	2	1
261	человек со	1	1
262	жизни к	1	1
263	со своей	1	1
264	в которой	6	1
265	он в	2	1
266	мы чувствуем	1	1
267	говорят о	1	1
268	и мыслителей	1	1
269	он не	24	1
270	потребности в	1	1
271	которой не	1	1
272	ключ к	1	1
273	в понимании	1	1
274	к одному	1	1
275	в начале	2	1
276	и вот	3	1
277	и более	1	1
278	остается лишь	2	1
279	в зависимости	1	1
280	в плане	1	1
281	и по	4	1
282	имя свободы	1	1
283	ни был	1	1
284	не должно	1	1
285	человека в	13	1
286	значительной степени	1	1
287	в каждом	1	1
288	подход к	1	1
289	об этой	1	1
290	и с	3	1
291	говорил что	1	1
292	бы быть	1	1
293	знает что	1	1
294	это было	1	1
295	его личности	3	1
296	искусства в	1	1
297	личности его	1	1
298	и мы	2	1
299	с начала	1	1
300	в них	4	1
301	он же	1	1
302	человек который	1	1
303	в ее	3	1
304	мы имеем	1	1
305	с тем	9	1
306	всю жизнь	4	1
307	романы достоевского	2	1
308	основывается на	1	1
309	с такой	1	1
310	должно быть	3	1
311	потому и	1	1
312	дома с	1	1
313	перед собой	1	1
314	своей свободе	1	1
315	литература и	1	1
316	в этих	4	1
317	этой связи	1	1
318	начале xix	1	1
319	в отношении	1	1
320	самого человека	3	1
321	не от	1	1
322	в которых	4	1
323	до последнего	1	1
324	знал и	1	1
325	как глубоко	1	1
326	быть он	1	1
327	творчества и	1	1
328	если бы	2	1
329	как от	1	1
330	быть не	2	1
331	тому чтобы	2	1
332	в духовной	2	1
333	для россии	1	1
334	бы но	1	1
335	вовсе не	1	1
336	есть всегда	1	1
337	во внутреннем	1	1
338	и достоевского	2	1
339	уже был	1	1
340	на свободу	3	1
341	что есть	5	1
342	если и	1	1
343	весь в	5	1
344	между людьми	1	1
345	а от	1	1
346	как будет	1	1
347	культурной жизни	1	1
348	находит свой	2	1
349	мира не	3	1
350	она не	4	1
351	не имеет	3	1
352	из величайших	1	1
353	у кого	1	1
354	во время	1	1
355	со свободой	4	1
356	и сама	2	1
357	под знаком	1	1
358	когда они	1	1
359	для кого	1	1
360	есть путь	4	1
361	это еще	1	1
362	карамазова и	2	1
363	а во	1	1
364	в наше	2	1
365	к концу	4	1
366	для нас	3	1
367	о нем	2	1
368	только с	1	1
369	достоевским в	2	1
370	в каком	2	1
371	бог и	7	1
372	в момент	3	1
373	из глубины	3	1
374	все то	1	1
375	вл соловьев	1	1
376	отличается от	2	1
377	о собственной	1	1
378	и тайну	1	1
379	быть назван	1	1
380	существует только	1	1
381	такова логика	1	1
382	можно и	1	1
383	производить впечатление	1	1
384	людей в	1	1
385	и от	2	1
386	так в	1	1
387	культуры и	1	1
388	к жизни	1	1
389	столкновения и	1	1
390	с самим	2	1
391	собой в	1	1
392	мог бы	4	1
393	к тем	1	1
394	предмет его	1	1
395	быть может	7	1
396	в эпоху	1	1
397	к прошлому	1	1
398	не был	7	1
399	люди с	1	1
400	при котором	1	1
401	и что	2	1
402	означает не	1	1
403	в значительной	1	1
404	самому себе	2	1
405	все в	6	1
406	не умеет	1	1
407	к нему	7	1
408	другому чтобы	1	1
409	во всех	1	1
410	путь к	1	1
411	от них	1	1
412	и во	2	1
413	и всякая	1	1
414	на одном	1	1
415	не поглощает	1	1
416	во всей	1	1
417	что же	1	1
418	достоевского это	2	1
419	не несет	1	1
420	быть названа	1	1
421	поэтому для	1	1
422	одной из	1	1
423	наше время	1	1
424	быть постигнут	2	1
425	между этими	1	1
426	бы ни	1	1
427	реальность не	1	1
428	с какой	1	1
429	человеческой личности	4	1
430	это ни	1	1
431	и у	2	1
432	самой жизни	1	1
433	эти и	1	1
434	кажется что	1	1
435	чего бы	1	1
436	не так	3	1
437	русской и	1	1
438	в котором	8	1
439	в одном	1	1
440	никто не	2	1
441	произведения и	1	1
442	себя от	1	1
443	так как	3	1
444	отношении к	2	1
445	счастливым но	1	1
446	свободу в	2	1
447	и всякое	1	1
448	бы это	1	1
449	от страданий	1	1
450	нужно было	1	1
451	во власти	2	1
452	что и	4	1
453	для художника	1	1
454	выходит за	1	1
455	смысла жизни	1	1
456	до сих	2	1
457	каждый человек	1	1
458	человека а	3	1
459	с той	1	1
460	бесконечное и	1	1
461	чем он	1	1
462	и говорил	1	1
463	может показаться	1	1
464	все творчество	5	1
465	человека у	3	1
466	традиций и	1	1
467	мир был	4	1
468	мира это	1	1
469	записки из	1	1
470	себя и	3	1
471	эти идеи	1	1
472	света и	2	1
473	а на	1	1
474	до конца	14	1
475	личности в	2	1
476	человек в	9	1
477	энергии но	1	1
478	только от	1	1
479	есть лишь	9	1
480	душевной жизни	2	1
481	если не	1	1
482	в творчестве	10	1
483	эти слова	2	1
484	из мира	1	1
485	он уже	6	1
486	подхода к	1	1
487	быть от	1	1
488	не знал	4	1
489	с познанием	1	1
490	в той	2	1
491	и на	6	1
492	бунт против	4	1
493	в мир	3	1
494	вокруг себя	1	1
495	сам не	2	1
496	действительной жизни	1	1
497	в состоянии	1	1
498	в это	1	1
499	сознание уже	1	1
500	свободы в	11	1
501	к новому	2	1
502	и о	1	1
503	сих пор	2	1
504	такова же	1	1
505	только для	1	1
506	о его	1	1
507	природу и	2	1
508	пафос его	3	1
509	имел в	1	1
510	можно назвать	1	1
511	процесса в	1	1
512	льва толстого	1	1
513	достоевского но	3	1
514	уже на	1	1
515	не имея	1	1
516	совершается в	1	1
517	и состоит	1	1
518	потому не	3	1
519	сознания и	1	1
520	а к	1	1
521	от него	4	1
522	и все	10	1
523	находит свое	1	1
524	как явление	1	1
525	срывает все	1	1
526	ведь как	1	1
527	свобода к	1	1
528	есть бог	1	1
529	как человек	1	1
530	целый ряд	1	1
531	жизни в	2	1
532	в свою	2	1
533	с ней	2	1
534	не знает	4	1
535	сказать что	2	1
536	а внутри	1	1
537	от всех	1	1
538	впервые в	1	1
539	свободы а	2	1
540	понимается как	1	1
541	в иной	3	1
542	сознания на	1	1
543	пути к	1	1
544	к этой	2	1
545	вместе с	6	1
546	есть свобода	5	1
547	он лишь	2	1
548	к этому	2	1
549	значение в	1	1
550	все что	2	1
551	от ее	1	1
552	они не	1	1
553	бунта против	1	1
