N	2gram	Nazirov_Tv_2	Problemy
101	в романах	13	5
102	этого слова	1	5
103	героя в	4	5
104	ивана карамазова	8	4
105	бы уже	1	4
106	в мире	5	4
107	в чем	4	4
108	нет и	2	4
109	романах достоевского	13	4
110	сливается с	1	4
111	что это	1	4
112	на его	4	4
113	и вот	1	4
114	я бы	3	4
115	же не	2	4
116	его в	3	4
117	в них	1	4
118	рядом с	2	4
119	в эту	1	4
120	в своей	6	4
121	в такой	2	4
122	но он	1	4
123	по себе	1	4
124	меня не	1	4
125	никогда не	11	4
126	и без	2	4
127	как раз	1	4
128	как будто	1	4
129	той или	1	4
130	говорили что	1	4
131	еще в	1	4
132	между тем	3	4
133	все время	2	4
134	и у	2	4
135	всяком случае	2	4
136	так как	3	4
137	не о	1	4
138	у него	6	4
139	тем что	3	4
140	или иной	1	4
141	с другой	2	4
142	и прежде	1	4
143	что не	3	4
144	а не	6	4
145	но как	1	4
146	в творчестве	5	4
147	человек и	1	4
148	но зато	3	4
149	тот же	1	4
150	во всяком	2	4
151	а между	1	3
152	если б	1	3
153	как его	1	3
154	это и	1	3
155	за собой	4	3
156	достоевского в	9	3
157	высшей степени	1	3
158	достоевского очень	1	3
159	говорить о	2	3
160	ты как	1	3
161	и со	1	3
162	в виду	1	3
163	это действительно	1	3
164	во всех	1	3
165	в одной	3	3
166	с этим	1	3
167	когда он	4	3
168	героев достоевского	5	3
169	его к	1	3
170	поэтому он	1	3
171	в целом	6	3
172	все эти	4	3
173	тому же	2	3
174	в братьях	6	3
175	было бы	1	3
176	мышкина и	1	3
177	нет в	1	3
178	в высшей	1	3
179	такой же	2	3
180	достоевского нет	3	3
181	сам и	1	3
182	в котором	3	3
183	к одному	1	3
184	но только	1	3
185	ничего не	4	3
186	только с	2	3
187	записок из	1	3
188	с алешей	1	3
189	в ее	2	3
190	с человеком	1	3
191	под влиянием	1	3
192	сводится к	2	3
193	мире достоевского	3	3
194	это я	1	3
195	что и	1	3
196	это не	7	3
197	достоевского это	3	3
198	нуждается в	1	3
199	уже не	3	3
200	уже в	2	3
201	из них	2	3
202	его и	2	3
203	в диалоге	1	3
204	братьях карамазовых	7	3
205	о своей	1	3
206	а с	3	3
207	образа героя	1	3
208	эти слова	1	3
209	должно быть	1	3
210	в начале	3	3
211	которой он	2	3
212	не мог	1	3
213	и от	4	3
214	это как	1	3
215	и вдруг	2	3
216	том что	4	3
217	сказать что	1	3
218	другой стороны	2	3
219	проговорил алеша	1	2
220	например в	5	2
221	и отчасти	3	2
222	диалоге с	1	2
223	в первом	1	2
224	из его	1	2
225	проникает в	2	2
226	смерти отца	1	2
227	и тут	1	2
228	в которых	3	2
229	быть в	1	2
230	столь же	1	2
231	что его	2	2
232	бы не	2	2
233	должна была	1	2
234	это сказать	1	2
235	отличие от	2	2
236	не просто	1	2
237	теперь не	1	2
238	однако в	1	2
239	в произведениях	2	2
240	в душу	1	2
241	хотя и	4	2
242	и как	1	2
243	из письма	1	2
244	в этот	2	2
245	внедряется в	1	2
246	в которой	2	2
247	автор в	1	2
248	всего романа	1	2
249	бы с	1	2
250	всегда с	2	2
251	но ведь	2	2
252	героя к	1	2
253	так сказать	2	2
254	в записках	3	2
255	при этом	8	2
256	их в	2	2
257	и по	2	2
258	ни был	1	2
259	а затем	3	2
260	что все	1	2
261	той же	1	2
262	с другими	2	2
263	то все	1	2
264	ни в	1	2
265	но уже	3	2
266	достоевского и	2	2
267	произведениях достоевского	2	2
268	в этих	1	2
269	он дает	1	2
270	в отличие	2	2
271	своего рода	3	2
272	мышкина с	1	2
273	но эта	2	2
274	тому что	1	2
275	что с	1	2
276	не менее	2	2
277	к другим	1	2
278	и лишь	2	2
279	к ней	1	2
280	мире и	1	2
281	в канцелярии	1	2
282	достоевского как	8	2
283	ли это	1	2
284	иван карамазов	7	2
285	лежит в	1	2
286	бы он	1	2
287	и он	2	2
288	братьев карамазовых	4	2
289	характер и	1	2
290	так в	2	2
291	приводит к	2	2
292	в дальнейшем	4	2
293	с собой	1	2
294	можно было	1	2
295	здесь он	1	2
296	особенно в	2	2
297	мог бы	1	2
298	жизнь и	1	2
299	и вообще	2	2
300	в построении	1	2
301	о нем	1	2
302	именно потому	1	2
303	алеша с	1	2
304	о том	5	2
305	на вопрос	1	2
306	почему же	1	2
307	переходит в	1	2
308	достоевский заставляет	1	2
309	не знаю	1	2
310	и мир	1	2
311	одной из	3	2
312	но ни	1	2
313	то в	1	2
314	которых я	1	2
315	себя в	2	2
316	теперь же	1	2
317	со своим	1	2
318	в большинстве	1	2
319	в жизни	1	2
320	в душе	4	2
321	мы знаем	1	2
322	в роман	2	2
323	друг друга	2	2
324	не случайно	2	2
325	тогда в	1	2
326	связан с	1	2
327	что на	2	2
328	такое же	1	2
329	на этот	2	2
330	всю жизнь	1	2
331	в рассказе	3	2
332	слова не	1	2
333	мы видели	1	2
334	вместе с	3	2
335	сделать его	1	2
336	я уже	1	2
337	с каким-то	1	2
338	нет ни	1	2
339	не знал	2	2
340	несколько раз	3	2
341	очень важно	1	2
342	у ивана	1	2
343	из этого	2	2
344	с этой	3	2
345	свои собственные	1	2
346	пока еще	1	2
347	это уже	2	2
348	что оно	1	2
349	в силах	2	2
350	в речи	1	2
351	и события	1	2
352	и ни	1	2
353	для достоевского	2	2
354	будто бы	1	2
355	меня в	1	2
356	в последнем	1	2
357	но эти	2	2
358	того времени	1	2
359	ну что	1	1
360	от этой	2	1
361	ту же	1	1
362	нем нет	1	1
363	кто бы	1	1
364	одним из	3	1
365	о героях	1	1
366	так я	1	1
367	начинается с	2	1
368	и через	3	1
369	с кем	1	1
370	характера а	2	1
371	в сердце	1	1
372	не имел	1	1
373	в стороне	2	1
374	ты и	1	1
375	по старой	1	1
376	по преимуществу	2	1
377	и до	1	1
378	в доме	1	1
379	обступили и	1	1
380	в их	3	1
381	со всех	1	1
382	мы не	4	1
383	что уже	1	1
384	которой достоевский	1	1
385	достоевского мы	2	1
386	когда герой	1	1
387	мира достоевского	1	1
388	в вас	1	1
389	как я	1	1
390	событий и	1	1
391	то это	1	1
392	достоевского есть	1	1
393	сказать о	1	1
394	с большим	3	1
395	всех сторон	1	1
396	свою очередь	1	1
397	собой в	1	1
398	с народом	2	1
399	он был	1	1
400	в преступлении	10	1
401	глубокой и	1	1
402	в изображении	1	1
403	суда над	1	1
404	его собственным	1	1
405	которому пришел	1	1
406	отказ от	1	1
407	то он	1	1
408	себе он	1	1
409	к которой	1	1
410	к богу	1	1
411	в противоречии	1	1
412	не все	1	1
413	менее всего	1	1
414	макара девушкина	1	1
415	него с	1	1
416	тут же	2	1
417	отнюдь не	4	1
418	чем же	1	1
419	в петербурге	1	1
420	его участие	1	1
421	за этим	1	1
422	не признал	1	1
423	я делаю	1	1
424	ней в	1	1
425	перед нами	1	1
426	по внешним	1	1
427	говорит что	1	1
428	главных героев	1	1
429	это определение	3	1
430	в письмах	3	1
431	разве я	1	1
432	что достоевский	3	1
433	романа это	1	1
434	или во	1	1
435	тоже не	2	1
436	из достоевского	1	1
437	в этой	5	1
438	романа но	1	1
439	вообще а	1	1
440	нами в	1	1
441	особое место	2	1
442	роль в	2	1
443	мы чувствуем	1	1
444	во многих	2	1
445	его но	1	1
446	в убийстве	1	1
447	сцену в	1	1
448	в статье	2	1
449	он ни	1	1
450	к миру	2	1
451	к героям	2	1
452	еще раньше	1	1
453	идеи и	1	1
454	и если	2	1
455	в живых	1	1
456	мечты о	1	1
457	характер в	2	1
458	и издевательские	1	1
459	на жизнь	1	1
460	из мертвых	1	1
461	так например	3	1
462	человека в	3	1
463	совпадают с	1	1
464	что этот	2	1
465	об этом	4	1
466	говорил что	2	1
467	в глубине	1	1
468	а его	1	1
469	себя не	1	1
470	боли о	1	1
471	входит в	1	1
472	таких вопросов	1	1
473	его личности	1	1
474	федора павловича	1	1
475	понять его	1	1
476	и мы	3	1
477	главного героя	3	1
478	более глубокой	1	1
479	приходит в	1	1
480	любовь к	1	1
481	он приходит	1	1
482	участие в	1	1
483	достоевский и	1	1
484	дальнейшем но	1	1
485	его все	1	1
486	она действительно	1	1
487	все произведение	1	1
488	в один	1	1
489	убил не	1	1
490	но почему	1	1
491	перед собой	1	1
492	его образ	1	1
493	ибо не	1	1
494	достоевского приближается	1	1
495	мы как	1	1
496	в г	1	1
497	том как	1	1
498	таким же	1	1
499	и ее	2	1
500	я его	1	1
501	о герое	1	1
502	же это	1	1
503	смердякова и	1	1
504	самого в	1	1
505	еще нет	1	1
506	достоевского его	1	1
507	но у	4	1
508	еще с	1	1
509	точнее не	1	1
510	мысли и	1	1
511	признать что	1	1
512	об этих	1	1
513	из области	1	1
514	ту ночь	1	1
515	по крайней	2	1
516	и эти	1	1
517	в соборе	1	1
518	и более	1	1
519	том же	2	1
520	в устах	2	1
521	настасье филипповне	4	1
522	нас к	1	1
523	душе раскольникова	1	1
524	человек так	1	1
525	время был	1	1
526	так он	2	1
527	место занимает	1	1
528	в идеологическом	1	1
529	характерные для	1	1
530	в таких	1	1
531	подполья в	2	1
532	она не	1	1
533	дело в	1	1
534	одна из	3	1
535	первая часть	4	1
536	я буду	2	1
537	на себе	1	1
538	достоевский не	5	1
539	в процессе	2	1
540	в основе	2	1
541	душу героя	1	1
542	героев и	1	1
543	творчества достоевского	1	1
544	чем не	1	1
545	это еще	1	1
546	это сделать	1	1
547	как она	1	1
548	к аглае	1	1
549	настасьей филипповной	1	1
550	не говорит	1	1
551	а лишь	1	1
552	с своей	1	1
553	вот что	1	1
554	его он	1	1
555	связи с	1	1
556	чтобы спасти	1	1
557	здесь же	1	1
558	к читателю	1	1
559	и страстный	1	1
560	перед ним	1	1
561	есть у	1	1
562	от их	1	1
563	свое собственное	1	1
564	но кто	1	1
565	не могут	1	1
566	отличается от	1	1
567	только еще	1	1
568	за что	1	1
569	из нее	1	1
570	в применении	1	1
571	я тебя	1	1
572	героя для	1	1
573	приходит к	1	1
574	карамазова с	1	1
575	достоевского к	2	1
576	для читателя	1	1
577	сочетается с	1	1
578	в себя	1	1
579	то время	1	1
580	мы наблюдаем	1	1
581	достоевским как	2	1
582	во многом	2	1
583	к самой	1	1
584	чем у	1	1
585	она была	1	1
586	является в	1	1
587	поэтому в	1	1
588	был не	1	1
589	если бы	4	1
590	сам иван	1	1
591	форме в	1	1
592	говорят что	1	1
593	приближается к	1	1
594	же необходимо	1	1
595	и должно	1	1
596	характер этого	1	1
597	всем протяжении	1	1
598	и поэтому	2	1
599	вновь начать	1	1
600	и ставит	1	1
601	образом в	1	1
602	их на	1	1
603	самому себе	1	1
604	самого достоевского	2	1
605	любви к	3	1
606	это означало	1	1
607	только борется	1	1
608	а у	1	1
609	и требует	1	1
610	он прямо	1	1
611	очень важна	1	1
612	но очень	1	1
613	ставрогина или	1	1
614	его обступили	1	1
615	героя он	1	1
616	и только	2	1
617	крайней мере	2	1
618	по разным	1	1
619	достоевского всегда	2	1
620	выше в	1	1
621	в середине	1	1
622	в ту	2	1
623	и она	1	1
624	была не	1	1
625	бы меня	1	1
626	отношений к	1	1
627	известно что	2	1
628	уходит в	1	1
629	нас интересует	1	1
630	в формах	1	1
631	один из	3	1
632	образом как	1	1
633	значение в	1	1
634	сознаний в	1	1
635	сразу же	1	1
636	этот вопрос	3	1
637	дана в	1	1
638	и рогожина	1	1
639	действительной жизни	1	1
640	мышкин настасья	1	1
641	на мир	1	1
642	хотя во	1	1
643	с одной	1	1
644	этого рассказа	1	1
645	герои достоевского	4	1
646	не то	1	1
647	же он	1	1
648	достоевского ибо	2	1
649	без этого	1	1
650	в иване	1	1
651	на всем	1	1
652	героя с	2	1
653	записках из	3	1
654	этот момент	1	1
655	на свое	1	1
656	или даже	2	1
657	в ином	1	1
658	и других	2	1
659	о стиле	1	1
660	что герои	1	1
661	ответ на	1	1
662	свой собственный	1	1
663	и прямой	1	1
664	в письме	1	1
665	руки и	1	1
666	записки из	2	1
667	для меня	1	1
668	противоречии с	1	1
669	считать ее	1	1
670	мышкиным и	1	1
671	десять лет	1	1
672	покушением на	1	1
673	до начала	1	1
674	с иваном	2	1
675	достоевского эта	1	1
676	до сих	3	1
677	и рогожин	1	1
678	к которому	2	1
679	при всей	1	1
680	действующих лиц	2	1
681	и между	1	1
682	марья лебядкина	2	1
683	он продолжает	1	1
684	и их	1	1
685	превращается в	3	1
686	достоевского с	5	1
687	выше и	1	1
688	так это	1	1
689	и считает	1	1
690	произвел на	1	1
691	сам себе	1	1
692	в идиоте	1	1
693	не он	1	1
694	карамазову в	1	1
695	этот принцип	1	1
696	жизнь в	1	1
697	после убийства	1	1
698	если не	4	1
699	себя на	2	1
700	в келье	1	1
701	нет ничего	3	1
702	человек в	1	1
703	устах ивана	1	1
704	него в	2	1
705	о своих	2	1
706	с первого	1	1
707	и особенно	1	1
708	и сознание	1	1
709	раскольникова когда	1	1
710	и потому	4	1
711	требует от	1	1
712	на ивана	1	1
713	который на	1	1
714	он говорит	1	1
715	сострадания и	1	1
716	что весь	1	1
717	самого себя	1	1
718	это его	2	1
719	образ и	2	1
720	в первой	2	1
721	других романах	1	1
722	в бесах	6	1
723	он начинает	1	1
724	одно только	1	1
725	все сильнее	1	1
726	его из	1	1
727	комментируя его	1	1
728	сих пор	3	1
729	в основном	6	1
730	только для	2	1
731	русского романа	1	1
732	свое последнее	1	1
733	поступков и	1	1
734	остается в	1	1
735	при всем	1	1
736	под названием	1	1
737	не является	3	1
738	глубине души	1	1
739	отвечает на	1	1
740	пор еще	1	1
741	всего произведения	1	1
742	и человек	1	1
743	исповеди ипполита	1	1
744	некоторого времени	1	1
745	к диалогу	1	1
746	в результате	1	1
747	между ними	1	1
748	своей собственной	1	1
749	мысль о	1	1
750	в романе	15	1
751	еще более	1	1
752	главным образом	1	1
753	своих героев	3	1
754	не должен	1	1
755	уже давно	1	1
756	нем и	1	1
757	самоопределения героев	1	1
758	давно уже	2	1
759	на фоне	1	1
760	может и	1	1
761	в свою	1	1
762	это все	2	1
763	достоевским так	1	1
764	с ней	1	1
765	с генералом	2	1
766	алеши и	1	1
767	с настасьей	1	1
768	не принимают	1	1
769	из-под венца	1	1
770	но этот	1	1
771	сам в	2	1
772	он жесток	1	1
773	себе не	1	1
774	к действию	1	1
775	этого протеста	1	1
776	того или	1	1
777	и другие	1	1
778	в своих	3	1
779	уже после	2	1
780	лиц в	1	1
781	к этому	3	1
782	как на	1	1
783	и вновь	1	1
