N	2gram	Propp_Russ_2	Myshleni
222	и при	2	2
223	представление о	5	2
224	что этот	1	2
225	с развитием	2	2
226	что эта	1	2
227	что с	2	2
228	не имеет	3	2
229	дело в	1	2
230	того как	2	2
231	говорить о	1	2
232	никогда не	2	2
233	на него	1	2
234	интересующие нас	1	2
235	начиная с	2	2
236	оставить в	1	2
237	и другим	1	2
238	представляют собой	7	2
239	и которая	1	2
240	в конце	1	2
241	данном случае	7	2
242	что у	1	2
243	с собой	1	2
244	на нее	6	2
245	не с	2	2
246	и поэтому	1	2
247	от них	1	2
248	в ту	1	2
249	если это	1	2
250	в современной	1	2
251	один из	2	2
252	содержится в	1	2
253	в двух	1	2
254	человека с	1	2
255	уже не	4	2
256	вопроса о	1	2
257	первый вопрос	1	2
258	к теории	1	2
259	в виде	4	2
260	или даже	3	2
261	одно из	2	2
262	для него	1	2
263	под именем	3	2
264	заметить что	2	2
265	и даже	1	2
266	с той	1	2
267	по всей	3	2
268	месте и	1	2
269	связано с	2	2
270	и пр	2	2
271	в стороне	2	2
272	воды на	1	2
273	на которых	1	2
274	воздействовать на	2	2
275	в изучении	1	2
276	под влиянием	1	2
277	и потому	1	2
278	как это	4	2
279	о чем	4	2
280	в данном	6	2
281	в течение	2	2
282	там где	2	2
283	в состоянии	1	2
284	на которой	1	2
285	и таким	1	2
286	также не	1	2
287	в связь	1	2
288	а в	9	2
289	с ней	5	2
290	природе и	1	2
291	своей книги	1	2
292	приводит нас	2	2
293	ее в	8	2
294	собой так	1	1
295	они представляют	2	1
296	ту же	1	1
297	в силе	1	1
298	и т	5	1
299	одним из	2	1
300	играть и	1	1
301	например в	1	1
302	перед ней	2	1
303	на самом	2	1
304	переход от	2	1
305	после ее	1	1
306	и всем	2	1
307	этой теории	1	1
308	или по	1	1
309	в нашу	1	1
310	основе которой	1	1
311	по его	1	1
312	с в	8	1
313	мы уже	1	1
314	возникает представление	1	1
315	к новой	1	1
316	совпадает с	1	1
317	то это	1	1
318	которая для	1	1
319	в виду	2	1
320	в ней	1	1
321	стороны его	1	1
322	в отличие	3	1
323	еще не	6	1
324	на них	4	1
325	собираются в	1	1
326	и многие	2	1
327	в различных	1	1
328	смотрят на	1	1
329	же на	1	1
330	не входит	1	1
331	очевидно что	2	1
332	этого комплекса	1	1
333	что так	1	1
334	отличие от	3	1
335	не просто	1	1
336	для объяснения	2	1
337	к воде	1	1
338	это самое	1	1
339	если она	2	1
340	стороны и	1	1
341	что ее	3	1
342	кроме того	2	1
343	его к	1	1
344	которая у	1	1
345	та же	2	1
346	себя к	1	1
347	или во	1	1
348	не оставляет	1	1
349	выражение в	1	1
350	однако как	1	1
351	что к	1	1
352	остановиться на	1	1
353	оставалась в	1	1
354	ее как	1	1
355	в мышлении	1	1
356	но на	1	1
357	не могла	1	1
358	вообще не	1	1
359	как оно	2	1
360	то этим	1	1
361	в нем	1	1
362	т д	5	1
363	о которой	1	1
364	и еще	2	1
365	свою силу	1	1
366	а вместе	1	1
367	могла бы	1	1
368	который он	1	1
369	связанные с	2	1
370	поэтому мы	1	1
371	на этой	1	1
372	уже знаем	1	1
373	характер этих	1	1
374	лучше чем	1	1
375	своем исследовании	1	1
376	за ней	1	1
377	здесь это	1	1
378	из первых	1	1
379	выход на	1	1
380	становятся в	4	1
381	и значения	1	1
382	другая форма	1	1
383	связаны в	1	1
384	мир в	1	1
385	они говорят	1	1
386	в эту	3	1
387	во время	12	1
388	но если	3	1
389	при изучении	1	1
390	таким же	1	1
391	этой связи	1	1
392	бы к	1	1
393	другой вопрос	1	1
394	этому же	1	1
395	еще с	1	1
396	сделано в	1	1
397	в основном	1	1
398	но эта	1	1
399	выше мы	3	1
400	которые в	1	1
401	свет на	1	1
402	указать еще	1	1
403	ее для	1	1
404	тем не	2	1
405	состоит в	15	1
406	стоит в	1	1
407	не менее	2	1
408	как о	1	1
409	считает что	1	1
410	в область	1	1
411	всей их	1	1
412	следовательно и	1	1
413	примерно в	1	1
414	рассмотренным нами	1	1
415	говорят что	1	1
416	и устанавливает	1	1
417	того в	2	1
418	детей и	1	1
419	в другую	1	1
420	более что	1	1
421	сущность его	1	1
422	и является	1	1
423	на природу	2	1
424	на некоторые	1	1
425	сопровождает его	1	1
426	как будто	1	1
427	и выводы	1	1
428	именно с	1	1
429	и оно	1	1
430	тем это	2	1
431	она родилась	1	1
432	на интересующие	1	1
433	когда мы	2	1
434	своей книге	2	1
435	во все	1	1
436	не вызывает	1	1
437	в других	15	1
438	как только	1	1
439	о происхождении	2	1
440	игра в	2	1
441	оно не	1	1
442	что при	2	1
443	ставится под	1	1
444	так например	1	1
445	нет такого	1	1
446	и критически	1	1
447	из всего	1	1
448	вывод что	2	1
449	на другой	2	1
450	на основе	1	1
451	со слов	1	1
452	то как	1	1
453	пытается объяснить	1	1
454	живет в	3	1
455	здесь нет	1	1
456	на которую	1	1
457	еще в	2	1
458	в которые	1	1
459	что от	3	1
460	но эту	1	1
461	находится в	1	1
462	и здесь	1	1
463	повторил и	1	1
464	случае интересует	1	1
465	а также	4	1
466	происходит не	1	1
467	нас в	1	1
468	человека который	2	1
469	по наблюдениям	1	1
470	основной формой	1	1
471	мы указывали	2	1
472	привели к	1	1
473	раньше чем	1	1
474	но нет	1	1
475	что и	2	1
476	это нужно	1	1
477	это не	5	1
478	в форме	2	1
479	которая должна	1	1
480	также в	2	1
481	представления о	2	1
482	теории в	1	1
483	может иметь	1	1
484	тем есть	1	1
485	как например	3	1
486	сразу же	2	1
487	о двух	1	1
488	вперед и	1	1
489	мы увидим	1	1
490	и действительно	1	1
491	по этому	2	1
492	в эти	1	1
493	где они	2	1
494	так что	4	1
495	из которого	1	1
496	видели что	4	1
497	сомнений в	1	1
498	не можем	2	1
499	книги он	1	1
500	еще одно	1	1
501	оставляет сомнений	1	1
502	а это	1	1
503	от других	1	1
504	мы кратко	1	1
505	которых одна	2	1
506	из них	4	1
507	который без	1	1
508	заключить что	1	1
509	себе в	1	1
510	могло бы	1	1
511	представлений о	2	1
512	свойства и	1	1
513	моментов в	2	1
514	к ним	1	1
515	или это	1	1
516	как его	1	1
517	должен был	3	1
518	нас вопросы	1	1
519	как при	1	1
520	в руки	2	1
521	само собой	1	1
522	может рассматриваться	1	1
523	до самого	1	1
524	нужно было	1	1
525	ней и	1	1
526	это составляет	1	1
527	также на	1	1
528	связаны с	3	1
529	а именно	3	1
530	уходит в	1	1
531	и др	1	1
532	в середине	1	1
533	не на	1	1
534	не было	2	1
535	целым рядом	1	1
536	до конца	3	1
537	зависит от	1	1
538	отнюдь не	1	1
539	или с	3	1
540	близка к	1	1
541	в одно	1	1
542	должна была	5	1
543	для чего	1	1
544	сообщает и	2	1
545	значительно увеличить	1	1
546	для них	2	1
547	существа которое	1	1
548	другая сторона	1	1
549	направление в	1	1
550	тому как	3	1
551	по своему	1	1
552	предположить что	4	1
553	к жизни	5	1
554	не дают	1	1
555	не подтверждается	2	1
556	в тех	1	1
557	человек с	1	1
558	чтобы сделать	1	1
559	в это	1	1
560	активности и	1	1
561	с последним	1	1
562	разницей что	1	1
563	из ряда	1	1
564	остается в	1	1
565	но с	1	1
566	и для	2	1
567	он видел	1	1
568	случаях когда	1	1
569	или в	7	1
570	он по	1	1
571	а к	2	1
572	не представляет	1	1
573	представление что	1	1
574	это так	1	1
575	у них	2	1
576	первое что	1	1
577	все то	2	1
578	на части	9	1
579	этих элементов	1	1
580	болезней и	1	1
581	к ее	1	1
582	связь с	3	1
583	только с	1	1
584	только как	2	1
585	совершенно не	2	1
586	есть и	1	1
587	время не	1	1
588	в заключение	1	1
589	к этой	1	1
590	указал на	1	1
591	и другие	14	1
592	это в	2	1
593	что касается	1	1
594	в таком	4	1
595	все что	1	1
