N	2gram	Losev_Prob_3	Russkaja
429	на первый	4	1
430	от своего	1	1
431	нас не	5	1
432	в такой	1	1
433	и без	4	1
434	бы привести	1	1
435	бы к	3	1
436	древних греков	1	1
437	не вступая	1	1
438	просто в	1	1
439	отдельных представителей	1	1
440	что вся	2	1
441	никакому сомнению	1	1
442	прийти к	1	1
443	не столько	2	1
444	на свою	1	1
445	представление о	1	1
446	оказывается что	1	1
447	в которых	3	1
448	собой не	1	1
449	мы теперь	2	1
450	и другого	1	1
451	результате этого	1	1
452	как другие	1	1
453	далее что	1	1
454	для данного	1	1
455	по крайней	5	1
456	и эти	1	1
457	бы о	2	1
458	на другую	1	1
459	ни было	3	1
460	возможно только	1	1
461	который мы	1	1
462	необходимо чтобы	1	1
463	вовсе не	37	1
464	даже в	1	1
465	является вполне	1	1
466	это особенно	1	1
467	же мы	1	1
468	они сами	1	1
469	самого факта	1	1
470	и вся	1	1
471	если и	1	1
472	не менее	10	1
473	случае совершенно	1	1
474	принципом является	1	1
475	или что	1	1
476	из нас	1	1
477	и другое	1	1
478	и всегда	2	1
479	хотелось бы	1	1
480	дело в	4	1
481	на себе	3	1
482	на него	1	1
483	в основе	2	1
484	нас именно	1	1
485	образом в	1	1
486	говорить что	1	1
487	совершенно неизвестно	1	1
488	отличное от	2	1
489	при полной	1	1
490	иметь в	1	1
491	но только	6	1
492	та или	3	1
493	это же	3	1
494	только не	1	1
495	однако если	3	1
496	того и	1	1
497	самого предмета	1	1
498	не всякий	1	1
499	казалось бы	1	1
500	возможно и	2	1
501	природы в	1	1
502	к ней	1	1
503	и сама	2	1
504	что на	1	1
505	или иных	4	1
506	однако это	2	1
507	вот в	1	1
508	только от	1	1
509	если у	1	1
510	исходить из	1	1
511	есть только	4	1
512	могут быть	2	1
513	как только	3	1
514	слова но	1	1
515	однако для	2	1
516	же самое	9	1
517	виде как	2	1
518	что при	2	1
519	от которой	1	1
520	и это	9	1
521	то естественно	1	1
522	из всего	1	1
523	как мы	8	1
524	нас от	1	1
525	с ее	2	1
526	но при	1	1
527	на нем	1	1
528	и говорить	1	1
529	всего этого	1	1
530	и единственный	1	1
531	в ее	4	1
532	только при	4	1
533	языка и	4	1
534	в собственном	1	1
535	всегда были	1	1
536	только то	2	1
537	и когда	1	1
538	котором мы	1	1
539	что у	3	1
540	так и	10	1
541	не за	1	1
542	собой в	1	1
543	том виде	2	1
544	мог бы	1	1
545	глубоко и	1	1
546	остается только	2	1
547	по сравнению	2	1
548	мы в	4	1
549	быть может	1	1
550	значит в	1	1
551	в эпоху	1	1
552	нас и	2	1
553	вот это	2	1
554	иное как	4	1
555	это рассуждение	1	1
556	оно сразу	1	1
557	эта точка	1	1
558	которая там	1	1
559	язык и	1	1
560	никак не	9	1
561	делает возможным	1	1
562	можно сказать	6	1
563	с другой	7	1
564	а во	1	1
565	каждого элемента	1	1
566	на отдельные	2	1
567	от них	1	1
568	переходит в	2	1
569	крайней мере	5	1
570	от этих	1	1
571	тоже является	5	1
572	если эта	2	1
573	может иметь	3	1
574	самостоятельно и	1	1
575	происходит в	2	1
576	подпадает под	1	1
577	наконец и	1	1
578	он есть	2	1
579	образом как	1	1
580	а если	1	1
581	ведет нас	1	1
582	зрения в	1	1
583	не идет	1	1
584	никак нельзя	2	1
585	представить как	1	1
586	же он	1	1
587	или мы	1	1
588	же и	4	1
589	к какому	2	1
590	вытекающие из	1	1
591	в сторону	1	1
592	и у	2	1
593	и политической	1	1
594	если мы	16	1
595	или не	1	1
596	а это	3	1
597	а то	3	1
598	и обратно	1	1
599	и других	1	1
600	конечно нет	1	1
601	к своим	1	1
602	к каким	1	1
603	роль и	2	1
604	в известной	2	1
605	могло бы	3	1
606	которая может	1	1
607	случае когда	2	1
608	от тех	2	1
609	это именно	1	1
610	случае не	3	1
611	и будет	2	1
612	само собой	2	1
613	в очень	1	1
614	природы и	2	1
615	это будет	4	1
616	с общим	1	1
617	связан с	1	1
618	только та	1	1
619	тогда это	3	1
620	себе представить	1	1
621	на ее	2	1
622	в равновесии	1	1
623	собой разумеется	1	1
624	еще и	7	1
625	души и	1	1
626	что не	1	1
627	а главное	1	1
628	представляется в	1	1
629	и стал	1	1
630	на этот	4	1
631	которых мы	1	1
632	а наоборот	1	1
633	не исключает	1	1
634	до конца	1	1
635	ничем не	2	1
636	не на	1	1
637	черты в	1	1
638	однако и	1	1
639	человеческой жизни	2	1
640	будут иметь	1	1
641	с которым	1	1
642	в свете	1	1
643	именно так	3	1
644	этот принцип	1	1
645	хочет действительно	1	1
646	в одно	1	1
647	в связи	7	1
648	если его	3	1
649	в самой	2	1
650	всех элементов	1	1
651	как это	2	1
652	как та	1	1
653	в европе	1	1
654	вникая в	1	1
655	с людьми	2	1
656	этих случаях	1	1
657	по своему	2	1
658	вступление в	1	1
659	смысле этого	1	1
660	содержат в	1	1
661	оно вовсе	1	1
662	где это	1	1
663	из отдельных	2	1
664	быть не	1	1
665	с этой	3	1
666	индивидуальностей но	1	1
667	между прочим	2	1
668	неразрывно связаны	1	1
669	по образцу	1	1
670	ничего кроме	2	1
671	к другим	1	1
672	самое большее	1	1
673	тех или	5	1
674	не является	11	1
675	являются не	1	1
676	образом по	1	1
677	при таком	2	1
678	привело бы	1	1
679	это как	1	1
680	своей собственной	2	1
681	в те	1	1
682	в отдельных	1	1
683	ее и	2	1
684	но когда	2	1
685	этой действительности	1	1
686	бы в	2	1
687	тем более	3	1
688	было только	1	1
689	и все	3	1
690	хотя в	1	1
691	совместно с	1	1
692	от всякого	2	1
693	к ее	1	1
694	к самому	2	1
695	нами не	1	1
696	в какие	1	1
697	с ней	5	1
698	же будет	1	1
699	понимать как	3	1
700	была бы	1	1
701	виде и	3	1
702	то хотя	1	1
703	и поскольку	1	1
704	говорили выше	1	1
705	указали на	1	1
706	что ни	1	1
707	есть то	3	1
708	себе но	1	1
709	ни на	3	1
710	этого и	1	1
711	можно назвать	1	1
712	они не	1	1
