N	2gram	Tiupa_Vved_1	Myshleni
110	в своей	5	4
111	не столько	4	4
112	не в	6	4
113	этом отношении	4	4
114	к тому	6	4
115	должен быть	1	4
116	для себя	1	4
117	приводит к	2	4
118	по мере	1	4
119	во всей	1	4
120	мы видим	1	4
121	только что	1	4
122	в одном	1	4
123	как раз	2	4
124	а с	2	4
125	в результате	3	4
126	хотя бы	1	4
127	в свою	4	4
128	к этому	2	4
129	в сфере	1	3
130	самом деле	3	3
131	как известно	1	3
132	полагает что	1	3
133	оба эти	1	3
134	мы и	2	3
135	из которых	1	3
136	в их	1	3
137	ответ на	1	3
138	в новом	1	3
139	друг от	1	3
140	что они	1	3
141	которые не	1	3
142	в одной	2	3
143	в своем	5	3
144	все же	6	3
145	что это	1	3
146	он в	1	3
147	из этих	3	3
148	как он	2	3
149	всей его	2	3
150	и если	1	3
151	том чтобы	2	3
152	к анализу	1	3
153	и мы	1	3
154	в которых	1	3
155	должны были	2	3
156	не могло	2	3
157	во всем	1	3
158	в области	3	3
159	детей в	2	3
160	могут быть	4	3
161	же самое	1	3
162	от друга	1	3
163	свою очередь	4	3
164	не могу	1	3
165	можно было	2	3
166	речь как	1	3
167	об этом	4	3
168	одного из	3	3
169	и который	1	3
170	у детей	1	3
171	свести к	1	3
172	которое мы	1	3
173	который в	2	3
174	связи с	1	3
175	уже в	1	3
176	то и	2	3
177	обратиться к	2	3
178	всяком случае	1	3
179	вовсе не	1	3
180	на этот	1	3
181	во всех	2	3
182	превращается в	1	3
183	а не	15	3
184	и от	2	3
185	для современной	1	3
186	значение в	1	3
187	во всяком	1	3
188	речь идет	1	2
189	он может	1	2
190	тех же	1	2
191	идет о	1	2
192	между двумя	3	2
193	и до	1	2
194	едва ли	3	2
195	если к	1	2
196	в зависимости	1	2
197	той же	1	2
198	рассматривается как	1	2
199	он как	1	2
200	вместо того	2	2
201	зависимости от	1	2
202	как если	1	2
203	в ее	1	2
204	к сожалению	1	2
205	хотя и	7	2
206	сознания в	3	2
207	и понимания	2	2
208	и наконец	2	2
209	от речи	1	2
210	в противоположность	1	2
211	в первом	2	2
212	за собой	1	2
213	бы и	4	2
214	в нашем	6	2
215	ключ к	1	2
216	всех этих	1	2
217	не к	4	2
218	и вот	1	2
219	на этом	1	2
220	значительной степени	1	2
221	что является	1	2
222	том же	1	2
223	в детской	1	2
224	из всех	1	2
225	речью и	1	2
226	с другими	1	2
227	ближе к	1	2
228	в них	2	2
229	несмотря на	1	2
230	мы видели	2	2
231	иначе говоря	6	2
232	как таковой	1	2
233	на первый	1	2
234	в этих	3	2
235	задается вопросом	1	2
236	того кто	1	2
237	даже в	1	2
238	сущности говоря	1	2
239	не имеет	2	2
240	того как	1	2
241	говорить о	2	2
242	никогда не	4	2
243	благодаря тому	1	2
244	же время	3	2
245	своей природе	2	2
246	в изложении	2	2
247	на него	2	2
248	всех прочих	1	2
249	начиная с	3	2
250	и другим	1	2
251	бы он	1	2
252	опыта и	1	2
253	представляют собой	3	2
254	в конце	1	2
255	данном случае	6	2
256	действия и	1	2
257	что у	1	2
258	с собой	1	2
259	не с	3	2
260	строго говоря	2	2
261	действия но	2	2
262	на их	1	2
263	в значительной	1	2
264	от них	1	2
265	вслед за	2	2
266	наконец в	1	2
267	как видим	1	2
268	в жизнь	1	2
269	в современной	3	2
270	один из	3	2
271	в двух	1	2
272	уже не	5	2
273	всеми остальными	1	2
274	в виде	1	2
275	в равной	1	2
276	или даже	1	2
277	для него	3	2
278	заметить что	1	2
279	и даже	1	2
280	с той	1	2
281	если мы	1	2
282	связано с	3	2
283	которых мы	1	2
284	в слове	3	2
285	в речи	2	2
286	в частности	13	2
287	и потому	1	2
288	как это	1	2
289	человека к	1	2
290	его на	1	2
291	о чем	2	2
292	в данном	13	2
293	в течение	1	2
294	своего исследования	1	2
295	этого рода	1	2
296	о котором	2	2
297	которая в	3	2
298	также не	1	2
299	указывает на	1	2
300	а в	6	2
301	между ними	1	2
302	к его	3	2
303	жизни и	7	2
304	можно назвать	1	2
305	одним из	5	1
306	например в	2	1
307	речь возникает	1	1
308	рассматривать в	1	1
309	на самом	4	1
310	значении этого	1	1
311	переход от	1	1
312	бы для	1	1
313	катастрофы в	1	1
314	свидетельствует об	1	1
315	или по	1	1
316	и утверждается	1	1
317	обнаруживает свое	1	1
318	в доме	1	1
319	из заключительных	1	1
320	основе которой	1	1
321	от своего	1	1
322	на первом	1	1
323	может входить	1	1
324	двух и	1	1
325	к новой	1	1
326	и функция	1	1
327	в наиболее	2	1
328	только благодаря	1	1
329	принадлежит к	3	1
330	не вполне	3	1
331	это отношение	1	1
332	жизни как	1	1
333	к началу	1	1
334	в виду	1	1
335	в ней	4	1
336	столько же	1	1
337	в отличие	2	1
338	еще не	7	1
339	же самые	1	1
340	ли его	1	1
341	и главное	1	1
342	могло быть	1	1
343	то он	2	1
344	оно в	1	1
345	в сторону	1	1
346	не входит	1	1
347	конечном счете	1	1
348	отличие от	2	1
349	один и	1	1
350	в истории	1	1
351	но пока	1	1
352	если она	2	1
353	стороны и	1	1
354	как к	1	1
355	и слова	1	1
356	к иному	1	1
357	возникла в	1	1
358	и прочно	1	1
359	это их	1	1
360	период в	1	1
361	на какой	1	1
362	то в	1	1
363	оттого что	2	1
364	та же	1	1
365	с какой	1	1
366	применительно к	1	1
367	что же	3	1
368	тоже не	2	1
369	что к	1	1
370	с их	1	1
371	но на	2	1
372	вообще не	1	1
373	на его	1	1
374	как оно	2	1
375	в нем	5	1
376	в свет	1	1
377	она выражается	1	1
378	большей или	1	1
379	о которой	2	1
380	перестает быть	1	1
381	которой не	1	1
382	и еще	1	1
383	в принципе	1	1
384	к одному	1	1
385	факт который	1	1
386	новое и	1	1
387	содержит в	1	1
388	наших глазах	1	1
389	заключает в	1	1
390	могла бы	3	1
391	фактов не	1	1
392	и исключает	1	1
393	предполагаем что	1	1
394	для самостоятельного	1	1
395	на каком	1	1
396	восприятия в	1	1
397	непосредственное наблюдение	1	1
398	этом смысле	1	1
399	в жизни	4	1
400	он является	2	1
401	о которых	1	1
402	жизни от	1	1
403	к которым	1	1
404	очень легко	1	1
405	которой он	1	1
406	обозначить как	1	1
407	как сказано	1	1
408	мир в	1	1
409	идентичен с	1	1
410	автора и	1	1
411	с еще	1	1
412	коммуникации и	1	1
413	во время	1	1
414	их нам	1	1
415	но если	1	1
416	в следующем	1	1
417	они служат	1	1
418	вторая часть	1	1
419	от времени	1	1
420	что до	1	1
421	бы мы	1	1
422	что я	1	1
423	от его	1	1
424	основной нерв	1	1
425	настоящая книга	2	1
426	тем не	3	1
427	состоит в	10	1
428	по крайней	1	1
429	более широкую	1	1
430	не менее	4	1
431	вплоть до	1	1
432	без его	2	1
433	как о	2	1
434	на котором	1	1
435	в направлении	2	1
436	и вместо	1	1
437	и сама	1	1
438	скорей мы	1	1
439	чтобы стать	2	1
440	из него	1	1
441	находятся в	1	1
442	пути и	1	1
443	мы бы	1	1
444	в сознании	4	1
445	как будто	4	1
446	между детьми	4	1
447	однако это	1	1
448	может показаться	1	1
449	всей полнотой	1	1
450	и оно	2	1
451	понятие введенное	2	1
452	для детей	4	1
453	ли не	2	1
454	и занимает	1	1
455	слова но	2	1
456	числе и	1	1
457	могло не	1	1
458	столько в	1	1
459	той или	3	1
460	анализа в	1	1
461	оно не	1	1
462	в работах	1	1
463	т.е в	1	1
464	так например	1	1
465	состоят в	1	1
466	следует отнести	1	1
467	с ее	1	1
468	происходит и	1	1
469	не существует	2	1
470	на основе	1	1
471	эти свойства	1	1
472	она только	1	1
473	всей своей	2	1
474	никак не	2	1
475	в совершенно	1	1
476	третий и	1	1
477	как с	1	1
478	котором мы	1	1
479	не мог	1	1
480	стороны не	1	1
481	еще в	2	1
482	мы всегда	1	1
483	детьми и	4	1
484	ситуации и	3	1
485	приближается к	1	1
486	внимание на	3	1
487	и та	1	1
488	а также	8	1
489	в конечном	1	1
490	на протяжении	1	1
491	которого не	1	1
492	и смысловой	1	1
493	и человечества	1	1
494	которых в	1	1
495	необходимо должна	1	1
496	что и	2	1
497	это не	6	1
498	в форме	1	1
499	лишь к	1	1
500	также в	1	1
501	представления о	1	1
502	детская речь	2	1
503	несколько иначе	1	1
504	следует рассматривать	1	1
505	но их	1	1
506	вперед и	1	1
507	мы увидим	1	1
508	не само	1	1
509	также и	4	1
510	впрочем и	1	1
511	в контексте	1	1
512	нам удалось	1	1
513	к искажению	1	1
514	так что	1	1
515	из которого	1	1
516	сколько в	1	1
517	и фиксирует	1	1
518	со своим	1	1
519	оказывается в	1	1
520	не можем	2	1
521	и у	1	1
522	этой функции	1	1
523	детей которые	1	1
524	а то	2	1
525	по выражению	2	1
526	из них	1	1
527	постановка вопроса	1	1
528	этом в	1	1
529	себе в	1	1
530	могло бы	3	1
531	слова в	2	1
532	представлений о	1	1
533	иначе как	1	1
534	в детскую	2	1
535	к ним	2	1
536	может служить	4	1
537	как его	2	1
538	у него	1	1
539	само по	1	1
540	должен был	1	1
541	которым приводит	1	1
542	которые могут	1	1
543	ни для	1	1
544	до самого	1	1
545	со стороны	5	1
546	или иной	3	1
547	этом пути	1	1
548	если говорить	1	1
549	а именно	1	1
550	соответствии с	6	1
551	им из	1	1
552	мысль которая	1	1
553	же о	1	1
554	и др	1	1
555	что не	1	1
556	дальнейшего хода	1	1
557	к человеку	1	1
558	в соответствии	6	1
559	не на	1	1
560	не было	2	1
561	и составляет	3	1
562	автором в	1	1
563	до конца	3	1
564	что находится	1	1
565	результате чего	1	1
566	зависит от	2	1
567	однако и	2	1
568	отнюдь не	7	1
569	что обычно	1	1
570	только от	1	1
571	в ряду	2	1
572	стороны в	1	1
573	для них	3	1
574	в строгом	1	1
575	тому как	2	1
576	к своему	1	1
577	по своему	2	1
578	предположить что	1	1
579	наряду с	2	1
580	такого рода	16	1
581	к великому	1	1
582	в ответ	1	1
583	в первой	1	1
584	и описания	1	1
585	распадается на	1	1
586	всех его	1	1
587	между прочим	1	1
588	сознания это	1	1
589	не сумел	2	1
590	особенностей и	1	1
591	это явление	1	1
592	но с	1	1
593	крайней мере	1	1
594	и для	3	1
595	отношение между	1	1
596	мы неизбежно	1	1
597	корнями своими	1	1
598	или в	1	1
599	человек и	1	1
600	а к	3	1
601	или другой	1	1
602	у них	1	1
603	полагать что	1	1
604	быть следует	2	1
605	можно признать	1	1
606	или меньшей	1	1
607	хотя в	1	1
608	все то	1	1
609	отношении к	1	1
610	к ее	3	1
611	связь с	1	1
612	только с	1	1
613	принять его	1	1
614	именно к	1	1
615	к моменту	1	1
616	время не	1	1
617	отношении только	1	1
618	слов в	1	1
619	речь является	1	1
620	но эти	1	1
621	к этой	1	1
622	по поводу	2	1
623	может изменить	2	1
624	который не	1	1
625	что касается	5	1
626	в таком	1	1
627	все что	3	1
628	том числе	1	1
629	гораздо более	1	1
630	которая не	2	1
