N	2gram	Losev_Dial_3	slovoVRo
143	из них	3	3
144	для него	4	3
145	так как	6	3
146	друг друга	3	3
147	у него	2	3
148	как такового	1	3
149	именно в	2	3
150	не было	3	3
151	в истории	4	3
152	но оно	1	3
153	с этим	3	3
154	влияния на	1	3
155	в данном	2	3
156	по существу	2	3
157	с этой	5	3
158	как только	1	3
159	при всем	4	3
160	в результате	1	3
161	лишь как	2	3
162	хотя бы	4	3
163	одной из	1	3
164	из этого	2	3
165	которая не	1	3
166	например в	2	2
167	на самом	1	2
168	то в	2	2
169	них как	1	2
170	в чисто	2	2
171	в котором	1	2
172	мы уже	3	2
173	той же	3	2
174	а как	1	2
175	мы не	5	2
176	же как	2	2
177	время как	4	2
178	категории и	1	2
179	мы и	4	2
180	свой предмет	1	2
181	конечно и	1	2
182	и то	4	2
183	по своему	1	2
184	в ее	1	2
185	он может	1	2
186	но не	2	2
187	сих пор	1	2
188	как к	1	2
189	хотя и	5	2
190	от этой	1	2
191	от этого	1	2
192	именно эта	1	2
193	есть для	1	2
194	эпохи и	1	2
195	перестает быть	2	2
196	они в	1	2
197	и по	2	2
198	на этом	2	2
199	одно и	5	2
200	на ту	1	2
201	зрения самого	1	2
202	действительно не	1	2
203	нисколько не	1	2
204	был бы	1	2
205	том что	8	2
206	в этих	1	2
207	могут не	1	2
208	и той	1	2
209	но он	1	2
210	друг другу	1	2
211	не его	1	2
212	и эти	2	2
213	без всяких	1	2
214	уже сказали	1	2
215	где нет	1	2
216	даже в	1	2
217	тому что	4	2
218	и мыслит	2	2
219	и проч	1	2
220	в единство	1	2
221	дело не	1	2
222	из него	1	2
223	такая же	1	2
224	для нас	2	2
225	у нас	4	2
226	ни о	3	2
227	мы все	1	2
228	всегда в	1	2
229	и о	3	2
230	же тему	1	2
231	то время	4	2
232	так в	2	2
233	не с	1	2
234	и вообще	2	2
235	можно сказать	1	2
236	нас в	2	2
237	жизни но	1	2
238	наконец в	1	2
239	в лучшем	1	2
240	предмета и	1	2
241	здесь не	1	2
242	и тем	2	2
243	так что	8	2
244	же и	2	2
245	связи с	1	2
246	уже не	5	2
247	и у	2	2
248	если мы	1	2
249	только на	7	2
250	в виде	8	2
251	в одном	1	2
252	для того	3	2
253	в другой	1	2
254	именно как	3	2
255	до сих	1	2
256	не есть	54	2
257	точке зрения	1	2
258	совершенно не	2	2
259	что все	14	2
260	связь с	1	2
261	в частности	2	2
262	так же	4	2
263	его как	3	2
264	не видят	1	2
265	быть только	2	2
266	для понимания	1	2
267	должно быть	3	2
268	в условиях	2	2
269	лучшем случае	1	2
270	того или	3	2
271	как раз	7	2
272	одна из	3	2
273	и кроме	2	2
274	потому что	7	2
275	ни было	1	2
276	основе их	1	2
277	от всякого	5	2
278	между ними	1	2
279	сказать что	4	2
280	или иного	2	2
281	одновременно и	1	2
282	бы его	2	2
283	все категории	1	2
284	и эта	1	2
285	тот предмет	1	1
286	себя как	3	1
287	только он	2	1
288	что отношение	1	1
289	его моменты	1	1
290	от предмета	1	1
291	и есть	16	1
292	чего не	4	1
293	от самого	2	1
294	из самых	3	1
295	мировоззрения и	1	1
296	не имеют	2	1
297	ведь и	1	1
298	с таким	1	1
299	чем именно	1	1
300	как чистое	2	1
301	его не	2	1
302	для своего	1	1
303	мы имеем	1	1
304	или наоборот	1	1
305	предмета в	1	1
306	и ничего	4	1
307	что уже	1	1
308	место в	1	1
309	и фактически	1	1
310	но она	3	1
311	но даже	3	1
312	и он	2	1
313	он был	1	1
314	которой живет	1	1
315	бы то	2	1
316	существует особая	1	1
317	без всякого	1	1
318	а следовательно	1	1
319	как целое	3	1
320	знающего только	1	1
321	но как	2	1
322	а только	1	1
323	в сторону	1	1
324	со всеми	2	1
325	в общем	1	1
326	иногда и	1	1
327	в свои	1	1
328	смысловой и	1	1
329	в одной	3	1
330	его на	2	1
331	в течение	1	1
332	и существенные	1	1
333	по которому	2	1
334	стороны и	1	1
335	что как	1	1
336	тему и	1	1
337	очень трудно	1	1
338	дробление в	1	1
339	первых двух	2	1
340	и где	2	1
341	и слова	1	1
342	сознания в	2	1
343	целый ряд	2	1
344	так уже	1	1
345	в нормальном	1	1
346	них он	1	1
347	в этот	1	1
348	в себя	1	1
349	к другому	1	1
350	к необходимости	1	1
351	так или	2	1
352	имеем в	1	1
353	сущности и	5	1
354	только один	1	1
355	чем его	1	1
356	от необходимости	1	1
357	на то	3	1
358	и если	2	1
359	что она	9	1
360	было с	1	1
361	всем своем	1	1
362	не значит	3	1
363	он должен	3	1
364	чем у	1	1
365	не к	1	1
366	мир как	8	1
367	него есть	1	1
368	есть еще	3	1
369	одной и	1	1
370	или иных	1	1
371	не суть	7	1
372	именно это	1	1
373	в основу	1	1
374	то ни	1	1
375	есть все	1	1
376	сознание и	3	1
377	ее категории	1	1
378	вещи и	1	1
379	бы быть	2	1
380	есть не	9	1
381	и дает	1	1
382	в свой	1	1
383	которая в	1	1
384	чаще всего	2	1
385	в ином	1	1
386	только одно	2	1
387	ни в	9	1
388	оно действительно	1	1
389	этого не	2	1
390	и уже	2	1
391	всегда и	1	1
392	несмотря на	2	1
393	значит не	1	1
394	чем в	1	1
395	как таковой	2	1
396	него предмет	1	1
397	и становится	1	1
398	но если	6	1
399	от своего	2	1
400	а главное	1	1
401	сознания на	1	1
402	как все	3	1
403	к истории	2	1
404	и без	3	1
405	сознания вовсе	1	1
406	оно живет	1	1
407	бы мы	1	1
408	одном из	1	1
409	от поэтического	1	1
410	мир и	3	1
411	тем не	10	1
412	по крайней	5	1
413	и более	1	1
414	в устах	1	1
415	вносить в	1	1
416	сама она	2	1
417	отличии от	1	1
418	же мы	2	1
419	то с	1	1
420	мир он	1	1
421	как точка	1	1
422	не менее	11	1
423	явления как	2	1
424	далек от	1	1
425	внести в	1	1
426	языком и	1	1
427	но только	4	1
428	может только	1	1
429	только не	10	1
430	на котором	2	1
431	возможно и	1	1
432	связанное с	1	1
433	только и	2	1
434	в самой	1	1
435	находиться в	1	1
436	в другую	1	1
437	его можно	1	1
438	по своей	1	1
439	людей и	2	1
440	во всем	3	1
441	притом как	1	1
442	вот что	1	1
443	же он	2	1
444	не получает	1	1
445	входят в	1	1
446	не столь	1	1
447	этом отношении	1	1
448	за ними	1	1
449	в каком	3	1
450	в стиле	1	1
451	не от	1	1
452	исходить из	1	1
453	все то	1	1
454	есть только	12	1
455	резкая грань	1	1
456	не знаем	1	1
457	отличается от	8	1
458	всего в	1	1
459	его с	1	1
460	как свой	1	1
461	всегда есть	5	1
462	социальные и	1	1
463	которая есть	1	1
464	целого никакое	1	1
465	должен быть	1	1
466	и это	4	1
467	полной очевидностью	1	1
468	в виду	7	1
469	сознание должно	1	1
470	нет никакой	4	1
471	оно с	1	1
472	не те	1	1
473	формами и	1	1
474	и совершенно	1	1
475	с первым	2	1
476	и логической	2	1
477	и которые	1	1
478	того и	2	1
479	для всякого	1	1
480	в споре	1	1
481	на которую	1	1
482	еще дальше	1	1
483	жизнь и	4	1
484	даны в	1	1
485	если бы	6	1
486	для этого	2	1
487	со стороны	2	1
488	движения и	3	1
489	только так	1	1
490	слова из	1	1
491	эта точка	1	1
492	и силу	1	1
493	они осуществляются	1	1
494	и что	15	1
495	или на	1	1
496	она всегда	2	1
497	как чисто	1	1
498	там в	1	1
499	в вопросах	1	1
500	приходится брать	1	1
501	это было	3	1
502	это может	1	1
503	нее нет	1	1
504	ибо нет	1	1
505	смысле не	2	1
506	на одном	1	1
507	что и	6	1
508	ибо и	3	1
509	и только	6	1
510	крайней мере	5	1
511	явления и	4	1
512	и она	2	1
513	где не	1	1
514	тот же	1	1
515	и две	1	1
516	употребляет их	1	1
517	те которые	1	1
518	и так	1	1
519	никак нельзя	1	1
520	или же	3	1
521	не мешает	2	1
522	своего собственного	2	1
523	есть в	3	1
524	в указанном	1	1
525	есть необходимая	1	1
526	и они	2	1
527	конечно нет	1	1
528	раз на	1	1
529	у нее	1	1
530	к ним	1	1
531	но что	7	1
532	случае не	3	1
533	каждый из	1	1
534	чтобы не	1	1
535	не просто	18	1
536	от того	4	1
537	момент в	1	1
538	а потому	1	1
539	нет и	4	1
540	исходят из	2	1
541	или иначе	2	1
542	эти две	3	1
543	и прежде	3	1
544	себя и	2	1
545	что не	5	1
546	что для	5	1
547	может находиться	1	1
548	из пределов	1	1
549	то и	3	1
550	ничем не	7	1
551	самое слово	1	1
552	о чем	1	1
553	оно оказывается	1	1
554	когда она	1	1
555	что мы	8	1
556	мира в	1	1
557	ближе к	1	1
558	он и	3	1
559	нет ничего	9	1
560	о себе	2	1
561	ничего нет	5	1
562	вместе с	1	1
563	относятся к	1	1
564	говорящего на	1	1
565	и относительном	1	1
566	всякого живого	1	1
567	себя то	1	1
568	исходить от	1	1
569	образ и	1	1
570	да и	1	1
571	и философии	1	1
572	мы до	1	1
573	быть не	2	1
574	в это	1	1
575	эти два	1	1
576	и нет	7	1
577	жизни или	1	1
578	но это	5	1
579	сущности можно	1	1
580	о мире	1	1
581	но с	1	1
582	на одной	1	1
583	тех или	2	1
584	с полной	3	1
585	которых он	1	1
586	живет и	1	1
587	потому не	1	1
588	ему только	1	1
589	в точном	1	1
590	или только	4	1
591	тем более	3	1
592	о котором	1	1
593	души в	1	1
594	от него	1	1
595	бы в	2	1
596	отношении не	1	1
597	зрения в	2	1
598	слово оказалось	1	1
599	от единого	1	1
600	же в	2	1
601	есть уже	1	1
602	личности и	5	1
603	становления и	1	1
604	не знает	3	1
605	только как	5	1
606	состоит из	1	1
607	от поэзии	2	1
608	есть и	12	1
609	та же	1	1
610	этого второго	1	1
611	жизни и	5	1
612	порядок и	1	1
613	который не	2	1
614	как на	5	1
615	в таком	14	1
616	все что	3	1
617	этой точки	2	1
618	они не	2	1
